"Rank","Name","Team","Cl","Pos","App","IP","SO","K/9"
"72","Eric Ruth","Winthrop","Jr.","P","13","58.3","61","9.42"
"73","Kevin Christy","La Salle","Sr.","P","11","67.0","70","9.40"
"74","Austin Gomber","Fla. Atlantic","Fr.","P","11","48.0","50","9.38"
"75","Eddie Orozco","UC Riverside","Sr.","P","11","70.3","73","9.35"
"76","Hayden Fox","Oakland","So.","P","11","44.3","46","9.35"
"77","Nathan Hill","Troy","Jr.","P","25","54.0","56","9.33"
"78","Ryan Donahue","La Salle","---","-","21","46.3","48","9.33"
"79","Matt Bowman","Princeton","Jr.","SS","9","56.0","58","9.32"
"80","Kevin Ziomek","Vanderbilt","So.","P","12","57.0","59","9.32"
"81","Jacob Mayers","Richmond","Jr.","P","11","77.3","80","9.31"
"82","Aaron Blair","Marshall","So.","P","11","66.7","69","9.31"
"83","Mark Appel","Stanford","Jr.","P","10","79.0","81","9.23"
"84","Tyler Linehan","Fresno St.","So.","P","12","68.3","70","9.22"
"85","Zach Toney","Austin Peay","Sr.","P","11","54.7","56","9.21"
"86","Spencer Medick","Elon","Jr.","P","12","60.7","62","9.19"
"87","Pat Ludwig","Yale","Sr.","P","9","62.7","64","9.19"
"88","Tyler Skulina","Kent St.","So.","P","11","63.7","65","9.18"
"89","Ryan Arrowood","Appalachian St.","Sr.","P","11","65.7","67","9.18"
"90","Marco Gonzales","Gonzaga","So.","1B","8","60.0","61","9.15"
"91","Nate Steinmetz","Northern Colo.","Sr.","P","12","46.3","47","9.14"
"92","Abel Flores","Texas Southern","Jr.","P","15","50.3","51","9.13"
"93","Michael Wacha","Texas A&M","Jr.","P","11","77.0","78","9.12"
"94","Taylor Rogers","Kentucky","Jr.","P","11","61.3","62","9.10"
"95","Jeff Thompson","Louisville","So.","P","11","62.3","63","9.10"
"96","Pat Light","Monmouth","Jr.","P","11","80.3","81","9.08"
"97","Jeremy Null","Western Caro.","Fr.","P","13","49.7","50","9.05"
"98","Hoby Milner","Texas","Jr.","P","26","55.7","56","9.05"
"99","John Walter","Penn St.","Jr.","P","11","59.7","60","9.05"
"100","Ben Tomchick","Old Dominion","Sr.","P","12","61.7","62","9.04"
"101","Randy Zeigler","La.-Monroe","Jr.","P","12","76.0","76","9.00"
"102","Justin Amlung","Louisville","Jr.","P","11","75.3","75","8.96"
"103","Brian Holmes","Wake Forest","Jr.","P","11","64.3","64","8.96"
"104","Mark Leiter","NJIT","Jr.","P","10","63.3","63","8.96"
"105","Travis Radke","Portland","Fr.","P","11","61.3","61","8.96"
"106","David Garner","Michigan St.","So.","P","16","50.3","50","8.95"
"107","Sean Newcomb","Hartford","Fr.","P","9","45.3","45","8.94"
"108","Michael Burke","Buffalo","So.","P","11","42.3","42","8.94"
"109","Kurt Giller","Oral Roberts","Jr.","P","12","65.7","65","8.90"
"110","Will Hudgins","Notre Dame","Sr.","P","11","73.0","72","8.88"
"111","Jose Garcia","Jackson St.","Jr.","INF","15","72.0","71","8.88"
"112","Nick Petree","Missouri St.","So.","P","11","77.3","76","8.85"
"113","Steven Okert","Oklahoma","Jr.","P","19","59.0","58","8.85"
"114","Ben Bullard","UAB","Jr.","P","11","72.3","71","8.84"
"115","Austin Voth","Washington","So.","P","15","54.0","53","8.83"
"116","Chris Horne","Norfolk St.","Jr.","P","14","50.0","49","8.82"
"117","Cody Kopilchack","Wright St.","Jr.","P","11","49.0","48","8.82"
"118","Patrick Martin","Bowling Green","Sr.","OF","20","43.0","42","8.79"
"119","Aaron Nola","LSU","Fr.","P","13","55.3","54","8.79"
"120","Kyle Westwood","North Florida","Jr.","P","10","63.7","62","8.76"
"121","Kyle McGowin","Savannah St.","So.","P","13","80.3","78","8.74"
"122","Kyle Barraclough","St. Mary's (CA)","Sr.","P","12","67.0","65","8.73"
"123","Steven Ewing","Miami (FL)","Jr.","P","12","71.3","69","8.71"
"","Cole Pitts","Georgia Tech","Fr.","P","14","52.7","51","8.71"
"125","Blake Huffman","UALR","Jr.","P","12","57.0","55","8.68"
"126","Jacob Lee","Arkansas St.","Sr.","P","11","65.3","63","8.68"
"127","Trent Swart","Duke","Fr.","P","11","56.0","54","8.68"
"128","Cody Schumacher","Missouri St.","Jr.","P","12","64.3","62","8.68"
"129","Alex Wood","Georgia","So.","P","12","73.7","71","8.67"
"130","Justin Haley","Fresno St.","Jr.","C","16","62.3","60","8.67"
"131","Mat Batts","UNC Wilmington","So.","P","11","71.7","69","8.66"
"132","Michael Cederoth","San Diego St.","Fr.","P","12","53.0","51","8.66"
"133","Tyler Rogers","Austin Peay","Jr.","P","26","44.7","43","8.66"
"134","Ryan Garton","Fla. Atlantic","Sr.","P","11","68.7","66","8.65"
"135","Daniel Watts","Jacksonville St.","Jr.","P","11","64.7","62","8.62"
"136","D.J. Roche","NJIT","Jr.","P","10","47.0","45","8.62"
"137","Josh Martin","Samford","Sr.","P","11","70.0","67","8.61"
"138","Jeb Stefan","Louisiana Tech","Jr.","P","12","62.7","60","8.61"
"139","Jonathan Gray","Oklahoma","So.","P","12","61.7","59","8.61"
"140","Layne Somsen","South Dakota St.","Jr.","P","10","52.3","50","8.60"
"141","Jordan Harrison","La.-Lafayette","Jr.","P","15","45.0","43","8.60"
"142","Zak Hermans","Princeton","Jr.","P","9","63.0","60","8.57"
"143","Taylor Clarke","Towson","Fr.","P","10","46.3","44","8.55"
"144","Jordan John","Oklahoma","So.","P","20","80.0","76","8.55"
"145","Tim Cooney","Wake Forest","Jr.","P","11","73.7","70","8.55"
"146","Jacob Foreman","Md.-East. Shore","Sr.","P","10","53.7","51","8.55"
"147","Jeffery Enloe","Central Ark.","Jr.","P","13","64.3","61","8.54"
"148","Kevin Brady","Clemson","Jr.","P","11","58.0","55","8.53"
"149","Dillon Overton","Oklahoma","So.","P","14","77.0","73","8.53"
"150","Cory Kyle","Arkansas St.","Sr.","P","14","43.3","41","8.52"
"151","Tyler Beede","Vanderbilt","Fr.","P","11","56.0","53","8.52"
"152","Andrew Leenhouts","Northeastern","Sr.","P","10","66.7","63","8.50"
"","Matt Wotherspoon","Pittsburgh","So.","P","11","66.7","63","8.50"
"154","Blake Fonfara","Lipscomb","Jr.","P","11","47.7","45","8.49"
"155","Brian Hunter","Hartford","So.","INF","13","45.7","43","8.47"
"156","Preston Olson","Utah Valley","Sr.","P","12","48.0","45","8.44"
"157","Jonathan Dziedzic","Lamar","Jr.","P","10","51.3","48","8.42"
"158","Kent Emanuel","North Carolina","So.","P","11","72.7","68","8.42"
"159","Thomas Gentile","Cincinnati","Jr.","P","17","50.3","47","8.41"
"160","Adam Mott","New Mexico St.","Jr.","P","12","55.7","52","8.40"
"161","Ryne Stanek","Arkansas","So.","P","11","64.3","60","8.40"
"162","Clay Murphy","Missouri St.","Jr.","P","10","59.0","55","8.39"
"163","Tim Bado","Western Ky.","Jr.","P","10","63.3","59","8.39"
"164","Preston Gainey","Navy","So.","P","9","48.3","45","8.39"
"165","Justin Malone","Georgia St.","Sr.","P","11","52.7","49","8.37"
"166","Jon Moscot","Pepperdine","Jr.","P","10","75.3","70","8.37"
"167","Josh Smith","Wichita St.","Sr.","P","12","71.0","66","8.37"
"168","Caleb Smith","Sam Houston St.","So.","P","12","69.0","64","8.35"
"169","Kyle Putkonen","Samford","Sr.","P","12","55.0","51","8.35"
"170","Jesse Morris","Wofford","So.","P","9","45.3","42","8.34"
"171","Josh Walker","New Mexico","So.","P","13","57.3","53","8.32"
"172","Aaron Elias","Jacksonville St.","Sr.","P","11","60.7","56","8.30"
"173","Jon Luke Jacobs","Auburn","Sr.","P","9","47.7","44","8.30"
"174","Christian Hull","Southeast Mo. St.","So.","P","12","54.3","50","8.29"
"175","Cameron Copping","Buffalo","Sr.","P","10","66.3","61","8.28"
"176","Aaron Griffin","Loyola Marymount","Jr.","P","22","50.0","46","8.28"
"177","Chris Razo","Illinois St.","Jr.","P","12","62.0","57","8.27"
"178","Jonathon Crawford","Florida","So.","P","12","49.0","45","8.27"
"179","John Tiedemann","Hofstra","Jr.","P","12","61.0","56","8.26"
"180","Chad Kuhl","Delaware","So.","P","10","52.3","48","8.26"
"181","Cy Sneed","Dallas Baptist","Fr.","P","11","59.0","54","8.24"
"182","John Straka","North Dakota St.","Jr.","P","11","78.7","72","8.23"
"183","Josh Conway","Coastal Caro.","Jr.","P","9","54.7","50","8.23"
"184","Stephen Tarpley","Southern California","Fr.","P","11","61.3","56","8.22"
"185","Konner Wade","Arizona","So.","P","13","80.0","73","8.21"
"186","Josh Cotham","Lipscomb","Sr.","P","10","56.0","51","8.20"
"187","Josh Renfro","Col. of Charleston","Sr.","P","12","63.7","58","8.19"
"188","Jordan Ramsey","UNC Wilmington","Fr.","P","10","47.3","43","8.18"
"189","Frank Duncan","Kansas","So.","P","14","83.7","76","8.17"
"190","Zak Griffith","Kennesaw St.","Sr.","P","18","54.0","49","8.17"
"191","Rusty Shellhorn","Texas Tech","Jr.","P","14","50.7","46","8.17"
"192","Jimmy Reed","Maryland","Jr.","P","17","49.7","45","8.15"
"193","Joe Kurrasch","Penn St.","Jr.","P","12","63.0","57","8.14"
"194","Eddie Butler","Radford","Jr.","P","10","71.0","64","8.11"
"195","Nathan Dorris","Southern Ill.","Jr.","P","11","57.7","52","8.11"
"196","Brandon Love","Mercer","Sr.","P","12","66.7","60","8.10"
"197","Adam Plutko","UCLA","So.","P","11","69.0","62","8.09"
"198","Taylor Massey","Dallas Baptist","Sr.","P","11","59.0","53","8.08"
"199","Trevor Megill","Loyola Marymount","Fr.","P","11","65.7","59","8.08"
"200","John Kuchno","Ohio St.","So.","P","13","49.0","44","8.08"
"201","Cal Bowling","Ball St.","Sr.","P","8","58.0","52","8.07"
"202","Kenny O'Brien","George Washington","Jr.","P","16","48.0","43","8.06"
"203","Blake Barnes","Oklahoma St.","Sr.","P","20","60.3","54","8.06"
"204","Ross Stripling","Texas A&M","Sr.","P","11","86.0","77","8.06"
"205","Lindsey Caughel","Stetson","Sr.","P","12","66.0","59","8.05"
"","Vince Voiro","Penn","Sr.","P","10","66.0","59","8.05"
"207","Adam Gunn","Utah Valley","Jr.","P","11","59.3","53","8.04"
"208","Max Povse","UNC Greensboro","Fr.","P","11","47.0","42","8.04"
"209","Kevin Ferguson","Northeastern","Jr.","P","9","62.7","56","8.04"
"210","Braden Shipley","Nevada","So.","P","11","67.3","60","8.02"
"211","Jharel Cotton","East Carolina","Jr.","P","11","61.7","55","8.02"
"212","Justin Bhatti","Norfolk St.","So.","P","11","60.7","54","8.01"
"213","Brandon Magallones","Northwestern","Fr.","P","11","65.3","58","7.99"
"214","Brett Harman","Maryland","Sr.","P","11","71.0","63","7.99"
"215","Matt Sergey","Campbell","Sr.","P","11","73.3","65","7.98"
"216","Colin Bear","Northwestern St.","Sr.","P","12","64.3","57","7.98"
"217","Jake Long","East Tenn. St.","So.","P","13","66.7","59","7.96"
"218","Phil Maton","Louisiana Tech","Fr.","P","14","69.0","61","7.96"
"219","Tyler Smith","Rider","Jr.","P","19","48.7","43","7.95"
"220","Rayan Gonzalez","Bethune-Cookman","Sr.","P","11","68.0","60","7.94"
"221","Jeremy Brown","VMI","Sr.","P","11","53.3","47","7.94"
"222","Dakota Bacus","Indiana St.","Jr.","P","12","84.0","74","7.93"
"223","Ryan VanAssche","Norfolk St.","So.","P","12","63.7","56","7.91"
"224","Martin Agosta","St. Mary's (CA)","Jr.","P","11","81.0","71","7.89"
"225","R.J. Fondon","FIU","Sr.","P","11","58.3","51","7.87"
"226","Jason Forjet","Fla. Gulf Coast","Sr.","P","12","68.7","60","7.86"
"227","Chance Fuglistahler","LIU Brooklyn","Fr.","P","15","52.7","46","7.86"
"228","Kenny Mathews","Cal St. Fullerton","Fr.","P","11","57.3","50","7.85"
"229","Mike Connolly","Maine","So.","INF","18","44.7","39","7.85"
"230","Taylor Sewitt","Manhattan","Sr.","P","16","47.0","41","7.85"
"231","Thomas Austin","Troy","Jr.","P","24","49.3","43","7.85"
"232","Jordan Smith","Western Caro.","So.","P","12","70.0","61","7.84"
"233","Tyler Beers","Murray St.","Sr.","P","12","62.0","54","7.84"
"234","Paul Sewald","San Diego","Sr.","P","11","64.3","56","7.84"
"235","Mike Torrence","Oral Roberts","Sr.","P","14","56.3","49","7.83"
"236","Randy McCurry","Oklahoma St.","Jr.","P","11","46.0","40","7.83"
"237","Kyle Finnegan","Texas St.","So.","P","12","76.0","66","7.82"
"238","Ryan West","Col. of Charleston","Sr.","P","13","53.0","46","7.81"
"239","Charles Weaver","IPFW","Jr.","P","11","77.3","67","7.80"
"240","Tommy Organ","North Florida","Jr.","P","10","45.0","39","7.80"
"241","Seth Cutler-Voltz","VCU","Sr.","P","15","57.7","50","7.80"
"242","Joel Alvira","Alabama St.","Fr.","P","11","64.7","56","7.79"
"243","David Hess","Tennessee Tech","Fr.","P","17","52.0","45","7.79"
"","Mitch Horacek","Dartmouth","So.","P","8","52.0","45","7.79"
"245","Andrew Aizenstadt","Virginia Tech","Sr.","P","14","49.7","43","7.79"
"246","David Randall","Mercer","Jr.","P","12","61.3","53","7.78"
"247","Michael Smith","Dallas Baptist","Jr.","P","21","45.3","39","7.75"
"248","Chris Matulis","UCF","Sr.","P","13","52.3","45","7.74"
"249","David Jesch","Hofstra","Fr.","P","13","50.0","43","7.74"
"250","Joey DeNato","Indiana","So.","P","11","71.0","61","7.73"
