"Rank","Name","Team","Cl","Pos","App","IP","SO","K/9"
"180","Steven Gruver","Tennessee","Jr.","P","11","76.3","70","8.26"
"181","Alex Gonzalez","Oral Roberts","Fr.","P","13","72.0","66","8.25"
"","Esterlin Paulino","N.C. A&T","Jr.","P","12","84.0","77","8.25"
"","Max Perlman","Harvard","Sr.","P","10","60.0","55","8.25"
"184","Aaron Elias","Jacksonville St.","Jr.","P","11","63.3","58","8.25"
"","Kyle McGowin","Savannah St.","Fr.","P","13","63.3","58","8.25"
"186","Joe Pond","Utah","So.","P","12","50.3","46","8.23"
"187","Brian Flynn","Wichita St.","So.","P","16","61.3","56","8.22"
"188","Colin Bear","Northwestern St.","Jr.","DH","11","60.3","55","8.21"
"189","Damon McCormick","Valparaiso","Sr.","P","11","79.0","72","8.20"
"190","R.J. Alvarez","Fla. Atlantic","So.","P","12","55.0","50","8.18"
"","Cory Nelson","Le Moyne","Sr.","P","10","44.0","40","8.18"
"192","James Jones","La.-Monroe","Sr.","P","17","46.3","42","8.16"
"193","Austin Wright","Ole Miss","Jr.","P","11","56.3","51","8.15"
"194","Brent Powers","Sam Houston St.","Sr.","P","11","49.7","45","8.15"
"195","Ty Blach","Creighton","So.","P","12","66.3","60","8.14"
"196","Elliot Gardner","Delaware St.","So.","OF","14","55.3","50","8.14"
"197","Michael Roth","South Carolina","Jr.","P","12","79.7","72","8.13"
"198","Jesse Cadenhead","Charleston So.","Sr.","P","11","62.0","56","8.13"
"199","Taylor Jungmann","Texas","Jr.","P","11","89.7","81","8.13"
"200","Michael Listi","Prairie View","Jr.","P","11","66.7","60","8.10"
"201","Arik Sikula","Marshall","Sr.","P","11","56.7","51","8.10"
"202","Brian Dupra","Notre Dame","Sr.","P","11","78.0","70","8.08"
"203","Seth Lugo","Centenary (LA)","Jr.","P","12","48.0","43","8.06"
"204","A.J. Bazdanes","Maine","Jr.","P","10","54.7","49","8.06"
"205","Matt Dermody","Iowa","So.","P","11","67.0","60","8.06"
"206","Brian Johnson","Florida","So.","P","11","63.7","57","8.05"
"207","Thomas Taylor","Kansas","So.","P","13","50.3","45","8.05"
"208","Alex Valadja","James Madison","Sr.","P","14","59.3","53","8.04"
"209","Austin Stadler","Wake Forest","Jr.","P","12","47.0","42","8.04"
"210","Nathan Hyatt","Appalachian St.","So.","P","11","65.0","58","8.03"
"211","Dan Zlotnick","Marist","So.","P","11","48.3","43","8.01"
"212","Luke Bushur","Eastern Ill.","Fr.","P","12","45.0","40","8.00"
"","Andy Ferguson","Arkansas St.","Sr.","P","10","63.0","56","8.00"
"","Branden Pinder","Long Beach St.","Jr.","P","12","54.0","48","8.00"
"215","Corey Roberts","Charlotte","So.","P","11","74.3","66","7.99"
"216","Ben White","Temple","Sr.","P","12","77.7","69","7.99"
"217","Jeffrey Gibbs","Maine","So.","P","9","44.0","39","7.98"
"218","Adam Conley","Washington St.","Jr.","P","12","79.0","70","7.97"
"219","Ben Tomchick","Old Dominion","Jr.","P","11","63.3","56","7.96"
"220","Ryan Angus","Central Ark.","Jr.","P","12","68.0","60","7.94"
"221","James Wise","Washington St.","Sr.","P","12","59.0","52","7.93"
"222","Zach Butler","McNeese St.","Sr.","P","13","67.0","59","7.93"
"223","Pierce Johnson","Missouri St.","So.","P","12","50.0","44","7.92"
"","Andy Moye","Ga. Southern","Sr.","P","11","50.0","44","7.92"
"225","Cody Winiarski","Virginia","Sr.","P","10","52.3","46","7.92"
"226","Rick Anton","Utah","Sr.","P","11","74.0","65","7.91"
"","Steven Barnes","Mississippi Val.","Sr.","P","17","74.0","65","7.91"
"228","Devin Jones","Mississippi St.","Jr.","P","12","46.7","41","7.90"
"229","Ben Nelson","Navy","So.","P","12","65.0","57","7.89"
"230","Shawn Stuart","Long Beach St.","Jr.","P","12","48.0","42","7.88"
"231","Garrett Harris","South Ala.","Sr.","P","11","81.3","71","7.86"
"232","Martin Agosta","St. Mary's (CA)","So.","P","10","65.3","57","7.86"
"233","Chad Kuhl","Delaware","Fr.","P","11","44.7","39","7.85"
"234","Matt Stites","Missouri","Jr.","P","11","72.3","63","7.84"
"235","Jarrett Arakawa","Hawaii","Fr.","P","12","62.0","54","7.84"
"236","Dayne Quist","UC Davis","Jr.","P","10","56.3","49","7.83"
"237","Mike Hauschild","Dayton","Jr.","P","14","79.3","69","7.83"
"238","Bobby Bolling","Radford","Sr.","P","11","69.0","60","7.83"
"","Forrest Koumas","South Carolina","Fr.","P","13","46.0","40","7.83"
"","Tyler Moore","North Florida","Fr.","P","13","43.7","38","7.83"
"","Scott Weismann","Clemson","Jr.","P","16","48.3","42","7.83"
"242","Cody Weiss","La Salle","Jr.","P","12","53.0","46","7.81"
"243","Adam Plutko","UCLA","Fr.","P","11","70.3","61","7.81"
"244","Kyle Putkonen","Samford","Jr.","P","10","65.7","57","7.81"
"245","Matt Barnes","Connecticut","Jr.","P","11","83.0","72","7.81"
"246","Coby Cowgill","VMI","So.","P","11","62.3","54","7.80"
"247","Mike McCarthy","CSU Bakersfield","Sr.","P","12","87.7","76","7.80"
"248","Andrew Smith","Charlotte","Jr.","P","11","74.0","64","7.78"
"249","Alex Blackford","Arizona St.","So.","P","16","46.3","40","7.78"
"250","Matt Davenport","William & Mary","Jr.","P","15","66.0","57","7.77"
"251","Phil McCormick","Missouri","Sr.","P","27","45.3","39","7.75"
"252","Dominic Sgroi","La Salle","Fr.","P","17","43.0","37","7.74"
"","Curtis Young","Alabama St.","Sr.","P","13","43.0","37","7.74"
"254","James Nygren","Oregon St.","Sr.","P","10","50.0","43","7.74"
"255","Chris Bates","Richmond","Fr.","P","13","47.7","41","7.74"
"256","Charles Basford","Samford","Jr.","P","12","61.7","53","7.73"
"257","Les Williams","Northeastern","Sr.","P","10","72.3","62","7.72"
"258","Kyle Fitzpatrick","FIU","Jr.","P","11","49.0","42","7.71"
"","Seth Maness","East Carolina","Sr.","P","10","70.0","60","7.71"
"","Kyle Westwood","North Florida","So.","P","10","56.0","48","7.71"
"261","Chris Capper","BYU","So.","P","11","67.7","58","7.71"
"262","Tyler Olson","Gonzaga","Jr.","P","10","60.7","52","7.71"
"263","Matt Morgan","Purdue","Sr.","P","9","46.7","40","7.71"
"264","Brandon Love","Mercer","Jr.","P","11","64.3","55","7.70"
"265","Phil Haig","FIU","Jr.","P","11","66.7","57","7.69"
"266","Mike Hamann","Toledo","So.","P","9","59.7","51","7.69"
"","Ryan Pfaeffle","George Mason","Jr.","P","11","59.7","51","7.69"
"","Andrew Strenge","Cincinnati","So.","P","11","59.7","51","7.69"
"269","Jack Snodgrass","Austin Peay","Sr.","P","10","48.0","41","7.69"
"270","Joey DeNato","Indiana","Fr.","P","12","45.7","39","7.68"
"271","Dustin Ward","Central Ark.","Jr.","P","16","61.0","52","7.67"
"272","Tanner Perkins","Western Ky.","So.","P","11","74.0","63","7.66"
"273","Derek Lamacchia","Quinnipiac","So.","P","9","51.7","44","7.66"
"274","Matt Lujan","San Francisco","Sr.","P","12","71.7","61","7.66"
"275","Randy Fontanez","South Fla.","Sr.","P","11","80.0","68","7.65"
"276","Matt Benedict","Western Caro.","Sr.","P","10","57.7","49","7.64"
"277","Mike Giordano","Manhattan","Jr.","P","10","61.3","52","7.63"
"278","Tripp Davis","NJIT","So.","P","11","79.0","67","7.63"
"279","Manny Lora","Alabama A&M","So.","P","10","46.0","39","7.63"
"280","Matt Maurer","Pepperdine","Fr.","P","15","56.7","48","7.62"
"281","Randy Zeigler","La.-Monroe","So.","P","12","65.0","55","7.62"
"282","Charles Wooten","Bowling Green","Sr.","P","13","55.7","47","7.59"
"283","Brant Norlander","Temple","Jr.","P","11","59.3","50","7.59"
"284","Zack Taylor","Stephen F. Austin","Jr.","P","12","57.0","48","7.58"
"285","Tyler Mack","New Mexico St.","So.","P","11","48.7","41","7.58"
"286","Evan Cox","Central Ark.","Sr.","P","15","52.3","44","7.57"
"287","Hunter Rivers","Jacksonville St.","So.","P","15","44.0","37","7.57"
"288","Ryan Ebner","Bucknell","Jr.","P","10","58.3","49","7.56"
"289","Derek Bushey","East Tenn. St.","So.","P","13","60.7","51","7.56"
"290","Nick Nuemann","Central Conn. St.","So.","P","9","56.0","47","7.55"
"291","Steven Evans","Liberty","Sr.","P","12","70.3","59","7.55"
"292","Steven Maxwell","TCU","Sr.","P","10","62.0","52","7.55"
"","Stephen Peterson","Rhode Island","Sr.","P","10","62.0","52","7.55"
"294","Justin Wiley","Iona","Sr.","P","11","68.0","57","7.54"
"295","Michael Allegreti","Savannah St.","Sr.","P","11","51.3","43","7.54"
"","Johnny Schoberl","Navy","So.","P","11","51.3","43","7.54"
"297","Nathan Kilcrease","Alabama","Sr.","P","11","69.3","58","7.53"
"298","Ryan Dull","UNC Asheville","Jr.","P","11","62.3","52","7.51"
"","Matt Talley","Citadel","Sr.","P","10","62.3","52","7.51"
"300","Chad Pierce","Milwaukee","Sr.","P","11","70.7","59","7.51"
"","Matt Summers","UC Irvine","Jr.","P","11","70.7","59","7.51"
"302","Mark Pope","Georgia Tech","Jr.","P","11","86.3","72","7.51"
"303","Luke Farrell","Northwestern","So.","P","10","60.0","50","7.50"
"","Bobby Mares","New Mexico","So.","P","13","54.0","45","7.50"
"","Jordan Pries","Stanford","Jr.","P","11","60.0","50","7.50"
"306","Burny Mitchem","Dayton","Jr.","P","17","73.3","61","7.49"
"307","Seth Streich","Ohio","So.","P","11","69.7","58","7.49"
"308","Logan Self","Campbell","So.","P","16","55.3","46","7.49"
"309","Karim Gonzalez","Md.-East. Shore","Jr.","P","18","47.0","39","7.47"
"310","Kyle Sumple","Siena","Sr.","P","11","60.3","50","7.46"
"311","Trey Smith","Morehead St.","Sr.","P","17","56.7","47","7.46"
"312","Roberto Padilla","San Jose St.","Jr.","P","11","77.3","64","7.45"
"313","Alex Keudell","Oregon","Jr.","P","11","58.0","48","7.45"
"314","Mike Mason","Marshall","Jr.","P","11","59.3","49","7.44"
"","Jordan Smith","Western Caro.","Fr.","P","10","59.3","49","7.44"
"316","Tim Bury","Dayton","Jr.","P","14","53.3","44","7.43"
"317","Colin Rea","Indiana St.","Jr.","P","14","70.3","58","7.43"
"318","Matt Bowman","Princeton","So.","SS","9","49.7","41","7.42"
"319","Scott Lyman","UC Davis","Jr.","INF","11","60.7","50","7.41"
"320","Scott Warwick","Fairfield","Jr.","P","10","62.0","51","7.40"
"321","Dennis O'Grady","Duke","Sr.","P","12","65.7","54","7.40"
"322","Eddie Butler","Radford","So.","P","11","67.0","55","7.39"
"","Adam Morgan","Alabama","Jr.","P","11","67.0","55","7.39"
"324","Matthew Shepherd","Tennessee Tech","Jr.","P","13","59.7","49","7.39"
"325","Andrew Heaney","Oklahoma St.","So.","P","13","50.0","41","7.38"
"326","Dave Krasnowiecki","Central Conn. St.","Sr.","P","9","53.7","44","7.37"
"327","Rob Zastryzny","Missouri","Fr.","P","11","64.7","53","7.37"
"328","Nick Meyers","Monmouth","Sr.","P","10","62.3","51","7.37"
"329","Greg Terhune","Seton Hall","So.","P","12","47.7","39","7.36"
"330","Nick Oelker","N.C. A&T","Jr.","P","14","65.0","53","7.34"
"331","Paul Paez","San Diego","Fr.","P","21","55.3","45","7.32"
"332","Bobby Shore","Oklahoma","Sr.","P","14","51.7","42","7.31"
"333","Chris Pike","Fordham","Fr.","INF","13","69.0","56","7.30"
"334","Jimmy Hodgskin","Troy","Fr.","P","11","53.0","43","7.30"
"335","Conrad Flynn","Tulane","Sr.","P","11","68.0","55","7.28"
"336","Tom Dolinak","Wofford","Sr.","P","11","50.7","41","7.28"
"337","Austin Voth","Washington","Fr.","P","10","47.0","38","7.28"
"338","Justin Frane","Valparaiso","Sr.","P","12","58.3","47","7.26"
"339","Matt Applegate","Kansas St.","Jr.","P","11","67.0","54","7.25"
"340","Tom Barry","Northern Ill.","Jr.","P","10","46.0","37","7.24"
"341","Josh Poytress","Fresno St.","Jr.","P","13","51.0","41","7.24"
"342","Kyle Hallock","Kent St.","Sr.","P","11","72.3","58","7.22"
"343","George Dummar","Quinnipiac","So.","-","10","48.7","39","7.21"
"344","Zak Hermans","Princeton","So.","P","9","58.7","47","7.21"
"345","Corey Chaffins","Eastern Mich.","Sr.","P","14","63.7","51","7.21"
"346","Kyle Eastham","South Fla.","Sr.","P","14","61.3","49","7.19"
"347","Troy Marks","Nevada","Jr.","P","13","46.3","37","7.19"
"348","Dan Russell","Western Ill.","Jr.","P","12","73.0","58","7.15"
"","Brian Stroud","Western Mich.","Sr.","P","11","73.0","58","7.15"
"350","Mike Jefferson","Louisiana Tech","Jr.","P","15","69.3","55","7.14"
"351","Brandon Efferson","Southeastern La.","Sr.","P","11","75.7","60","7.13"
"352","Chris Franzese","LIU Brooklyn","So.","P","15","59.3","47","7.13"
"353","Matthew Kimball","Brown","Sr.","P","8","53.0","42","7.13"
"354","Cory Hall","Santa Clara","Sr.","P","11","77.0","61","7.13"
"355","Justin Russell","Citadel","Fr.","P","11","54.3","43","7.13"
"356","Derek Zielinski","Le Moyne","So.","P","9","49.3","39","7.12"
"357","Justin Topa","LIU Brooklyn","So.","P","13","62.0","49","7.11"
"","Jared Wagoner","Butler","Sr.","P","10","62.0","49","7.11"
"359","Seth Grant","Appalachian St.","Jr.","P","11","63.3","50","7.11"
"360","Lincoln Rassi","Toledo","Jr.","P","12","57.0","45","7.11"
"361","Blake Monar","Indiana","Jr.","P","11","69.7","55","7.10"
"362","Brandon Browne","UNC Greensboro","Fr.","P","12","50.7","40","7.10"
"","Jason Moulton","Ohio","Sr.","P","10","50.7","40","7.10"
"364","Joe Mantiply","Virginia Tech","So.","P","11","66.0","52","7.09"
"","Alex Wood","Georgia","So.","P","10","66.0","52","7.09"
"366","Ben Bertelson","Air Force","So.","P","13","45.7","36","7.09"
"367","Jacob Lee","Arkansas St.","Jr.","P","11","76.3","60","7.08"
"368","Ken Graveline","Rhode Island","Sr.","P","11","68.7","54","7.07"
"369","David Garner","Michigan St.","Fr.","P","13","49.7","39","7.06"
"370","Matt Fyffe","Eastern Ky.","Jr.","P","12","51.0","40","7.06"
"371","Justin Sarratt","Clemson","Sr.","P","13","52.3","41","7.06"
"","Josh Smith","Wichita St.","Jr.","P","11","52.3","41","7.06"
"373","Owen Jones","Portland","Jr.","P","11","60.0","47","7.05"
"374","Justin Amlung","Louisville","So.","P","11","76.7","60","7.04"
"375","Pat Light","Monmouth","So.","P","11","53.7","42","7.04"
"376","Josh Carr","Kennesaw St.","Jr.","P","10","55.0","43","7.04"
