"Rank","Name","Team","Cl","Pos","App","IP","SV"
"","Jimmy Reed","Maryland","Jr.","P","17","49.7","7"
"","Todd Eaton","Southern Ill.","So.","P","18","20.3","7"
"","Travis Huber","Nebraska","Jr.","P","18","19.7","7"
"","Russell Luxton","Oakland","Jr.","P","18","43.0","7"
"","Jordan McCoy","Nicholls St.","Jr.","P","18","22.0","7"
"","Alex Moshier","Stephen F. Austin","Sr.","P","18","23.3","7"
"","Ryan Nance","UAB","Sr.","P","18","32.0","7"
"","Derek Self","Louisville","Sr.","P","18","24.7","7"
"","R.J. Alvarez","Fla. Atlantic","Jr.","P","19","29.7","7"
"","Barrett Astin","Arkansas","So.","P","19","40.7","7"
"","Joshua Fredendall","Washington","Jr.","P","19","24.7","7"
"","Logan Scott","California","Sr.","P","19","28.7","7"
"","Blake Dieterich","Georgia","Jr.","P","20","35.0","7"
"","Kyle Friedrichs","Long Beach St.","So.","P","20","28.3","7"
"","Kenny Long","Illinois St.","Sr.","P","20","36.7","7"
"","Mason Melatokis","Northwestern St.","Jr.","P","20","45.3","7"
"","Travis Parker","Saint Louis","Sr.","P","20","27.7","7"
"","Michael Burchett","Sam Houston St.","Jr.","P","21","37.3","7"
"","John Farrell","William & Mary","Jr.","P","21","33.3","7"
"","Tanner Merritt","East Carolina","Jr.","P","21","39.0","7"
"","Eric Eck","Wofford","So.","P","22","36.0","7"
"","Paul Twining","Santa Clara","Sr.","P","22","32.0","7"
"","Elliott Waterman","San Francisco","Jr.","P","22","32.0","7"
"","Jake Barrett","Arizona St.","Jr.","P","23","25.0","7"
"","Caleb Dudley","Louisiana Tech","Jr.","P","23","41.0","7"
"","Elliott Warford","Furman","Fr.","P","24","30.3","7"
"98","Jeff McVaney","Texas St.","Sr.","OF","11","10.3","6"
"","Nick Brown","Iowa","Sr.","P","12","16.0","6"
"","Chad Sturgeon","Delaware St.","Jr.","P","12","10.3","6"
"","Ryan Tezak","West Virginia","So.","P","13","12.0","6"
"","Steven Leasure","South Fla.","Jr.","P","14","18.0","6"
"","Thomas Olson","Dartmouth","Fr.","P","15","31.7","6"
"","Stephen Richter","Delaware","Jr.","P","15","16.0","6"
"","Zack Hartman","UNLV","So.","P","16","21.0","6"
"","Dom Macaluso","Saint Peter's","Sr.","P","16","46.0","6"
"","Scott Oberg","Connecticut","Jr.","P","16","24.3","6"
"","Leif Sorenson","Massachusetts","Sr.","P","16","27.7","6"
"","James Lomangino","St. John's (NY)","So.","P","17","21.0","6"
"","Mathew Troupe","Arizona","Fr.","P","17","22.3","6"
"","Tony Wieber","Michigan St.","Jr.","P","17","20.0","6"
"","Neil Fryer","Siena","So.","P","18","28.3","6"
"","Phillip Garcia","A&M-Corpus Christi","Sr.","P","18","23.3","6"
"","Jaime Schultz","High Point","So.","P","18","24.0","6"
"","Michael Swanner","Pepperdine","So.","P","18","20.7","6"
"","Nate Young","Elon","Jr.","P","18","18.7","6"
"","Danny Gifford","Bradley","Sr.","P","19","25.3","6"
"","Matt Sims","UTSA","So.","P","19","22.3","6"
"","Brian Sustersic","Temple","Sr.","P","19","23.7","6"
"","Anthony Bazzani","Eastern Ky.","Jr.","P","20","33.0","6"
"","Alex Cillo","Bucknell","Sr.","P","20","39.0","6"
"","Scott Coffman","New Mexico St.","Sr.","P","20","27.7","6"
"","Steve Danielak","IPFW","So.","OF","20","36.0","6"
"","Jeff Snell","Lafayette","Sr.","P","20","34.0","6"
"","Chase Johnson","Cal Poly","So.","P","21","23.3","6"
"","Nick Bruns","Bowling Green","Jr.","P","22","30.3","6"
"","Jonathan Van Eaton","Memphis","So.","P","22","27.0","6"
"","Aaron Burke","Coastal Caro.","Jr.","P","25","50.3","6"
