"Rank","Name","Team","Cl","Pos","G","AB","H","BB","HBP","SF","SH","PCT"
"48","Kendall Boone","West Tex. A&M","Jr.","INF","48","177","75","27","3","5","1","0.495"
"49","Joe Huber","St. Joseph's (IN)","Sr.","INF","44","161","64","26","8","3","4","0.495"
"50","Cody Grice","Grand Valley St.","Jr.","OF","42","129","50","25","12","10","0","0.494"
"51","Michael Shepherd","Ohio Valley","Jr.","INF","36","108","38","23","7","0","0","0.493"
"52","Robert Hawkins","West Virginia St.","Sr.","INF","31","113","46","13","7","1","2","0.493"
"53","Jon Stockton","Concordia-St. Paul","Sr.","OF","29","96","37","21","2","3","0","0.492"
"54","Mark Jeffery","Tarleton St.","Sr.","C","43","129","45","18","21","3","2","0.491"
"55","Khatim Butler","Elizabeth City St.","Sr.","P","40","120","36","37","9","1","4","0.491"
"56","Stuart Drew","West Ga.","Jr.","2B","48","182","78","14","10","2","3","0.490"
"57","Buddy Sosnoskie","Francis Marion","Jr.","OF","47","160","65","17","17","8","3","0.490"
"58","Josh Dawson","Cameron","Jr.","INF","44","168","67","22","9","1","4","0.490"
"59","Bryan Lippincott","Concordia-St. Paul","Jr.","3B","29","118","55","5","3","3","0","0.488"
"60","Charlie Dubanoski","Augustana (SD)","Sr.","INF","40","140","59","19","3","4","0","0.488"
"61","Jerry Rodriguez","Tex. A&M-Kingsville","Sr.","INF","46","158","57","39","5","5","0","0.488"
"62","Elliott Riege","Colorado Mines","Sr.","INF","42","161","65","21","6","1","0","0.487"
"63","Keith Whitman","UNC Pembroke","Sr.","OF","44","153","57","22","12","0","0","0.487"
"64","Matt Roohan","Incarnate Word","Sr.","INF","47","184","81","12","6","2","2","0.485"
"65","Shayne Houck","Kutztown","Jr.","INF","39","136","52","23","5","1","2","0.485"
"66","Brandon Choate","Southern Ark.","Sr.","C","40","124","42","20","17","2","2","0.485"
"67","Bo Darby","West Virginia St.","Sr.","INF","31","104","38","18","7","1","0","0.485"
"68","Patrick Dockendorf","Minn. St. Mankato","Jr.","INF","40","129","50","24","4","4","1","0.484"
"69","Blake Tagmyer","UC San Diego","Sr.","2B","37","111","39","18","12","2","0","0.483"
"70","Cory Phillips","Grand Valley St.","Sr.","INF","36","91","33","18","4","1","2","0.482"
"71","Robert Skinner","Lander","Sr.","INF","49","170","59","45","3","4","8","0.482"
"72","Nick Erminio","Seton Hill","Jr.","INF","37","129","45","28","6","1","0","0.482"
"73","Eric Walker","Southeastern Okla.","Sr.","C","45","135","42","35","14","5","3","0.481"
"74","Frank Sirolli","Indiana (PA)","Sr.","OF","46","145","54","26","6","2","1","0.480"
"75","Dillon Hazlett","Emporia St.","Sr.","INF","45","174","75","18","1","3","1","0.480"
"76","Jason Reitenbach","Findlay","Sr.","INF","43","134","48","25","6","0","1","0.479"
"77","Matt Toth","Lake Erie","Jr.","OF","39","138","54","22","2","1","3","0.479"
"78","Shawn Ward","Georgia College","Sr.","OF","49","189","74","30","5","4","0","0.478"
"79","Andrew Jones","Tampa","Jr.","OF","45","155","64","14","8","3","1","0.478"
"80","Steve Anderson","Grand Valley St.","Jr.","OF","40","129","53","10","12","6","0","0.478"
"81","David Harvey","Morehouse","Jr.","OF","37","119","52","6","6","3","0","0.478"
"82","Chris Dula","Catawba","Fr.","3B","53","200","77","28","8","1","0","0.477"
"83","Adam Taylor","North Greenville","So.","P","44","167","68","17","7","2","3","0.477"
"84","Noah Ringenberger","Northeastern St.","So.","OF","34","125","50","19","2","3","1","0.477"
"","Paul Young","Grand Valley St.","Sr.","OF","39","126","49","21","1","1","4","0.477"
"86","Joel Potts","Drury","Sr.","3B","45","143","55","22","4","1","4","0.476"
"87","Tyson Littlewood","Dixie St.","Jr.","INF","47","155","54","37","5","5","1","0.475"
"","Derrion Washington","LeMoyne-Owen","Fr.","-","26","82","29","12","7","0","0","0.475"
"89","Dodson McPherson","Wingate","Jr.","OF","54","222","91","25","5","3","0","0.475"
"90","Stephen Carmon","S.C. Aiken","Jr.","SS","50","193","72","33","5","1","5","0.474"
"91","Matt Hunt","Saginaw Valley","Jr.","3B","37","120","42","25","5","2","1","0.474"
"","Troy Snitker","North Ga.","Jr.","C","49","185","66","36","6","1","2","0.474"
"93","Noe Flores","Cal St. L.A.","Sr.","1B","41","124","46","19","5","0","1","0.473"
"94","Nate Wilder","Arkansas Tech","Jr.","3B","38","101","34","22","5","1","0","0.473"
"95","Christian Glisson","Valdosta St.","Jr.","C","44","151","56","18","12","1","0","0.473"
"96","Tyler Migl","St. Mary's (TX)","Jr.","OF","48","166","65","24","5","4","8","0.472"
"","Tyler Ruch","Central Mo.","Sr.","INF","46","156","56","36","2","5","5","0.472"
"98","Chris Harrison","Southern Ark.","Sr.","OF","34","95","30","17","12","1","0","0.472"
"99","Chris Reese","Arkansas Tech","Jr.","INF","44","140","48","31","5","2","4","0.472"
"100","Matt McAllester","Ashland","Sr.","2B","45","148","56","18","9","1","9","0.472"
"101","Michael Wilson","Francis Marion","Fr.","INF","47","189","71","21","14","1","2","0.471"
"102","Trevor Rogers","Southern Ark.","Jr.","OF","41","106","30","34","7","4","5","0.470"
"103","Emilio Villanueva","Drury","Fr.","OF","39","111","42","20","1","2","4","0.470"
"104","Grant DeBruin","Ala.-Huntsville","Jr.","INF","45","151","58","19","9","4","0","0.470"
"105","Nick Markis","Arkansas Tech","Sr.","3B","43","159","60","22","10","5","2","0.469"
"106","Matt Howard","Slippery Rock","Sr.","OF","44","149","58","24","1","3","0","0.469"
"107","Ryan Brnovich","Saint Leo","So.","INF","45","179","72","18","5","1","2","0.468"
"108","Jose Mendoza","Henderson St.","Sr.","INF","42","125","43","27","10","9","0","0.468"
"109","Eric Barnes","Oakland City","Jr.","INF","29","86","32","15","3","3","0","0.467"
"110","Eric Schlitter","Bridgeport","Jr.","1B","33","112","41","23","0","2","0","0.467"
"111","Justin Bagbey","Chowan","Jr.","INF","46","140","48","36","0","4","0","0.467"
"","Richard Pirkle","Georgia College","Sr.","C","50","167","51","42","12","4","1","0.467"
"113","Keith Morrisroe","Concord","Jr.","C","41","145","53","14","16","3","1","0.466"
"114","Travis Hayes","Tarleton St.","Jr.","INF","36","117","48","13","1","2","0","0.466"
"115","Josh Beal","Stillman","Fr.","-","39","134","50","18","7","2","4","0.466"
"116","Andrew Elke","Saint Martin's","Sr.","OF","47","148","48","27","13","1","7","0.466"
"117","Kyle Rosadino","Southern Conn. St.","Sr.","OF","37","139","48","28","5","2","2","0.466"
"118","Jacob White","Emporia St.","Sr.","SS","40","117","40","24","3","0","6","0.465"
"119","Mike Bisenius","Wayne St. (NE)","Jr.","OF","36","122","48","17","1","2","1","0.465"
"120","J.R. Roland","Abilene Christian","Jr.","OF","42","139","50","26","3","2","1","0.465"
"121","Brady Hohl","Neb. Omaha","Jr.","INF","46","172","69","20","2","2","4","0.464"
"122","Tate Leapaldt","Mary","Fr.","3B","35","101","35","23","0","1","5","0.464"
"","Michael Leviseur","Seton Hill","Jr.","C","34","101","37","12","9","3","1","0.464"
"","Steven Martinez","Pace","Fr.","INF","31","101","35","22","1","1","1","0.464"
"125","Kyle Wallace","Colorado Mines","Fr.","INF","44","151","49","34","6","1","3","0.464"
"126","Jp LaMunyon","North Ala.","Jr.","3B","43","161","66","13","3","0","2","0.463"
"127","Derek Ingui","Franklin Pierce","Sr.","DH","43","150","61","18","2","5","2","0.463"
"128","Parker Amos","Emporia St.","Sr.","OF","40","123","47","18","2","2","0","0.462"
"129","Brad Shankle","Southeastern Okla.","Jr.","C","42","126","42","19","12","1","6","0.462"
"130","Jordan Smith","St. Cloud St.","So.","OF","41","150","60","14","5","2","1","0.462"
"131","K.C. Clabough","Florida Tech","Jr.","INF","47","173","70","15","6","3","9","0.462"
"132","William Buford","Tuskegee","So.","P","33","110","37","20","9","4","1","0.462"
"","Sean Cotten","Tusculum","Sr.","C","50","174","60","34","8","5","1","0.462"
"","Bo Folkinga","Western Ore.","Jr.","OF","36","113","45","9","6","2","2","0.462"
"135","Tyler Choate","Southern Ind.","Sr.","P","45","154","54","33","2","4","5","0.461"
"136","Braxton Graven","Bellarmine","Sr.","OF","44","149","53","26","4","1","1","0.461"
"137","Erik Scott","N.M. Highlands","Jr.","OF","36","99","31","17","11","1","2","0.461"
"138","Danny Miller","Minn. St. Mankato","Sr.","OF","41","127","40","32","4","2","6","0.461"
"","Matt Umba","Wilmington (DE)","Sr.","SS","40","141","53","20","3","1","7","0.461"
"140","Courtney Spitz","Drury","Sr.","C","35","107","40","18","0","1","4","0.460"
"141","Ryan Porter","Rockhurst","Jr.","1B","43","151","59","20","2","3","1","0.460"
"","Marcus Weese","Davis & Elkins","Sr.","OF","42","146","54","19","8","3","1","0.460"
"143","Jason Simone","Mount Olive","Sr.","OF","37","150","64","9","2","2","1","0.460"
"144","Chris Collazo","Tex. A&M Int'l","Sr.","OF","47","173","66","23","3","1","1","0.460"
"145","Keegan Ghidotti","Ouachita Baptist","Fr.","P","37","100","34","11","12","1","1","0.460"
"","Ryan Noelte","Valdosta St.","Jr.","OF","40","111","45","9","3","1","3","0.460"
"147","Derek Fulmer","North Greenville","Jr.","P","44","159","64","17","4","5","0","0.459"
"148","Jeremy Williams","Tuskegee","So.","P","32","109","39","17","6","3","1","0.459"
"149","Keoni Manago","Hawaii Hilo","Sr.","OF","39","150","60","17","1","2","1","0.459"
"","Jon Shoutta","Regis (CO)","Fr.","1B","43","145","55","18","5","2","0","0.459"
"151","Mike Bolling","Lewis","Jr.","OF","30","110","38","20","3","0","1","0.459"
"152","Jarius Brown","Stillman","Fr.","OF","41","155","61","14","8","4","4","0.459"
"153","Michael Schmidt","North Ala.","Jr.","INF","44","159","53","35","5","4","2","0.458"
"154","Brandon James","Lake Erie","Sr.","OF","41","141","59","10","2","2","1","0.458"
"","Brandon Wolfe","West Chester","Sr.","C","41","121","40","25","6","3","1","0.458"
"156","Adrian Rivera","St. Andrews","So.","INF","34","102","33","25","2","2","1","0.458"
"157","Brian Ferguson","Dowling","Sr.","OF","39","133","43","13","20","0","5","0.458"
"","Chris Pfau","Lincoln (MO)","Jr.","P","38","146","56","19","1","0","0","0.458"
"159","Mike August","Millersville","Jr.","SS","45","149","58","19","4","5","0","0.458"
"","Caleb Dalman","Wayne St. (MI)","Sr.","SS","37","91","29","14","11","2","2","0.458"
"161","Chandler Goode","Tex. Permian Basin","Sr.","OF","46","170","59","30","8","4","1","0.458"
"162","Shannon Rush","Virginia St.","Sr.","INF","44","138","54","15","6","5","0","0.457"
"163","Jonathan Keppler","Mercyhurst","Sr.","INF","44","144","39","45","7","3","3","0.457"
"164","Zach Krueger","Metro St.","Sr.","OF","39","148","54","13","13","1","1","0.457"
"","Brett Mazmanian","Ouachita Baptist","Jr.","C","42","146","53","24","3","2","2","0.457"
"","Alex Schultz","Eastern N.M.","Jr.","INF","36","112","37","14","13","1","5","0.457"
"167","Mike Godwin","Wilmington (DE)","Jr.","P","39","120","41","23","5","3","5","0.457"
"","Kyle Roden","Bellarmine","Sr.","C","43","132","50","9","10","0","5","0.457"
"169","Sean Estand","St. Joseph's (IN)","Sr.","3B","44","165","62","19","9","4","0","0.457"
"170","Aaron Scoville","Shepherd","Fr.","INF","33","127","46","18","4","0","1","0.456"
"171","Joey Ianiero","Bloomsburg","Sr.","INF","40","141","56","14","3","2","2","0.456"
"172","William Lariscy","Paine","Sr.","2B","40","109","32","28","7","3","6","0.456"
"","William Ward","Chowan","So.","OF","44","120","41","24","2","1","4","0.456"
"174","Dallas Burke","Mo. Southern St.","Jr.","C","41","140","55","13","4","1","4","0.456"
"","Bryan Butcher","Morehouse","Jr.","C","41","142","58","10","4","2","2","0.456"
"176","Lou Downey","Gannon","Fr.","INF","30","76","23","12","11","2","3","0.455"
"177","Kevin Cressman","Lock Haven","Jr.","1B","38","111","34","12","19","1","1","0.455"
"","Dane Kolkmeyer","Mo. Southern St.","So.","INF","38","138","56","13","1","2","7","0.455"
"179","Rolando Bonner","Tusculum","Sr.","OF","43","163","61","20","8","5","2","0.454"
"180","M Johnson","West Liberty","Fr.","-","43","113","37","20","7","1","1","0.454"
"181","Evan Claus","Metro St.","Jr.","1B","31","96","34","18","2","3","1","0.454"
"182","Kyle Jones","Sonoma St.","Sr.","OF","44","149","54","27","2","5","1","0.454"
"","Brandon Small","Albany St. (GA)","Jr.","SS","45","150","54","19","10","4","2","0.454"
"184","Tom Deangelis","Seton Hill","Sr.","INF","39","138","53","11","9","3","0","0.453"
"185","Arrow Cunningham","Central Okla.","Sr.","C","43","133","54","11","2","2","5","0.453"
"186","John Schraer","Charleston (WV)","So.","INF","36","110","42","13","2","1","1","0.452"
"","Drew Walker","Armstrong","Jr.","INF","48","166","55","29","11","4","1","0.452"
"188","Benny Carter","Paine","Jr.","1B","37","114","37","28","1","3","0","0.452"
"189","Steven Vidaurri","Incarnate Word","Sr.","OF","47","173","70","12","7","5","6","0.452"
"190","Grant Brasher","Missouri S&T","Sr.","1B","31","70","20","9","13","1","6","0.452"
"","Brain Laznik","Erskine","Sr.","OF","50","176","60","29","9","3","1","0.452"
"192","Ty Chancelor","Ala.-Huntsville","Jr.","OF","43","140","48","16","15","4","7","0.451"
"193","Tom Ward","Ouachita Baptist","Jr.","DH","41","118","34","18","17","0","1","0.451"
"194","Cody Montz","Kutztown","Jr.","INF","37","108","42","10","3","1","2","0.451"
"195","Peter Barrows","Bridgeport","Sr.","1B","33","115","39","16","9","2","0","0.451"
"196","Mike Williams","Newman","Sr.","INF","46","175","73","12","1","3","0","0.450"
"197","Jake Rierson","Limestone","Jr.","P","52","170","56","36","3","2","7","0.450"
"198","Kevin Rufus","Newberry","Jr.","C","48","154","45","26","19","1","1","0.450"
"","Darryl Stringfield","Virginia St.","Sr.","P","47","154","55","24","2","0","1","0.450"
"","Zach Taylor","West Fla.","Sr.","OF","36","102","37","13","4","1","1","0.450"
"","Kevin Wempe","Emporia St.","Sr.","INF","45","140","45","23","13","4","7","0.450"
"202","Ryan Powers","Saint Leo","Sr.","INF","44","153","52","23","10","3","0","0.450"
"203","Joey Bristyan","Grand Canyon","Jr.","OF","45","161","53","28","8","1","2","0.449"
"204","Shane Latshaw","Mercyhurst","Jr.","OF","43","137","53","14","4","3","1","0.449"
"205","Keith Meyer","Bloomsburg","Jr.","SS","38","106","32","21","9","2","2","0.449"
"206","Joey Frabasile","Belmont Abbey","Jr.","1B","46","161","59","24","5","6","1","0.449"
"207","Brendan Barry","Post","Sr.","INF","33","130","45","22","3","1","3","0.449"
"208","Nate Defilippi","Seton Hill","Jr.","OF","38","107","35","23","3","3","6","0.449"
"209","Andrew Durden","Nova Southeastern","Sr.","OF","44","171","65","15","7","1","1","0.448"
"210","Cam Kneeland","Mass.-Lowell","Jr.","INF","38","150","55","21","6","6","0","0.448"
"211","Justin Hall","Ouachita Baptist","Sr.","DH","40","90","22","22","12","1","2","0.448"
"212","Keegan Morrow","Central Okla.","Jr.","OF","44","164","59","26","1","1","3","0.448"
"213","Kyle Webb","Concord","Sr.","INF","42","142","52","21","0","0","0","0.448"
"214","Cody Coffman","Tusculum","Jr.","1B","47","145","51","24","2","1","1","0.448"
"","Chris Edgar","Millersville","Jr.","OF","44","146","54","18","5","3","0","0.448"
"216","Ryan Guarino","East Stroudsburg","Jr.","INF","32","83","27","18","2","2","0","0.448"
"217","Casey Hall","Stillman","Jr.","INF","40","111","33","27","4","1","7","0.448"
"218","Vincent Malzahn","St. Thomas Aquinas","Sr.","1B","43","145","49","28","4","4","0","0.448"
"219","Michael Bueker","Mars Hill","Jr.","INF","48","210","87","12","3","3","3","0.447"
"","Bryce Gerhardt","Abilene Christian","So.","OF","36","100","39","9","3","2","6","0.447"
"","Robert Kelly","St. Anselm","So.","1B","44","160","58","24","3","3","0","0.447"
"","Jeremy Sudbeck","Minn. St. Mankato","Jr.","OF","35","98","38","5","8","3","1","0.447"
"","Nick Szalejko","USciences","So.","OF","33","115","31","17","20","0","1","0.447"
"224","Michael Thames","Paine","So.","OF","39","132","45","16","11","2","1","0.447"
"225","Shawn Pleffner","Tampa","Jr.","OF","41","138","48","24","4","4","0","0.447"
"226","Kyle Buchanan","Belmont Abbey","Jr.","C","44","149","45","23","16","0","1","0.447"
"","Corbin Williams","Albany St. (GA)","So.","2B","43","156","54","28","2","2","2","0.447"
"228","David Altman","Colo. Christian","So.","2B","37","128","40","28","3","0","1","0.447"
"229","Josh Haley","UNC Pembroke","Jr.","OF","48","191","69","25","6","2","2","0.446"
"230","Ethan Gold","East Central","Fr.","OF","36","106","41","12","1","2","0","0.446"
"231","John Jones","Francis Marion","Jr.","OF","41","128","48","10","8","2","10","0.446"
"232","Jason Trulin","Neb.-Kearney","Sr.","OF","38","141","53","18","3","4","1","0.446"
"233","Ryan Schoonover","Central Okla.","Sr.","OF","46","143","46","29","7","5","4","0.446"
"234","Howie Deemer","Bloomsburg","Sr.","P","34","109","43","9","1","0","3","0.445"
"235","Rich McHugh","Stonehill","Jr.","C","39","131","40","31","2","0","0","0.445"
"236","Juan Alvarez","Lincoln Memorial","Sr.","INF","51","190","68","28","5","4","2","0.445"
"","Alexi Colon","Tusculum","Jr.","OF","50","181","60","38","3","5","2","0.445"
"238","Evan Gazza","Davis & Elkins","Sr.","OF","42","154","60","18","2","6","0","0.444"
"","Jordan Oncay","Wilmington (DE)","Jr.","OF","40","138","48","20","4","0","8","0.444"
"","Andy Quiring","Tex. Permian Basin","Sr.","OF","38","125","42","13","13","2","8","0.444"
"","Ryan Reddick","Pittsburg St.","So.","C","44","148","56","18","2","3","1","0.444"
"242","Nate Baumann","Augustana (SD)","Sr.","OF","39","144","51","20","4","1","0","0.444"
"243","Joey Benke","St. Cloud St.","Jr.","INF","36","120","39","25","3","3","0","0.444"
"","Bryan Patterson","Hawaii Hilo","Sr.","INF","42","122","40","20","7","2","7","0.444"
"245","Joey Hallinan","Ohio Valley","Jr.","INF","35","118","44","11","4","0","0","0.444"
"","Josh Logan","Seton Hill","Jr.","OF","35","120","48","7","4","2","3","0.444"
"","Christopher Miller","Benedict","Sr.","OF","38","102","30","24","5","2","1","0.444"
"248","Dillon Downs","Eastern N.M.","Jr.","C","33","98","34","10","7","0","0","0.443"
"249","Josh Hinkle","Florida Tech","Jr.","OF","42","136","45","22","7","2","0","0.443"
"","Tim Quinn","Assumption","Jr.","C","41","140","47","20","7","0","0","0.443"
"251","L. Johnson","Shaw","Fr.","-","43","103","25","18","19","0","1","0.443"
"252","Jordan Mitchelhill","Neb.-Kearney","Sr.","2B","43","172","63","18","8","3","2","0.443"
"253","J Cox","Virginia St.","Fr.","-","46","152","54","23","4","4","0","0.443"
"","Kevin McCall","Mercyhurst","Sr.","1B","44","162","61","16","4","1","2","0.443"
"255","Ryan Cook","Tex. A&M-Kingsville","Jr.","OF","39","144","49","23","5","2","2","0.443"
"256","Brian Ernst","East Stroudsburg","So.","1B","39","132","47","20","2","2","0","0.442"
"257","Weston Baros","St. Mary's (TX)","Sr.","2B","47","145","45","20","15","1","8","0.442"
"","Michael Vinson","Delta St.","So.","DH","46","149","49","21","10","1","0","0.442"
"259","Nicholas Arena","Salem Int'l","Jr.","INF","35","96","25","25","7","1","5","0.442"
"","Gates Cook","Augustana (SD)","Sr.","OF","35","110","39","14","4","1","1","0.442"
"261","Ryan Rua","Lake Erie","Jr.","SS","41","150","60","9","3","1","2","0.442"
"262","Anthony Foulk","North Greenville","Jr.","C","44","148","46","33","4","3","11","0.441"
"263","Wade Finke","St. Joseph's (IN)","Sr.","INF","37","120","40","8","16","1","2","0.441"
"264","Michael Cross","Northern St.","Sr.","OF","31","85","28","13","4","0","0","0.441"
"","Jason Veyna","Colorado St.-Pueblo","Sr.","2B","45","142","47","25","3","0","6","0.441"
"","Logan Williams","Southern Ark.","Sr.","3B","44","170","62","20","8","6","1","0.441"
"267","Marcus Riewer","Minn. Duluth","Jr.","SS","34","117","46","9","1","0","2","0.441"
"268","Caleb Palensky","Neb. Omaha","Fr.","INF","41","130","48","16","3","3","2","0.441"
"269","Matt Henriksen","Tusculum","So.","INF","48","168","58","24","7","3","3","0.441"
"270","Kenneth Hatfield","Miles","Sr.","INF","37","104","31","22","6","2","3","0.440"
"","Jeff Heisey","Millersville","So.","3B","43","104","32","22","5","3","1","0.440"
"272","Nick Barbera","Pitt.-Johnstown","Sr.","INF","37","133","45","20","5","1","1","0.440"
"273","Carter Haponski","Slippery Rock","Jr.","OF","44","122","38","24","4","0","4","0.440"
"","Josh Huggins","West Fla.","Jr.","3B","47","162","51","30","7","1","1","0.440"
"","Anthony Jones","Miles","So.","2B","34","81","25","16","3","0","3","0.440"
"","Robert LaRusso","Molloy","Sr.","1B","45","155","45","39","4","2","0","0.440"
"","Edwin Mendoza","Southwestern Okla.","Jr.","INF","45","157","62","12","3","3","3","0.440"
"278","Alex Frederick","Armstrong","Jr.","SS","46","175","56","33","6","2","8","0.440"
"279","Dylan Schuch","St. Edward's","Sr.","OF","43","129","36","37","0","0","10","0.440"
"280","Andrew Brauer","Lewis","Jr.","OF","33","121","45","15","2","3","1","0.440"
"281","Richard McCarren","Adelphi","Sr.","OF","42","150","50","25","5","2","1","0.440"
"","Kale Sumner","Hawaii Pacific","So.","INF","45","145","46","31","3","3","0","0.440"
"283","Julius McDougal","Claflin","Jr.","INF","34","113","39","17","2","0","1","0.439"
"284","Frank Salerno","St. Thomas Aquinas","So.","INF","41","126","43","20","2","0","3","0.439"
"285","Adam Shank","St. Edward's","Jr.","OF","44","168","64","15","4","2","1","0.439"
"286","Cody Brooks","Colo. Christian","So.","C","36","101","32","20","2","0","1","0.439"
"287","Matt Boulter","Southern N.H.","So.","SS","44","149","52","22","5","4","2","0.439"
"288","Junnior Dishmey-Perez","Tarleton St.","Sr.","2B","36","130","46","18","4","3","2","0.439"
"","Eric Maupin","N.M. Highlands","Jr.","INF","42","133","52","10","6","6","2","0.439"
"290","Jared Mothershed","North Ala.","Sr.","OF","43","140","49","19","7","5","4","0.439"
"","Logan Parker","Northwest Nazarene","So.","OF","44","154","60","15","0","2","6","0.439"
"292","Nate Hewes","Augustana (SD)","So.","INF","43","150","47","29","6","2","4","0.439"
"293","Rob LaFrance","Southwestern Okla.","Jr.","OF","37","109","39","9","9","3","3","0.438"
"294","Gene Franks","West Va. Wesleyan","Sr.","OF","36","131","51","12","1","2","0","0.438"
"","Tanner Funk","Georgia College","Jr.","SS","50","196","77","18","1","4","2","0.438"
"","Jordan Parker","Ala.-Huntsville","Sr.","INF","36","129","49","6","9","2","1","0.438"
"297","Patrick Chamberlain","Stillman","So.","C","39","129","42","16","13","4","5","0.438"
"","Colin Kaline","Fla. Southern","Sr.","INF","39","123","33","33","5","1","2","0.438"
"299","Anthony Ragos","Davis & Elkins","So.","OF","42","158","60","12","6","2","6","0.438"
"300","Andy Marinelli","West Ga.","Fr.","-","48","169","63","16","6","3","4","0.438"
"301","Brian Chritz","Neb.-Kearney","Sr.","OF","33","83","26","15","5","2","4","0.438"
"302","Willis Bradwell","Morehouse","Sr.","OF","35","115","40","18","2","2","3","0.438"
"303","Austin Moyer","Catawba","Jr.","P","41","126","32","39","3","1","0","0.438"
"304","Manuel Gasper","Clark Atlanta","Fr.","P","29","78","24","15","3","0","4","0.438"
"305","Eric Grabe","Tampa","Jr.","2B","45","175","67","13","7","4","1","0.437"
"","Carlos Guzman","Molloy","Fr.","OF","45","168","57","25","5","1","4","0.437"
"307","Adrian Bringas","Cal St. Chico","Sr.","3B","40","146","55","14","4","3","2","0.437"
