"Rank","Name","Team","Cl","Pos","G","2B"
"","Jess Cooper","West Tex. A&M","Sr.","INF","44","17"
"","Bryan Dorsey","Southern Conn. St.","Sr.","OF","42","17"
"","Tyler Eager","Abilene Christian","Fr.","1B","50","17"
"","Anders Engberg","Minn. Duluth","Sr.","INF","43","17"
"","Geno Escalante","Mount Olive","Jr.","C","48","17"
"","Cory Flickinger","West Va. Wesleyan","Sr.","OF","43","17"
"","Aaron Guinn","Tusculum","Sr.","1B","54","17"
"","Chase Lacomb","Colorado St.-Pueblo","Jr.","2B","46","17"
"","Bryan Lippincott","Concordia-St. Paul","Sr.","3B","40","17"
"","Josh Lyon","Limestone","Sr.","C","47","17"
"","J.P. Maples","Central Okla.","Jr.","OF","34","17"
"","Billy Ninemire","Harding","Jr.","INF","49","17"
"","Jack Provine","West Chester","Jr.","OF","39","17"
"","John Sgromolo","Flagler","Sr.","1B","49","17"
"","Adam Shank","St. Edward's","Sr.","OF","44","17"
"","Ryan Small","Tarleton St.","Jr.","INF","44","17"
"","Nash Smith","Fort Hays St.","Sr.","OF","43","17"
"","Jake Warner","Pitt.-Johnstown","So.","C","48","17"
"","Phillip Williams","Barton","Jr.","P","48","17"
"59","Duncan Blades","Abilene Christian","Sr.","INF","50","16"
"","Tony Blake","Dominican (NY)","Jr.","OF","44","16"
"","Matt Boulter","Southern N.H.","Jr.","SS","48","16"
"","Ryan Busboom","Fort Hays St.","Jr.","INF","44","16"
"","Sean Collette","Alderson-Broaddus","Jr.","OF","45","16"
"","Grant DeBruin","Ala.-Huntsville","Sr.","INF","48","16"
"","Will Fulmer","Montevallo","So.","INF","49","16"
"","Blake Gibbs","Cal St. Chico","Jr.","OF","46","16"
"","William Gorman","Paine","Jr.","INF","47","16"
"","Brock Green","Ouachita Baptist","Sr.","1B","46","16"
"","J.T. Greenhood","Colorado St.-Pueblo","Sr.","OF","44","16"
"","McCrae Jones","Ouachita Baptist","So.","OF","46","16"
"","Kyle Koeneman","Carson-Newman","Sr.","1B","49","16"
"","Greg Larpenter","Concordia-St. Paul","Jr.","OF","40","16"
"","Derek Mendoza","Grand Canyon","Jr.","INF","46","16"
"","Bradon Reitano","Mount Olive","So.","SS","47","16"
"","Tyler Richburg","West Ala.","Jr.","OF","47","16"
"","Michael Robbins","Winston-Salem","Sr.","C","49","16"
"","Anthony Santa","Saint Leo","Sr.","1B","39","16"
"","Cameron Scott","Columbus St.","Jr.","2B","50","16"
"","Toby Semler","Angelo St.","Sr.","INF","50","16"
"","Kevin Spatkowski","Southern N.H.","Sr.","C","42","16"
"","Joe Vaskas","Emporia St.","Sr.","INF","39","16"
"","Jordan White","Ky. Wesleyan","Sr.","OF","45","16"
"","Mitch Wolfe","Eastern N.M.","So.","INF","46","16"
"84","Ryan Abernathy","Northwest Mo. St.","So.","OF","39","15"
"","Aj Alexander","N.M. Highlands","Sr.","OF","36","15"
"","Joe Andrade","Dixie St.","Sr.","C","45","15"
"","null Barnes","Charleston (WV)","Fr.","-","44","15"
"","null Brown","Claflin","So.","-","40","15"
"","Austin Chubb","Fla. Southern","Sr.","C","40","15"
"","Phil Delisle","Nyack","Sr.","INF","33","15"
"","Dustin Fackrell","Colorado Mesa","Sr.","1B","46","15"
"","Brad Foss","Pittsburg St.","So.","INF","43","15"
"","Tanner Funk","Georgia College","Sr.","SS","48","15"
"","Chris Gallegos","Northeastern St.","Sr.","INF","48","15"
"","Josh Haley","UNC Pembroke","Sr.","OF","49","15"
"","Tyler Hancock","Newman","Sr.","INF","45","15"
"","null Joey Belviso","Mars Hill","Fr.","-","48","15"
"","Brent Kakwitch","Delta St.","Sr.","INF","46","15"
"","Matt Kuchenbecker","Minn. St. Mankato","Sr.","INF","40","15"
"","Cody Kulp","Shippensburg","Sr.","OF","49","15"
"","Justin Manci","Cal St. Stanislaus","Sr.","INF","45","15"
"","Coty Pate","Mars Hill","Sr.","INF","42","15"
"","James Roche","Franklin Pierce","Sr.","OF","45","15"
"","Tommy Roush","Findlay","Jr.","INF","44","15"
"","Tommy Scala","Mars Hill","So.","OF","48","15"
"","Dylan Songer","Indiana (PA)","Sr.","1B","48","15"
"","Cade Stallings","Tusculum","Jr.","INF","54","15"
"","Allen Staton","North Greenville","Fr.","P","53","15"
"","Will Tankersley","S.C. Aiken","Fr.","OF","45","15"
"","Zach Taylor","Armstrong","Jr.","OF","48","15"
"","Brett Teschner","Columbus St.","Jr.","C","49","15"
"","Adam Thygesen","Southwest Minn. St.","Sr.","2B","38","15"
"","Zach Vignero","Pitt.-Johnstown","So.","INF","49","15"
"","Lee Voth-Gaeddert","Missouri S&T","Sr.","OF","39","15"
"","Drew Walker","Armstrong","Sr.","INF","48","15"
"","Donald Walter","Cal Poly Pomona","Jr.","OF","48","15"
"","Kevin Waukau","Cameron","Jr.","INF","47","15"
"","Brian Wuest","Neb.-Kearney","Jr.","1B","44","15"
"119","Luke Acosta","Mo. Southern St.","Sr.","INF","46","14"
"","Stephan Arcieri","Lenoir-Rhyne","Sr.","OF","49","14"
"","Evan Baglieri","Gannon","Sr.","C","46","14"
"","Brandon Bates","St. Mary's (TX)","Jr.","DH","49","14"
"","Sean Borman","St. Cloud St.","Jr.","INF","43","14"
"","Matt Calhoun","Harding","So.","INF","48","14"
"","Jared Cowan","Grand Valley St.","Sr.","C","36","14"
"","Collins Cuthrell","Barton","So.","INF","40","14"
"","Ryan Dardenne","Southern Ark.","Fr.","C","41","14"
"","Chris Dula","Catawba","So.","3B","44","14"
"","Garrett Fischer","St. Cloud St.","So.","OF","42","14"
"","Matt Fisher","Mansfield","Jr.","3B","49","14"
"","Joey Frabasile","Belmont Abbey","Sr.","1B","49","14"
"","Brian Hansen","St. Cloud St.","Jr.","OF","45","14"
"","Joe Harbach","Wilmington (DE)","Sr.","OF","41","14"
"","Tee Helsel","Mo. Southern St.","So.","INF","45","14"
"","Evan Hester","West Ga.","Fr.","-","45","14"
"","Joseph Horsely","Lincoln Memorial","Sr.","INF","49","14"
"","Ian Humphrey","Concord","Sr.","C","48","14"
"","Jon Kemmer","Clarion","Jr.","OF","40","14"
"","Jordan Kraus","Wheeling Jesuit","Jr.","P","40","14"
"","Andrew Kraus","Upper Iowa","Jr.","OF","42","14"
"","Taylor Lyons","Cameron","Sr.","OF","49","14"
"","Matthew Magee","West Ala.","Jr.","INF","44","14"
"","J Maxwell","Sioux Falls","Fr.","-","35","14"
"","Sean McDonald","Northwest Nazarene","Sr.","OF","45","14"
"","Jason Merjano","Cal St. Monterey Bay","Jr.","SS","46","14"
"","Tyler Migl","St. Mary's (TX)","Sr.","OF","49","14"
"","Kyle Morrow","Pitt.-Johnstown","So.","C","49","14"
"","Chad Murphy","Shepherd","Jr.","C","46","14"
"","Cash Oliver","Tuskegee","So.","SS","42","14"
"","Aaron Parnell","UNC Pembroke","Sr.","INF","49","14"
"","Joel Pirez","East Central","Jr.","C","41","14"
"","Michael Pomeroy","Grand Canyon","Jr.","OF","48","14"
"","Jeff Popick","Colorado Mesa","Sr.","OF","43","14"
"","Cody Powell","Armstrong","Sr.","INF","44","14"
"","Nick Pressley","Lincoln Memorial","Sr.","C","49","14"
"","Billy Richard","St. Mary's (TX)","Jr.","OF","49","14"
"","Jake Roberts","St. Joseph's (IN)","Jr.","3B","43","14"
"","Luis Saenz","N.M. Highlands","Sr.","OF","43","14"
"","Brett Scarberry","Anderson (SC)","Sr.","C","44","14"
"","Ryan Siegel","Mercyhurst","Fr.","OF","44","14"
"","Phil Smith","Northern Ky.","Jr.","C","42","14"
"","Paul Winterbottom","Stillman","Fr.","INF","43","14"
"","Parker Wood","West Tex. A&M","Jr.","INF","41","14"
"","Josh Young","Georgia College","Sr.","OF","47","14"
"165","Matt Adamczyk","Mercyhurst","Sr.","C","48","13"
"","Blake Amaral","Hawaii Pacific","Sr.","INF","45","13"
"","Nick Aranas","S.C. Aiken","Sr.","3B","48","13"
"","Bret Blevins","Concord","So.","INF","48","13"
"","Kendall Boone","West Tex. A&M","Sr.","INF","46","13"
"","Connor Brackhahn","Henderson St.","So.","OF","40","13"
"","Andrew Brauer","Lewis","Sr.","OF","46","13"
"","Chandler Brock","Ala.-Huntsville","Fr.","OF","45","13"
"","Michael Bueker","Mars Hill","Sr.","INF","48","13"
"","Sako Chapjian","Cal St. Dom. Hills","Fr.","3B","43","13"
"","K.C. Clabough","Florida Tech","Sr.","INF","46","13"
"","Michael Cokinos","St. Mary's (TX)","Jr.","C","49","13"
"","Michael Corso","Henderson St.","Jr.","1B","46","13"
"","Mike Darley","Minn. Duluth","Sr.","C","43","13"
"","Eli Davis","Cal St. Stanislaus","Sr.","OF","46","13"
"","Darren Dworak","Cal St. San B'dino","Sr.","DH","41","13"
"","Cody Foster","Cal St. Chico","Sr.","OF","46","13"
"","Gene Franks","West Va. Wesleyan","Sr.","1B","42","13"
"","David Garcia","Cal St. Monterey Bay","Jr.","2B","46","13"
"","Keegan Ghidotti","Ouachita Baptist","So.","P","46","13"
"","Jerrod Groves","Concord","Fr.","INF","49","13"
"","Anthony Guglielmi","Harding","Jr.","OF","49","13"
"","Alex Haag","Regis (CO)","Sr.","OF","43","13"
"","Ricky Harris","Albany St. (GA)","So.","C","42","13"
"","Mike Hayden","St. Anselm","Fr.","DH","47","13"
"","Shayne Houck","Kutztown","Sr.","INF","46","13"
"","Josh Huggins","West Fla.","Sr.","3B","40","13"
"","Andrew Jones","Tampa","Sr.","OF","42","13"
"","Shane Keddy","Assumption","Jr.","3B","38","13"
"","Cam Kneeland","Mass.-Lowell","Sr.","INF","43","13"
"","Anthony Koban","Bloomfield","Jr.","INF","37","13"
"","Brenton Kopecek","Davis & Elkins","Sr.","OF","47","13"
"","Ben Korger","Southwest Minn. St.","So.","SS","39","13"
"","Michael Leviseur","Seton Hill","Sr.","C","48","13"
"","Danny Lova","Ark.-Monticello","Jr.","OF","44","13"
"","Anthony Mazzella","Queens (NY)","Jr.","INF","36","13"
"","Ryan McChesney","Florida Tech","Sr.","C","45","13"
"","Eric McGlauflin","Northwest Mo. St.","So.","3B","41","13"
"","Josh McMahon","N.M. Highlands","Jr.","INF","43","13"
"","Zach Miller","Saint Leo","Sr.","INF","39","13"
"","Brett Moreland","Flagler","Jr.","C","49","13"
"","Keith Morrisroe","Concord","Sr.","SS","50","13"
"","Travis Murrary","Palm Beach Atl.","Sr.","C","40","13"
"","Travis Parsons","Wayne St. (NE)","Sr.","1B","40","13"
"","Heath Peterson","Montevallo","Sr.","1B","49","13"
"","Tony Piazza","Regis (CO)","So.","3B","43","13"
"","Chris Pula","West Chester","So.","1B","41","13"
"","Eric Ringblom","Neb.-Kearney","Jr.","1B","43","13"
"","Mark Sanborn","Mass.-Lowell","Sr.","1B","42","13"
"","Albert Selanders","Central Mo.","Jr.","C","42","13"
"","Lee Spinelle","Eckerd","Jr.","INF","43","13"
"","Jackson Stogner","Sonoma St.","So.","INF","42","13"
"","Danny Susdorf","UC San Diego","Jr.","OF","44","13"
"","Jon Taddeo","Mansfield","Jr.","SS","45","13"
"","Kelvin Tanner","Clark Atlanta","So.","INF","39","13"
"","Chandler Tracy","Saint Martin's","Fr.","C","44","13"
"","Nate Van Roekel","Winona St.","Sr.","3B","43","13"
"","Justin Vasquez","Belmont Abbey","Jr.","OF","46","13"
"","Derrick Webb","Central Wash.","Sr.","INF","40","13"
"","David Weber","Benedict","Jr.","1B","35","13"
"","Nate Wilder","Arkansas Tech","Sr.","3B","49","13"
"","Joey Younkerman","Colo. Christian","Sr.","1B","47","13"
"","Ethan Zabo","Glenville St.","Fr.","OF","43","13"
"","Anthony Zarrella","Adelphi","Jr.","INF","40","13"
