"Rank","Name","Team","Cl","Pos","App","IP","W","L","PCT"
"","Ryker Fox","Northwest Mo. St.","Sr.","P","8","41.0","4","2","0.667"
"","David Haerle","Cal St. Dom. Hills","Sr.","P","8","43.1","4","2","0.667"
"","Aaron Hatch","Winston-Salem","Jr.","INF","7","37.1","4","2","0.667"
"","Dale Innes","Mars Hill","Sr.","P","10","50.0","4","2","0.667"
"","Logan Johnson","Ark.-Monticello","Jr.","P","8","53.2","4","2","0.667"
"","Jonathan Johnson","Southwestern Okla.","Sr.","P","7","53.0","4","2","0.667"
"","Mason Marquette","Rogers St.","Jr.","P","7","51.1","4","2","0.667"
"","Josh Medeles","Fresno Pacific","So.","P","8","19.0","4","2","0.667"
"","Ben Monticello","Eastern N.M.","Sr.","P","7","46.0","4","2","0.667"
"","Brandon Pierce","Okla. Christian","Sr.","P","6","38.0","4","2","0.667"
"","Matt Rhodes","Tex. A&M-Kingsville","Sr.","P","8","40.0","4","2","0.667"
"","Brett Sullivan","Seton Hill","Jr.","P","6","31.2","4","2","0.667"
"","John Tuttle","Catawba","Sr.","P","10","48.0","4","2","0.667"
"","Payton Walker","Mo. Southern St.","So.","P","6","35.1","4","2","0.667"
"","Justin Bartley","Miles","Jr.","3B","7","41.0","4","3","0.571"
"","Luis De Jesus","Ouachita Baptist","Sr.","P","8","50.1","4","3","0.571"
"","Aaron Johnson","Arkansas Tech","Jr.","P","8","40.1","4","3","0.571"
"","Matt Minnich","Western Ore.","Sr.","P","7","27.2","4","3","0.571"
"","Matt Prosser","Coker","---","P","10","48.1","4","3","0.571"
"","Christian Raasch","Tusculum","---","P","8","49.2","4","3","0.571"
"","Jesse Savage","Holy Names","Jr.","P","7","35.0","4","3","0.571"
"","Zach Skelton","Arkansas Tech","Jr.","P","9","37.0","4","3","0.571"
"","Cody Skinner","West Ga.","Sr.","P","8","60.2","4","3","0.571"
"","Jeremy Stawychny","Lee","Sr.","P","9","49.2","4","3","0.571"
"","Tyler Thompson","Pittsburg St.","Sr.","P","7","39.2","4","3","0.571"
"","Zac Butler","Lincoln Memorial","Jr.","P","8","55.1","4","4","0.500"
"","Joe Coto","Northwestern Okla.","Sr.","P","8","48.0","4","4","0.500"
"","Brannon Easterling","St. Edward's","Sr.","P","8","57.2","4","4","0.500"
"","Jose Rondon","Limestone","Jr.","P","8","46.0","4","4","0.500"
"","Riley Sanderson","North Ala.","Jr.","P","8","41.2","4","4","0.500"
"","Dalton Self","Paine","Sr.","P","10","50.1","4","4","0.500"
