"Rank","Name","Team","Cl","Pos","G","SH"
"","Peter Mooney","South Carolina","Fr.","-","43","8"
"","Brad Moss","Samford","Jr.","C","41","8"
"","Ethan Newton","Ohio","Fr.","-","43","8"
"","Patrick Paligraf","Xavier","So.","INF","43","8"
"","Alan Pastyrnak","Northeastern","So.","INF","34","8"
"","Daniel Pigott","Florida","Jr.","OF","44","8"
"","Nick Poulos","Richmond","Fr.","3B","29","8"
"","Brent Pugh","Ga. Southern","Fr.","INF","38","8"
"","Reid Redman","Texas Tech","Jr.","INF","47","8"
"","Riley Reynolds","Vanderbilt","Jr.","INF","36","8"
"","Joey Rickard","Arizona","So.","OF","43","8"
"","Jerry Roam","South Ala.","Jr.","INF","20","8"
"","Blair Roberts","Air Force","Jr.","INF","45","8"
"","Alejandro Sanchez","Bethune-Cookman","Jr.","SS","46","8"
"","Jesse Santo","Missouri","Sr.","INF","42","8"
"","Owen Stewart","Monmouth","Jr.","INF","41","8"
"","Jason Stolz","Clemson","Jr.","INF","44","8"
"","Anthony Vega","Manhattan","So.","OF","37","8"
"","Zach Vincej","Pepperdine","So.","SS","38","8"
"","Korey Wacker","Maryland","Jr.","OF","45","8"
"","Tim Wetzel","Ohio St.","Fr.","OF","31","8"
"","Derik Wilson","Pittsburgh","Fr.","SS","39","8"
"","Ben Winter","Towson","Jr.","OF","42","8"
"","Jantzen Witte","TCU","So.","INF","44","8"
"","Tyson Workman","Troy","Jr.","P","33","8"
"","Alex Yarbrough","Ole Miss","So.","INF","44","8"
"166","Brian Adams","Kentucky","So.","OF","36","7"
"","Nick Addison","Ill.-Chicago","So.","OF","39","7"
"","Mike Albaladejo","Fla. Atlantic","Jr.","C","41","7"
"","Jimmy Allen","Cal Poly","Fr.","INF","30","7"
"","Dave Anderson","Delaware","Sr.","INF","43","7"
"","Luke Bainer","Morehead St.","Jr.","OF","38","7"
"","Shane Basen","Charlotte","So.","INF","43","7"
"","Keith Brand","Iowa","So.","P","19","7"
"","Jake Brown","Kansas St.","Jr.","INF","42","7"
"","Grant Buckner","West Virginia","Sr.","SS","43","7"
"","Kyle Burnam","Indiana St.","Jr.","OF","42","7"
"","Marlon Calbi","Villanova","Jr.","SS","42","7"
"","Harry Clark","UAB","So.","C","37","7"
"","Donald Collins","St. Mary's (CA)","Jr.","OF","36","7"
"","Josh Cryer","Southeastern La.","Sr.","INF","45","7"
"","Walker Davidson","Wichita St.","So.","INF","45","7"
"","Corey Davis","Wright St.","Jr.","C","38","7"
"","Alex De LaRosa","Ill.-Chicago","So.","INF","38","7"
"","Jared Deacon","Cal St. Fullerton","So.","C","39","7"
"","Andrew Eckhardt","Butler","So.","OF","35","7"
"","Jon Edgington","Miami (OH)","Sr.","INF","44","7"
"","Ryan Emery","Arkansas St.","So.","DH","45","7"
"","Brendan Emmett","Central Mich.","Sr.","INF","40","7"
"","Mike Fischer","Columbia","Fr.","C","35","7"
"","Anthony Flenoy","Texas Southern","Jr.","OF","40","7"
"","Justin Fradejas","Auburn","Sr.","OF","43","7"
"","Niko Fraser","Elon","So.","OF","41","7"
"","Alex Fuselier","La.-Lafayette","Jr.","OF","43","7"
"","Yoandry Galan","Manhattan","Fr.","INF","37","7"
"","Chris Gruarin","Canisius","Jr.","OF","41","7"
"","Jeremy Gum","West Virginia","Sr.","DH","41","7"
"","Tyler Hannah","Troy","Jr.","INF","44","7"
"","Connor Harrell","Vanderbilt","So.","OF","41","7"
"","Ian Haynes","James Madison","Jr.","OF","39","7"
"","Drew Haynes","Louisville","Sr.","OF","43","7"
"","Anthony Hecht","Arkansas St.","Fr.","-","32","7"
"","Lucas Herbst","Santa Clara","Jr.","OF","39","7"
"","Andrew Host","Iowa","So.","OF","28","7"
"","John Howell","Binghamton","Fr.","INF","37","7"
"","Pat Hutcheson","Fresno St.","Jr.","INF","32","7"
"","Aaron Jones","Oregon","Fr.","C","42","7"
"","Harrison Kain","Pepperdine","Sr.","OF","35","7"
"","Dan Klem","La Salle","So.","INF","41","7"
"","Kurt Lee","Iowa","Sr.","SS","41","7"
"","Andy Lentz","Georgetown","Jr.","C","45","7"
"","Mike Marjama","Long Beach St.","Jr.","C","41","7"
"","Chad Marshall","Stony Brook","Sr.","INF","40","7"
"","Jason Martin","San Jose St.","Sr.","OF","46","7"
"","Evan Marzilli","South Carolina","So.","OF","40","7"
"","Tanner Mathis","Ole Miss","So.","OF","44","7"
"","Adam Matthews","South Carolina","Jr.","OF","28","7"
"","Jake Matuszak","Central Conn. St.","Jr.","OF","39","7"
"","Todd McRae","Troy","Sr.","C","42","7"
"","Paul Montalbano","Texas","Sr.","OF","39","7"
"","Tristan Moore","Wright St.","Jr.","OF","39","7"
"","Michael Morman","Valparaiso","Fr.","OF","41","7"
"","Bud Morton","Morehead St.","Fr.","INF","28","7"
"","Kevin Muno","San Diego","Sr.","OF","41","7"
"","Adam Nelson","Villanova","Jr.","C","33","7"
"","Adam Norton","Notre Dame","So.","INF","25","7"
"","Matthew Oglesby","Savannah St.","Jr.","INF","47","7"
"","Jonathan Pace","Southeastern La.","Jr.","INF","46","7"
"","Richy Pedroza","Cal St. Fullerton","So.","INF","29","7"
"","Rj Perucki","UTSA","Fr.","INF","42","7"
"","Sal Pezzino","High Point","Jr.","INF","28","7"
"","Marcus Piazzisi","Oregon","Sr.","OF","17","7"
"","George Piccirilli","VMI","Jr.","INF","44","7"
"","Bennett Pickar","Oral Roberts","So.","C","37","7"
"","Trey Rickrode","McNeese St.","Fr.","INF","37","7"
"","Devin Rivers","Tennessee Tech","Sr.","INF","40","7"
"","James Roberts","Southern California","Fr.","SS","43","7"
"","John Rooney","Siena","Fr.","OF","44","7"
"","Marc Schoch","La Salle","Jr.","C","39","7"
"","Matthew Scruggs","East Tenn. St.","Jr.","OF","42","7"
"","Elliot Searer","Penn St.","So.","2B","37","7"
"","Blake Seguin","Jacksonville St.","Sr.","SS","42","7"
"","Anthony Serino","Massachusetts","So.","OF","32","7"
"","Ronnie Shaeffer","UC Irvine","Jr.","C","40","7"
"","Travis Shreve","UCF","Jr.","INF","43","7"
"","Jeff Skelhorne-Gross","Binghamton","Sr.","C","25","7"
"","Derek Sprout","Bradley","Fr.","C","38","7"
"","Kenny Stoneback","Old Dominion","Jr.","INF","40","7"
"","Ryan Sullivan","Seton Hall","So.","OF","39","7"
"","Stephen Takahashi","Santa Clara","So.","OF","23","7"
"","Stephen Talbott","Purdue","So.","OF","43","7"
"","Brett Thomas","Oregon","Fr.","OF","26","7"
"","Marcus Valenzuela","Northern Colo.","Sr.","OF","29","7"
"","Sam Vandenheuvel","Cincinnati","Jr.","INF","39","7"
"","Peter Verdin","Georgia","Jr.","OF","45","7"
"","Justin Viele","Santa Clara","So.","2B","40","7"
"","David Villasuso","Miami (FL)","Jr.","C","27","7"
"","Garrett Weber","Fresno St.","Sr.","INF","38","7"
"","Adam Weisenburger","Miami (OH)","Sr.","C","39","7"
"","Stephen Wells","BYU","Jr.","OF","40","7"
"","Stephen Wickens","Fla. Gulf Coast","Sr.","SS","31","7"
"","Zack Wiley","Le Moyne","So.","INF","34","7"
"","Trevor Willis","Iowa","Sr.","OF","41","7"
"","Scott Wingo","South Carolina","Sr.","INF","43","7"
"","Derrick Workman","Mercer","Fr.","OF","46","7"
"","Austin Wynns","Fresno St.","So.","C","38","7"
"","Mike Yastrzemski","Vanderbilt","So.","OF","43","7"
"","Kyle Zech","Stetson","Fr.","OF","26","7"
"","Ted Zentek","Lamar","Sr.","OF","45","7"
"269","Keegan Acker","Gonzaga","Sr.","INF","33","6"
"","Milan Adams","Rhode Island","Jr.","C","40","6"
"","Alex Albritton","New Mexico","So.","INF","43","6"
"","Bo Altobelli","Texas Tech","So.","C","38","6"
"","Mikel Alvarez","Fla. Gulf Coast","Sr.","INF","44","6"
"","Landon Appling","Houston","Fr.","OF","45","6"
"","Shane Ardoin","La.-Monroe","Sr.","OF","22","6"
"","William Arnold","Central Mich.","Jr.","INF","40","6"
"","Ryan Ashe","Wright St.","Jr.","OF","40","6"
"","Les Aulds","La.-Monroe","Jr.","INF","41","6"
"","Aaron Barbosa","Northeastern","Fr.","OF","39","6"
"","Ryan Barnes","Oregon St.","So.","C","34","6"
"","Spencer Barnett","Oral Roberts","Jr.","INF","35","6"
"","Ken Battiston","Eastern Mich.","Sr.","OF","42","6"
"","Phil Bauer","Xavier","Sr.","INF","38","6"
"","Cameron Bentley","UALR","Jr.","OF","37","6"
"","Pablo Bermudez","FIU","Jr.","OF","41","6"
"","Michael Blake","Hawaii","Jr.","P","40","6"
"","Michael Blanchard","Austin Peay","Jr.","OF","39","6"
"","Tyson Blaser","Iowa","Sr.","C","40","6"
"","Evan Boyd","Mercer","So.","SS","46","6"
"","Josh Boyd","Monmouth","Jr.","OF","42","6"
"","Jared Breen","Belmont","So.","INF","44","6"
"","Vince Bruno","California","So.","OF","33","6"
"","Tom Burkett","Charleston So.","Sr.","OF","44","6"
"","Hunter Burton","Furman","Fr.","INF","31","6"
"","Jeff Cammans","Rhode Island","Jr.","OF","42","6"
"","Pat Cantwell","Stony Brook","Jr.","C","40","6"
"","Tim Carver","Arkansas","Jr.","INF","38","6"
"","Max Casper","North Dakota St.","Jr.","INF","35","6"
"","Brannon Champagne","Missouri","So.","OF","43","6"
"","J.T. Chargois","Rice","So.","P","44","6"
"","Philip Clark","East Carolina","So.","OF","40","6"
"","Bryan Condotta","Georgia St.","Sr.","SS","46","6"
"","Tyler Cook","Winthrop","Sr.","2B","43","6"
"","Ryan Cowhey","Western Ill.","Jr.","OF","39","6"
"","Nick Crescenzo","Rider","Fr.","OF","34","6"
"","Robert Crews","Stetson","Jr.","INF","43","6"
"","Scott Davis","Delaware St.","Jr.","INF","43","6"
"","Frank DeSico","Notre Dame","So.","INF","38","6"
"","Dylan DelaCruz","Central Conn. St.","Fr.","INF","39","6"
"","Nick Delguidice","Fla. Atlantic","Sr.","INF","43","6"
"","Zack Dickson","Central Ark.","Sr.","INF","39","6"
"","Drew Dosch","Youngstown St.","Fr.","INF","28","6"
"","Ryan Dunn","Oregon St.","Jr.","INF","37","6"
"","Mike Eliasen","Fairleigh Dickinson","Jr.","-","41","6"
"","Gant Elmore","Yale","Sr.","INF","39","6"
"","Jacob Esch","Georgia Tech","Jr.","P","45","6"
"","Michael Faulkner","Arkansas St.","So.","OF","44","6"
"","Jacob Felts","Texas","Fr.","C","39","6"
"","Brad Fieger","Miami (FL)","Fr.","1B","44","6"
"","Joel Fisher","Michigan St.","Fr.","C","31","6"
"","Pat Fitzgerald","Towson","Fr.","2B","37","6"
"","Nolan Fontana","Florida","So.","INF","43","6"
"","J.J. Franco","Brown","Fr.","INF","38","6"
"","Michael Fransoso","Maine","So.","2B","32","6"
"","Tyler Frederick","La.-Lafayette","So.","3B","38","6"
"","Jb Gadd","Richmond","Fr.","2B","31","6"
"","Wes Gilmer","Auburn","Sr.","INF","44","6"
"","Adam Gliebe","Winthrop","Sr.","SS","45","6"
"","Kevin Gonzalez","Texas A&M","Sr.","C","37","6"
"","Austin Gracey","Houston","Jr.","INF","24","6"
"","Rich Graef","Massachusetts","So.","OF","34","6"
"","Zach Granite","Seton Hall","Fr.","OF","41","6"
"","Andrew Green","East Tenn. St.","So.","OF","37","6"
"","Brad Gschwind","Miami (OH)","Sr.","INF","42","6"
"","Joey Hainsfurther","Baylor","Jr.","C","41","6"
"","Alex Haitsuka","VMI","Sr.","C","43","6"
"","Dain Hall","Villanova","Sr.","OF","42","6"
"","Derek Hamilton","Rice","Fr.","INF","43","6"
"","Ben Hammer","Toledo","Jr.","OF","42","6"
"","Jordan Hammerman","Saint Louis","Fr.","-","42","6"
"","Jarrett Hammond","La.-Monroe","Sr.","C","38","6"
"","Robbie Harman","Central Mich.","Sr.","SS","44","6"
"","Keith Hernandez","Delaware St.","Sr.","INF","44","6"
"","Sal Hernandez","Prairie View","Sr.","INF","38","6"
"","Ray Hernandez","Texas Southern","Jr.","INF","39","6"
"","Matt Hibbert","Long Beach St.","Sr.","INF","31","6"
"","Tommy Higgins","Wagner","Jr.","INF","41","6"
"","Jason Houston","UALR","Sr.","2B","42","6"
"","Philip Incaviglia","Texas-Arlington","Jr.","OF","42","6"
"","J.B. Jenkins","Furman","Sr.","SS","47","6"
"","Dustin Jones","Arkansas St.","Fr.","-","41","6"
"","Ryan Kaup","Miami (OH)","Sr.","INF","43","6"
"","Lucas Kephart","Texas","Jr.","C","26","6"
"","Jabair Khan","Temple","Jr.","OF","41","6"
"","Jared King","Kansas St.","Fr.","OF","37","6"
"","Pi‘ikea Kitamura","Hawaii","So.","INF","42","6"
"","Tyler Koelling","Southern Miss.","Sr.","OF","43","6"
"","Philip Konieczny","Pittsburgh","Sr.","INF","29","6"
"","Kevin Krantz","Michigan","So.","OF","39","6"
"","Simon Kudernatsch","Hartford","Sr.","INF","37","6"
"","Tommy La Stella","Coastal Caro.","Jr.","2B","44","6"
"","Adam Landecker","Southern California","So.","INF","38","6"
"","Eric Lane","Gonzaga","Jr.","INF","39","6"
"","Troy Larson","Minnesota","So.","-","28","6"
"","Mike LeBel","Rhode Island","Jr.","INF","43","6"
"","Mike Levine","Saint Louis","So.","SS","43","6"
"","Patrick Lobo","Air Force","Fr.","OF","34","6"
"","Brandon Loy","Texas","Jr.","SS","44","6"
"","Jacob Mahon","Evansville","Fr.","C","28","6"
"","Chris Manning","Valparaiso","Fr.","OF","43","6"
"","Joey Martin","Maine","Sr.","INF","40","6"
"","Patrick Martin","Bowling Green","Jr.","OF","33","6"
"","Brendan McCrea","Holy Cross","Sr.","OF","41","6"
"","Joe Meggs","Washington","Jr.","OF","30","6"
"","Brennan Metzger","Long Beach St.","Jr.","OF","41","6"
"","Ryan Montgomery","Norfolk St.","So.","C","32","6"
"","Matt Moore","Wofford","So.","SS","42","6"
"","Royce Murai","Long Beach St.","Fr.","C","28","6"
"","Nick Natoli","Towson","Sr.","SS","41","6"
"","Michael Norris","Texas Southern","Sr.","INF","36","6"
"","Nick Orr","Texas-Arlington","Sr.","OF","27","6"
"","Alex Owens","Longwood","Fr.","3B","40","6"
"","Darrion Pedro","Alabama St.","Sr.","SS","37","6"
"","Stephen Perez","Miami (FL)","So.","SS","34","6"
"","Matt Pollock","Buffalo","So.","OF","38","6"
"","Danny Pulfer","Oregon","Jr.","INF","41","6"
"","Victor Ramos","Marshall","Sr.","INF","41","6"
"","Ts Reed","Cal St. Northridge","Sr.","INF","43","6"
"","Tommy Reyes","UC Irvine","Jr.","INF","35","6"
"","Matt Reynolds","Arkansas","So.","INF","41","6"
"","Alfredo Rodriguez","Maryland","Jr.","INF","47","6"
"","Ty Ross","LSU","Fr.","C","41","6"
"","Erik Ross","Oklahoma","Jr.","OF","32","6"
"","A.J. Rusbarsky","Seton Hall","Sr.","INF","40","6"
"","Andrew Russo","Canisius","Sr.","C","35","6"
"","Josh Sanders","Alabama","Sr.","INF","28","6"
"","B.K. Santy","Washington","Jr.","C","34","6"
"","Cam Schiller","Oral Roberts","Jr.","INF","39","6"
"","Ryan Schlater","Bowling Green","Sr.","C","39","6"
"","Bob Schuch","Bradley","So.","OF","33","6"
"","Steven Scoby","Valparaiso","Jr.","OF","42","6"
"","Joe Sever","Pepperdine","So.","2B","37","6"
"","Michael Sims","Longwood","Jr.","3B","32","6"
"","Mel Skochdopole","Dayton","Fr.","INF","42","6"
"","Nic Spence","Cincinnati","Jr.","1B","41","6"
"","Cam Strang","Eastern Ill.","Sr.","INF","39","6"
"","Graham Sullivan","VMI","Sr.","OF","44","6"
"","Wes Thigpen","Mississippi St.","Sr.","C","31","6"
"","Johnny Thomas","Middle Tenn.","So.","INF","44","6"
"","Cash Thomas","UNLV","Sr.","OF","42","6"
"","Aaron Thompkins","Furman","Sr.","1B","42","6"
"","Andrew Toles","Tennessee","Fr.","OF","40","6"
"","Pat Valaika","UCLA","Fr.","INF","34","6"
"","Derek Wallace","Mississippi Val.","Jr.","1B","45","6"
"","Jamie Wallschlaeger","St. Bonaventure","Sr.","OF","30","6"
"","Landis Ware","Baylor","Sr.","INF","43","6"
"","Trey Watkins","LSU","Jr.","OF","38","6"
"","Matt Weckerle","NJIT","Fr.","OF","39","6"
"","Scooter Williams","Ga. Southern","So.","OF","17","6"
"","Jared Womack","Oklahoma St.","Jr.","C","42","6"
"","Chad Wright","Kentucky","Jr.","OF","45","6"
"","Eddie Young","UC Riverside","So.","INF","31","6"
"","Michael Zeblo","Davidson","So.","SS","38","6"
"","Matt Zink","Richmond","So.","OF","38","6"
"425","Josh Adams","Florida","Sr.","INF","43","5"
"","Aj Albee","Rider","Sr.","2B","40","5"
"","Beau Amaral","UCLA","So.","OF","38","5"
"","Kyle Attl","Cal St. Northridge","So.","INF","38","5"
"","Andrew Bain","Valparaiso","So.","INF","30","5"
"","Larry Balkwill","Siena","So.","C","40","5"
"","Isaac Ballou","Marshall","So.","OF","41","5"
"","John Barr","Virginia","Sr.","OF","45","5"
"","Jose Behar","FIU","Sr.","C","38","5"
"","Ryan Bellamy","Xavier","Sr.","C","42","5"
"","Anthony Bemboom","Creighton","Jr.","C","36","5"
"","Joe Betcher","Ill.-Chicago","So.","INF","21","5"
"","Michael Betz","Seton Hall","Jr.","1B","17","5"
"","Teddy Bickert","NJIT","So.","1B","39","5"
"","Brian Billigen","Cornell","Jr.","OF","36","5"
"","Adam Blankinship","Longwood","Fr.","OF","30","5"
"","Derek Boliek","Richmond","Jr.","2B","30","5"
"","Ryan Brenner","Miami (OH)","Jr.","OF","36","5"
"","Brian Bruening","Xavier","Fr.","INF","42","5"
"","Billy Burns","Mercer","Jr.","OF","45","5"
"","Ryan Campbell","NYIT","Jr.","INF","32","5"
"","John Cannon","Houston","Jr.","C","45","5"
"","Tyler Carpenter","UTSA","Sr.","OF","44","5"
"","Tyler Casserta","Central Conn. St.","So.","OF","28","5"
"","Daniel Cepin","UC Davis","Sr.","OF","33","5"
"","Vincent Citro","Siena","Fr.","INF","40","5"
"","David Coleman","Virginia","Sr.","OF","42","5"
"","Tim Colwell","North Dakota St.","Fr.","INF","30","5"
"","Bear Comer","Nicholls St.","Sr.","OF","43","5"
"","David Compitello","Bradley","So.","INF","24","5"
"","Bryan Conway","Richmond","Jr.","C","36","5"
"","Keenan Cook","Rice","Fr.","OF","41","5"
"","Trentt Copeland","Evansville","Jr.","INF","39","5"
"","Ryan Coppinger","Canisius","Fr.","OF","40","5"
"","Jason Corzine","Akron","Jr.","INF","28","5"
"","Cal Costanzo","Monmouth","Sr.","C","36","5"
"","Tommy Coyle","North Carolina","So.","2B","43","5"
"","D.J. Crumlich","UC Irvine","Jr.","INF","40","5"
"","Joe De Pinto","Southern California","Sr.","INF","43","5"
"","Toby DeMello","St. Mary's (CA)","Jr.","C","37","5"
"","Kyle DeMerritt","Santa Clara","Fr.","3B","40","5"
"","Matt DeRenzi","Brown","Fr.","OF","33","5"
"","Jason Dennis","Nicholls St.","Sr.","C","39","5"
"","Michael DiRocco","San Jose St.","Jr.","C","38","5"
"","Chris Diaz","North Carolina St.","So.","INF","45","5"
"","Matt Dickason","Longwood","Fr.","SS","40","5"
"","Ty Downing","Indiana","Fr.","C","14","5"
"","Nick Duff","Morehead St.","So.","OF","35","5"
"","David Duffett","Bucknell","Jr.","INF","48","5"
"","Matt Duffy","Long Beach St.","So.","INF","41","5"
"","Patrick Duncan","Western Mich.","So.","P","41","5"
"","Luke Duncan","Butler","Sr.","INF","31","5"
"","David Duncan","Florida A&M","So.","P","34","5"
"","Tim Egerton","Belmont","Sr.","OF","45","5"
"","Jerrod Eigsti","Bradley","Jr.","INF","41","5"
"","Jon Eisen","Columbia","Jr.","INF","32","5"
