"Rank","Name","Team","Cl","Pos","G","3B"
"","Heath Peterson","Montevallo","Jr.","1B","43","2"
"","Casey Phillips","Felician","Jr.","SS","35","2"
"","Kevin Phillips","Southeastern Okla.","Jr.","INF","45","2"
"","Ben Pieper","Missouri S&T","Sr.","OF","38","2"
"","Paschel Poston","Ga. Southwestern","Jr.","C","44","2"
"","Joel Potts","Drury","Sr.","3B","45","2"
"","Ryan Powers","Saint Leo","Sr.","INF","44","2"
"","null Price","Saint Rose","Fr.","-","36","2"
"","Jack Provine","West Chester","So.","OF","29","2"
"","Chris Pula","West Chester","Fr.","INF","40","2"
"","Rob Quattrock","Coker","Jr.","OF","17","2"
"","Luis Quinones","Eastern N.M.","So.","OF","40","2"
"","Mike Raimo","West Chester","Fr.","OF","40","2"
"","Frank Rawdow","Saint Leo","So.","3B","30","2"
"","Mike Reese","Truman","Sr.","2B","43","2"
"","Chris Reese","Arkansas Tech","Jr.","INF","44","2"
"","Steven Richardson","Lane","So.","OF","11","2"
"","Dale Ricketts","North Ala.","Sr.","C","32","2"
"","Cody Ridinger","Urbana","Fr.","SS","40","2"
"","Brice Rivenbark","Winston-Salem","Jr.","P","37","2"
"","Clayton Roach","Paine","Fr.","P","34","2"
"","Michael Robbins","Winston-Salem","Jr.","C","49","2"
"","Melvin Robinson","Lincoln (PA)","Sr.","OF","28","2"
"","Drew Rodela","Cal St. Dom. Hills","Jr.","OF","38","2"
"","Tom Rombilus","New Haven","Sr.","3B","38","2"
"","Isaac Rome","Mo. Western St.","Sr.","INF","44","2"
"","Matt Roohan","Incarnate Word","Sr.","INF","47","2"
"","Christian Rosa","Bloomfield","Sr.","3B","31","2"
"","Kyle Rosadino","Southern Conn. St.","Sr.","OF","37","2"
"","Steven Rose","Truman","Jr.","SS","42","2"
"","Chris Rudenga","Grand Valley St.","So.","OF","23","2"
"","Mark Sanborn","Mass.-Lowell","Jr.","1B","40","2"
"","Ralph Sanchez","Concord","Fr.","INF","38","2"
"","Jayvon Sanders","Limestone","Jr.","OF","25","2"
"","Kyle Saul","UC San Diego","Sr.","C","45","2"
"","Kalvin Scheler","Bellarmine","Jr.","OF","38","2"
"","Luke Schlechte","Central Mo.","Fr.","-","24","2"
"","Michael Schmidt","North Ala.","Jr.","INF","44","2"
"","Bret Schwartz","Central Mo.","Jr.","SS","46","2"
"","Cameron Scott","Columbus St.","So.","2B","46","2"
"","Ryan Serena","Colo. Christian","Sr.","3B","47","2"
"","Michael Shada","Queens (NY)","Fr.","INF","39","2"
"","Drew Shaulis","Pitt.-Johnstown","Sr.","OF","27","2"
"","Anthony Simon","Mercy","Fr.","INF","37","2"
"","James Simpson","Felician","Jr.","INF","43","2"
"","Robert Skinner","Lander","Sr.","INF","49","2"
"","Lucas Skjefte","Minn. St. Mankato","So.","INF","30","2"
"","Brandon Small","Albany St. (GA)","Jr.","SS","45","2"
"","Jordan Smith","St. Cloud St.","So.","OF","41","2"
"","Cade Smith","Flagler","Jr.","SS","40","2"
"","Nash Smith","Fort Hays St.","Jr.","OF","32","2"
"","Austin Smith","Lynn","Jr.","OF","46","2"
"","Brad Smith","Bloomsburg","Fr.","P","39","2"
"","Donald Smith","Claflin","Jr.","OF","34","2"
"","Matt Smith","Augusta St.","So.","OF","32","2"
"","Grant Smith","Saint Rose","Sr.","INF","34","2"
"","Kevin Spatkowski","Southern N.H.","Jr.","C","42","2"
"","Howard Spencer","Virginia St.","Jr.","OF","39","2"
"","Beau Stevens","Colorado St.-Pueblo","Sr.","OF","42","2"
"","Jordan Stouffer","Metro St.","Sr.","1B","40","2"
"","Ethan Stuckly","Tarleton St.","Jr.","INF","44","2"
"","Jeremy Sudbeck","Minn. St. Mankato","Jr.","OF","35","2"
"","Kale Sumner","Hawaii Pacific","So.","INF","45","2"
"","Steve Talmo","Lincoln (PA)","Fr.","-","27","2"
"","James Tedder","Wingate","So.","INF","51","2"
"","Kevin Thompson","Eastern N.M.","Sr.","INF","33","2"
"","Shane Timberlake","King (TN)","Jr.","INF","35","2"
"","Matt Umba","Wilmington (DE)","Sr.","SS","40","2"
"","Steven Vidaurri","Incarnate Word","Sr.","OF","47","2"
"","Trent Wagner","Tex. A&M-Kingsville","So.","OF","35","2"
"","Bryant Walker","King (TN)","Jr.","OF","30","2"
"","Eric Walker","Southeastern Okla.","Sr.","C","45","2"
"","Tj Walsh","Concordia (NY)","Sr.","C","35","2"
"","Matt Walsh","Mercy","Sr.","OF","33","2"
"","Shawn Ward","Georgia College","Sr.","OF","49","2"
"","null Washington-9","LeMoyne-Owen","Fr.","-","3","2"
"","Eric Weiser","Tex. A&M Int'l","Jr.","P","24","2"
"","Tyler Wells","Southwestern Okla.","Jr.","C","25","2"
"","Michael White","Stonehill","Jr.","OF","43","2"
"","Deaun Williams","Lincoln Memorial","Sr.","OF","45","2"
"","Phillip Williams","Barton","So.","P","27","2"
"","J.J. Williams","UNC Pembroke","Jr.","INF","47","2"
"","Will Wilson","Christian Bros.","Jr.","P","40","2"
"","Casey Winckowski","Erskine","Sr.","INF","51","2"
"","Ty Windall","Northwest Nazarene","Sr.","OF","44","2"
"","Matthew Winn","Cal St. San B'dino","So.","OF","42","2"
"","Drew Woock","Saginaw Valley","Jr.","INF","34","2"
"","Dylan Woodworth","Mansfield","So.","OF","34","2"
"","Taylor Wrenn","Tampa","Jr.","SS","21","2"
"","Kenny Wright","Pace","Sr.","INF","37","2"
"","Paul Young","Grand Valley St.","Sr.","OF","39","2"
"","D Zielaskiewicz","Findlay","Sr.","OF","43","2"
