"Rank","Name","Team","Cl","Pos","G","3B"
"","Patrick Grau","Wartburg","Sr.","OF","34","3"
"","Ethan Guerette","Husson","Sr.","INF","42","3"
"","Jonathan Hall","Trinity (TX)","So.","INF","35","3"
"","Matt Hampshire","Ohio Northern","Jr.","INF","34","3"
"","Matthew Hardy","Immaculata","So.","INF","28","3"
"","John Henrickson","Ripon","Sr.","OF","29","3"
"","Casey Hicks","Gallaudet","Fr.","C","42","3"
"","Bobby Hillier","Thiel","Jr.","3B","35","3"
"","Scott Hollingsworth","Clark (MA)","Sr.","OF","32","3"
"","Ryan Hopp","Ill. Wesleyan","Sr.","OF","32","3"
"","J.D. Hulse","Birmingham-So.","Sr.","OF","39","3"
"","Jordan Jaenicke","Beloit","Jr.","INF","28","3"
"","Joe Johnson","Wabash","Sr.","INF","40","3"
"","Matt Joiner","FDU-Florham","Jr.","1B","30","3"
"","Brian Jordan","Randolph-Macon","Jr.","OF","42","3"
"","Kevin Knox","Ramapo","Jr.","INF","34","3"
"","Alan Komorowski","Sewanee","So.","P","31","3"
"","Brad Kremer","Defiance","Fr.","2B","32","3"
"","James Labartino","Mt. St. Vincent","Sr.","OF","37","3"
"","Keegan Lambeth","Huntingdon","So.","OF","33","3"
"","Hal Landers","Wheaton (MA)","Jr.","OF","35","3"
"","Brian Lares","Wabash","Jr.","OF","27","3"
"","Jake Lechner","Saint Mary's (MN)","Sr.","OF","22","3"
"","Peter Lewis","Clark (MA)","Sr.","INF","32","3"
"","Matt Liscovitz","Haverford","So.","OF","40","3"
"","Max Litvak","Muhlenberg","Fr.","1B","31","3"
"","Brandon Lumadue","Medaille","Sr.","OF","31","3"
"","Josh Mackey","Southern Me.","Sr.","INF","29","3"
"","Marc Magliaro","Rowan","Jr.","INF","37","3"
"","Trey Martin","Wheaton (IL)","So.","3B","35","3"
"","Mike Massaro","Coast Guard","So.","INF","33","3"
"","David Maxfield","Norwich","Jr.","INF","26","3"
"","Alexander Melcher","Salve Regina","Sr.","INF","39","3"
"","Esteban Meletiche","Keystone","Jr.","INF","34","3"
"","Jon Messina","Fredonia St.","Sr.","OF","35","3"
"","Bill Tom Milburn","Sul Ross St.","Sr.","1B","34","3"
"","Alex Monroe","Heidelberg","Sr.","C","36","3"
"","Anthony Montalbano","Swarthmore","Jr.","INF","26","3"
"","Michael Morelli","Mt. St. Mary (NY)","So.","1B","28","3"
"","Jared Mosqueda","Sul Ross St.","Sr.","SS","36","3"
"","Ryan Mulhearn","Washington Col.","So.","OF","29","3"
"","Zach Munford","Neb. Wesleyan","Jr.","OF","31","3"
"","Jason Munoz","La Verne","Sr.","INF","35","3"
"","Cody Nevils","Wis. Lutheran","Fr.","OF","34","3"
"","Bobby Newman","Rose-Hulman","So.","3B","35","3"
"","Levi Ney","Wis.-Platteville","Jr.","OF","32","3"
"","Kyle Niermann","Bluffton","So.","P","36","3"
"","Clint O'Brien","Gettysburg","Jr.","INF","31","3"
"","Kevin O'Brien","Rowan","Sr.","OF","37","3"
"","Sean Osterman","St. John Fisher","Jr.","OF","24","3"
"","Josh Ostrom","Neb. Wesleyan","Jr.","INF","36","3"
"","Brandon Owashi","Redlands","Sr.","OF","36","3"
"","Richard Palase","Lynchburg","Jr.","SS","38","3"
"","Nick Pappas","Trinity (TX)","Jr.","INF","44","3"
"","Blake Pavlik","Penn St.-Behrend","Sr.","P","26","3"
"","John Pennington","Wabash","Jr.","INF","41","3"
"","Andrew Priece","TCNJ","So.","OF","31","3"
"","Karl Quist","Springfield","Jr.","INF","26","3"
"","Kyle Raskin","Hendrix","Jr.","INF","41","3"
"","Evan Rhea","Transylvania","Sr.","INF","28","3"
"","Miles Richardson","Bluffton","So.","P","36","3"
"","Patrick Riebsame","Emory","Sr.","OF","42","3"
"","Mike Robilotto","Springfield","Sr.","INF","25","3"
"","Stephen Rogers","Trinity (CT)","So.","INF","32","3"
"","Dan Roncolato","Wilmington (OH)","Sr.","OF","27","3"
"","Ryan Rubenstein","Farmingdale St.","Sr.","OF","30","3"
"","Ian Sanders","Franklin","Sr.","INF","34","3"
"","Jeff Scafidi","Anna Maria","Jr.","OF","37","3"
"","Justin Scerbo","DeSales","So.","OF","31","3"
"","Jon Schlemmer","Saint Mary's (MN)","Fr.","C","29","3"
"","Kurt Schmidt","Augustana (IL)","So.","INF","28","3"
"","Tyler Schoen","Wis. Lutheran","So.","C","34","3"
"","Eric Schroop","Caltech","Jr.","INF","30","3"
"","Steve Seminerio","FDU-Florham","Jr.","SS","32","3"
"","Myles Shipp","Va. Wesleyan","Jr.","OF","33","3"
"","Gabe Shivers","Emory","Sr.","OF","39","3"
"","Matt Shoemaker","Chris. Newport","Jr.","INF","44","3"
"","Andrew Siano","Keystone","Jr.","OF","33","3"
"","Zachary Small","Johns Hopkins","Jr.","C","32","3"
"","Ryan Sonberg","Bates","So.","INF","30","3"
"","Robbie Stein","DePauw","Fr.","OF","32","3"
"","Jonathan Stutts","Wash. & Lee","So.","SS","31","3"
"","Anthony Surber","SUNYIT","Jr.","P","34","3"
"","Tyler Surnbrock","Chapman","So.","INF","30","3"
"","David Tatham","Manchester","Sr.","OF","25","3"
"","Montana Timmons","Wabash","So.","OF","41","3"
"","Jake Tresemer","Beloit","Jr.","P","30","3"
"","Greg Van Sickler","Shenandoah","Sr.","P","39","3"
"","Andy Vega","Keystone","Sr.","OF","32","3"
"","Iggy Wagner","Cal Lutheran","Jr.","OF","38","3"
"","Ryan Walsh","Mass.-Boston","Sr.","2B","34","3"
"","Mike Walters","Lynchburg","Sr.","OF","39","3"
"","Tyler Wargo","Elmhurst","Fr.","OF","32","3"
"","Brett Watanabe","Claremont-M-S","Fr.","1B","39","3"
"","null William","Claremont-M-S","Fr.","-","39","3"
"","Ian Williams","Bridgewater St.","Sr.","INF","33","3"
"","David Wolak","Elmhurst","Fr.","OF","34","3"
"","Trevor Wolf","Ithaca","Sr.","1B","24","3"
"","Mike Yates","Western Conn. St.","Jr.","OF","31","3"
"","Mike Young","Westminster (MO)","Jr.","OF","32","3"
"","T.J. Zarewicz","Bethany (WV)","Jr.","C","27","3"
"","Ryan Zielinski","Castleton","So.","2B","35","3"
"","Mike Zubia","Moravian","Sr.","OF","37","3"
"","Drew Zuckerman","Transylvania","Sr.","C","29","3"
