"Rank","Name","Team","Cl","Pos","App","IP","SO"
"","Paul Schwendel","Emory","Jr.","P","13","67.3","63"
"","Brian Van Duyn","Wabash","Sr.","P","15","71.3","63"
"72","Sean Hille","Montclair St.","Jr.","P","12","62.3","62"
"","Steve Kuligowski","North Park","Jr.","P","11","65.0","62"
"74","Ryan Arsenault","Husson","Sr.","P","12","79.0","61"
"","Kevin Caldwell","Piedmont","So.","P","13","88.7","61"
"","Jason Daniels","Muhlenberg","Sr.","P","18","73.0","61"
"","Tyler Long","Averett","So.","P","15","70.7","61"
"","Christian Martin","Bowdoin","Fr.","-","8","54.0","61"
"","Zach Schneider","Webster","Fr.","P","9","54.3","61"
"80","Corey Batista","Bridgewater St.","So.","P","9","52.0","60"
"","Colin Butschek","Concordia (TX)","So.","P","13","81.3","60"
"","Sean Chitsaz","Chris. Newport","Jr.","P","12","78.0","60"
"","Pete Fitzsimmons","East Tex. Baptist","Jr.","P","11","69.0","60"
"","Andrew Kirk","Alvernia","Jr.","P","7","49.0","60"
"","Alex Torres","Suffolk","Sr.","P","11","64.0","60"
"","Nathan VanMeter","Muskingum","Sr.","P","10","53.7","60"
"87","Austin Blaski","Marietta","Jr.","OF","12","57.7","59"
"","Tim Freda","Marywood","Jr.","P","9","61.0","59"
"","Kevin Herget","Kean","So.","P","12","64.3","59"
"","Brian Koehl","Heidelberg","Sr.","P","9","54.7","59"
"","John LaMoure","Cal Lutheran","Jr.","P","13","71.7","59"
"","Trevor Tullock","LaGrange","Sr.","P","13","69.7","59"
"93","Max Beatty","Pacific Lutheran","So.","P","12","75.3","58"
"","Billy Cerutti","Rutgers-Newark","Sr.","P","12","64.7","58"
"","Ian Durham","Cal Lutheran","Sr.","P","13","59.7","58"
"","Travis Ratliff","SUNY Cortland","Sr.","P","9","49.7","58"
"","Andy Richter","East. Mennonite","Jr.","P","13","75.3","58"
"","Jason Riggins","Millsaps","Sr.","P","16","61.3","58"
"","Chris Walker","Ferrum","Fr.","P","15","65.3","58"
"100","Albert Baez","Purchase St.","Sr.","P","9","55.3","57"
"","Philip Carkhuff","Dallas","Sr.","P","14","57.3","57"
"","Jeff Donovan","Wis.-Whitewater","Sr.","INF","10","61.3","57"
"","Hobs Donovan","DePauw","Jr.","P","13","61.7","57"
"","Brian Goddard","Shenandoah","Sr.","P","10","55.3","57"
"","Ryan Larson","Linfield","Jr.","P","12","87.7","57"
"","Cody Nees","Franklin","Sr.","P","9","52.3","57"
"107","Matt Barnes","Wooster","Sr.","P","13","45.7","56"
"","Jonathan Bishop","Plymouth St.","Jr.","P","9","52.0","56"
"","Jeff Frost","Keystone","Sr.","P","11","52.7","56"
"","Jeff Puopolo","Bridgewater St.","Sr.","P","9","41.7","56"
"","Elliott Ross","DePauw","Jr.","P","12","66.7","56"
"","Bryant Rude","Wis.-La Crosse","Sr.","P","8","45.0","56"
"","Rocky Sawyer","Scranton","Jr.","P","9","48.7","56"
"","Michael Schweiss","Dallas","Jr.","P","19","54.3","56"
"","Mike Swerdloff","Brandeis","So.","P","16","71.0","56"
"116","Joe Bartlinski","Kean","Sr.","P","9","40.7","55"
"","Tyler Dierke","Kenyon","So.","P","10","56.3","55"
"","Brian Gasser","Marietta","Jr.","P","9","55.0","55"
"","John Rice","Huntingdon","Jr.","P","12","80.7","55"
"","Chance Ryan","Mary Hardin-Baylor","So.","P","12","65.3","55"
"","Noah Shaw","Lesley ","Jr.","OF","9","46.3","55"
"","Matt Smith","Neumann","Jr.","P","11","56.7","55"
"","Oliver Van Zant","Bowdoin","So.","SS","8","43.0","55"
"","Robert Vaughn","Linfield","Sr.","P","9","54.7","55"
"125","Nathan Adams","Husson","Jr.","P","11","74.3","54"
"","Brian Davenport","Illinois Col.","So.","P","10","56.0","54"
"","Jordan Lozzi","Wesley","So.","P","11","59.0","54"
"128","Mike Barsotti","Wesleyan (CT)","Jr.","P","10","56.0","53"
"","Caleb Cochran","Piedmont","Jr.","P","12","59.7","53"
"","Pat Considine","St. Lawrence","Jr.","P","8","41.3","53"
"","Keith Hoefel","Whittier","Sr.","P","15","68.3","53"
"","Gary Levesque","Rhode Island Col.","Sr.","DH","10","53.3","53"
"","Alex Raver","Wis. Lutheran","Fr.","P","8","52.7","53"
"134","Brad Bates","Thiel","Jr.","P","10","65.7","52"
"","Zach Brown","Montclair St.","So.","P","11","64.0","52"
"","Clay Malcolm","Birmingham-So.","Sr.","P","11","65.3","52"
"","Cody Moore","Averett","Fr.","P","12","75.0","52"
"","Jared Ramsey","Wilmington (OH)","Jr.","P","10","48.7","52"
"","Matt Robinson","Puget Sound","So.","P","10","73.0","52"
"","Teddy Smoyer","Hendrix","Jr.","P","11","59.3","52"
"141","Peter Ciaramitaro","Cal Lutheran","Jr.","P","13","70.3","51"
"","Robert Della Polla","Scranton","So.","P","8","53.0","51"
"","Jim Dimon","Eastern Conn. St.","Jr.","P","10","59.7","51"
"","Drew Ernst","Mt. St. Joseph","Jr.","P","11","48.3","51"
"","Chad Fahey","Pacific (OR)","Jr.","P","12","76.3","51"
"","Keith Fenner","Emory & Henry","Sr.","P","12","62.0","51"
"","Zach Guiles","Penn St.-Berks","Fr.","3B","9","46.0","51"
"","Dustin Herbert","Salisbury","Sr.","P","10","58.3","51"
"","Justin McDowell","Wooster","Sr.","P","10","49.0","51"
"","Adam Merzel","Washington-St. Louis","Sr.","P","11","58.7","51"
"","Anthony Mongelli","Mt. St. Vincent","Jr.","P","11","57.7","51"
"","Blake O'Brien","Edgewood","So.","P","8","51.3","51"
"","Noah Solomon","Trinity (TX)","Sr.","P","15","54.7","51"
"","null null","Ozarks (AR)","Fr.","C","13","60.0","51"
