"Rank","Name","Team","Cl","Pos","G","2B"
"","Ken Battiston","Eastern Mich.","Sr.","OF","42","16"
"","Todd Baumgartner","Arkansas St.","Sr.","OF","46","16"
"","Andy Chriscaden","Kennesaw St.","Jr.","INF","43","16"
"","Trentt Copeland","Evansville","Jr.","INF","39","16"
"","Garrett Custons","Air Force","So.","OF","45","16"
"","Bo Cuthbertson","Southern Utah","Jr.","SS","39","16"
"","Will Davis","Penn","Sr.","C","39","16"
"","Cameron Edman","Gonzaga","Sr.","C","39","16"
"","Ross Heffley","Western Caro.","Jr.","OF","40","16"
"","Zach Johnson","Oklahoma St.","Jr.","1B","42","16"
"","Sean Lamont","Georgetown","Sr.","INF","46","16"
"","D.J. Long","Delaware","So.","INF","44","16"
"","Jake Lowery","James Madison","Jr.","C","45","16"
"","Pratt Maynard","North Carolina St.","Jr.","C","45","16"
"","Thomas McCarthy","Kentucky","Jr.","INF","45","16"
"","Mark Onorati","Manhattan","Sr.","OF","38","16"
"","Eric Oxford","Holy Cross","Sr.","1B","48","16"
"","Kilby Perdomo","Alcorn St.","Sr.","OF","37","16"
"","Caleb Ramsey","Houston","Sr.","OF","44","16"
"","Andrew Rash","Virginia Tech","So.","OF","42","16"
"","Tant Shepherd","Texas","Sr.","1B","44","16"
"","Garret Smith","Boston College","Sr.","INF","40","16"
"","Jacob Tanis","Mercer","Jr.","3B","46","16"
"","Maxx Tissenbaum","Stony Brook","So.","INF","40","16"
"","Chad Zurcher","Memphis","Jr.","INF","42","16"
"84","Barrett Barnes","Texas Tech","So.","OF","46","15"
"","Coty Blanchard","Jacksonville St.","Fr.","SS","40","15"
"","Justin Cook","Texas Southern","Jr.","P","42","15"
"","Sean Deegan","Penn St.","Jr.","OF","40","15"
"","Bob Donato","Bucknell","Jr.","OF","46","15"
"","Sam Eberle","Jacksonville St.","Jr.","INF","42","15"
"","Chris Elder","Oral Roberts","Sr.","OF","39","15"
"","Zac Elgie","Kansas","Jr.","1B","43","15"
"","Jason Esposito","Vanderbilt","Jr.","INF","43","15"
"","Blaise Fernandez","George Mason","Fr.","INF","43","15"
"","Cody Fick","Evansville","Sr.","INF","39","15"
"","Johnny Field","Arizona","Fr.","INF","39","15"
"","Matt Fleishman","Villanova","Jr.","OF","42","15"
"","Tommy Flynn","Mt. St. Mary's","Sr.","OF","38","15"
"","Drew Gadaire","Davidson","Jr.","OF","39","15"
"","Patrick Gamblin","Winthrop","So.","OF","42","15"
"","Riley Good","UTSA","Fr.","OF","45","15"
"","Dan Gulbransen","Jacksonville","So.","OF","42","15"
"","Frazier Hall","Southern U.","Sr.","INF","41","15"
"","Matt Holland","A&M-Corpus Christi","Sr.","INF","47","15"
"","Paul Karmas","St. John's (NY)","Sr.","1B","39","15"
"","Matt Leeds","Col. of Charleston","Jr.","INF","44","15"
"","Dj Leonard","Bethune-Cookman","Sr.","OF","47","15"
"","Zack Leonard","Eastern Mich.","Sr.","INF","43","15"
"","Barry McDonley","Ark.-Pine Bluff","Sr.","C","42","15"
"","Nick Natoli","Towson","Sr.","SS","41","15"
"","Zach Noonan","Murray St.","Sr.","OF","39","15"
"","Brent Ohrman","Eastern Mich.","Jr.","INF","43","15"
"","Andrew Parker","Towson","So.","C","40","15"
"","Shawn Payne","Ga. Southern","Sr.","OF","44","15"
"","Daniel Pigott","Florida","Jr.","OF","44","15"
"","Dario Pizzano","Columbia","So.","OF","43","15"
"","Phil Pohl","Clemson","Jr.","C","41","15"
"","Jordan Poirrier","La.-Lafayette","Sr.","2B","45","15"
"","Steven Proscia","Virginia","Jr.","INF","47","15"
"","Rand Ravnaas","Georgetown","Jr.","OF","43","15"
"","Jared Reaves","Alabama","Jr.","INF","47","15"
"","Travis Redmon","Morehead St.","Sr.","INF","39","15"
"","Brance Rivera","TCU","Jr.","OF","44","15"
"","Rance Roundy","UNLV","Sr.","OF","40","15"
"","Jake Rowell","UALR","Sr.","INF","42","15"
"","Michael Seaborn","Virginia Tech","Sr.","INF","46","15"
"","Tyler Spillner","Purdue","Jr.","OF","43","15"
"","Darnell Sweeney","UCF","So.","INF","44","15"
"","Mark Threlkeld","Louisiana Tech","Jr.","INF","46","15"
"","Steve Ulaky","Delaware","Sr.","1B","44","15"
"","Drew Walsh","LIU Brooklyn","Jr.","INF","41","15"
"","Stephen Wells","BYU","Jr.","OF","40","15"
"","M.L. Williams","Lipscomb","Jr.","OF","43","15"
"","Chris Wilson","San Diego St.","Jr.","C","42","15"
"","Jantzen Witte","TCU","So.","INF","44","15"
"","Mike Zunino","Florida","So.","C","44","15"
"136","Daniel Aldrich","Col. of Charleston","Fr.","OF","43","14"
"","Mikel Alvarez","Fla. Gulf Coast","Sr.","INF","44","14"
"","Shane Basen","Charlotte","So.","INF","43","14"
"","Pablo Bermudez","FIU","Jr.","OF","41","14"
"","Torsten Boss","Michigan St.","So.","INF","40","14"
"","Seth Boyd","Wagner","Sr.","INF","42","14"
"","Doug Bream","Liberty","Sr.","OF","40","14"
"","Jimmy Brenneman","Campbell","Jr.","OF","43","14"
"","Curt Casali","Vanderbilt","Sr.","C","41","14"
"","Nick Ciardiello","Holy Cross","Sr.","OF","48","14"
"","Steve Cochrane","Ga. Southern","Sr.","INF","44","14"
"","Shaun Cooper","Utah","Jr.","OF","38","14"
"","Ryan Court","Illinois St.","Sr.","INF","40","14"
"","Taylor Davis","Morehead St.","Jr.","C","38","14"
"","Alan Denman","Campbell","Sr.","INF","42","14"
"","Tim Egerton","Belmont","Sr.","OF","45","14"
"","Blake Ellender","McNeese St.","Sr.","OF","46","14"
"","Grant Fillipitch","Butler","Sr.","INF","38","14"
"","Michael Gallic","Marist","Sr.","OF","41","14"
"","Mark Ginther","Oklahoma St.","Jr.","INF","43","14"
"","Reed Harper","Austin Peay","So.","INF","41","14"
"","Chris Horning","Fairfield","Sr.","C","35","14"
"","Alex Jones","Northern Ill.","Jr.","INF","41","14"
"","Casey Jones","Southeast Mo. St.","Sr.","INF","42","14"
"","Mason Katz","LSU","So.","INF","40","14"
"","Dexter Kelley","Savannah St.","Sr.","OF","48","14"
"","Mike Kindel","Kansas St.","Jr.","OF","43","14"
"","Rob Kral","Col. of Charleston","Jr.","C","45","14"
"","Pete Lavin","San Francisco","Sr.","OF","44","14"
"","Ellis Lowe","Campbell","Sr.","INF","43","14"
"","Brandon Loy","Texas","Jr.","SS","44","14"
"","Matt Mack","Radford","Jr.","3B","43","14"
"","Chris Marconcini","Duke","Fr.","1B","46","14"
"","Casey McElroy","Auburn","Jr.","INF","44","14"
"","Adam McFarland","Gardner-Webb","Jr.","OF","37","14"
"","Byron McKoy","Temple","Sr.","OF","41","14"
"","Anthony Melchionda","Boston College","Jr.","INF","42","14"
"","Brandon Meredith","San Diego St.","Jr.","1B","42","14"
"","Mike Mergenthaler","Richmond","Sr.","OF","43","14"
"","Andrew Muren","Cal St. Northridge","Jr.","OF","43","14"
"","Will Muzika","Furman","So.","2B","46","14"
"","Tyler Naquin","Texas A&M","So.","OF","43","14"
"","Trey Nielsen","Utah","Fr.","INF","36","14"
"","Tony Nix","UC Riverside","Sr.","OF","37","14"
"","Greg Olson","Sam Houston St.","So.","OF","46","14"
"","Ryan Palermo","UC Santa Barbara","Jr.","INF","37","14"
"","Daniel Palka","Georgia Tech","Fr.","1B","45","14"
"","Patrick Palmeiro","UAB","Jr.","INF","44","14"
"","Kenton Parmley","Southeast Mo. St.","Jr.","INF","41","14"
"","James Ramsey","Florida St.","Jr.","OF","44","14"
"","Bryce Redeker","Miami (OH)","Jr.","OF","44","14"
"","Ryan Retz","High Point","So.","1B","44","14"
"","Hunter Ridge","UNC Wilmington","So.","INF","44","14"
"","Tyler Robbins","Dallas Baptist","Sr.","INF","43","14"
"","Andrew Russell","Lehigh","Sr.","OF","45","14"
"","Chad Salem","Manhattan","Sr.","INF","38","14"
"","Jeff Schaus","Clemson","Sr.","OF","44","14"
"","Ronnie Shaban","Virginia Tech","Jr.","INF","45","14"
"","Creede Simpson","Auburn","Jr.","OF","43","14"
"","Jordan Sivertsen","Southern Ill.","Jr.","OF","43","14"
"","Preston Springer","Wichita St.","Sr.","1B","47","14"
"","Jake Stewart","Stanford","So.","OF","35","14"
"","Brig Tison","George Mason","Jr.","INF","47","14"
"","Riccio Torrez","Arizona St.","Jr.","INF","41","14"
"","Greg Wallace","Evansville","Sr.","OF","39","14"
"","Matt Williams","Liberty","Jr.","INF","44","14"
"","Garrett Wittels","FIU","Jr.","INF","44","14"
"","Scott Woodward","Coastal Caro.","Sr.","OF","42","14"
"204","Nick Baligod","Oral Roberts","Sr.","OF","39","13"
"","Colin Bear","Northwestern St.","Jr.","DH","45","13"
"","Ryan Behmanesh","Dallas Baptist","Jr.","1B","43","13"
"","Jarod Berggren","Northern Colo.","Jr.","OF","40","13"
"","Taylor Black","Kentucky","Sr.","INF","45","13"
"","Tyson Blaser","Iowa","Sr.","C","40","13"
"","Brett Botsford","Le Moyne","Jr.","OF","42","13"
"","Forrest Brandt","Davidson","Fr.","OF","43","13"
"","Peter Bregartner","Binghamton","Sr.","OF","37","13"
"","Ryan Burgess","Radford","So.","1B","37","13"
"","Thomas Carroll","Mercer","Sr.","OF","46","13"
"","Kes Carter","Western Ky.","Jr.","OF","40","13"
"","Jordan Castaldo","Arkansas St.","Sr.","INF","46","13"
"","Eric Charles","Purdue","Jr.","INF","43","13"
"","Derrick Chung","Sacramento St.","Sr.","INF","46","13"
"","Raymond Church","Fla. Atlantic","Sr.","INF","43","13"
"","Dave Ciocchi","Binghamton","Jr.","1B","37","13"
"","Ennis Coble","Dartmouth","So.","INF","36","13"
"","Trent Cook","UNLV","Jr.","1B","46","13"
"","Johnny Coy","Wichita St.","So.","INF","46","13"
"","Darren Crabtree","Stephen F. Austin","Sr.","1B","43","13"
"","Coley Crank","Michigan","Jr.","C","41","13"
"","Josh Cryer","Southeastern La.","Sr.","INF","45","13"
"","Andrew Deeds","Morehead St.","Jr.","OF","40","13"
"","Brian Deering","Niagara","Sr.","INF","39","13"
"","Taylor Dugas","Alabama","Jr.","OF","47","13"
"","Erick Fernandez","Georgetown","Sr.","-","41","13"
"","Dominic Ficociello","Arkansas","Fr.","INF","41","13"
"","Cole Frenzel","Arizona","So.","INF","43","13"
"","Grant Gajdosz","UNC Asheville","Jr.","OF","36","13"
"","Jeremy Gum","West Virginia","Sr.","DH","41","13"
"","Travis Higgs","San Francisco","Sr.","C","40","13"
"","Kyle Holmstrom","Campbell","Jr.","INF","41","13"
"","Alex Hudak","Fla. Atlantic","Jr.","OF","43","13"
"","Ryan Hutchison","Western Ky.","Jr.","OF","44","13"
"","Sherman Johnson","Florida St.","Jr.","2B","44","13"
"","Trey Karlen","UT Martin","Sr.","3B","39","13"
"","Tyler Koelling","Southern Miss.","Sr.","OF","43","13"
"","Justin Lacy","Longwood","So.","1B","40","13"
"","Rafael Lopez","Florida St.","Sr.","C","39","13"
"","Jon Lucas","Wagner","Sr.","INF","37","13"
"","Matt Mardesich","Portland","Sr.","INF","37","13"
"","Stephen Marino","Stony Brook","Sr.","INF","40","13"
"","Wade Mathis","Lamar","Sr.","INF","45","13"
"","Brett Maxwell","Georgia St.","Sr.","OF","41","13"
"","Jake McGuiggan","Harvard","Fr.","INF","43","13"
"","Brendan Mcgaheran","Lehigh","Sr.","SS","45","13"
"","Andy Mee","Fla. Atlantic","Sr.","OF","43","13"
"","Sean Montplaisir","Hawaii","Sr.","OF","39","13"
"","Tucker Nathans","Fairfield","Sr.","2B","37","13"
"","Brian Nephew","Texas-Arlington","Sr.","INF","45","13"
"","Ricky Pacione","Marist","Sr.","OF","42","13"
"","Sam Picchiotti","Wright St.","So.","INF","37","13"
"","Danny Poma","Hofstra","Jr.","OF","37","13"
"","Victor Ramos","Marshall","Sr.","INF","41","13"
"","Joey Rapp","La.-Monroe","Jr.","INF","43","13"
"","Bo Reeder","East Tenn. St.","Jr.","INF","42","13"
"","Anthony Rendon","Rice","Jr.","3B","44","13"
"","Jimmy Rider","Kent St.","Jr.","INF","42","13"
"","Tim Roberson","Fla. Gulf Coast","Sr.","3B","38","13"
"","Dusty Robinson","Fresno St.","Jr.","OF","35","13"
"","D.J. Roche","NJIT","So.","P","40","13"
"","Travis Shreve","UCF","Jr.","INF","43","13"
"","Matt Skole","Georgia Tech","Jr.","3B","43","13"
"","Jonathan Slattery","William & Mary","Sr.","INF","46","13"
"","Matt Snyder","Ole Miss","Jr.","INF","44","13"
"","Bryan Soloman","Eastern Ky.","Fr.","INF","44","13"
"","Greg Solomon","Ohio St.","So.","C","34","13"
"","Phil Sorensen","UT Martin","Fr.","INF","36","13"
"","Brock Stassi","Nevada","Sr.","P","39","13"
"","Danny Stienstra","San Jose St.","Sr.","INF","46","13"
"","Brent Tanner","South Ala.","Sr.","C","43","13"
"","Luke Tendler","N.C. A&T","Fr.","INF","44","13"
"","Cody Terry","UT Martin","Sr.","SS","41","13"
"","Ryan Terry","Monmouth","Sr.","INF","43","13"
"","Preston Tucker","Florida","Jr.","INF","44","13"
"","Billy Urban","St. Bonaventure","So.","3B","36","13"
"","Christian Walker","South Carolina","So.","INF","43","13"
"","Zach Wentz","North Dakota St.","Jr.","1B","35","13"
"","Aaron Westlake","Vanderbilt","Jr.","1B","43","13"
"","Murray White Iv","High Point","Sr.","INF","44","13"
"","Trent Whitehead","East Carolina","Sr.","OF","44","13"
"","Jacob Wilson","Memphis","Jr.","INF","44","13"
"","Rich Witten","Coastal Caro.","Jr.","1B","44","13"
"","Nate Woods","Belmont","Sr.","DH","43","13"
"","Josh Wright","Old Dominion","Jr.","INF","38","13"
"290","Trever Adams","Creighton","Sr.","INF","41","12"
"","Breland Almadova","Hawaii","So.","OF","37","12"
"","Alex Azor","Navy","Jr.","OF","49","12"
"","Greg Bachman","Austin Peay","Sr.","INF","41","12"
"","Jared Baehl","Evansville","Sr.","INF","38","12"
"","Jett Bandy","Arizona","Jr.","C","43","12"
"","Austin Barnes","Arizona St.","Jr.","C","31","12"
"","T.J. Berge","Northern Colo.","Sr.","INF","42","12"
"","Jordan Betts","Duke","Fr.","3B","47","12"
"","Zack Briggs","Appalachian St.","Jr.","INF","44","12"
"","Jaycob Brugman","BYU","Fr.","OF","35","12"
"","Chris Burke","Iona","Jr.","INF","41","12"
"","Brock Chaffin","Missouri St.","Jr.","DH","39","12"
"","Jason Coats","TCU","Jr.","OF","44","12"
"","M.P. Cokinos","Houston","So.","C","43","12"
"","Aaron Conway","Missouri St.","Sr.","OF","40","12"
"","Kevin Courtney","Stony Brook","Fr.","1B","35","12"
"","Nick Cox","Columbia","Sr.","OF","36","12"
"","Tommy Coyle","North Carolina","So.","2B","43","12"
"","Matt Creel","Houston","Jr.","P","34","12"
"","D.J. Crumlich","UC Irvine","Jr.","INF","40","12"
"","Corey Davis","Wright St.","Jr.","C","38","12"
"","Shane Davis","George Mason","Sr.","DH","45","12"
"","Doug Dekoning","Milwaukee","Sr.","OF","40","12"
"","Adam Doleac","Southern Miss.","Sr.","INF","40","12"
"","Jeremy Dowdy","Appalachian St.","Jr.","C","42","12"
"","Greg Dupell","Navy","So.","INF","48","12"
"","Sean Dwyer","Fla. Gulf Coast","Fr.","OF","44","12"
"","Zane Evans","Georgia Tech","Fr.","C","41","12"
"","Matthew Farmer","Northwestern St.","So.","C","39","12"
"","Kyle Gaedele","Valparaiso","Jr.","OF","43","12"
"","Dan Gamache","Auburn","Jr.","INF","43","12"
"","Mike Garza","Georgetown","So.","INF","44","12"
"","Turner Gill","Portland","Fr.","INF","37","12"
"","Seth Granger","McNeese St.","Jr.","OF","45","12"
"","Justin Guidry","Middle Tenn.","Jr.","OF","44","12"
"","Stephen Hagen","Texas Tech","Jr.","INF","47","12"
"","Jabari Henry","FIU","So.","OF","41","12"
"","Joey Henshaw","Army","Sr.","DH","40","12"
"","Trey Hernandez","A&M-Corpus Christi","Sr.","INF","45","12"
"","Jake Hibberd","Wright St.","Jr.","INF","40","12"
"","Matt Hillsinger","Radford","Jr.","OF","43","12"
"","Paul Hoenecke","Milwaukee","Jr.","INF","40","12"
"","Jackson Hood","Stephen F. Austin","Jr.","OF","39","12"
"","Eric Jagielo","Notre Dame","Fr.","OF","38","12"
"","Sean Jamieson","Canisius","Sr.","SS","42","12"
"","Alex Johnson","Cleveland St.","Jr.","OF","40","12"
"","Andrew Karmeris","North Florida","Jr.","INF","41","12"
"","Dan Klem","La Salle","So.","INF","41","12"
"","Chris Kontos","Northwestern","Jr.","INF","37","12"
"","Ryan Lindemuth","William & Mary","Fr.","INF","46","12"
"","Derek Luciano","UCF","Sr.","INF","39","12"
"","Stuart MacInnes","Tex.-Pan American","Sr.","OF","35","12"
"","Justin Mackert","Citadel","Jr.","INF","43","12"
"","Drew Martinez","Memphis","Jr.","OF","44","12"
"","Chritien Matz","Ark.-Pine Bluff","Fr.","C","39","12"
"","Justin McDavid","West Virginia","Sr.","INF","43","12"
"","Vincent Mejia","Tex.-Pan American","Jr.","INF","37","12"
"","Nathan Melendres","Miami (FL)","Jr.","OF","39","12"
"","Dave Milanes","Navy","So.","C","48","12"
"","A.J. Miller","Lafayette","Sr.","C","38","12"
"","Tony Montalbano","Charlotte","So.","INF","44","12"
"","Billy Moon","Gonzaga","So.","OF","38","12"
"","Ryan Mooney","Sam Houston St.","Sr.","INF","46","12"
"","Colin Moran","North Carolina","Fr.","3B","43","12"
"","John Moreland","Mercer","Sr.","1B","44","12"
"","Tom Murphy","Buffalo","So.","C","38","12"
"","Tanner Nivins","Stony Brook","So.","OF","40","12"
"","Khayyan Norfork","Tennessee","Sr.","2B","42","12"
"","Hayes Orton","Coastal Caro.","Sr.","OF","45","12"
"","Nick Orvin","Citadel","Jr.","OF","42","12"
"","Jonathan Pace","Southeastern La.","Jr.","INF","46","12"
"","Jensen Painter","Ohio","Fr.","-","40","12"
"","David Paiz","Texas Tech","Fr.","OF","46","12"
"","Joe Panik","St. John's (NY)","Jr.","INF","39","12"
"","Jarrod Parks","Mississippi St.","Sr.","3B","42","12"
"","Jerome Pena","TCU","Sr.","INF","43","12"
"","Cameron Perkins","Purdue","So.","INF","42","12"
"","Taylor Perkins","VCU","Jr.","C","39","12"
"","Trey Rallis","Yale","Sr.","INF","41","12"
"","Zach Rhodes","South Dakota St.","Jr.","DH","32","12"
"","Raph Rhymes","LSU","So.","INF","45","12"
"","Jordan Ribera","Fresno St.","Sr.","1B","38","12"
"","Matt Rice","Western Ky.","Sr.","C","44","12"
"","T.J. Rivera","Troy","Sr.","2B","44","12"
"","D.J. Robinson","Fairleigh Dickinson","Sr.","OF","34","12"
"","Isaac Rodriguez","Southern Miss.","So.","INF","40","12"
"","Jose Rodriguez","Col. of Charleston","Jr.","OF","45","12"
"","Marc Schoch","La Salle","Jr.","C","39","12"
"","Troy Scott","Washington","Sr.","1B","38","12"
"","Cameron Seitzer","Oklahoma","Jr.","INF","44","12"
"","Doug Shribman","Bucknell","Sr.","1B","49","12"
"","Matt Simonelli","Citadel","Sr.","OF","42","12"
"","Tim Smalling","Virginia Tech","Sr.","INF","45","12"
"","Kevan Smith","Pittsburgh","Sr.","C","39","12"
"","Paul Snieder","Northwestern","Jr.","INF","38","12"
"","Billy Stitz","South Dakota St.","Sr.","OF","38","12"
"","Ben Thomas","Xavier","Sr.","1B","40","12"
"","Aaron Thompkins","Furman","Sr.","1B","42","12"
"","Jomel Torres","San Diego St.","Jr.","1B","41","12"
"","Cory Turner","Radford","So.","OF","36","12"
"","Ryan Walker","Texas-Arlington","Fr.","INF","45","12"
"","Jake Watts","Gardner-Webb","Jr.","P","41","12"
"","Jared Womack","Oklahoma St.","Jr.","C","42","12"
"","John Wooten","East Carolina","So.","1B","44","12"
"","Matt Wright","Bethune-Cookman","Sr.","OF","33","12"
"","Alex Yarbrough","Ole Miss","So.","INF","44","12"
"","Stephen Yarrow","San Francisco","Sr.","INF","44","12"
"398","Tyler Acker","Middle Tenn.","Sr.","C","42","11"
"","Tobi Adeyemi","Florida A&M","Sr.","OF","48","11"
"","Nick Allen","George Mason","So.","2B","42","11"
"","Beau Amaral","UCLA","So.","OF","38","11"
"","Zach Amrein","Illinois St.","Sr.","1B","40","11"
"","John Arnold","Savannah St.","So.","C","31","11"
"","Andrew Ayers","Sacramento St.","So.","INF","45","11"
"","Alex Bacon","North Florida","Fr.","OF","39","11"
"","Tony Balisteri","Virginia Tech","Sr.","INF","45","11"
"","Nik Balog","San Francisco","Jr.","INF","44","11"
"","John Barr","Virginia","Sr.","OF","45","11"
"","Michael Basil","Indiana","So.","INF","41","11"
"","Michael Bass","UNC Wilmington","So.","INF","42","11"
"","Sam Bean","Dartmouth","Sr.","OF","38","11"
"","Nick Becker","Saint Louis","Fr.","-","42","11"
"","Owen Beightol","George Washington","Fr.","P","42","11"
"","Matt Bergquist","North Carolina St.","So.","INF","44","11"
"","Ryan Bernal","BYU","Sr.","1B","37","11"
"","Jeff Bland","Navy","Sr.","C","45","11"
"","Justin Boudreaux","Southeastern La.","Jr.","INF","46","11"
"","Daniel Bowman","Coastal Caro.","Jr.","OF","43","11"
"","Greg Brody","Belmont","Fr.","INF","45","11"
"","Grant Buckner","West Virginia","Sr.","SS","43","11"
"","Kyle Burnam","Indiana St.","Jr.","OF","42","11"
"","Brian Burton","Canisius","Sr.","1B","41","11"
"","Andrew Cain","UNC Wilmington","Jr.","INF","41","11"
"","Matt Campbell","UNC Wilmington","Jr.","INF","43","11"
"","Pat Cantwell","Stony Brook","Jr.","C","40","11"
"","Cameron Cockman","UNC Wilmington","Jr.","INF","40","11"
"","Matthew Colantonio","Brown","Sr.","C","40","11"
"","Chris Cook","George Mason","So.","INF","43","11"
"","David Corna","Ohio St.","Jr.","C","35","11"
"","Zach Costello","Radford","Jr.","OF","42","11"
"","Brandon Cotten","Rider","Jr.","OF","36","11"
"","Austin Cowen","Western Ill.","Jr.","INF","44","11"
"","Jake Davies","Georgia Tech","Jr.","P","44","11"
"","Adam Davis","Illinois","Jr.","C","39","11"
"","Jordan Dean","Central Mich.","So.","INF","43","11"
"","Tennyson Dodd","Lipscomb","Jr.","INF","44","11"
"","David Duffett","Bucknell","Jr.","INF","48","11"
"","Trevor Edwards","UNC Greensboro","Jr.","C","41","11"
"","Pat Epps","Central Conn. St.","Sr.","INF","41","11"
"","Phillip Ervin","Samford","Fr.","P","43","11"
"","Kurt Farmer","Nebraska","So.","1B","45","11"
"","Ryan Ferguson","Temple","Sr.","C","41","11"
"","Brad Fieger","Miami (FL)","Fr.","1B","44","11"
"","Ryan Fleming","Georgia St.","Sr.","OF","44","11"
"","Greg Fontenot","La.-Lafayette","Sr.","SS","44","11"
"","Joey Ford","Louisiana Tech","Sr.","INF","45","11"
"","Cory Franklin","Florida A&M","Jr.","C","45","11"
"","Mitchell Garver","New Mexico","So.","C","45","11"
"","Justin Glass","Cincinnati","Fr.","OF","41","11"
"","Bobby Glover","Dayton","Jr.","OF","43","11"
"","Ryan Goetz","UC Riverside","Sr.","INF","37","11"
"","Richie Goodenow","Lipscomb","Sr.","P","44","11"
"","Cody Gougler","Southeastern La.","Jr.","OF","45","11"
"","Alex Guerra","Radford","Sr.","INF","43","11"
"","Alex Guthrie","Loyola Marymount","Jr.","INF","41","11"
"","Trevor Hairgrove","UC Riverside","Sr.","INF","37","11"
"","Alex Haitsuka","VMI","Sr.","C","43","11"
"","Tyler Hall","Central Mich.","Jr.","INF","44","11"
"","Derek Hamblen","Belmont","Sr.","OF","45","11"
"","Mitch Haniger","Cal Poly","So.","OF","37","11"
"","John Harris","Gardner-Webb","So.","-","39","11"
"","Nathan Hartman","Old Dominion","Sr.","OF","41","11"
"","Mason Heyne","Rider","Sr.","1B","40","11"
"","Lucas Hileman","Indiana St.","Jr.","OF","38","11"
"","Nick Hinojos","Northwestern St.","Fr.","-","45","11"
"","Jeff Holm","Michigan St.","Sr.","1B","40","11"
"","Jacob House","Texas A&M","Jr.","INF","44","11"
"","Jason Houston","UALR","Sr.","2B","42","11"
"","Levi Hyams","Georgia","Jr.","INF","45","11"
"","Matt Johns","Western Caro.","Sr.","INF","41","11"
"","Nick Johnson","Bethune-Cookman","Fr.","-","46","11"
"","Daniel Johnston","Pacific","Jr.","INF","38","11"
"","Ryan Jones","Michigan St.","So.","INF","38","11"
"","Casey Kalenkosky","Texas St.","Jr.","INF","44","11"
