"Rank","Name","Team","Cl","Pos","G","2B"
"","Ryan Fuller","Connecticut","Sr.","INF","44","13"
"","Nathan Gomez","Marshall","Jr.","INF","42","13"
"","Bradley Goodson","Col. of Charleston","Jr.","INF","44","13"
"","Conrad Gregor","Vanderbilt","So.","OF","44","13"
"","Michael Guerra","Texas-Arlington","Sr.","INF","40","13"
"","Frank Hager","Cornell","Sr.","INF","44","13"
"","Parker Hipp","New Mexico St.","Jr.","C","43","13"
"","Joe Jackson","Citadel","So.","C","44","13"
"","Eric Jagielo","Notre Dame","So.","OF","42","13"
"","Travis Jankowski","Stony Brook","Jr.","OF","44","13"
"","Blake Johnson","UALR","Jr.","C","33","13"
"","Conor Keniry","Wake Forest","So.","INF","40","13"
"","Jake Kirkland","Campbell","Jr.","INF","45","13"
"","Garrett Koster","Elon","Sr.","INF","44","13"
"","Michael LeGrange","Nicholls St.","Jr.","OF","43","13"
"","Dairio Little","N.C. A&T","Jr.","OF","43","13"
"","David Lyon","Kent St.","Sr.","C","42","13"
"","Mike Martinez","FIU","Sr.","1B","40","13"
"","Jacob Mayers","Richmond","Jr.","P","38","13"
"","Ryan McBroom","West Virginia","So.","1B","44","13"
"","Cameron McGriff","Southern U.","Sr.","INF","41","13"
"","Kevin McKague","Army","Sr.","1B","46","13"
"","Zak Messer","Lipscomb","Sr.","INF","44","13"
"","Zac Mitchell","Belmont","Sr.","INF","44","13"
"","Robby Ort","Indiana St.","Jr.","OF","45","13"
"","Dayne Parker","Wichita St.","So.","INF","46","13"
"","Max Pentecost","Kennesaw St.","Fr.","C","46","13"
"","Jeff Reynolds","Harvard","Sr.","C","42","13"
"","Paul Ritzheimer","Murray St.","Jr.","INF","45","13"
"","Brian Rowry","Southern U.","So.","OF","40","13"
"","Ryne Rush","High Point","Fr.","INF","43","13"
"","Kyle Schwarber","Indiana","Fr.","C","45","13"
"","Joe Sclafani","Dartmouth","Sr.","SS","38","13"
"","Tarran Senay","North Carolina St.","Jr.","OF","36","13"
"","Bryan Soloman","Eastern Ky.","So.","INF","41","13"
"","Will Soto","Sacramento St.","So.","INF","44","13"
"","Brandon Thomas","Georgia Tech","Jr.","OF","44","13"
"","Brig Tison","George Mason","Sr.","INF","47","13"
"","Sam Travis","Indiana","Fr.","INF","45","13"
"","Graham Tyler","Brown","Sr.","INF","38","13"
"","Zach Vincej","Pepperdine","Jr.","SS","40","13"
"","Adam Brett Walker","Jacksonville","Jr.","1B","45","13"
