"Rank","Name","Team","Cl","Pos","G","2B"
"","Tyler Kamps","Wis.-Oshkosh","So.","2B","32","12"
"","Cody Laprarie","Louisiana Col.","Sr.","OF","43","12"
"","Steven Lindemuth","Chris. Newport","Jr.","C","44","12"
"","Grady Luzier","Penn St.-Altoona","Sr.","1B","35","12"
"","Trevor Manzi","Roger Williams","Jr.","C","36","12"
"","Jordan Marks","Louisiana Col.","Jr.","INF","43","12"
"","Jonathan Mason","Bridgewater (VA)","So.","OF","44","12"
"","Sam Maus","St. Olaf","Fr.","INF","33","12"
"","Corey McDonald","Worcester St.","Sr.","OF","34","12"
"","Alexander Melcher","Salve Regina","Sr.","INF","39","12"
"","David Miller","LaGrange","Jr.","INF","40","12"
"","Kyle Moody","St. Scholastica","Jr.","C","28","12"
"","Kyle Morrill","Keene St.","Jr.","OF","36","12"
"","Donald Morse","Elms","Jr.","OF","33","12"
"","Bobby Newman","Rose-Hulman","So.","3B","35","12"
"","Kyle Niermann","Bluffton","So.","P","36","12"
"","Ryan Normoyle","Washington Col.","Jr.","SS","35","12"
"","Victor Nunez","Centenary (NJ)","So.","C","29","12"
"","Kevin O'Keefe","Moravian","Jr.","INF","37","12"
"","Brett Ossola","Case","So.","1B","43","12"
"","Nick Pappas","Trinity (TX)","Jr.","INF","44","12"
"","Robert Perry","Eastern Conn. St.","Sr.","OF","32","12"
"","Tyler Pfeffer","Whitworth","Fr.","INF","39","12"
"","Brendan Pilger","Oglethorpe","Sr.","OF","42","12"
"","Lynden Pindling","Rhodes","So.","SS","44","12"
"","Collin Radack","Hendrix","Fr.","OF","41","12"
"","Justin Rahm","N.C. Wesleyan","Sr.","SS","38","12"
"","Jonathan Reilly","Emory","Jr.","SS","41","12"
"","Brandon Ricco","Birmingham-So.","Sr.","INF","36","12"
"","Ken Riley","Transylvania","Jr.","INF","28","12"
"","David Ring","Texas-Tyler","Jr.","OF","37","12"
"","Dominick Robusto","Trinity (TX)","Sr.","INF","37","12"
"","Spencer Ross","Swarthmore","Jr.","3B","34","12"
"","Roberto Santana","Keystone","Sr.","INF","32","12"
"","Luke Saunders","Chris. Newport","Jr.","INF","44","12"
"","Josef Schaetzle","Old Westbury","Sr.","DH","41","12"
"","Kevin Schwartz","Pacific (OR)","Jr.","OF","38","12"
"","Matt Shoemaker","Chris. Newport","Jr.","INF","44","12"
"","Erik Spitzer","Muskingum","Sr.","OF","34","12"
"","Nick Stoia","Franklin","So.","INF","34","12"
"","Brandon Sullivan","Ursinus","Jr.","INF","32","12"
"","Nathan Tomaszewski","LeTourneau","Jr.","INF","40","12"
"","Todd Tompkins","Becker","So.","C","28","12"
"","Clayton Truex","Linfield","So.","INF","37","12"
"","Kevin Wall","Millsaps","So.","INF","38","12"
"","Jeb Weymouth","Randolph-Macon","So.","OF","42","12"
"","Ray Yong","Carleton","Fr.","OF","31","12"
