"Rank","Name","Team","Cl","Pos","G","AB","H","BB","HBP","SF","SH","PCT"
"","Ryan Seiz","Liberty","Jr.","INF","25","94","39","19","2","2","0","0.513"
"25","Nick Vilter","UC Riverside","Jr.","3B","20","68","27","16","2","2","3","0.511"
"26","Casey Gillaspie","Wichita St.","Jr.","INF","22","84","33","20","1","1","0","0.509"
"27","DJ Miller","Delaware St.","Sr.","INF","17","57","27","2","2","0","2","0.508"
"28","Jimmy Luppens","Canisius","Sr.","1B","21","73","28","9","9","0","0","0.505"
"29","Francisco Tellez","UC Riverside","So.","1B","20","85","36","12","2","0","0","0.505"
"30","DJ Stewart","Florida St.","So.","OF","23","88","34","22","2","3","0","0.504"
"31","Jon Crucitti","Army","Sr.","OF","20","78","29","8","12","0","1","0.500"
"","Aramis Garcia","FIU","Jr.","C","24","89","37","16","2","3","0","0.500"
"","Scott Kingery","Arizona","So.","INF","26","95","38","16","6","3","7","0.500"
"","Ryan Lindemuth","William & Mary","---","2B","22","81","29","16","10","3","2","0.500"
"","Kyle Teaf","South Fla.","Jr.","INF","23","82","30","18","5","1","3","0.500"
"","Micheal Thomas","Kentucky","Sr.","C","22","77","32","10","4","1","1","0.500"
"","Damek Tomscha","Auburn","Sr.","INF","24","71","27","11","7","1","1","0.500"
"38","Jameson Fisher","Southeastern La.","So.","C","23","84","31","15","8","2","1","0.495"
"","Zack Lee","N.C. Central","Sr.","INF","23","86","31","11","12","0","2","0.495"
"40","Chayse Marion","McNeese St.","Sr.","INF","22","83","33","14","5","3","2","0.495"
"41","Mike Papi","Virginia","Jr.","OF","22","77","27","20","3","1","1","0.495"
"42","Caleb Adams","La.-Lafayette","Jr.","OF","23","68","23","16","5","0","1","0.494"
"43","Mike Fitzgerald","Indiana St.","Sr.","OF","17","59","20","12","8","2","0","0.494"
"44","Tyler Mautner","Buffalo","Jr.","INF","17","57","21","15","3","4","0","0.494"
"45","Parker Hills","Lafayette","Jr.","C","16","47","15","13","3","0","1","0.492"
"46","Ron Farley","Delaware St.","Fr.","OF","17","49","21","4","3","1","0","0.491"
"47","Adam Young","UC Davis","Sr.","INF","17","50","23","4","0","1","3","0.491"
"48","Nic Wilson","Georgia St.","Sr.","INF","24","93","39","13","1","1","0","0.491"
"49","Andrew Utterback","Alabama A&M","Jr.","OF","25","80","31","13","7","4","1","0.490"
"50","Mac James","Oklahoma","Jr.","C","24","88","38","8","4","2","2","0.490"
"51","David Hall","Troy","Jr.","OF","22","77","29","16","1","0","0","0.489"
"52","Zach Zarzour","Tennessee Tech","Sr.","2B","24","99","38","15","6","1","2","0.488"
"53","Justin Gonzalez","Florida St.","Sr.","INF","23","87","26","27","5","0","0","0.487"
"54","Tim Swatek","Fordham","Sr.","P","19","66","26","10","2","0","0","0.487"
"55","John Clay Reeves","Rice","Jr.","C","24","94","40","11","2","2","0","0.486"
"56","Samm Wiggins","Houston Baptist","Jr.","C","19","53","18","13","2","0","2","0.485"
"57","John Sansone","Florida St.","So.","INF","23","72","22","16","10","1","1","0.485"
"","Ty Stetson","Murray St.","Sr.","OF","21","77","27","19","2","1","0","0.485"
"59","Christ Conley","Canisius","Fr.","C","16","50","18","9","4","1","3","0.484"
"60","Mitch Williams","UAB","So.","C","21","49","18","12","0","1","2","0.484"
"61","Deion Tansel","Toledo","So.","INF","20","76","32","10","1","2","3","0.483"
"62","Brandon Soat","IPFW","So.","OF","15","48","19","7","1","0","0","0.482"
"63","Tj Olesczuk","Winthrop","Sr.","OF","21","74","32","5","2","0","2","0.481"
"64","Caleb Howell","Eastern Ill.","Jr.","OF","23","89","37","9","3","1","2","0.480"
"65","Daniel Nichols","Georgia","So.","1B","19","54","17","13","4","0","0","0.479"
"66","Max Murphy","Bradley","Jr.","OF","19","71","24","15","6","2","0","0.479"
"67","Devan Ahart","Akron","Jr.","OF","19","77","30","11","2","0","1","0.478"
"","Billy Fleming","West Virginia","Jr.","2B","19","80","33","7","3","0","0","0.478"
"69","Mike Alexander","Delaware St.","Sr.","P","16","54","21","5","5","1","3","0.477"
"","Demarcus Henderson","Mississippi St.","Sr.","INF","21","51","17","12","2","0","4","0.477"
"71","Alex Howe","Tex.-Pan American","Sr.","OF","26","84","29","14","7","0","2","0.476"
"","Austin Miller","Loyola Marymount","Fr.","OF","24","86","31","7","12","0","5","0.476"
"73","Tyler France","San Diego St.","So.","INF","23","86","35","10","3","2","0","0.475"
"","Bennie Robinson","Florida A&M","Sr.","INF","21","85","33","14","1","1","0","0.475"
"75","Danny Diekroeger","Stanford","Sr.","INF","18","60","20","13","4","1","4","0.474"
"","Robby Rinn","Bryant","So.","1B","18","62","21","11","5","0","1","0.474"
"77","Bradley Zimmer","San Francisco","Jr.","OF","21","89","38","4","4","0","0","0.474"
"78","Brett Sullivan","Pacific","So.","SS","26","97","42","9","2","4","0","0.473"
"79","Robby Sunderman","Dayton","Sr.","INF","21","79","31","11","2","1","1","0.473"
"","Matt Williams","McNeese St.","Sr.","OF","21","73","26","14","4","2","2","0.473"
"81","Paul DeJong","Illinois St.","So.","INF","20","80","32","8","3","0","1","0.473"
"82","Brandon Rawe","Morehead St.","Jr.","OF","23","94","41","9","0","3","1","0.472"
"83","Sean Guite","UNC Greensboro","Sr.","INF","23","90","36","10","3","1","2","0.471"
"","Vimael Machin","VCU","Jr.","INF","23","74","24","17","8","5","1","0.471"
"85","Kevin Husum","James Madison","Jr.","OF","22","83","31","15","2","2","1","0.471"
"86","Jack St. Clair","Holy Cross","Jr.","OF","19","71","27","8","4","0","2","0.470"
"87","Connor Joe","San Diego","Jr.","INF","23","92","33","14","7","2","0","0.470"
"88","Dylan Bosheers","Tennessee Tech","Jr.","SS","24","97","39","10","4","2","0","0.469"
"","Michael Katz","William & Mary","Jr.","INF","22","98","40","10","3","2","0","0.469"
"90","Mark Lumpa","Duke","Sr.","OF","24","74","23","19","3","0","2","0.469"
"","Jordan McDonald","UNC Greensboro","Jr.","INF","21","75","26","18","1","2","1","0.469"
"","Hunter Mercado-Hood","San Diego","Fr.","OF","19","53","19","10","1","0","0","0.469"
"","Jesse Puscheck","Canisius","Jr.","INF","20","77","27","15","3","1","0","0.469"
"94","Ross Kivett","Kansas St.","Sr.","INF","23","84","28","17","5","1","4","0.467"
"95","Alex Caruso","St. John's (NY)","So.","OF","22","68","20","19","3","0","1","0.467"
"","Ryan Reese","North Dakota","Jr.","INF","14","51","19","6","3","0","0","0.467"
"97","Melvin Rodriguez","Jackson St.","---","3B","24","79","24","21","3","0","0","0.466"
"98","Jordan Hopkins","Tennessee Tech","Jr.","C","21","69","25","15","1","3","0","0.466"
"99","Eric Gutierrez","Texas Tech","So.","INF","26","88","28","18","8","2","2","0.466"
"100","Drew Ferguson","Belmont","Jr.","OF","23","83","30","7","10","1","1","0.465"
"101","Tim McKay","Lehigh","Jr.","C","13","38","15","4","1","0","1","0.465"
"102","Lawton Langford","Baylor","Sr.","INF","23","72","20","22","4","1","0","0.465"
"103","Andrew Clow","Mt. St. Mary's","Jr.","C","14","47","19","7","0","2","1","0.464"
"","Jackson Gooch","McNeese St.","Sr.","OF","22","90","33","13","6","3","1","0.464"
"","Mike Korte","Lipscomb","Jr.","INF","25","87","27","22","3","0","0","0.464"
"","Einar Muniz","Alabama St.","Jr.","INF","29","89","29","17","6","0","3","0.464"
"","Julio Nunez","Alabama A&M","Sr.","3B","25","92","34","14","4","2","1","0.464"
"108","Grant Kay","Louisville","Jr.","INF","23","76","26","12","7","2","1","0.464"
"109","Johnny Sewald","Arizona St.","So.","OF","20","68","24","12","2","0","3","0.463"
"110","Shane Zeile","UCLA","Jr.","C","22","81","31","11","2","1","1","0.463"
"111","Doug Votolato","Central Ark.","Sr.","INF","21","87","31","16","2","1","6","0.462"
"112","Evan Stephens","Wake Forest","Sr.","OF","25","91","29","22","4","2","4","0.462"
"113","Terence Connelly","UNC Wilmington","So.","INF","21","60","19","8","9","1","4","0.462"
"","Chris Cook","George Mason","Sr.","INF","21","67","18","10","14","0","1","0.462"
"","Kristian Gayday","IPFW","Sr.","INF","20","68","26","8","2","0","0","0.462"
"","Kevin Krause","Stony Brook","Jr.","C","17","60","19","12","5","1","1","0.462"
"","Ryan Lowe","Davidson","Jr.","INF","20","71","22","19","1","0","0","0.462"
"118","Richard Amion","Alabama St.","Jr.","OF","29","111","38","21","6","3","2","0.461"
"119","Steve Snyder","Penn St.","Sr.","OF","23","86","33","11","3","2","2","0.461"
"","Scott Splett","South Dakota St.","Sr.","OF","22","87","32","12","3","0","2","0.461"
"121","Brian Bien","Bowling Green","Jr.","INF","21","76","30","10","1","2","2","0.461"
"","Brian O'Grady","Rutgers","Sr.","OF","20","76","30","10","1","2","0","0.461"
"123","Mike Allen","Siena","Sr.","INF","20","55","16","12","7","2","1","0.461"
"124","Lou Clemente","Rutgers","Sr.","OF","19","53","19","9","1","0","0","0.460"
"125","Casey Grayson","Houston","Sr.","1B","23","78","24","22","0","0","0","0.460"
"126","Nick Senzel","Tennessee","Fr.","INF","22","71","25","13","2","1","0","0.460"
"127","Chase Daughdrill","Northwestern St.","Jr.","INF","22","78","26","16","3","1","1","0.459"
"128","Matt Davis","VCU","Fr.","INF","19","70","24","10","5","0","1","0.459"
"","Yale Rosen","Washington St.","Jr.","OF","20","70","24","10","5","0","1","0.459"
"","Kade Scivicque","LSU","Jr.","C","23","71","26","4","9","1","1","0.459"
"131","Nathaniel Causey","Arizona St.","Jr.","C","19","60","23","10","0","2","0","0.458"
"","Josh Goossen-Brown","San Diego","Sr.","OF","21","60","21","6","6","0","1","0.458"
"","Dalton Hewitt","Southeast Mo. St.","Jr.","C","23","80","28","13","3","0","1","0.458"
"134","Dominic Fratantuono","Towson","Sr.","OF","19","64","19","14","5","0","0","0.458"
"135","Brett Austin","North Carolina St.","Jr.","C","21","82","31","12","0","0","3","0.457"
"","Jeff Gardner","Louisville","Sr.","OF","22","79","30","9","4","2","0","0.457"
"","Tanner Rockwell","UALR","Jr.","P","21","75","27","13","3","3","0","0.457"
"138","Forrest Brandt","Davidson","Sr.","OF","20","80","30","11","1","0","0","0.457"
"139","Tyson Simpson Jr.","N.C. Central","Sr.","INF","23","82","30","10","7","4","1","0.456"
"","Boomer White","TCU","So.","C","23","90","35","10","2","1","0","0.456"
"141","Austin Anderson","Ole Miss","Sr.","INF","25","94","34","12","6","2","2","0.456"
"142","Brandyn Crutcher","Alabama A&M","Jr.","OF","21","63","22","13","1","2","1","0.456"
"","Kurt Hoekstra","Western Mich.","So.","INF","20","71","29","7","0","1","1","0.456"
"144","Wesley Hoover","Central Ark.","Jr.","OF","20","72","23","15","3","0","1","0.456"
"145","Andrew Daniel","San Diego","Jr.","INF","22","92","35","12","3","3","0","0.455"
"","Trent Drumheller","Oakland","Jr.","OF","15","38","10","14","1","2","5","0.455"
"","Sean Hagen","Eastern Ky.","Sr.","C","23","81","27","12","6","0","0","0.455"
"","Danny Pardo","Campbell","Fr.","OF","24","86","26","19","5","0","1","0.455"
"","Evan Peterson","UAB","So.","INF","20","53","17","12","1","0","3","0.455"
"","Eric Urry","BYU","So.","OF","23","62","21","10","4","1","1","0.455"
"","Zack Weigel","Seton Hall","So.","OF","19","69","22","13","5","1","2","0.455"
"152","Tyler Baumgartner","Oregon","Sr.","OF","22","86","33","7","4","0","0","0.454"
"","Joe Chavez","UC Riverside","Jr.","INF","20","76","25","15","4","2","1","0.454"
"","Tyler Filliben","Samford","Jr.","INF","22","83","30","9","5","0","0","0.454"
"155","Mitch Longo","Ohio","Fr.","OF","18","70","29","3","2","0","2","0.453"
"156","Shane Zimmer","Canisius","Sr.","OF","17","44","11","11","7","2","0","0.453"
"157","Kyle Nowlin","Eastern Ky.","So.","OF","24","98","35","14","4","1","0","0.453"
"158","John Michael Twichell","Texas-Arlington","Sr.","INF","24","70","19","18","6","1","0","0.453"
"159","Brad Zebedis","Presbyterian","Sr.","1B","25","100","37","12","3","0","0","0.452"
"160","Austin Fisher","Kansas St.","Jr.","INF","23","85","30","10","7","2","0","0.452"
"","Andrew Godbold","Southeastern La.","Jr.","OF","23","85","29","8","10","1","0","0.452"
"","Casey Jones","Elon","Jr.","INF","23","90","34","12","1","1","0","0.452"
"163","Nick Backlund","Mercer","Sr.","1B","25","92","31","15","5","1","0","0.451"
"164","Derek Lowe","William & Mary","Sr.","OF","19","68","23","9","5","0","2","0.451"
"165","Spencer Scorza","Cornell","Jr.","INF","13","44","16","5","2","0","0","0.451"
"","Luke Tendler","N.C. A&T","Sr.","OF","23","80","27","19","0","3","0","0.451"
"167","Zack Short","Sacred Heart","Fr.","INF","17","60","21","10","1","0","0","0.451"
"168","Al Robbins","South Dakota St.","Jr.","INF","22","74","24","16","1","0","2","0.451"
"169","Austin Darby","Nebraska","Jr.","OF","21","85","31","14","0","1","2","0.450"
"","Tyler Wampler","Indiana St.","Sr.","INF","19","68","24","6","6","0","2","0.450"
"171","Ryan Kent","Morehead St.","Fr.","OF","21","73","24","14","2","0","2","0.449"
"172","Jose Brizuela","Florida St.","Jr.","INF","23","79","26","12","6","1","0","0.449"
"","Ben Roberts","Washington St.","So.","OF","16","46","19","2","1","0","2","0.449"
"174","Kevin Kratochwill","Saint Joseph's","Sr.","OF","16","48","16","7","3","0","0","0.448"
"175","Marcos Calderon","Butler","Sr.","OF","22","79","26","14","3","0","2","0.448"
"176","Kristoffer Koerper","New Mexico St.","Sr.","INF","23","88","30","15","2","0","0","0.448"
"177","Joe Abeln","Lehigh","Sr.","OF","17","61","22","7","5","3","1","0.447"
"178","Andrew Ely","Washington","Jr.","INF","22","74","27","9","2","0","11","0.447"
"179","Alex Robles","Austin Peay","Fr.","INF","22","83","32","10","0","1","2","0.447"
"","Keaton Wright","SIU Edwardsville","Fr.","INF","21","74","22","19","1","0","0","0.447"
"181","Brett Doe","Baylor","Sr.","INF","19","45","14","8","3","0","2","0.446"
"182","Max Kuhn","Kentucky","Jr.","INF","24","99","32","20","2","0","0","0.446"
"183","JD Whetsel","Cornell","Jr.","OF","14","56","20","8","1","0","1","0.446"
"184","Anthony Massicci","Canisius","So.","INF","19","59","20","13","0","2","1","0.446"
"185","Lee Longo","Eastern Mich.","Sr.","INF","19","75","29","1","7","0","0","0.446"
"186","Connor Spencer","UC Irvine","Jr.","INF","23","83","27","12","6","0","1","0.446"
"187","Waldyvan Estrada","Alabama St.","Jr.","OF","28","98","35","13","5","3","0","0.445"
"","Wes Rea","Mississippi St.","Jr.","1B","26","91","26","22","5","1","0","0.445"
"189","Hunter Cole","Georgia","Jr.","OF","25","98","33","16","3","0","0","0.444"
"","Robert Currie","Navy","So.","OF","23","85","31","7","6","1","1","0.444"
"","Blake Davey","UConn","Jr.","C","19","67","22","7","7","0","0","0.444"
"","John Elson","Lehigh","Jr.","INF","17","60","21","7","4","1","1","0.444"
"","Mitch Gasbarro","Eastern Ill.","So.","INF","19","73","23","10","7","0","0","0.444"
"","Michael Medina","New Mexico St.","Sr.","OF","23","81","21","19","8","0","3","0.444"
"","Ryan Prinzing","UAB","Sr.","OF","25","84","24","14","10","0","3","0.444"
"196","Josh Jyawook","Evansville","So.","OF","19","74","25","11","3","0","1","0.443"
"197","Greg Partyka","Bradley","Sr.","1B","18","62","20","11","4","2","0","0.443"
"198","Ben Arkin","Davidson","Jr.","INF","18","57","20","7","4","2","0","0.443"
"199","Charles Dailey","Delaware St.","Jr.","OF","19","52","18","6","3","0","1","0.443"
"","Mike Rescigno","Maryland","Fr.","INF","17","48","15","8","4","1","1","0.443"
"201","Bobby Melley","UConn","So.","1B","21","77","24","14","4","0","1","0.442"
"202","Stevie Berman","Santa Clara","Fr.","C","23","69","22","12","4","1","0","0.442"
"","Zach Fisher","Towson","Sr.","3B","20","68","20","17","1","0","1","0.442"
"","Pete Leonello","LIU Brooklyn","Sr.","OF","18","73","27","11","0","2","0","0.442"
"205","Adam Goss","Villanova","So.","OF","20","54","12","14","8","1","0","0.442"
"","Seth Heck","Mississippi St.","Jr.","INF","20","58","17","11","6","2","2","0.442"
"207","Payden Cawley Lamb","Gonzaga","Sr.","OF","17","57","19","6","5","0","7","0.441"
"","Justin Eckols","Lamar","Jr.","C","19","54","16","13","1","0","1","0.441"
"","Brad Macciocchi","Wright St.","Fr.","C","21","56","19","11","0","1","3","0.441"
"","Patrick Mazeika","Stetson","So.","1B","24","82","26","12","7","1","0","0.441"
"211","Ryan Boldt","Nebraska","Fr.","OF","21","71","24","13","0","0","1","0.440"
"","Ruhlman D.J.","Seton Hall","Jr.","P","19","73","27","8","2","1","0","0.440"
"213","Brendon Sanger","Fla. Atlantic","So.","INF","24","90","29","13","6","0","0","0.440"
"","Kane Sweeney","Morehead St.","Jr.","INF","23","87","27","19","2","1","0","0.440"
"215","Alex Blandino","Stanford","Jr.","INF","18","63","22","7","4","1","1","0.440"
"","Jason Goldstein","Illinois","So.","C","18","67","25","6","2","0","0","0.440"
"","Alex Larivee","Youngstown St.","Fr.","INF","15","45","17","4","1","0","0","0.440"
"","Brian Weightman","St. Bonaventure","Sr.","OF","15","38","10","8","4","0","1","0.440"
"219","Auston Bousfield","Ole Miss","Jr.","OF","25","103","39","8","4","1","3","0.440"
"220","Jake Mangler","Iowa","Jr.","INF","20","78","29","9","2","2","1","0.440"
"","Richard Prigatano","Long Beach St.","Jr.","OF","22","73","22","15","3","0","1","0.440"
"","Austen Smith","Alabama","Sr.","INF","22","74","26","8","6","3","0","0.440"
"","Dan Walsh","Miami (OH)","Sr.","INF","19","74","26","13","1","3","1","0.440"
"224","Tyler Adkison","San Diego St.","Fr.","OF","19","55","19","9","1","1","2","0.439"
"","Mitchell McGeein","Eastern Mich.","So.","INF","17","54","18","8","3","1","0","0.439"
"226","Jordan Negrini","Old Dominion","Sr.","INF","24","85","26","16","5","1","3","0.439"
"","Aaron Scoville","Radford","Sr.","OF","22","83","24","13","10","1","4","0.439"
"228","Seth Batty","UC Davis","Sr.","OF","20","66","21","10","5","1","3","0.439"
"","Gary Russo","Miami (OH)","So.","OF","18","70","24","11","1","0","0","0.439"
"230","Vince Conde","Vanderbilt","Jr.","INF","25","77","24","16","3","2","3","0.439"
"","Justin Glass","Cincinnati","Sr.","OF","22","74","19","16","8","0","0","0.439"
"","Ian Happ","Cincinnati","So.","INF","22","80","26","16","1","1","0","0.439"
"233","Stefan Kancylarz","Saint Joseph's","Jr.","INF","17","59","19","13","0","1","0","0.438"
"234","Scott Price","Tennessee","Sr.","1B","23","89","31","11","4","1","1","0.438"
"235","Zach Gibbons","Arizona","So.","OF","26","101","35","16","2","2","2","0.438"
"","Nelson Ward","Georgia","Jr.","INF","25","96","29","18","6","1","2","0.438"
"237","Luke Dunlap","UNC Wilmington","Jr.","OF","19","50","16","8","4","2","0","0.438"
"","Logan Farrar","VCU","Fr.","INF","23","79","26","11","5","1","1","0.438"
"","Gage Green","Oklahoma St.","Jr.","C","22","66","22","8","5","1","6","0.438"
"","Matt Hopfner","Northwestern","Fr.","OF","18","72","28","6","1","1","1","0.438"
"","Louie Lechich","San Diego","Sr.","P","23","100","38","7","4","1","1","0.438"
"","Thomas Smith","Georgia Tech","Jr.","INF","22","80","27","10","5","1","5","0.438"
"","Andrew Widell","Charleston So.","Jr.","C","22","70","25","9","1","0","2","0.438"
"","Shane Willoughby","Youngstown St.","Fr.","INF","14","37","10","11","0","0","0","0.438"
"245","Grant Massey","Lipscomb","Jr.","INF","25","95","28","23","1","0","1","0.437"
"246","Chase Raffield","Georgia St.","Sr.","OF","24","84","27","12","6","1","1","0.437"
"247","Spencer Mahoney","Valparaiso","Jr.","INF","18","72","23","15","0","0","1","0.437"
"248","Zach Passerelle","Marist","Sr.","C","17","55","16","9","6","1","0","0.437"
"249","Kent Blackstone","New Mexico St.","So.","INF","23","73","20","18","3","0","2","0.436"
"","Connor Bright","South Carolina","Jr.","INF","22","83","33","8","0","3","1","0.436"
"","Derek Gibson","Southeast Mo. St.","Sr.","INF","23","84","35","5","1","4","3","0.436"
