"Rank","Name","Team","Cl","Pos","App","IP","W","L","PCT"
"33","Ty Blach","Creighton","So.","P","12","66.3","7","0","1.000"
"","John Brebbia","Elon","Jr.","P","21","31.3","7","0","1.000"
"","Rob Chamra","North Carolina St.","Sr.","P","12","46.0","7","0","1.000"
"","Greg Gonzalez","Fresno St.","Sr.","P","11","73.7","7","0","1.000"
"","D.J. Brown","James Madison","So.","P","14","68.3","7","1","0.875"
"","Will Campbell","Georgia St.","Sr.","P","11","67.3","7","1","0.875"
"","Jonas Dufek","Creighton","Sr.","P","12","73.3","7","1","0.875"
"","Tyler Duffey","Rice","So.","P","20","37.0","7","1","0.875"
"","Steven Ewing","Miami (FL)","So.","P","10","61.3","7","1","0.875"
"","Kyle Fitzpatrick","FIU","Jr.","P","11","49.0","7","1","0.875"
"","Sean Gilmartin","Florida St.","Jr.","P","12","79.0","7","1","0.875"
"","Brian Johnson","Florida","So.","P","11","63.7","7","1","0.875"
"","Patrick Johnson","North Carolina","Sr.","P","11","62.7","7","1","0.875"
"","Brad LaBruyere","Southeast Mo. St.","Sr.","P","11","55.0","7","1","0.875"
"","James Nygren","Oregon St.","Sr.","P","10","50.0","7","1","0.875"
"","Mason Radeke","Cal Poly","Jr.","P","11","74.0","7","1","0.875"
"","John Soldinger","Manhattan","So.","P","11","76.7","7","1","0.875"
"","David Starn","Kent St.","Jr.","P","11","73.0","7","1","0.875"
"","Sean Tierney","James Madison","Jr.","P","13","38.3","7","1","0.875"
"","Kurt Wunderlich","Michigan St.","Sr.","P","11","71.7","7","1","0.875"
"","Michael Allegreti","Savannah St.","Sr.","P","11","51.3","7","2","0.778"
"","Cash Collins","Wofford","Jr.","P","14","75.7","7","2","0.778"
"","Steve Easter","Alcorn St.","Jr.","P","12","79.7","7","2","0.778"
"","Buck Farmer","Georgia Tech","So.","P","11","71.3","7","2","0.778"
"","Chad Gallagher","Marist","Jr.","P","11","76.7","7","2","0.778"
"","Marco Gonzales","Gonzaga","Fr.","P","11","75.3","7","2","0.778"
"","Zak Griffith","Kennesaw St.","Jr.","P","10","57.3","7","2","0.778"
"","Colby Hyatt","UNC Greensboro","Sr.","P","13","67.0","7","2","0.778"
"","Tyler Johnson","Stony Brook","Jr.","P","10","56.7","7","2","0.778"
"","Jonathan Montoya","CSU Bakersfield","Jr.","P","11","81.0","7","2","0.778"
"","John Pedrotty","Holy Cross","Jr.","P","11","60.3","7","2","0.778"
"","Brad Propst","Oklahoma St.","Sr.","P","11","76.0","7","2","0.778"
"","Dan Reid","New Mexico St.","Sr.","P","11","62.3","7","2","0.778"
"","Josh Renfro","Col. of Charleston","Jr.","P","11","68.0","7","2","0.778"
"","Corey Roberts","Charlotte","So.","P","11","74.3","7","2","0.778"
"","Tyler Watkins","Southeastern La.","Sr.","P","11","77.0","7","2","0.778"
"","Keegan Linza","Liberty","Sr.","P","11","79.7","7","3","0.700"
"","Dillon Overton","Oklahoma","Fr.","P","16","56.7","7","3","0.700"
"","Tanner Peters","UNLV","Jr.","P","11","87.0","7","3","0.700"
"","Kyle Simon","Arizona","Jr.","P","13","85.7","7","3","0.700"
"","Burch Smith","Oklahoma","Jr.","P","11","60.0","7","3","0.700"
"","Justin Hageman","Western Ky.","Fr.","P","13","71.0","7","4","0.636"
"","Kyle Hallock","Kent St.","Sr.","P","11","72.3","7","4","0.636"
"","Todd Simko","A&M-Corpus Christi","Jr.","P","14","66.7","7","6","0.538"
"77","Jake Boyd","Stetson","Jr.","P","27","37.3","6","0","1.000"
"","Joe DiRocco","Seton Hall","Sr.","P","11","77.7","6","0","1.000"
"","Brock Duke","Utah","So.","P","10","39.7","6","0","1.000"
"","Steven Eagerton","Jacksonville","Jr.","P","9","55.3","6","0","1.000"
"","Greg Holt","North Carolina","Sr.","P","23","43.0","6","0","1.000"
"","Justin Malone","Georgia St.","Jr.","P","11","67.0","6","0","1.000"
"","T.J. Pecoraro","Vanderbilt","Fr.","P","12","28.7","6","0","1.000"
"","Jonathan Thompson","Southern Miss.","Jr.","P","11","59.0","6","0","1.000"
"","Karsten Whitson","Florida","Fr.","P","11","58.0","6","0","1.000"
"","Tyler Anderson","Oregon","Jr.","P","11","83.3","6","1","0.857"
"","Rick Anton","Utah","Sr.","P","11","74.0","6","1","0.857"
"","Ryan Arrowood","Appalachian St.","Jr.","P","14","67.0","6","1","0.857"
"","Tyler Barnette","Charlotte","Fr.","P","11","64.0","6","1","0.857"
"","D.J Baxendale","Arkansas","So.","P","13","48.0","6","1","0.857"
"","Eddie Butler","Radford","So.","P","11","67.0","6","1","0.857"
"","Ryan Carpenter","Gonzaga","Jr.","P","11","74.7","6","1","0.857"
"","Josh Conway","Coastal Caro.","So.","INF","14","53.3","6","1","0.857"
"","Dustin Crenshaw","South Ala.","Sr.","P","12","79.3","6","1","0.857"
"","Ryan Ebner","Bucknell","Jr.","P","10","58.3","6","1","0.857"
"","Kent Emanuel","North Carolina","Fr.","P","13","59.3","6","1","0.857"
"","Dietrich Enns","Central Mich.","So.","P","15","31.3","6","1","0.857"
"","Matt Hamann","Belmont","Jr.","P","19","61.0","6","1","0.857"
"","Jesse Holiday","Southern U.","So.","P","10","45.7","6","1","0.857"
"","Brandon Love","Mercer","Jr.","P","11","64.3","6","1","0.857"
"","Tony Manville","Northern Ill.","Jr.","P","17","48.0","6","1","0.857"
"","Matt McCormick","LIU Brooklyn","So.","P","14","55.7","6","1","0.857"
"","Todd McInnis","Southern Miss.","Sr.","P","10","62.3","6","1","0.857"
"","Tyler Melling","Miami (OH)","Sr.","P","11","63.0","6","1","0.857"
"","Nick Meyers","Monmouth","Sr.","P","10","62.3","6","1","0.857"
"","Vinny Nittoli","Xavier","So.","P","10","52.7","6","1","0.857"
"","Josh Osich","Oregon St.","Jr.","P","11","55.3","6","1","0.857"
"","Nick Petree","Missouri St.","Fr.","P","12","67.0","6","1","0.857"
"","Christian Powell","Col. of Charleston","So.","P","12","55.3","6","1","0.857"
"","Matt Shelton","Sam Houston St.","Sr.","P","12","68.7","6","1","0.857"
"","Colton Turner","Texas St.","So.","P","11","59.0","6","1","0.857"
"","Bret Williams","Richmond","So.","P","11","72.0","6","1","0.857"
"","Brian Adkins","UCF","So.","P","11","61.0","6","2","0.750"
"","Chris Beck","Ga. Southern","So.","P","14","67.7","6","2","0.750"
"","Andy Berry","West Virginia","Sr.","P","11","74.3","6","2","0.750"
"","Logan Billbrough","William & Mary","Sr.","P","11","75.7","6","2","0.750"
"","Keith Bilodeau","Maine","Jr.","P","10","62.7","6","2","0.750"
"","Chris Briere","Longwood","Sr.","P","9","59.7","6","2","0.750"
"","Tony Bucciferro","Michigan St.","Jr.","P","11","73.7","6","2","0.750"
"","Kramer Champlin","Arizona St.","Jr.","P","11","75.0","6","2","0.750"
"","Charlie Cononie","Towson","Sr.","P","11","64.3","6","2","0.750"
"","Daniel Cropper","UNC Wilmington","Sr.","P","10","62.0","6","2","0.750"
"","Aaron Elias","Jacksonville St.","Jr.","P","11","63.3","6","2","0.750"
"","Alex Facundus","Tulane","Fr.","P","22","34.0","6","2","0.750"
"","Cody Fick","Evansville","Sr.","INF","8","55.0","6","2","0.750"
"","Chris Franzese","LIU Brooklyn","So.","P","15","59.3","6","2","0.750"
"","Scott Garner","Bethune-Cookman","Fr.","P","10","58.3","6","2","0.750"
"","Mike Giordano","Manhattan","Jr.","P","10","61.3","6","2","0.750"
"","Kyle Hald","Old Dominion","Sr.","P","10","68.7","6","2","0.750"
"","Casey Hauptman","Nebraska","Sr.","P","22","54.3","6","2","0.750"
"","Blake McFarland","San Jose St.","Sr.","P","11","60.0","6","2","0.750"
"","Gary Merians","Florida St.","Jr.","P","9","33.3","6","2","0.750"
"","Greg Nappo","Connecticut","Sr.","P","10","54.0","6","2","0.750"
"","Tyler Niederklein","Nebraska","So.","P","13","51.3","6","2","0.750"
"","Chris Overman","North Carolina St.","So.","P","19","34.3","6","2","0.750"
"","Joe Parsons","Virginia Tech","Sr.","P","12","61.0","6","2","0.750"
"","Tanner Perkins","Western Ky.","So.","P","11","74.0","6","2","0.750"
"","Kyle Putkonen","Samford","Jr.","P","10","65.7","6","2","0.750"
"","Bryan Radziewski","Miami (FL)","Fr.","P","11","59.7","6","2","0.750"
"","Noe Ramirez","Cal St. Fullerton","Jr.","P","9","61.7","6","2","0.750"
"","Matt Rein","Coastal Caro.","Sr.","P","13","50.0","6","2","0.750"
"","Brady Rodgers","Arizona St.","So.","P","9","54.3","6","2","0.750"
"","Conner Scarborough","Gardner-Webb","So.","P","12","47.3","6","2","0.750"
"","Michael Schum","Wright St.","Jr.","P","21","38.3","6","2","0.750"
"","Troy Scribner","Sacred Heart","So.","P","11","69.7","6","2","0.750"
"","Matt Summers","UC Irvine","Jr.","P","11","70.7","6","2","0.750"
"","Mike Thomas","Rider","Sr.","P","10","66.0","6","2","0.750"
"","Jared West","Stephen F. Austin","Sr.","P","11","58.3","6","2","0.750"
"","Michael Woytek","Wright St.","Sr.","P","10","57.3","6","2","0.750"
"","R.J. Alvarez","Fla. Atlantic","So.","P","12","55.0","6","3","0.667"
"","Blake Barber","Missouri St.","Sr.","P","12","67.7","6","3","0.667"
"","Jake Barrett","Arizona St.","So.","P","12","67.3","6","3","0.667"
"","Anthony Cafagna","Richmond","Sr.","P","12","52.3","6","3","0.667"
"","Matt Crouse","Ole Miss","Jr.","P","11","71.3","6","3","0.667"
"","Jake Donze","Murray St.","Sr.","P","11","63.3","6","3","0.667"
"","Cody Forsythe","Southern Ill.","So.","P","11","78.3","6","3","0.667"
"","Alex Gillingham","Loyola Marymount","Jr.","P","10","79.7","6","3","0.667"
"","Patrick Goelz","Bethune-Cookman","So.","P","11","54.3","6","3","0.667"
"","Phil Haig","FIU","Jr.","P","11","66.7","6","3","0.667"
"","Kurt Heyer","Arizona","So.","P","14","91.3","6","3","0.667"
"","Seth Maness","East Carolina","Sr.","P","10","70.0","6","3","0.667"
"","Phil Mccarthy","Old Dominion","Jr.","P","10","67.0","6","3","0.667"
"","Anthony Meo","Coastal Caro.","Jr.","P","11","70.3","6","3","0.667"
"","Derrick Mitchell","Prairie View","Jr.","P","11","66.0","6","3","0.667"
"","Tyler Olson","Gonzaga","Jr.","P","10","60.7","6","3","0.667"
"","Carson Smith","Texas St.","Jr.","P","11","73.3","6","3","0.667"
"","Dustin Ward","Central Ark.","Jr.","P","16","61.0","6","3","0.667"
"","Eric Whaley","Miami (FL)","So.","P","11","66.3","6","3","0.667"
"","Troy Williams","Alcorn St.","Jr.","P","11","75.0","6","3","0.667"
"","Ben Alsup","LSU","Sr.","P","11","58.3","6","4","0.600"
"","Mark Anderson","St. Mary's (CA)","Jr.","P","11","77.3","6","4","0.600"
"","Will Dorsey","Stetson","Jr.","P","14","58.3","6","4","0.600"
"","Kyle Hansen","St. John's (NY)","So.","P","11","69.7","6","4","0.600"
"","Colin Rea","Indiana St.","Jr.","P","14","70.3","6","4","0.600"
"","Ben Tomchick","Old Dominion","Jr.","P","11","63.3","6","4","0.600"
"","Charlie Weinberg","Ill.-Chicago","So.","P","16","51.0","6","4","0.600"
"","Ryan Woolley","UAB","Sr.","P","13","81.0","6","4","0.600"
"","Justin Topa","LIU Brooklyn","So.","P","13","62.0","6","6","0.500"
"179","Rich Anastasi","Fordham","So.","P","18","25.3","5","0","1.000"
"","Josh Davis","Belmont","So.","P","14","47.0","5","0","1.000"
"","Calvin Gunter","Purdue","Jr.","P","11","29.0","5","0","1.000"
"","Ricky Hefflinger","Mississippi Val.","Sr.","2B","15","47.7","5","0","1.000"
"","Gabriel Hernandez","Bethune-Cookman","So.","P","8","37.3","5","0","1.000"
"","Cody Kendall","Fresno St.","Jr.","P","15","30.0","5","0","1.000"
"","Forrest Koumas","South Carolina","Fr.","P","13","46.0","5","0","1.000"
"","Steven Maxwell","TCU","Sr.","P","10","62.0","5","0","1.000"
"","Scott McNally","East Tenn. St.","So.","P","22","43.0","5","0","1.000"
"","Josh Poytress","Fresno St.","Jr.","P","13","51.0","5","0","1.000"
"","Dave Walkling","Penn St.","Jr.","P","6","21.0","5","0","1.000"
"","Elliott Waterman","San Francisco","So.","P","17","34.3","5","0","1.000"
"","Tony Wieber","Michigan St.","So.","P","17","34.7","5","0","1.000"
"","Tyler Wilson","Virginia","Sr.","P","11","66.3","5","0","1.000"
"","Joe Battistelli","Eastern Mich.","So.","P","17","36.3","5","1","0.833"
"","Ben Bullard","UAB","So.","P","15","42.0","5","1","0.833"
"","Jose De Leon","Southern U.","Fr.","P","11","51.0","5","1","0.833"
"","Kolton Emery","South Dakota St.","Fr.","P","11","52.3","5","1","0.833"
"","Nick Fleece","Texas A&M","Sr.","P","23","30.3","5","1","0.833"
"","Zak Hermans","Princeton","So.","P","9","58.7","5","1","0.833"
"","Ken Jackson","Army","So.","P","16","24.7","5","1","0.833"
"","Nick Johnson","Cincinnati","Sr.","P","11","60.0","5","1","0.833"
"","Erik Johnson","California","Jr.","P","11","69.7","5","1","0.833"
"","Jared Kernodle","Elon","Sr.","P","10","49.7","5","1","0.833"
"","Ricky Knapp","Fla. Gulf Coast","Fr.","P","19","53.3","5","1","0.833"
"","Vinny Lally","Yale","Sr.","P","13","67.3","5","1","0.833"
"","Jordan Lewis","Houston","Jr.","P","12","67.7","5","1","0.833"
"","Ben Lively","UCF","Fr.","P","11","48.3","5","1","0.833"
"","Reese McGraw","Creighton","Jr.","P","22","24.7","5","1","0.833"
"","Sean McKeown","Marist","Sr.","P","12","47.3","5","1","0.833"
"","Andy Moye","Ga. Southern","Sr.","P","11","50.0","5","1","0.833"
"","Nick Nuemann","Central Conn. St.","So.","P","9","56.0","5","1","0.833"
"","Christopher O'Hare","Yale","So.","P","8","36.0","5","1","0.833"
"","Wes Olson","Navy","Sr.","P","15","44.3","5","1","0.833"
"","Chris Pike","Fordham","Fr.","INF","13","69.0","5","1","0.833"
"","Tyler Pill","Cal St. Fullerton","Jr.","P","11","70.0","5","1","0.833"
"","Mitchell Pitts","Texas St.","Jr.","P","13","70.3","5","1","0.833"
"","Drew Rucinski","Ohio St.","Sr.","P","9","55.3","5","1","0.833"
"","Eric Ruth","Winthrop","So.","P","19","40.3","5","1","0.833"
"","Justin Sarratt","Clemson","Sr.","P","13","52.3","5","1","0.833"
"","Johnny Schoberl","Navy","So.","P","11","51.3","5","1","0.833"
"","Warren Slack","UNC Greensboro","Sr.","P","12","60.3","5","1","0.833"
"","Jordan Staples","Dallas Baptist","Jr.","P","10","38.3","5","1","0.833"
"","Blair Walters","Hawaii","Sr.","P","19","28.0","5","1","0.833"
"","Jarrett Arakawa","Hawaii","Fr.","P","12","62.0","5","2","0.714"
"","Richard Bautista","Grambling","So.","P","11","80.0","5","2","0.714"
"","Jed Bradley","Georgia Tech","Jr.","P","11","69.3","5","2","0.714"
"","Kevin Brandt","East Carolina","Jr.","P","14","65.7","5","2","0.714"
"","Matt Chaffee","Arizona","Jr.","P","27","34.0","5","2","0.714"
"","Kevin Christy","La Salle","Jr.","P","22","32.7","5","2","0.714"
"","Tim Cooney","Wake Forest","So.","P","10","70.0","5","2","0.714"
"","Corey Crispell","Delaware","Jr.","P","14","41.7","5","2","0.714"
"","Tommy Dill","Delaware St.","Fr.","P","12","28.3","5","2","0.714"
"","Andy Ferguson","Arkansas St.","Sr.","P","10","63.0","5","2","0.714"
"","Aidan Francis","Georgia St.","Sr.","P","12","41.7","5","2","0.714"
"","Esteban Guzman","San Jose St.","Jr.","P","14","51.7","5","2","0.714"
"","Joe Haase","Purdue","Jr.","P","13","58.7","5","2","0.714"
"","Tucker Hawley","Alabama","So.","P","7","43.3","5","2","0.714"
"","Andrew Heaney","Oklahoma St.","So.","P","13","50.0","5","2","0.714"
"","Kyle Hunter","Dartmouth","So.","P","8","54.0","5","2","0.714"
"","Matt Iannazzo","Pittsburgh","Jr.","P","10","70.3","5","2","0.714"
"","James Jones","La.-Monroe","Sr.","P","17","46.3","5","2","0.714"
"","Cory Kent","Lehigh","Jr.","P","19","37.7","5","2","0.714"
"","Brandon Kimbrel","Sam Houston St.","Sr.","P","11","74.3","5","2","0.714"
"","Jd Learnard","Illinois St.","So.","P","13","58.7","5","2","0.714"
"","Dean McArdle","Stanford","So.","P","11","37.7","5","2","0.714"
"","Phil McCormick","Missouri","Sr.","P","27","45.3","5","2","0.714"
"","Andrew McGee","Monmouth","Fr.","P","22","40.0","5","2","0.714"
"","Brandon McNitt","Stony Brook","Fr.","P","12","57.0","5","2","0.714"
"","Casey Medlen","North Florida","Sr.","P","13","49.0","5","2","0.714"
"","Glen Misho","Massachusetts","Jr.","P","9","61.0","5","2","0.714"
"","Burny Mitchem","Dayton","Jr.","P","17","73.3","5","2","0.714"
"","Dillon Napoleon","UAB","Jr.","P","11","73.3","5","2","0.714"
"","Nick Oelker","N.C. A&T","Jr.","P","14","65.0","5","2","0.714"
"","Ethan Ogburn","North Carolina St.","So.","P","15","43.7","5","2","0.714"
"","Trey Ross","New Mexico St.","Jr.","P","12","43.7","5","2","0.714"
"","Kyle Shaw","Toledo","Jr.","P","11","66.7","5","2","0.714"
"","Seth Simmons","East Carolina","Sr.","P","20","24.0","5","2","0.714"
"","Sam Stafford","Texas","Jr.","P","13","55.3","5","2","0.714"
"","Zach Sterling","Western Ill.","Jr.","P","13","58.0","5","2","0.714"
"","Carter Watson","Tennessee","Fr.","P","18","27.7","5","2","0.714"
"","Ben Wetzler","Oregon St.","Fr.","P","12","48.0","5","2","0.714"
"","Jason Wheeler","Loyola Marymount","Jr.","P","10","72.0","5","2","0.714"
"","Cody Winiarski","Virginia","Sr.","P","10","52.3","5","2","0.714"
"","Eric Young","Delaware","Jr.","P","11","59.0","5","2","0.714"
"","Dan Zlotnick","Marist","So.","P","11","48.3","5","2","0.714"
"","Mike Augliera","Binghamton","Jr.","P","10","64.7","5","3","0.625"
"","Garrett Baker","Liberty","Jr.","P","18","45.0","5","3","0.625"
"","Bobby Bolling","Radford","Sr.","P","11","69.0","5","3","0.625"
"","Corey Chaffins","Eastern Mich.","Sr.","P","14","63.7","5","3","0.625"
"","Paul Cusick","Penn","Sr.","P","11","66.7","5","3","0.625"
"","Joey DeNato","Indiana","Fr.","P","12","45.7","5","3","0.625"
"","Jordan Elliott","Delaware St.","So.","P","15","76.7","5","3","0.625"
"","Ken Ferrer","Elon","Sr.","P","11","63.3","5","3","0.625"
"","Randy Fontanez","South Fla.","Sr.","P","11","80.0","5","3","0.625"
"","Blake Ford","Lamar","Sr.","P","12","72.3","5","3","0.625"
"","T.J. Geith","La.-Lafayette","Sr.","P","10","58.7","5","3","0.625"
"","Ken Graveline","Rhode Island","Sr.","P","11","68.7","5","3","0.625"
"","Aaron Griffin","Loyola Marymount","So.","P","15","44.7","5","3","0.625"
"","Matthew Grimes","Georgia Tech","Fr.","P","11","53.0","5","3","0.625"
"","Garrett Harris","South Ala.","Sr.","P","11","81.3","5","3","0.625"
"","Taylor Haydel","Western Ky.","So.","P","21","47.0","5","3","0.625"
"","Matt Hiserman","San Francisco","Sr.","P","14","71.0","5","3","0.625"
"","Alex Keudell","Oregon","Jr.","P","11","58.0","5","3","0.625"
"","Nathan Kilcrease","Alabama","Sr.","P","11","69.3","5","3","0.625"
"","Jacob Lee","Arkansas St.","Jr.","P","11","76.3","5","3","0.625"
"","Michael Listi","Prairie View","Jr.","P","11","66.7","5","3","0.625"
"","Matt Lujan","San Francisco","Sr.","P","12","71.7","5","3","0.625"
"","Tyler Mack","New Mexico St.","So.","P","11","48.7","5","3","0.625"
"","Wally Marciel","Kansas","Sr.","P","17","47.7","5","3","0.625"
"","Kurt McCune","LSU","Fr.","P","11","70.0","5","3","0.625"
"","Kyle McGowin","Savannah St.","Fr.","P","13","63.3","5","3","0.625"
"","Kevin Miller","California","Sr.","P","13","64.3","5","3","0.625"
"","Matt Mitchell","Grambling","So.","P","10","61.7","5","3","0.625"
"","Colin O'Connell","Cal St. Fullerton","Jr.","P","12","57.0","5","3","0.625"
"","Charley Olson","Georgia St.","Sr.","P","11","66.7","5","3","0.625"
"","Paul Paez","San Diego","Fr.","P","21","55.3","5","3","0.625"
"","Stephen Peterson","Rhode Island","Sr.","P","10","62.0","5","3","0.625"
"","Luis Pollorena","Mississippi St.","So.","P","16","32.7","5","3","0.625"
"","Austin Pritcher","Citadel","So.","P","11","65.3","5","3","0.625"
"","Cory Ramsey","Longwood","Fr.","P","9","47.3","5","3","0.625"
"","Lex Rutledge","Samford","So.","P","12","54.0","5","3","0.625"
"","Todd Savatsky","Central Conn. St.","So.","P","9","54.3","5","3","0.625"
"","Jared Stafford","Dallas Baptist","Sr.","P","11","74.0","5","3","0.625"
"","Matt Tomshaw","Jacksonville","Sr.","P","11","71.3","5","3","0.625"
"","Michael Wacha","Texas A&M","So.","P","11","77.0","5","3","0.625"
"","John Walter","Penn St.","So.","P","11","62.7","5","3","0.625"
"","Scott Warwick","Fairfield","Jr.","P","10","62.0","5","3","0.625"
"","Terrance Washington","Jackson St.","Sr.","P","11","61.7","5","3","0.625"
"","Steve Weber","Eastern Mich.","So.","P","12","57.3","5","3","0.625"
"","Justin Wiley","Iona","Sr.","P","11","68.0","5","3","0.625"
"","Joe Willman","Northern Colo.","Jr.","P","9","55.3","5","3","0.625"
"","Tristan Archer","Tennessee Tech","So.","P","12","65.3","5","4","0.556"
"","Kyle Barraclough","St. Mary's (CA)","Jr.","P","11","76.0","5","4","0.556"
"","Joe Bircher","Bradley","Jr.","P","11","73.0","5","4","0.556"
"","Ian Campbell","A&M-Corpus Christi","Sr.","P","14","74.3","5","4","0.556"
"","Brett Carnline","A&M-Corpus Christi","Sr.","P","13","32.0","5","4","0.556"
"","David Carroll","Maryland","Jr.","P","11","64.3","5","4","0.556"
"","Chris Chung","Southern Utah","Fr.","OF","11","58.7","5","4","0.556"
"","Matt Creel","Houston","Jr.","P","15","43.7","5","4","0.556"
"","Matt Freeman","Nebraska","Sr.","P","14","54.0","5","4","0.556"
"","Zach Hartman","Siena","Sr.","P","11","72.7","5","4","0.556"
"","Stephen Hefler","Eastern Ky.","Sr.","P","11","67.3","5","4","0.556"
"","Kevin Herlihy","Savannah St.","So.","P","13","74.3","5","4","0.556"
"","Mike Hoekstra","Eastern Ill.","Jr.","P","11","67.0","5","4","0.556"
"","Cole Isom","Evansville","Fr.","P","11","63.3","5","4","0.556"
"","Justin Jones","California","So.","P","11","79.3","5","4","0.556"
"","Dave Kubiak","Albany (NY)","Sr.","P","10","61.3","5","4","0.556"
"","Corey Littrell","Kentucky","Fr.","P","13","54.3","5","4","0.556"
"","Mike McCarthy","CSU Bakersfield","Sr.","P","12","87.7","5","4","0.556"
"","David Peterson","Col. of Charleston","Jr.","P","11","63.0","5","4","0.556"
"","Joe Robinson","UNLV","Jr.","P","11","69.3","5","4","0.556"
"","Dan Russell","Western Ill.","Jr.","P","12","73.0","5","4","0.556"
"","Zack Smith","Saint Louis","Fr.","-","11","58.0","5","4","0.556"
"","Ryan Sorce","Troy","So.","P","12","54.0","5","4","0.556"
"","Jeb Stefan","Louisiana Tech","Jr.","P","11","47.0","5","4","0.556"
"","Brian Stroud","Western Mich.","Sr.","P","11","73.0","5","4","0.556"
"","David Teasley","Mercer","So.","P","26","34.7","5","4","0.556"
"","Logan Verrett","Baylor","Jr.","P","12","71.3","5","4","0.556"
"","Jared Wagoner","Butler","Sr.","P","10","62.0","5","4","0.556"
"","Taylor Walton","UTSA","Sr.","P","12","70.0","5","4","0.556"
"","T.J. Walz","Kansas","Sr.","P","12","72.7","5","4","0.556"
"","John Anderson","Illinois","Sr.","P","12","68.7","5","5","0.500"
"","Adam Conley","Washington St.","Jr.","P","12","79.0","5","5","0.500"
"","Alex Gonzalez","Oral Roberts","Fr.","P","13","72.0","5","5","0.500"
"","Jon Gulbransen","Valparaiso","Sr.","P","12","66.3","5","5","0.500"
"","Luke Irvine","Northwestern St.","Sr.","P","11","76.0","5","5","0.500"
"","Ben Nelson","Navy","So.","P","12","65.0","5","5","0.500"
"","Jordan Smith","Western Caro.","Fr.","P","10","59.3","5","5","0.500"
"","Cody Thomson","Penn","Fr.","P","17","37.7","5","5","0.500"
"","Ryan VanAssche","Norfolk St.","Fr.","P","15","63.0","5","5","0.500"
"","Evan Abrecht","Air Force","Jr.","P","11","66.0","5","6","0.455"
"","Josh Adams","Ga. Southern","Jr.","P","15","50.3","5","6","0.455"
"","Steven Barnes","Mississippi Val.","Sr.","P","17","74.0","5","6","0.455"
"","Tommy Hoenshell","CSU Bakersfield","Jr.","P","12","84.7","5","6","0.455"
"","Joe Mantiply","Virginia Tech","So.","P","11","66.0","5","6","0.455"
"355","Alex Blackford","Arizona St.","So.","P","16","46.3","4","0","1.000"
"","Alex Boshers","UT Martin","So.","P","15","54.7","4","0","1.000"
"","Kendal Carrillo","Texas","Sr.","P","23","25.3","4","0","1.000"
"","Kendall Graveman","Mississippi St.","So.","P","10","41.7","4","0","1.000"
"","Zack Hartman","UNLV","Fr.","P","17","31.3","4","0","1.000"
"","Taylor Hill","Vanderbilt","Sr.","P","11","59.3","4","0","1.000"
"","Robert Huber","Duke","Fr.","P","13","49.0","4","0","1.000"
"","Drew Hull","Troy","Sr.","P","7","39.7","4","0","1.000"
