"Rank","Name","Team","Cl","Pos","App","IP","R","ER","ERA"
"46","Brittain Diamond","Henderson St.","Sr.","3B","12","91.0","27","20","1.98"
"","Kyle Schepel","Grand Valley St.","Sr.","P","11","63.7","17","14","1.98"
"48","Francesco Scudiero","Bloomfield","Fr.","P","17","59.0","15","13","1.98"
"49","Bret Garrett","Chowan","Fr.","-","14","81.0","25","18","2.00"
"","Brett Loeding","Northern Ky.","Jr.","P","29","81.0","34","18","2.00"
"51","Cory Baker","Grand Valley St.","Sr.","P","11","57.7","22","13","2.03"
"52","Zach Botjer","Ashland","Jr.","P","18","69.7","20","16","2.07"
"53","Carson Beauchaine","Saginaw Valley","Jr.","P","7","43.0","13","10","2.09"
"","Craig Goodman","Tusculum","Sr.","P","12","86.0","24","20","2.09"
"55","Sam Meloy","Ark.-Fort Smith","Jr.","P","13","77.3","29","18","2.10"
"56","Luis Nova","Bloomfield","Jr.","P","14","60.0","19","14","2.10"
"57","Dan McMahon","USciences","Jr.","P","16","88.3","31","21","2.14"
"58","Jamie Treml","Wilmington (DE)","So.","P","29","63.0","23","15","2.14"
"59","Aaron Adams","West Va. Wesleyan","Jr.","P","15","91.3","28","22","2.17"
"60","Danny Brown","Flagler","Fr.","INF","27","66.0","20","16","2.18"
"61","Derek Younker","Pitt.-Johnstown","So.","P","14","49.0","32","12","2.20"
"62","Brandon Taylor","Ark.-Fort Smith","Jr.","P","13","81.3","33","20","2.21"
"63","Nick Krolczyk","Fla. Southern","So.","P","14","48.7","13","12","2.22"
"64","Pat Lahey","Lewis","Sr.","P","10","64.7","26","16","2.23"
"","Brad Thomas","Ashland","Jr.","P","12","64.7","24","16","2.23"
"66","David Reese","Mo. Southern St.","So.","P","11","52.3","26","13","2.24"
"67","Rob Finneran","Bentley","Sr.","P","11","72.3","21","18","2.24"
"68","Drew Dades","Columbus St.","Sr.","P","22","60.0","23","15","2.25"
"69","Zach Jeney","Slippery Rock","Sr.","P","10","59.7","21","15","2.26"
"70","Ben Kincaid","Minn. St. Mankato","Sr.","P","10","55.7","14","14","2.26"
"71","Dillon McNamara","Adelphi","Jr.","P","11","58.3","26","15","2.32"
"","Jeff Owen","Cal St. Monterey Bay","Fr.","P","11","58.3","25","15","2.32"
"73","Mike Gonzalez","Nova Southeastern","Jr.","P","12","42.7","12","11","2.32"
"74","Dylan Boss","Incarnate Word","Fr.","P","14","50.3","23","13","2.33"
"","Craig Gourley","Caldwell","Sr.","P","14","50.3","20","13","2.33"
"76","Michael Murray","Hawaii Pacific","Jr.","P","12","87.7","36","23","2.36"
"77","Zach Lebarron","Southern N.H.","Sr.","P","15","61.0","21","16","2.36"
"78","Drew Provence","North Greenville","Sr.","P","12","80.0","25","21","2.36"
"79","Brad Monroe","Southern N.H.","Sr.","P","11","76.0","28","20","2.37"
"","Collin Stinogel","Minn. Duluth","Sr.","P","10","57.0","19","15","2.37"
"81","Michael White","Stonehill","Sr.","OF","10","53.0","24","14","2.38"
"82","Max Schonfeld","Molloy","So.","P","11","68.0","30","18","2.38"
"83","Ben O'Shea","Tampa","Jr.","P","13","83.0","26","22","2.39"
"84","Jeremy Butler","Mo.-St. Louis","Sr.","SS","8","60.0","25","16","2.40"
"","Bobby Hopkins","Chestnut Hill","Jr.","P","14","75.0","28","20","2.40"
"","Ryan Leach","Franklin Pierce","So.","P","13","60.0","18","16","2.40"
"87","Harmen Sidhu","Sonoma St.","Jr.","P","10","52.3","19","14","2.41"
"88","Justin Bartley","Miles","Fr.","3B","11","52.0","24","14","2.42"
"","Nicholas Christopher","Virginia St.","Fr.","P","9","52.0","15","14","2.42"
"90","Taylor Smith","Rollins","Jr.","P","11","66.7","25","18","2.43"
"91","Chris Pabisch","Adelphi","Sr.","P","49","44.3","15","12","2.44"
"92","Pete Perez","Tarleton St.","Jr.","P","14","73.7","27","20","2.44"
"93","Maso Cotton","Virginia St.","So.","P","13","66.3","29","18","2.44"
"94","Kurtis Schuyler","Central Mo.","So.","P","10","58.7","19","16","2.45"
"95","Chris Fitzpatrick","Central Mo.","Jr.","P","9","44.0","14","12","2.45"
"","Austen Wisroth","Wayne St. (NE)","Sr.","P","9","55.0","18","15","2.45"
"97","Chris Thomas","Lander","Jr.","P","15","80.3","28","22","2.47"
"98","Zach Smith","Mount Olive","Jr.","P","14","76.3","38","21","2.48"
"99","Jorge Perez","Grand Canyon","Fr.","P","11","54.3","18","15","2.49"
"100","Erick Ruvalcaba","Cal Poly Pomona","Jr.","P","12","94.0","29","26","2.49"
"101","Shawn Kale","Lynn","Sr.","P","13","79.0","26","22","2.51"
"102","Mike Dedrick","Dixie St.","Jr.","P","13","75.3","29","21","2.51"
"103","Matt Broderick","Francis Marion","Sr.","P","14","71.3","27","20","2.52"
"104","Wyatt Brown","S.C. Aiken","Jr.","P","17","64.0","24","18","2.53"
"105","Dominick Ruscitti","Kutztown","Sr.","P","10","56.7","18","16","2.54"
"106","Tyler Harris","St. Edward's","Sr.","P","14","73.7","28","21","2.56"
"107","Troy Neiman","Cal St. Chico","Jr.","P","9","49.0","16","14","2.57"
"108","Edgar Lopez","Central Okla.","Jr.","INF","13","76.7","31","22","2.58"
"109","Jordan Kraus","Wheeling Jesuit","Jr.","P","9","45.3","23","13","2.58"
"110","Jordan Smith","Minn. Duluth","Jr.","P","8","48.7","22","14","2.59"
"111","Joe Gunkel","West Chester","So.","P","8","52.0","17","15","2.60"
"112","Drew Bryson","West Fla.","Jr.","P","17","62.0","21","18","2.61"
"113","Brad Isom","UNC Pembroke","Fr.","-","12","72.3","27","21","2.61"
"114","Caleb Whiteley","Dominican (NY)","Jr.","P","11","55.0","23","16","2.62"
"115","Logan Birr","St. Cloud St.","Sr.","P","14","65.0","20","19","2.63"
"116","Harvey Martin","Minn. St. Mankato","Jr.","OF","10","58.0","23","17","2.64"
"117","Aaron Luchterhand","Arkansas Tech","Sr.","P","13","88.7","41","26","2.64"
"118","Brodie Leibrandt","Columbus St.","Jr.","P","13","92.0","35","27","2.64"
"119","Bo Budkevics","C.W. Post","Jr.","P","16","68.0","30","20","2.65"
"","Scott Lieser","St. Cloud St.","Jr.","P","14","68.0","22","20","2.65"
"121","Aaron Newcomb","Delta St.","Sr.","P","11","81.3","32","24","2.66"
"122","Stephen Cooke","Indiana (PA)","Jr.","P","10","64.3","29","19","2.66"
"","Brian Dudzinski","Felician","Sr.","P","22","64.3","43","19","2.66"
"124","A.J. Gallardo","Cal St. East Bay","Sr.","P","13","50.7","26","15","2.66"
"125","Kevin McGowan","Franklin Pierce","So.","P","21","54.0","20","16","2.67"
"126","Tyler Badamo","Dowling","So.","P","10","64.0","25","19","2.67"
"127","Brice Williams","Southeastern Okla.","Sr.","P","12","77.3","26","23","2.68"
"128","Jim Mulvaney","Southern Ind.","So.","P","20","47.0","21","14","2.68"
"129","Steven Corbett","Post","Sr.","P","13","67.0","36","20","2.69"
"130","Josh White","Limestone","Sr.","P","20","70.3","30","21","2.69"
"131","Adam Satanoff","Winston-Salem","Sr.","P","11","56.7","24","17","2.70"
"132","Justin Taylor","California (PA)","Fr.","P","11","50.0","20","15","2.70"
"133","Marc Rutledge","Dowling","Sr.","P","14","73.3","28","22","2.70"
"134","Luke Bivens","Northwood (MI)","Fr.","P","9","43.3","21","13","2.70"
"135","Bryan Tuttle","Pfeiffer","Jr.","P","13","83.0","32","25","2.71"
"136","Mike Nicks","Wis.-Parkside","Sr.","P","10","69.7","33","21","2.71"
"137","Scott Cole","Southern Ind.","Sr.","P","12","59.7","31","18","2.71"
"138","Brandon Marris","Southeastern Okla.","Jr.","P","14","79.3","35","24","2.72"
"139","Doug Shields","Southern Ark.","Sr.","P","12","89.0","31","27","2.73"
"140","Ben Brown","Tampa","Jr.","P","10","49.3","17","15","2.74"
"141","Nick Umberger","Shippensburg","Sr.","P","13","72.3","28","22","2.74"
"142","Chad Boughner","North Ala.","Jr.","P","13","92.0","32","28","2.74"
"","Nick Polsinelli","Saint Rose","Sr.","P","10","46.0","24","14","2.74"
"144","Cody Greibling","Mo. Southern St.","Sr.","P","13","82.0","35","25","2.74"
"145","Brad Schnelle","Seton Hill","So.","P","11","52.3","26","16","2.75"
"146","Bryan Carr","Saint Rose","Fr.","P","19","42.3","19","13","2.77"
"147","Spencer Jordan","Francis Marion","Jr.","P","13","81.3","32","25","2.77"
"148","Sean Hayden","St. Anselm","Sr.","P","12","65.0","25","20","2.77"
"149","Thomas McLeod","S.C. Aiken","Sr.","C","31","58.3","31","18","2.78"
"150","Zach Leitten","Mercyhurst","Sr.","P","10","55.0","21","17","2.78"
"151","Ben Rawding","Mercyhurst","Jr.","P","12","67.7","28","21","2.79"
"","Rick Teasley","Saint Leo","Jr.","P","12","67.7","23","21","2.79"
"153","Tyler Toyfair","Mass.-Lowell","Sr.","P","15","61.0","23","19","2.80"
"154","Dallas Nunes","Mass.-Lowell","Sr.","P","34","48.0","22","15","2.81"
"155","Ryan Woodring","North Greenville","So.","P","14","89.3","36","28","2.82"
"156","Derek Zielinski","Le Moyne","Jr.","P","11","73.3","31","23","2.82"
"157","Eric Meyerchick","St. Joseph's (IN)","Sr.","P","11","72.7","33","23","2.85"
"158","Paul Hvozdovic","Shepherd","So.","P","17","91.3","37","29","2.86"
"159","Bryan Greig","Mercy","Fr.","DH","12","50.3","26","16","2.86"
"160","Barry Meeks","West Ala.","Jr.","P","13","84.7","31","27","2.87"
"161","Adam Aspaas","Tex. A&M-Kingsville","Sr.","INF","14","68.7","32","22","2.88"
"162","Derek Moczygemba","St. Mary's (TX)","Jr.","P","10","59.3","28","19","2.88"
"163","Jason Sterrett","Bellarmine","Jr.","P","17","56.0","23","18","2.89"
"164","Thomas Lee","Sonoma St.","Sr.","P","12","71.0","35","23","2.92"
"165","Will Corkum","Saint Michael's","Fr.","P","8","43.0","28","14","2.93"
"166","Cody Stiles","Nova Southeastern","Fr.","P","10","49.0","23","16","2.94"
"167","Chris Bowe","Missouri S&T","Jr.","P","8","42.7","19","14","2.95"
"","Trent Speaker","Washburn","---","OF","10","42.7","20","14","2.95"
"169","Marc Gomez","Incarnate Word","Sr.","P","11","57.3","29","19","2.98"
"170","Brian Sundberg","Pace","So.","P","20","60.3","34","20","2.99"
"171","Lucas Waddell","Harding","Jr.","P","12","81.3","36","27","2.99"
"172","Heath Gray","Erskine","Jr.","P","45","84.0","38","28","3.00"
"","Mike Guinane","Georgia College","Jr.","P","12","81.0","38","27","3.00"
"","Cody Holzer","Southwest Baptist","Fr.","P","12","45.0","19","15","3.00"
"","Jake Moser","Mount Olive","Sr.","P","13","90.0","44","30","3.00"
"","Jeff Rohrbach","St. Edward's","Sr.","P","12","69.0","35","23","3.00"
"177","Gabriel Asakura","Cal St. L.A.","Sr.","P","11","62.7","26","21","3.01"
"178","Darin Wiltgen","Georgia College","Jr.","P","12","77.3","35","26","3.03"
"179","Ryan Wheat","Mo. Southern St.","Sr.","P","10","56.3","29","19","3.04"
"180","Cutler Ruby","Post","Sr.","P","14","65.0","31","22","3.05"
"181","Jarrott Hooks","Francis Marion","Sr.","P","44","53.0","19","18","3.06"
"182","Justin DeLong","Wilmington (DE)","So.","P","14","50.0","18","17","3.06"
"183","Chase Pickering","West Virginia St.","Sr.","P","12","64.7","30","22","3.06"
"184","Ryan Mikalsen","Dowling","Sr.","P","11","47.0","22","16","3.06"
"","Justin Moore","Dominican (NY)","Sr.","P","17","47.0","24","16","3.06"
"186","Ryan Garman","Grand Valley St.","Sr.","P","11","58.7","23","20","3.07"
"187","Cory Rhodes","King (TN)","So.","P","13","85.0","33","29","3.07"
"188","Casey McCarthy","Cal St. San B'dino","Sr.","P","11","82.0","39","28","3.07"
"","Pat Simone","New Haven","So.","P","9","41.0","19","14","3.07"
"190","Adam Beach","Lake Erie","Jr.","P","11","61.3","29","21","3.08"
"","Joe Carnavale","Merrimack","Fr.","P","10","61.3","24","21","3.08"
"192","Jonathan Hornung","Pace","Sr.","P","23","58.3","28","20","3.09"
"193","Matt McDaniel","Quincy","Jr.","P","8","43.7","22","15","3.09"
"","Tyler Ockuly","Minn. St. Mankato","So.","P","9","43.7","15","15","3.09"
"195","Skye Severns","St. Mary's (TX)","Sr.","P","13","75.7","28","26","3.09"
"196","Matt Jefferson","Northern Ky.","So.","P","10","52.3","22","18","3.10"
"197","Brett Sullivan","Seton Hill","Fr.","P","12","61.0","26","21","3.10"
"198","Josh Cagle","Stillman","Sr.","P","15","87.0","37","30","3.10"
"","Joey Cuda","Eckerd","Sr.","P","13","78.3","29","27","3.10"
"200","Anthony Pisano","Concordia (NY)","Jr.","P","22","75.3","36","26","3.11"
