"Rank","Name","Team","Cl","Pos","App","IP","R","ER","ERA"
"117","Mackenzie King","Pace","Sr.","P","13","65.7","26","19","2.60"
"118","Brett Hauber","Felician","Jr.","P","15","55.3","21","16","2.60"
"","Tyler Savin","Mercy","Jr.","P","12","55.3","33","16","2.60"
"120","Kyle Hunter","Bloomsburg","Fr.","P","10","48.3","23","14","2.61"
"121","Michael Carletti","Adelphi","Jr.","P","9","41.3","15","12","2.62"
"122","Ben Hawkins","West Fla.","Jr.","P","13","65.3","25","19","2.62"
"123","John Gale","West Virginia St.","Sr.","P","10","51.3","24","15","2.63"
"124","Nicholas Albero","Dowling","So.","P","14","41.0","17","12","2.63"
"125","Tim Jones","Tex. A&M-Kingsville","Sr.","P","13","71.3","38","21","2.65"
"126","Cody Pruett","Bluefield St.","Fr.","P","11","61.0","29","18","2.66"
"127","Thomas Deboer","Saint Martin's","Jr.","P","13","64.0","26","19","2.67"
"128","Mike Calzetta","Mass.-Lowell","Fr.","P","8","40.3","16","12","2.68"
"129","Gabriel Duran","Dowling","Sr.","P","10","56.7","21","17","2.70"
"130","Trent Franzago","Ga. Southwestern","Jr.","P","10","70.0","23","21","2.70"
"131","Dan Bartlett","Caldwell","Fr.","P","9","53.3","24","16","2.70"
"132","Michael White","Stonehill","Jr.","OF","7","43.3","16","13","2.70"
"133","Michael Sciarretta","Pace","Sr.","P","9","63.0","23","19","2.71"
"134","Andy Noga","East Stroudsburg","So.","P","10","56.3","23","17","2.72"
"135","John DesChamps","Chowan","Jr.","P","14","82.3","29","25","2.73"
"136","Brice Rivenbark","Winston-Salem","Jr.","P","13","69.0","29","21","2.74"
"137","Randall Thompson","Florida Tech","Sr.","P","13","85.3","30","26","2.74"
"138","Luke Putz","Minn. St. Mankato","Sr.","P","9","49.0","18","15","2.76"
"139","Andrew Guest","Erskine","Sr.","P","15","62.0","26","19","2.76"
"140","Kekoa Lee","Hawaii Hilo","Sr.","P","7","42.3","19","13","2.77"
"","Tyler Newsome","Lewis","Sr.","OF","7","42.3","16","13","2.77"
"142","Andrew Stueve","Cal St. Stanislaus","Sr.","P","11","81.3","31","25","2.77"
"143","Tyler Witzel","Coker","So.","P","13","84.0","34","26","2.79"
"144","Cody Repenning","Grand Canyon","So.","P","19","64.3","24","20","2.80"
"145","Bo Budkevics","C.W. Post","So.","P","11","64.0","26","20","2.81"
"146","Mark Heard","Northwood (MI)","Jr.","P","9","51.0","25","16","2.82"
"147","Robert Frank","St. Thomas Aquinas","So.","P","11","57.0","21","18","2.84"
"148","Kyle Dyer","Drury","Sr.","P","11","79.0","34","25","2.85"
"149","Carl O'Neal","St. Mary's (TX)","So.","C","13","75.7","26","24","2.85"
"150","Craig Goodman","Tusculum","Jr.","P","13","78.3","38","25","2.87"
"151","Gus Schlosser","Fla. Southern","Sr.","P","12","81.3","32","26","2.88"
"152","Doug Shields","Southern Ark.","Jr.","P","17","62.3","20","20","2.89"
"153","Jorge Guarneros","Incarnate Word","Jr.","P","12","74.7","33","24","2.89"
"154","Scott Strickland","Armstrong","Jr.","P","14","102.7","48","33","2.89"
"155","Andrew Simonik","Lock Haven","Sr.","P","11","49.7","26","16","2.90"
"156","Brett Shankin","Wayne St. (MI)","Sr.","P","11","55.7","25","18","2.91"
"","Andrew Wallace","North Ga.","Sr.","P","13","55.7","23","18","2.91"
"158","Trevor Leach","Southern Ind.","Sr.","P","12","95.7","40","31","2.92"
"159","Casey Mitchell","Saint Martin's","Sr.","P","14","74.0","32","24","2.92"
"160","Michael McIver","Saint Martin's","Sr.","P","8","49.3","21","16","2.92"
"161","Zach Jeney","Slippery Rock","Sr.","P","11","55.3","27","18","2.93"
"162","Cameron Ward","Limestone","So.","P","15","82.0","34","27","2.96"
"163","Bobby Hopkins","Chestnut Hill","So.","P","19","57.7","24","19","2.96"
"164","Darryl Stringfield","Virginia St.","Sr.","P","12","66.7","35","22","2.97"
"165","Jj Jankowski","Catawba","Jr.","P","15","90.7","39","30","2.98"
"166","Nick Lomascolo","Catawba","So.","P","15","93.7","36","31","2.98"
"167","Eric Kamp","Bloomfield","So.","P","10","42.3","18","14","2.98"
"168","Michael Benjamin","North Greenville","Sr.","P","10","63.3","24","21","2.99"
"","Jimmy Johnson","Southeastern Okla.","Sr.","C","13","63.3","32","21","2.99"
"170","Tyler Badamo","Dowling","Fr.","P","9","50.7","22","17","3.02"
"171","Nick Melcher","King (TN)","Jr.","P","23","47.7","23","16","3.02"
"172","Jayson Huett","Northwest Mo. St.","Sr.","P","25","62.3","25","21","3.03"
"","Max Rusch","Flagler","Jr.","P","27","62.3","23","21","3.03"
"174","Mitchell Fairley","Quincy","Sr.","P","10","53.3","28","18","3.04"
"175","Ben Currie","Wingate","Fr.","P","16","71.0","45","24","3.04"
"176","Erick Ruvalcaba","Cal Poly Pomona","So.","P","11","65.0","31","22","3.05"
"177","Zach Lucas","Limestone","Jr.","P","26","41.3","17","14","3.05"
"178","Austin Johnson","Lincoln Memorial","So.","P","11","70.7","29","24","3.06"
"179","Brandon Stewart","St. Augustine's","Sr.","P","17","85.3","42","29","3.06"
"180","Chad Boughner","North Ala.","So.","P","12","70.0","34","24","3.09"
"181","Cy Mozingo","West Va. Wesleyan","Sr.","P","9","55.3","23","19","3.09"
"182","Adrian Dominguez","Southwestern Okla.","Jr.","P","12","43.3","24","15","3.12"
"","Tom Helwich","Lewis","Fr.","P","7","43.3","19","15","3.12"
"184","Lucas Sanford","Cal St. San B'dino","Sr.","P","11","49.0","21","17","3.12"
"185","Andrew DeSousa","Winona St.","Sr.","P","7","40.3","15","14","3.13"
"186","Logan Holthaus","Harding","So.","P","10","63.3","31","22","3.13"
"187","Jared Christensen","Colorado Mesa","Jr.","P","12","60.3","24","21","3.13"
"","Matt Treybig","Upper Iowa","Jr.","P","9","60.3","25","21","3.13"
"189","Matt Holland","St. Mary's (TX)","Sr.","P","13","80.3","36","28","3.14"
"190","Paul Brock","Cal St. Monterey Bay","Jr.","P","16","68.7","31","24","3.14"
"191","Josh Bagley","UNC Pembroke","Sr.","P","11","68.3","29","24","3.16"
"192","Kevin Holdsworth","West Va. Wesleyan","Sr.","P","9","54.0","23","19","3.17"
"193","Josh Wedesky","Wayne St. (MI)","Jr.","P","9","48.3","27","17","3.17"
"194","Pete Levitt","Mount Olive","Jr.","P","14","79.3","33","28","3.18"
"","Eric Shuford","Pfeiffer","Jr.","P","12","79.3","32","28","3.18"
"196","Tony Mueller","Winona St.","Jr.","OF","8","48.0","20","17","3.19"
"197","Ian Ocon","Sonoma St.","So.","P","12","42.3","18","15","3.19"
"198","Chris DeRogatis","Caldwell","Fr.","P","10","45.0","19","16","3.20"
"199","T.J. Mullins","Barry","Jr.","P","23","42.0","25","15","3.21"
"200","Sean Hayden","St. Anselm","Jr.","P","10","58.7","25","21","3.22"
"201","Nate O'Bryan","Saint Martin's","Fr.","-","15","44.7","19","16","3.22"
"202","Joseph Herbert","Winston-Salem","Fr.","P","14","53.0","25","19","3.23"
"","Cam Nobles","Western Ore.","Sr.","P","10","53.0","24","19","3.23"
"204","Tadd Johnansen","Wayne St. (NE)","So.","P","8","52.7","22","19","3.24"
"205","Taylor West","Belmont Abbey","Fr.","P","11","44.3","21","16","3.25"
"206","Kevin Brahney","Cal St. Chico","Sr.","P","8","47.0","19","17","3.26"
"","Josh Foreman","Minn. Duluth","Sr.","P","11","47.0","24","17","3.26"
"208","Luke Peyton","USciences","Jr.","P","11","66.3","34","24","3.26"
"209","Alex McCormick","Stonehill","So.","P","9","55.0","30","20","3.27"
"210","Alex Didio","St. Augustine's","Jr.","P","18","115.3","60","42","3.28"
"211","Mario Rojas","Newberry","So.","P","9","49.3","22","18","3.29"
"212","Brandon Rohde","Central Wash.","Jr.","P","12","73.7","40","27","3.30"
"213","Dustin Ramey","Mass.-Lowell","Sr.","P","11","49.0","23","18","3.31"
"","Christian Wonders","Palm Beach Atl.","Fr.","P","14","49.0","23","18","3.31"
"215","Jason Cochcroft","S.C. Aiken","Sr.","C","14","68.0","29","25","3.31"
"216","David Arredondo","Cal St. L.A.","Jr.","P","13","73.3","36","27","3.32"
"217","Tim Ponn","Charleston (WV)","Jr.","P","10","62.3","32","23","3.32"
"218","Stephen Groves","Valdosta St.","Jr.","P","24","43.3","18","16","3.33"
"219","Derek Kline","Millersville","Sr.","1B","9","46.0","24","17","3.33"
"220","Joe Jablonski","Grand Valley St.","Sr.","P","10","54.0","23","20","3.33"
"","Steve Kaplan","Queens (NY)","So.","P","10","56.7","39","21","3.33"
"222","Austin Moyer","Catawba","Jr.","P","11","59.3","22","22","3.34"
"223","Chris Base","Armstrong","Jr.","P","13","99.7","41","37","3.34"
"224","J.T. Brodrick","Northwest Nazarene","Sr.","P","12","78.0","33","29","3.35"
"225","Ryan Dunn","Cal Poly Pomona","So.","P","10","51.0","24","19","3.35"
"226","Danny Laperna","King (TN)","Jr.","P","9","50.7","29","19","3.37"
"227","Neil Hesek","St. Anselm","Jr.","P","12","58.7","27","22","3.37"
"228","Mark Sappington","Rockhurst","So.","P","11","66.7","26","25","3.37"
"229","Kyle Thomas","California (PA)","So.","P","12","56.0","26","21","3.38"
"230","Wes Rehmert","Urbana","Sr.","P","10","63.7","31","24","3.39"
"231","Derek Beasley","S.C. Aiken","Fr.","P","14","55.7","28","21","3.39"
"232","Drew Provence","North Greenville","Jr.","P","9","61.0","27","23","3.39"
"233","Brad Monroe","Southern N.H.","Jr.","P","11","66.3","29","25","3.39"
"234","Alex Naggy","Pitt.-Johnstown","Jr.","P","14","45.0","19","17","3.40"
"235","Chris Thomas","Lander","So.","P","13","79.3","39","30","3.40"
"236","Brandon Simmons","Mo. Western St.","So.","P","12","74.0","38","28","3.41"
"237","Donovan Drake","Indianapolis","Jr.","P","13","50.0","31","19","3.42"
"238","Kirk Jewasko","Incarnate Word","Jr.","P","12","76.3","36","29","3.42"
"239","Clint Seefeldt","Indianapolis","So.","OF","9","47.3","21","18","3.42"
"240","Kevin Bosson","Cal Poly Pomona","Jr.","P","12","68.3","27","26","3.43"
"241","Thomas Lee","Sonoma St.","Jr.","P","13","63.0","28","24","3.43"
"242","Robert Kelly","St. Anselm","So.","1B","9","60.0","24","23","3.45"
"243","Ryan Hintze","Pittsburg St.","Sr.","P","10","54.7","44","21","3.46"
"244","Brandon Vazquez","Ga. Southwestern","Jr.","P","10","52.0","24","20","3.46"
"245","Cameron Culp","Limestone","So.","P","28","41.3","17","16","3.49"
"246","Ryan Modglin","Harding","So.","P","10","49.0","22","19","3.49"
"247","Felix Cardenas","Tex. Permian Basin","Sr.","P","14","67.0","34","26","3.49"
"248","Michael Greene","Hawaii Pacific","Sr.","P","11","72.0","51","28","3.50"
"","Bryan Tuttle","Pfeiffer","So.","P","14","72.0","35","28","3.50"
"250","Ryan Pierce","St. Andrews","So.","P","14","66.7","42","26","3.51"
"251","null Mendez","Southern N.H.","Fr.","-","10","51.3","22","20","3.51"
"252","Chandler Hall","Armstrong","Jr.","P","15","82.0","39","32","3.51"
"253","Nick Banaugh","San Fran. St.","Sr.","P","13","71.7","39","28","3.51"
"254","Scott Lieser","St. Cloud St.","So.","P","11","40.7","17","16","3.54"
"255","Jake Hosey","Emporia St.","Sr.","P","10","45.7","23","18","3.54"
"256","Brandon Faulkner","Emporia St.","Jr.","P","15","66.0","30","26","3.55"
"","Derek Fogel","Washburn","Fr.","P","11","66.0","31","26","3.55"
"","Ken Nesbitt","Albany St. (GA)","Jr.","P","17","99.0","55","39","3.55"
"259","Cory Rupert","Indianapolis","Sr.","P","11","58.3","25","23","3.55"
"260","Thomas Campbell","Columbus St.","Sr.","P","12","88.7","36","35","3.55"
"261","Jordan Wellander","Barry","Jr.","P","16","48.0","29","19","3.56"
"262","Lamar Lewis","Benedict","Jr.","P","12","53.0","24","21","3.57"
"263","Chris Nelson","Wingate","Sr.","C","13","78.0","45","31","3.58"
"264","Ryan O'Shea","Cal St. Chico","Fr.","P","12","55.3","26","22","3.58"
"265","Nick Baker","Cal St. Chico","Fr.","P","11","57.7","30","23","3.59"
"266","Wayne Richardson","Nyack","Sr.","INF","15","87.7","50","35","3.59"
"267","Craig Gourley","Caldwell","Jr.","P","8","40.0","23","16","3.60"
"","Nick Vautrin","Bridgeport","Jr.","P","9","50.0","22","20","3.60"
"269","Shane Youngdale","Cal St. Dom. Hills","Sr.","P","12","82.3","36","33","3.61"
"270","Kyle Contino","Queens (NY)","Jr.","P","9","52.3","30","21","3.61"
"271","Jason Gardner","Tusculum","Sr.","P","13","59.7","42","24","3.62"
"272","Uriah Fisher","Central Okla.","Jr.","P","11","54.7","33","22","3.62"
"","Benjamin Fuchs","Bellarmine","Fr.","P","9","54.7","26","22","3.62"
"","Anthony Pisano","Concordia (NY)","So.","P","11","54.7","34","22","3.62"
"275","Nick Avila","Nova Southeastern","Sr.","P","15","82.0","38","33","3.62"
"276","Cory Hopper","Lander","Jr.","P","14","84.3","39","34","3.63"
"277","Brian Hutchings","Mont. St. Billings","Jr.","P","10","59.3","34","24","3.64"
"278","Jonathan Grosse","Kutztown","Sr.","P","9","49.3","30","20","3.65"
"279","Steve Paladino","Felician","Fr.","P","12","68.7","34","28","3.67"
"280","Matthew Metz","Molloy","So.","P","10","61.3","35","25","3.67"
"281","Trent Landa","Armstrong","So.","P","14","71.0","33","29","3.68"
"282","Ryan Woodring","North Greenville","Fr.","P","10","51.3","28","21","3.68"
"283","Eric Cordova","Benedict","Jr.","P","13","63.3","34","26","3.70"
"284","Nolan Snell","Colorado Mesa","So.","P","12","68.0","38","28","3.71"
"285","Brady Wager","Grand Canyon","So.","P","12","75.0","46","31","3.72"
"286","Ryan Sander","Bemidji St.","Sr.","INF","8","43.3","19","18","3.74"
"287","Brian Kilway","Lake Erie","Fr.","P","12","40.7","21","17","3.76"
"","Darrin Tew","Lander","Sr.","P","16","40.7","21","17","3.76"
"289","Neil J. Croft","Washington Adventist","Jr.","P","9","55.0","37","23","3.76"
"290","Taylor Dennis","Southern Ind.","Sr.","P","13","47.7","29","20","3.77"
"291","Jordan Stern","Central Okla.","Sr.","P","12","78.7","43","33","3.77"
"292","Brett Hammaker","Barry","Sr.","P","14","76.3","45","32","3.77"
"293","Dan Bradley","Assumption","So.","INF","15","45.3","24","19","3.77"
"","Tyler Wood","UNC Pembroke","Sr.","P","12","45.3","23","19","3.77"
"295","Joe Green","Assumption","Sr.","P","8","57.0","29","24","3.79"
"296","Bradshaw Perry","Metro St.","Sr.","P","10","61.7","40","26","3.79"
"297","Jonathan Armold","Flagler","Jr.","P","14","87.3","55","37","3.81"
"298","Landon Patterson","St. Edward's","Sr.","P","14","68.3","39","29","3.82"
"299","J.J. Bessell","Dowling","Fr.","P","9","40.0","18","17","3.83"
"","Thomas McLeod","S.C. Aiken","Jr.","C","15","80.0","40","34","3.83"
"301","Joey Gradney","Lewis","Sr.","P","9","44.7","23","19","3.83"
"302","Jp Ashline","Bentley","So.","P","14","47.0","26","20","3.83"
"","Brian Buckham","Cal St. Chico","Jr.","P","12","42.3","22","18","3.83"
"304","Chris Bowe","Missouri S&T","So.","P","10","49.3","26","21","3.83"
"305","Tyler Golden","Lock Haven","Sr.","P","10","46.7","24","20","3.85"
"306","Jeremy Pope","Rockhurst","Sr.","P","10","53.7","26","23","3.85"
"307","Matt Cook","Caldwell","Jr.","INF","11","60.7","29","26","3.86"
"308","Jeff Rohrbach","St. Edward's","Jr.","P","11","67.7","38","29","3.86"
"309","Kyle Butler","Montevallo","Sr.","P","12","74.7","38","32","3.86"
"310","Aaron Appino","Cal St. Monterey Bay","Jr.","P","11","56.0","31","24","3.86"
"","Tyson Gau","Augustana (SD)","So.","P","11","56.0","28","24","3.86"
"312","Kyle Grana","Bellarmine","Fr.","P","12","58.3","30","25","3.86"
"313","Dylan Porter","West Chester","Jr.","P","12","51.3","27","22","3.86"
"","Jeremy Smith","S.C. Aiken","Sr.","P","22","51.3","28","22","3.86"
"315","Scott Tully","Cal St. Monterey Bay","Sr.","P","12","69.7","40","30","3.87"
"316","Brodie Leibrandt","Columbus St.","So.","P","11","62.7","29","27","3.88"
"317","Cody Greibling","Mo. Southern St.","Jr.","P","13","64.7","34","28","3.89"
"318","Jordan Yohn","Lock Haven","Sr.","P","9","50.7","34","22","3.91"
"319","Eric Vaughan","Ashland","Jr.","P","10","53.0","27","23","3.91"
"320","Mike Dedrick","Dixie St.","So.","P","12","73.7","38","32","3.91"
"321","Stephen Johnson","St. Edward's","So.","P","13","66.7","32","29","3.91"
"322","Ryan Fenwick","Fairmont St.","---","P","9","41.3","27","18","3.92"
"323","Joe Mantoni","Merrimack","So.","P","8","50.3","25","22","3.94"
"324","Barry Meeks","West Ala.","So.","P","12","64.0","37","28","3.94"
"325","Cory Caruso","Cal St. San B'dino","Jr.","P","12","61.7","33","27","3.94"
"326","Kenny Brengle","Northwest Mo. St.","Sr.","P","12","56.7","31","25","3.97"
"327","Don Mack","Miles","Jr.","P","8","49.7","37","22","3.98"
"328","Sean Stimpfel","Bloomfield","Sr.","P","10","58.7","39","26","3.99"
"329","Taylor Bratton","West Ala.","Fr.","P","14","54.0","32","24","4.00"
"330","Bradley McWilliams","Miles","So.","P","17","83.0","60","37","4.01"
"331","Joe Gunkel","West Chester","Fr.","P","10","49.3","32","22","4.02"
"","Luis Mendoza","Bloomfield","Jr.","P","11","49.3","35","22","4.02"
"333","Matt Long","Coker","Sr.","P","16","40.3","27","18","4.02"
"334","Blake Wixson","Drury","Sr.","P","10","53.7","29","24","4.02"
"335","Mike Guinane","Georgia College","So.","P","14","84.7","42","38","4.04"
"336","Skye Severns","St. Mary's (TX)","Jr.","P","12","55.7","29","25","4.04"
"337","Evan Faithfull","Carson-Newman","So.","P","11","42.3","21","19","4.04"
"338","Derek Hansen","Augustana (SD)","So.","INF","9","40.0","32","18","4.05"
"339","William Landsheft","Drury","Fr.","P","12","53.3","25","24","4.05"
"340","Jason Beaumont","Lynn","Jr.","P","13","77.7","39","35","4.05"
"341","Joe Candelmo","Mansfield","So.","P","9","57.7","33","26","4.06"
"342","Kevin Chenicek","C.W. Post","So.","P","7","44.3","31","20","4.06"
"343","Clifford Peterson","Albany St. (GA)","Fr.","P","15","84.0","62","38","4.07"
"344","Kerich Randolph","Elizabeth City St.","Fr.","C","13","70.7","46","32","4.07"
