"Rank","Name","Team","Cl","Pos","G","SF"
"","Andrew Garza","Texas Southern","Sr.","C","18","3"
"","Mitch Ghelfi","Milwaukee","So.","C","12","3"
"","Trent Gilbert","Arizona","Jr.","INF","26","3"
"","Tanner Glore","Western Ill.","Sr.","3B","15","3"
"","Jackson Gooch","McNeese St.","Sr.","OF","22","3"
"","Damon Haecker","Auburn","Fr.","INF","25","3"
"","Chase Harris","New Mexico","Sr.","OF","25","3"
"","Brendon Hayden","Virginia Tech","Jr.","INF","22","3"
"","Connor Heady","Kentucky","Fr.","INF","19","3"
"","Gunnar Heidt","Col. of Charleston","Jr.","INF","22","3"
"","Anthony Hermelyn","Oklahoma","So.","INF","25","3"
"","Jordan Hopkins","Tennessee Tech","Jr.","C","21","3"
"","David Houser","Tennessee","So.","C","16","3"
"","Jacob Hoyle","Western Caro.","Jr.","P","22","3"
"","Tyler Huntey","Central Mich.","Jr.","INF","23","3"
"","Mott Hyde","Georgia Tech","Sr.","INF","23","3"
"","Vincent Jackson","Tennessee","So.","OF","23","3"
"","Cameron Jergens","N.C. A&T","Sr.","1B","23","3"
"","Matt Johnson","South Dakota St.","Fr.","INF","13","3"
"","Spencer Johnson","Missouri St.","So.","INF","21","3"
"","Hayden Jones","South Ala.","So.","INF","21","3"
"","Juliene Jones","Hawaii","So.","OF","23","3"
"","Kyle Jusick","Michigan","Jr.","P","24","3"
"","Mark Karaviotis","Oregon","Fr.","INF","20","3"
"","Pat Kelly","Nebraska","Jr.","INF","22","3"
"","Scott Kingery","Arizona","So.","INF","26","3"
"","Brandon Kiser","Grambling","Sr.","OF","22","3"
"","Cole Lankford","Texas A&M","Jr.","C","24","3"
"","Cody Leichman","Central Mich.","Jr.","1B","22","3"
"","Blaise Lezynski","Notre Dame","Jr.","3B","22","3"
"","Ryan Lindemuth","William & Mary","---","2B","22","3"
"","Erik Lockwood","Pacific","Sr.","OF","26","3"
"","Zach Lopes","Delaware","Jr.","INF","22","3"
"","Nathan Lyons","Northwestern St.","Sr.","OF","20","3"
"","Chayse Marion","McNeese St.","Sr.","INF","22","3"
"","Kyle Martin","South Carolina","Jr.","1B","22","3"
"","Jeremy Martinez","Southern California","Fr.","C","22","3"
"","Brett McAfee","Arkansas","Jr.","INF","13","3"
"","Ryan McBroom","West Virginia","Sr.","1B","20","3"
"","Jerry McClanahan","UC Irvine","Jr.","C","23","3"
"","Chris McGowan","Kennesaw St.","Sr.","OF","26","3"
"","Connor McKay","Kansas","Jr.","OF","24","3"
"","Ian McLoughlin","St. Mary's (CA)","So.","C","20","3"
"","Jarred Mederos","St. John's (NY)","Jr.","SS","23","3"
"","Thomas Miller","Middle Tenn.","Fr.","C","18","3"
"","Nate Mondou","Wake Forest","Fr.","INF","24","3"
"","Troy Montgomery","Ohio St.","Fr.","OF","18","3"
"","Alberto Morales","Tex.-Pan American","Sr.","INF","26","3"
"","Alex Mottle","Delaware","Sr.","OF","21","3"
"","Brian Mundell","Cal Poly","So.","C","23","3"
"","Sheldon Neuse","Oklahoma","Fr.","INF","25","3"
"","Cornell Nixon","Kennesaw St.","Fr.","INF","18","3"
"","Derek Odell","TCU","Jr.","INF","20","3"
"","Connor Panas","Canisius","Jr.","INF","18","3"
"","Darien Parcell","Coppin St.","So.","OF","17","3"
"","Michael Paulson","New Mexico St.","Sr.","OF","23","3"
"","Rj Perucki","UTSA","Sr.","INF","24","3"
"","Ryan Peurifoy","Georgia Tech","Fr.","OF","18","3"
"","Angel Polo","Alcorn","Sr.","OF","12","3"
"","John Pustay","New Mexico","Sr.","OF","25","3"
"","Blake Quillin","Florida A&M","Jr.","OF","18","3"
"","Tyler Ramirez","North Carolina","Fr.","OF","20","3"
"","Nick Ramos","Indiana","So.","INF","21","3"
"","Mike Rampone","NJIT","Jr.","INF","13","3"
"","Zack Randolph","Mississippi St.","Sr.","C","14","3"
"","Brandon Rawe","Morehead St.","Jr.","OF","23","3"
"","Bryan Reynolds","Vanderbilt","Fr.","OF","25","3"
"","Jamie Ritchie","Belmont","Jr.","C","23","3"
"","Cesar Rivera","Alabama St.","Jr.","OF","27","3"
"","Tyler Rocklein","Fla. Atlantic","Sr.","OF","24","3"
"","Tanner Rockwell","UALR","Jr.","P","21","3"
"","Dalton Rouleau","Hofstra","Sr.","SS","15","3"
"","Desmond Russell","Jackson St.","Sr.","INF","19","3"
"","Lester Salcedo","N.C. A&T","Jr.","C","20","3"
"","Ricardo Sanchez","Stephen F. Austin","Sr.","OF","22","3"
"","RJ Santigate","Kansas St.","Sr.","INF","23","3"
"","Joe Serrano","Arkansas","Jr.","OF","17","3"
"","Tyler Shepherd","IPFW","Sr.","OF","19","3"
"","Taylor Skerpon","Penn St.","Jr.","INF","23","3"
"","Justin Smith","Nicholls St.","Jr.","OF","19","3"
"","Austen Smith","Alabama","Sr.","INF","22","3"
"","DJ Stewart","Florida St.","So.","OF","23","3"
"","Johnathan Stokes","Citadel","Jr.","INF","22","3"
"","Michael Strentz","La.-Lafayette","Jr.","C","23","3"
"","Ryan Sullivan","UConn","Fr.","INF","14","3"
"","Tyler Sullivan","Lamar","Jr.","INF","23","3"
"","Boomer Synek","Evansville","Jr.","INF","19","3"
"","Tell Taylor","Milwaukee","Jr.","SS","8","3"
"","Luke Tendler","N.C. A&T","Sr.","OF","23","3"
"","Brandon Thomasson","Tennessee Tech","Sr.","OF","23","3"
"","Marcus Tomlin","Southern U.","Jr.","INF","13","3"
"","Jimmy Topps","Buffalo","Sr.","OF","13","3"
"","Chris Tschida","Western Ill.","Fr.","INF","14","3"
"","Kyle Vaas","Norfolk St.","So.","3B","11","3"
"","James Vasquez","UCF","Jr.","INF","25","3"
"","Dan Walsh","Miami (OH)","Sr.","INF","19","3"
"","Taylor Ward","Fresno St.","So.","C","24","3"
"","Mike Wesolowski","Dallas Baptist","Sr.","INF","23","3"
"","Steve Wilkerson","Clemson","Sr.","INF","20","3"
"","Luke Willis","George Mason","Jr.","OF","21","3"
"","Zach Willis","Memphis","Sr.","INF","23","3"
"","Rhett Wiseman","Vanderbilt","So.","OF","21","3"
"","Luke Wurzelbacher","Eastern Ky.","So.","INF","23","3"
"","Carter Yagi","Kansas St.","Jr.","INF","20","3"
"","Tim Zier","San Diego St.","Sr.","INF","23","3"
"","John Ziznewski","LIU Brooklyn","Sr.","SS","18","3"
