"Rank","Name","Team","Cl","Pos","App","IP","W","L","PCT"
"","Matt Broderick","Francis Marion","Sr.","P","14","71.3","7","2","0.778"
"","Kyle Grana","Bellarmine","Jr.","P","14","56.3","7","2","0.778"
"","Jimmy Miller","Shippensburg","Sr.","P","12","49.3","7","2","0.778"
"","Kurtis Schuyler","Central Mo.","So.","P","10","58.7","7","2","0.778"
"","Francesco Scudiero","Bloomfield","Fr.","P","17","59.0","7","2","0.778"
"","Zach Smith","Mount Olive","Jr.","P","14","76.3","7","2","0.778"
"","Chris Thomas","Lander","Jr.","P","15","80.3","7","2","0.778"
"","Brad Thomas","Ashland","Jr.","P","12","64.7","7","2","0.778"
"","Derek Zielinski","Le Moyne","Jr.","P","11","73.3","7","2","0.778"
"","Adam Aspaas","Tex. A&M-Kingsville","Sr.","INF","14","68.7","7","3","0.700"
"","Jason Boyer","Florida Tech","Jr.","P","13","80.0","7","3","0.700"
"","Clint Cooper","Abilene Christian","Jr.","P","23","45.7","7","3","0.700"
"","Brittain Diamond","Henderson St.","Sr.","3B","12","91.0","7","3","0.700"
"","Kevin Earlie","Nyack","Sr.","INF","18","82.3","7","3","0.700"
"","Rob Finneran","Bentley","Sr.","P","11","72.3","7","3","0.700"
"","Bret Garrett","Chowan","Fr.","-","14","81.0","7","3","0.700"
"","Barry Meeks","West Ala.","Jr.","P","13","84.7","7","3","0.700"
"","Brad Monroe","Southern N.H.","Sr.","P","11","76.0","7","3","0.700"
"","Pete Perez","Tarleton St.","Jr.","P","14","73.7","7","3","0.700"
"","Kyle Petty","California (PA)","Jr.","P","12","71.7","7","3","0.700"
"","Marc Rutledge","Dowling","Sr.","P","14","73.3","7","3","0.700"
"","Mark Sappington","Rockhurst","Jr.","P","13","72.0","7","3","0.700"
"","Bryan Tuttle","Pfeiffer","Jr.","P","13","83.0","7","3","0.700"
"","Brady Wager","Grand Canyon","Jr.","P","12","78.0","7","3","0.700"
"","Ryan Woodring","North Greenville","So.","P","14","89.3","7","3","0.700"
"","Cory Yuh","Hawaii Pacific","Jr.","P","12","79.3","7","3","0.700"
"","Derek Beasley","S.C. Aiken","So.","P","21","64.0","7","4","0.636"
"","Ben Currie","Wingate","So.","P","14","77.7","7","4","0.636"
"","Matt Davis","St. Edward's","Jr.","P","13","64.3","7","4","0.636"
"","Jo Deschamps","Chowan","Fr.","-","15","80.0","7","4","0.636"
"","Mike Fabrizio","Colorado St.-Pueblo","So.","P","13","82.7","7","4","0.636"
"","Justin Lindsey","Grand Canyon","Sr.","P","14","75.0","7","4","0.636"
"","Paul McKenna","Gannon","Sr.","P","11","67.3","7","4","0.636"
"","Dan McMahon","USciences","Jr.","P","16","88.3","7","4","0.636"
"","Sam Meloy","Ark.-Fort Smith","Jr.","P","13","77.3","7","4","0.636"
"","Tim Ponn","Charleston (WV)","Sr.","P","11","72.3","7","4","0.636"
"","Keenan Stare","East Stroudsburg","So.","P","16","39.0","7","4","0.636"
"","Brandon Taylor","Ark.-Fort Smith","Jr.","P","13","81.3","7","4","0.636"
"","Phil Bray","Bemidji St.","Jr.","P","13","64.0","7","5","0.583"
"","Brandon Droge","Newman","Sr.","P","13","74.3","7","5","0.583"
"","Ryan Fillers","Carson-Newman","Jr.","P","25","64.7","7","5","0.583"
"","Matt Stalcup","Pittsburg St.","Jr.","P","13","70.0","7","5","0.583"
"","Landon Wahl","Gannon","Sr.","P","19","62.0","7","6","0.538"
"","Wesley Houser","King (TN)","Jr.","P","26","91.0","7","7","0.500"
"","Ryan Weatherholtz","Concord","So.","P","16","83.3","7","7","0.500"
"120","Casey Cannon","Le Moyne","Jr.","P","15","56.3","6","0","1.000"
"","Michael Franklin","Tusculum","Sr.","P","18","32.7","6","0","1.000"
"","Jarrott Hooks","Francis Marion","Sr.","P","44","53.0","6","0","1.000"
"","Ryan Milewski","S.C. Aiken","Jr.","P","19","66.3","6","0","1.000"
"","Ryan Miller","Central Okla.","Jr.","P","14","55.0","6","0","1.000"
"","Mike Mudron","Cal St. San B'dino","Jr.","P","11","55.7","6","0","1.000"
"","Lee Stoppelman","Central Mo.","Sr.","P","10","59.0","6","0","1.000"
"","JaVaun West","Indianapolis","Sr.","P","9","44.0","6","0","1.000"
"","Zak Anstine","Arkansas Tech","Jr.","P","14","61.7","6","1","0.857"
"","James Baune","Southern Ark.","So.","P","12","68.7","6","1","0.857"
"","Matt Buckmaster","Tarleton St.","Jr.","P","14","64.3","6","1","0.857"
"","Brantley Claunch","North Ala.","Fr.","P","26","42.0","6","1","0.857"
"","Timothy Flight","Southern N.H.","Jr.","P","11","79.3","6","1","0.857"
"","Alex Haines","Seton Hill","So.","P","14","59.7","6","1","0.857"
"","Aaron Harms","Regis (CO)","Jr.","P","11","42.7","6","1","0.857"
"","Ben Kincaid","Minn. St. Mankato","Sr.","P","10","55.7","6","1","0.857"
"","Ryan Leach","Franklin Pierce","So.","P","13","60.0","6","1","0.857"
"","Mario Madera","Upper Iowa","Sr.","P","7","50.7","6","1","0.857"
"","Jordan Moore","Delta St.","Jr.","P","10","33.7","6","1","0.857"
"","Brett Mueller","Rollins","Fr.","P","12","56.3","6","1","0.857"
"","Tom Neely","Kutztown","Jr.","P","14","31.7","6","1","0.857"
"","Ben O'Shea","Tampa","Jr.","P","13","83.0","6","1","0.857"
"","Neil Pezzullo","Pace","Jr.","P","24","66.3","6","1","0.857"
"","Tyler VanGerpen","Drury","Jr.","P","13","42.7","6","1","0.857"
"","Stephen Vaughn","Wingate","So.","P","20","51.7","6","1","0.857"
"","Darin Wiltgen","Georgia College","Jr.","P","12","77.3","6","1","0.857"
"","Derek Younker","Pitt.-Johnstown","So.","P","14","49.0","6","1","0.857"
"","John Auble","Missouri S&T","So.","P","10","50.3","6","2","0.750"
"","Austin Bailey","Lynn","Fr.","P","14","33.3","6","2","0.750"
"","Justin Bartley","Miles","Fr.","3B","11","52.0","6","2","0.750"
"","Adam Beach","Lake Erie","Jr.","P","11","61.3","6","2","0.750"
"","Fred Breidenbach","West Chester","So.","P","8","45.0","6","2","0.750"
"","Derek Brooks","Emporia St.","Sr.","INF","12","67.3","6","2","0.750"
"","Ben Brown","Tampa","Jr.","P","10","49.3","6","2","0.750"
"","Wyatt Brown","S.C. Aiken","Jr.","P","17","64.0","6","2","0.750"
"","Anthony Campanella","Grand Valley St.","Jr.","P","11","53.0","6","2","0.750"
"","Justin DeLong","Wilmington (DE)","So.","P","14","50.0","6","2","0.750"
"","Jordan Delorenzo","West Fla.","Fr.","P","16","55.0","6","2","0.750"
"","Brandon Faulkner","Emporia St.","Sr.","P","14","66.7","6","2","0.750"
"","Sam Friend","Dixie St.","Jr.","P","12","45.3","6","2","0.750"
"","Ryan Gibbard","Lynn","Jr.","P","12","69.0","6","2","0.750"
"","Billy Gonzalez","West Tex. A&M","Jr.","P","13","48.3","6","2","0.750"
"","Tadd Johnansen","Wayne St. (NE)","Jr.","P","10","60.3","6","2","0.750"
"","Thomas Lee","Sonoma St.","Sr.","P","12","71.0","6","2","0.750"
"","Avery McAlpine","Paine","Sr.","P","12","61.3","6","2","0.750"
"","Danny Navarro","Tex. A&M Int'l","Sr.","P","18","46.7","6","2","0.750"
"","Luis Nova","Bloomfield","Jr.","P","14","60.0","6","2","0.750"
"","Dominick Ruscitti","Kutztown","Sr.","P","10","56.7","6","2","0.750"
"","Cole Stephens","Southwestern Okla.","Jr.","P","11","63.7","6","2","0.750"
"","Michael Tamburino","Pace","Jr.","P","10","78.3","6","2","0.750"
"","Josh Tols","Rockhurst","Jr.","P","15","67.0","6","2","0.750"
"","Zac Treece","Ouachita Baptist","Sr.","P","25","51.7","6","2","0.750"
"","Michael Watkins","North Ala.","Jr.","P","13","59.7","6","2","0.750"
"","Brice Williams","Southeastern Okla.","Sr.","P","12","77.3","6","2","0.750"
"","Trevor Appleby","Shepherd","So.","P","14","45.3","6","3","0.667"
"","Gabriel Asakura","Cal St. L.A.","Sr.","P","11","62.7","6","3","0.667"
"","Eric Aschley","Mercyhurst","Sr.","P","11","64.0","6","3","0.667"
"","Patrick Brown","Molloy","Jr.","P","34","33.0","6","3","0.667"
"","Bo Budkevics","C.W. Post","Jr.","P","16","68.0","6","3","0.667"
"","Garrett Carpenter","Colorado Mesa","Jr.","P","11","64.7","6","3","0.667"
"","Drew Eiland","Ala.-Huntsville","So.","P","13","89.7","6","3","0.667"
"","Brian Ellington","West Fla.","Jr.","P","13","55.0","6","3","0.667"
"","Andy Fagely","Concordia-St. Paul","Jr.","P","10","52.0","6","3","0.667"
"","Anthony Figliolia","Rollins","Jr.","P","12","66.0","6","3","0.667"
"","Heath Gray","Erskine","Jr.","P","45","84.0","6","3","0.667"
"","Chris Guzman","Ark.-Monticello","Jr.","P","14","55.7","6","3","0.667"
"","Derek Hansen","Augustana (SD)","Jr.","INF","10","55.7","6","3","0.667"
"","Kagen Hopkins","Cal St. Chico","Jr.","P","11","71.3","6","3","0.667"
"","Andrew Hyde","Notre Dame (OH)","Sr.","P","10","58.7","6","3","0.667"
"","Ed Kohout","Le Moyne","Sr.","P","13","62.0","6","3","0.667"
"","Shawn Lewick","Fort Hays St.","Sr.","P","11","61.7","6","3","0.667"
"","Ethan Lutz","Incarnate Word","Sr.","P","14","35.7","6","3","0.667"
"","Kenny Marshall","Ark.-Monticello","Jr.","P","13","63.7","6","3","0.667"
"","Matt Parish","Belmont Abbey","Sr.","P","43","31.3","6","3","0.667"
"","Chase Pickering","West Virginia St.","Sr.","P","12","64.7","6","3","0.667"
"","Drew Provence","North Greenville","Sr.","P","12","80.0","6","3","0.667"
"","Rafael Vasquez","Cal St. Stanislaus","Jr.","P","12","69.7","6","3","0.667"
"","Ross Whitley","Catawba","Jr.","P","21","52.3","6","3","0.667"
"","Kelly Williams","West Virginia St.","Sr.","P","10","46.3","6","3","0.667"
"","Will Casey","Columbus St.","Sr.","P","14","74.3","6","4","0.600"
"","Taylor Gregory","Stillman","Jr.","P","17","54.0","6","4","0.600"
"","Brett Loeding","Northern Ky.","Jr.","P","29","81.0","6","4","0.600"
"","Mike McElreath","Regis (CO)","Sr.","P","11","68.3","6","4","0.600"
"","Bryan Morris","Bloomsburg","Jr.","P","10","54.0","6","4","0.600"
"","Charles Neely","Saint Leo","Jr.","P","10","55.0","6","4","0.600"
"","Anthony Pisano","Concordia (NY)","Jr.","P","22","75.3","6","4","0.600"
"","Brooks Rothschild","Millersville","Sr.","P","11","55.7","6","4","0.600"
"","Max Rusch","Flagler","Sr.","P","98","47.3","6","4","0.600"
"","Cody Skinner","West Ga.","Fr.","-","13","61.7","6","4","0.600"
"","Zeb Sneed","Northwest Nazarene","Jr.","P","13","59.0","6","4","0.600"
"","Lucas Waddell","Harding","Jr.","P","12","81.3","6","4","0.600"
"","Gabe Wallmeyer","Belmont Abbey","Jr.","P","13","82.0","6","4","0.600"
"","Brodie Leibrandt","Columbus St.","Jr.","P","13","92.0","6","5","0.545"
"","Dan Meyer","Coker","Jr.","P","22","75.0","6","5","0.545"
"","Kyle Oney","Alderson-Broaddus","Sr.","P","12","68.3","6","5","0.545"
"","James Rhodes","Cameron","Sr.","P","16","63.0","6","5","0.545"
"","Andrew Goot","Coker","So.","P","19","81.0","6","6","0.500"
"","Johnny Hornbuckle","North Ala.","Sr.","P","13","81.3","6","6","0.500"
"","Aaron Hilt","Ashland","Sr.","P","16","63.3","6","7","0.462"
"","Chris Rabe","Bluefield St.","Sr.","P","20","62.0","6","7","0.462"
"","Kyle Cormier","Tex. Permian Basin","Sr.","P","17","68.3","6","8","0.429"
"","Shayne Miller","Ohio Valley","Sr.","P","17","77.0","6","9","0.400"
