"Rank","Name","Team","Cl","Pos","App","IP","SO"
"40","Derek Beasley","S.C. Aiken","So.","P","21","64.0","74"
"","Sean Bierman","Tampa","Sr.","P","13","74.3","74"
"","Paul Hvozdovic","Shepherd","So.","P","17","91.3","74"
"","Ben Rawding","Mercyhurst","Jr.","P","12","67.7","74"
"","Cory Rhodes","King (TN)","So.","P","13","85.0","74"
"","Kyle Schepel","Grand Valley St.","Sr.","P","11","63.7","74"
"","Jeffrey Stoner","Francis Marion","So.","P","29","68.3","74"
"","Jamie Treml","Wilmington (DE)","So.","P","29","63.0","74"
"","Brady Wager","Grand Canyon","Jr.","P","12","78.0","74"
"49","Zach Botjer","Ashland","Jr.","P","18","69.7","73"
"","Josh Branstetter","Delta St.","Jr.","P","12","86.3","73"
"","Mike Guinane","Georgia College","Jr.","P","12","81.0","73"
"","Thomas Lee","Sonoma St.","Sr.","P","12","71.0","73"
"","Doug Shields","Southern Ark.","Sr.","P","12","89.0","73"
"","Derek Zielinski","Le Moyne","Jr.","P","11","73.3","73"
"55","Stephen Cooke","Indiana (PA)","Jr.","P","10","64.3","72"
"","Donovan Drake","Indianapolis","Sr.","P","9","61.7","72"
"","Brian Ellington","West Fla.","Jr.","P","13","55.0","72"
"","Aaron Luchterhand","Arkansas Tech","Sr.","P","13","88.7","72"
"59","Brad Duffy","Mercyhurst","Sr.","P","11","55.3","71"
"","Ryan Gibbard","Lynn","Jr.","P","12","69.0","71"
"","Kyle Grana","Bellarmine","Jr.","P","14","56.3","71"
"","Zach Jeney","Slippery Rock","Sr.","P","10","59.7","71"
"63","Grady Wood","Western Ore.","Sr.","P","10","75.0","70"
"64","Brian Dudzinski","Felician","Sr.","P","22","64.3","69"
"","Pete Perez","Tarleton St.","Jr.","P","14","73.7","69"
"","Drew Provence","North Greenville","Sr.","P","12","80.0","69"
"","Marc Rutledge","Dowling","Sr.","P","14","73.3","69"
"","Ryan Santhon","Cal St. L.A.","Jr.","P","11","68.0","69"
"69","Aaron Adams","West Va. Wesleyan","Jr.","P","15","91.3","68"
"","Bryce Miller","Cal St. East Bay","Sr.","P","10","68.0","68"
"","Colton Mitchell","Delta St.","Jr.","P","13","74.3","68"
"72","Brittain Diamond","Henderson St.","Sr.","3B","12","91.0","67"
"","Johnny Hornbuckle","North Ala.","Sr.","P","13","81.3","67"
"74","Zak Anstine","Arkansas Tech","Jr.","P","14","61.7","66"
"","Scott Cole","Southern Ind.","Sr.","P","12","59.7","66"
"","Kenny Marshall","Ark.-Monticello","Jr.","P","13","63.7","66"
"","Eric Shuford","Pfeiffer","Sr.","P","29","72.3","66"
"","Lee Stoppelman","Central Mo.","Sr.","P","10","59.0","66"
"","Michael Tamburino","Pace","Jr.","P","10","78.3","66"
"","Josh Tols","Rockhurst","Jr.","P","15","67.0","66"
"81","Eric Aschley","Mercyhurst","Sr.","P","11","64.0","65"
"","Alex Didio","St. Augustine's","Jr.","P","17","87.3","65"
"","Nik Jurado","Mo. Western St.","Sr.","P","11","73.3","65"
"","Jason Lembo","Molloy","Sr.","P","11","62.0","65"
"85","Logan Birr","St. Cloud St.","Sr.","P","14","65.0","64"
"","Marshall Crawford","Colo. Christian","Jr.","P","13","81.3","64"
"","Heath Gray","Erskine","Jr.","P","45","84.0","64"
"","Todd Hughson","Lander","Sr.","P","17","71.0","64"
"89","Danny Brown","Flagler","Fr.","INF","27","66.0","63"
"","Bo Budkevics","C.W. Post","Jr.","P","16","68.0","63"
"","Cody Greibling","Mo. Southern St.","Sr.","P","13","82.0","63"
"","Brandon Miller","Lander","Jr.","P","14","52.0","63"
"","Shayne Miller","Ohio Valley","Sr.","P","17","77.0","63"
"94","Jonathan Armold","Flagler","Sr.","P","12","70.0","62"
"","Mike Fabrizio","Colorado St.-Pueblo","So.","P","13","82.7","62"
"","Sam Meloy","Ark.-Fort Smith","Jr.","P","13","77.3","62"
"","Joshua Nervis","Sonoma St.","Sr.","P","11","58.7","62"
"","Ben O'Shea","Tampa","Jr.","P","13","83.0","62"
"","Kyle Oney","Alderson-Broaddus","Sr.","P","12","68.3","62"
"","Adam Sigmon","Tusculum","Jr.","P","13","78.3","62"
"","Trevor Walch","Northeastern St.","Jr.","P","16","57.7","62"
"102","Cory Baker","Grand Valley St.","Sr.","P","11","57.7","61"
"","Kevin Earlie","Nyack","Sr.","INF","18","82.3","61"
"","Zack Gronek","Missouri S&T","Sr.","P","13","75.0","61"
"","Tyler Harris","St. Edward's","Sr.","P","14","73.7","61"
"","Justin Kuks","West Tex. A&M","Sr.","P","11","69.7","61"
"","William Landsheft","Drury","So.","P","10","60.0","61"
"","Edgar Lopez","Central Okla.","Jr.","INF","13","76.7","61"
"","Kevin McGowan","Franklin Pierce","So.","P","21","54.0","61"
"","Scott Strickland","Armstrong","Sr.","P","13","92.0","61"
"","Jon Wandling","Ky. Wesleyan","So.","P","11","70.7","61"
"","Pete Whittingslow","Valdosta St.","Jr.","P","10","56.3","61"
"","Sean Williams","Okla. Panhandle","Jr.","P","15","78.3","61"
"114","Landon Beck","Anderson (SC)","Fr.","P","18","62.7","60"
"","Dylan Boss","Incarnate Word","Fr.","P","14","50.3","60"
"","Nate Cudney","Belmont Abbey","Sr.","P","23","71.0","60"
"","Scott Lieser","St. Cloud St.","Jr.","P","14","68.0","60"
"","Matt Marotta","St. Thomas Aquinas","Sr.","P","27","64.3","60"
"","Neil Pezzullo","Pace","Jr.","P","24","66.3","60"
"","Josh Tanski","West Fla.","Jr.","P","15","74.0","60"
"","Lou Trivino","Slippery Rock","So.","P","11","68.7","60"
"122","Chris Armstrong","Carson-Newman","Jr.","P","15","70.0","59"
"","Kevin Bosson","Cal Poly Pomona","Jr.","P","11","68.3","59"
"","Matthew Flowers","Morehouse","Fr.","INF","11","64.3","59"
"","Marc Gomez","Incarnate Word","Sr.","P","11","57.3","59"
"","Taylor Gregory","Stillman","Jr.","P","17","54.0","59"
"","Zach Leitten","Mercyhurst","Sr.","P","10","55.0","59"
"","Justin Lindsey","Grand Canyon","Sr.","P","14","75.0","59"
"","Brad Nasis","St. Edward's","So.","P","15","61.0","59"
"","Mike Saunders","Saginaw Valley","Jr.","P","8","57.3","59"
"131","Brian Ernst","East Stroudsburg","Jr.","1B","11","47.3","58"
"","Tyler Kincaid","Fairmont St.","Jr.","P","11","56.7","58"
"","Brodie Leibrandt","Columbus St.","Jr.","P","13","92.0","58"
"","Donny Medlinger","Cal St. Monterey Bay","Sr.","P","11","61.7","58"
"","James Rhodes","Cameron","Sr.","P","16","63.0","58"
"","Jacob Ricossa","Tex. Permian Basin","Jr.","OF","16","70.0","58"
"","Taylor Smith","Rollins","Jr.","P","11","66.7","58"
"","Tyler Witzel","Coker","Jr.","P","26","85.3","58"
"","Dana Wright","Ala.-Huntsville","Jr.","P","16","65.0","58"
"140","Gabriel Asakura","Cal St. L.A.","Sr.","P","11","62.7","57"
"","Chris Hallett","Paine","So.","SS","15","75.3","57"
"","Charlie Henderson","Regis (CO)","Sr.","P","11","78.3","57"
"","Kagen Hopkins","Cal St. Chico","Jr.","P","11","71.3","57"
"","Jake Moser","Mount Olive","Sr.","P","13","90.0","57"
"","Michael Murray","Hawaii Pacific","Jr.","P","12","87.7","57"
"","Rick Reyna","Angelo St.","Sr.","P","12","61.0","57"
"","Michael Shreves","Montevallo","Jr.","P","13","87.3","57"
"","Harmen Sidhu","Sonoma St.","Jr.","P","10","52.3","57"
"","Jeremiah Struble","Colorado St.-Pueblo","Jr.","P","11","65.0","57"
"","Steven Thiele","Belmont Abbey","Sr.","P","11","69.3","57"
"151","Adam Beach","Lake Erie","Jr.","P","11","61.3","56"
"","Phil Bray","Bemidji St.","Jr.","P","13","64.0","56"
"","Tyler Carman","Florida Tech","Sr.","P","14","68.3","56"
"","John Hailey","St. Augustine's","---","P","17","89.3","56"
"","Ryan Leach","Franklin Pierce","So.","P","13","60.0","56"
"","Zach Lebarron","Southern N.H.","Sr.","P","15","61.0","56"
"","Jordan Liette","Tiffin","Sr.","P","14","62.7","56"
"","Junior Mendez","Southern N.H.","So.","P","14","75.3","56"
"","Erick Ruvalcaba","Cal Poly Pomona","Jr.","P","12","94.0","56"
"","Rick Teasley","Saint Leo","Jr.","P","12","67.7","56"
"","Zac Treece","Ouachita Baptist","Sr.","P","25","51.7","56"
"","John Tuttle","Catawba","So.","P","20","71.0","56"
"","Clay Vanderlaan","Cameron","Sr.","P","15","67.7","56"
"","Ryan Weatherholtz","Concord","So.","P","16","83.3","56"
"165","Matt Briner","Colo. Christian","Jr.","P","11","50.0","55"
"","Kyle Burkhardt","Newman","Sr.","P","13","75.7","55"
"","Matt Dillon","Mount Olive","Jr.","P","23","70.0","55"
"","Brandon Droge","Newman","Sr.","P","13","74.3","55"
"","Ryan Garman","Grand Valley St.","Sr.","P","11","58.7","55"
"","Bret Garrett","Chowan","Fr.","-","14","81.0","55"
"","Ben Kincaid","Minn. St. Mankato","Sr.","P","10","55.7","55"
"","Eric Meyerchick","St. Joseph's (IN)","Sr.","P","11","72.7","55"
"","John Nesbitt","Albany St. (GA)","Sr.","P","16","92.0","55"
"","Tim Ponn","Charleston (WV)","Sr.","P","11","72.3","55"
"","Alex Sikes","Christian Bros.","Jr.","P","13","68.0","55"
"","Brandon Simmons","Mo. Western St.","Jr.","P","12","78.3","55"
"","Gabe Wallmeyer","Belmont Abbey","Jr.","P","13","82.0","55"
"178","James Baune","Southern Ark.","So.","P","12","68.7","54"
"","Adam Brown","Dowling","Jr.","P","10","41.0","54"
"","Garrett Carpenter","Colorado Mesa","Jr.","P","11","64.7","54"
"","Dylan Evans","Colorado Mesa","Sr.","P","12","60.0","54"
"","Chuck Fontana","Molloy","Sr.","P","10","60.0","54"
"","Levi Lewis","Southeastern Okla.","Jr.","P","20","50.0","54"
"","Paul McKenna","Gannon","Sr.","P","11","67.3","54"
"","Thomas McLeod","S.C. Aiken","Sr.","C","31","58.3","54"
"","Alex Pearce","UNC Pembroke","Sr.","C","12","87.0","54"
"","Anthony Pisano","Concordia (NY)","Jr.","P","22","75.3","54"
"","Jake Stephens","West Fla.","Jr.","P","12","62.3","54"
"","Matthew Suggs","Ga. Southwestern","So.","P","19","71.0","54"
"","Nick Umberger","Shippensburg","Sr.","P","13","72.3","54"
"","Tyler Vails","Stillman","So.","P","20","53.3","54"
"192","Bryce Bellin","Minn. St. Mankato","So.","1B","12","50.3","53"
"","Josh Chism","Ark.-Monticello","Fr.","INF","15","70.0","53"
"","Andrew Gallant","Shepherd","Sr.","P","25","54.7","53"
"","Craig Gourley","Caldwell","Sr.","P","14","50.3","53"
"","Brad Isom","UNC Pembroke","Fr.","-","12","72.3","53"
"","Michael Jordan","Benedict","Sr.","INF","10","44.0","53"
"","Zeb Sneed","Northwest Nazarene","Jr.","P","13","59.0","53"
"","Tyler Toyfair","Mass.-Lowell","Sr.","P","15","61.0","53"
"","Brice Williams","Southeastern Okla.","Sr.","P","12","77.3","53"
