"Rank","Name","Team","Cl","Pos","G","3B"
"","Zach Duggan","Pittsburgh","Sr.","OF","37","4"
"","Matt Faiman","Central Mich.","Sr.","OF","44","4"
"","Nolan Fontana","Florida","So.","INF","43","4"
"","Ryan Fuller","Connecticut","Jr.","INF","42","4"
"","Tyler Gaffney","Stanford","So.","OF","34","4"
"","Jeff Gelalich","UCLA","So.","OF","36","4"
"","TiQuan Griffin","Norfolk St.","Sr.","OF","30","4"
"","Mark Haddow","UC Santa Barbara","Sr.","OF","38","4"
"","Chad Hayes","Tennessee Tech","Jr.","P","41","4"
"","J.B. Jenkins","Furman","Sr.","SS","47","4"
"","Mark Jones","Stetson","Jr.","INF","42","4"
"","Tyler Jones","LIU Brooklyn","Jr.","C","41","4"
"","Alex Jones","Northern Ill.","Jr.","INF","41","4"
"","Matt Juengel","Texas A&M","Jr.","INF","43","4"
"","Tony Kemp","Vanderbilt","Fr.","OF","43","4"
"","Brian Knuckles","Grambling","Jr.","OF","39","4"
"","Koby Kraemer","Indiana St.","So.","INF","42","4"
"","Ozzie Lamis","Southern U.","Sr.","INF","32","4"
"","Mike Lang","Rutgers","Sr.","OF","40","4"
"","Pete Lavin","San Francisco","Sr.","OF","44","4"
"","Mike LeBel","Rhode Island","Jr.","INF","43","4"
"","John Lenherr","VCU","Sr.","OF","41","4"
"","Pete Leonello","LIU Brooklyn","Fr.","OF","40","4"
"","David Lyon","Kent St.","Jr.","C","42","4"
"","Lance Marvel","La.-Lafayette","Sr.","OF","37","4"
"","Darrel Matthews","California","So.","OF","36","4"
"","Jake Matuszak","Central Conn. St.","Jr.","OF","39","4"
"","Chritien Matz","Ark.-Pine Bluff","Fr.","C","39","4"
"","L.J. Mazzilli","Connecticut","So.","INF","44","4"
"","John McCambridge","Xavier","Sr.","INF","43","4"
"","Jamodrick McGruder","Texas Tech","So.","INF","46","4"
"","Brandon Meredith","San Diego St.","Jr.","1B","42","4"
"","Mark Micowski","Georgia St.","Sr.","OF","46","4"
"","John Mishu","Princeton","So.","OF","39","4"
"","Logan Moon","Central Ark.","Fr.","OF","19","4"
"","Jeff Onstott","Dartmouth","Sr.","2B","38","4"
"","Mike Petello","La.-Lafayette","Sr.","OF","39","4"
"","Victor Ramos","Marshall","Sr.","INF","41","4"
"","Ronnie Richardson","UCF","So.","OF","44","4"
"","Jeff Roy","Rhode Island","Fr.","OF","37","4"
"","Desmond Russell","Jackson St.","Fr.","INF","39","4"
"","Josh Scheffert","Nebraska","So.","OF","40","4"
"","Matthew Scruggs","East Tenn. St.","Jr.","OF","42","4"
"","Ronnie Shaban","Virginia Tech","Jr.","INF","45","4"
"","Tim Smalling","Virginia Tech","Sr.","INF","45","4"
"","Garrett Smith","Stephen F. Austin","Sr.","OF","40","4"
"","Kevan Smith","Pittsburgh","Sr.","C","39","4"
"","Jordan Steranka","Penn St.","Jr.","3B","41","4"
"","Jeremy Sy","La.-Monroe","Jr.","INF","40","4"
"","Luke Tendler","N.C. A&T","Fr.","INF","44","4"
"","Sherman Thomas","Ark.-Pine Bluff","So.","INF","21","4"
"","Greg Wallace","Evansville","Sr.","OF","39","4"
"","Troy White","Northern Ill.","Jr.","INF","41","4"
"","Brett Williams","North Carolina St.","Jr.","OF","45","4"
"","Jake Williams","South Carolina","Jr.","OF","36","4"
"","Sean Williams","UC Santa Barbara","Sr.","INF","38","4"
"","Rodger Wilmot","Hartford","Sr.","OF","25","4"
"","Josh Wright","Old Dominion","Jr.","INF","38","4"
"133","Jeff Abt","Lamar","Jr.","OF","43","3"
"","Mike Ahmed","Holy Cross","Fr.","INF","34","3"
"","Kevin Armijo","Portland","Sr.","3B","34","3"
"","Jake Atwell","Virginia Tech","Jr.","P","36","3"
"","Trey Austin","Ark.-Pine Bluff","Sr.","OF","38","3"
"","Bryan Barnes","Ohio","Sr.","INF","40","3"
"","Yoandy Barosso","FIU","Sr.","OF","39","3"
"","Hunter Beaty","UNLV","Sr.","INF","40","3"
"","Preston Beck","Texas-Arlington","So.","INF","44","3"
"","Ryan Behmanesh","Dallas Baptist","Jr.","1B","43","3"
"","Chris Benson","Utah Valley","Sr.","OF","38","3"
"","Kyle Bible","Prairie View","Sr.","C","40","3"
"","Michael Blanchard","Austin Peay","Jr.","OF","39","3"
"","Kyle Borden","Rhode Island","Sr.","OF","36","3"
"","Zach Borenstein","Eastern Ill.","Jr.","OF","39","3"
"","Torsten Boss","Michigan St.","So.","INF","40","3"
"","Justin Boudreaux","Southeastern La.","Jr.","INF","46","3"
"","Jayce Boyd","Florida St.","So.","1B","44","3"
"","Krey Bratsen","Texas A&M","Fr.","OF","44","3"
"","Doug Bream","Liberty","Sr.","OF","40","3"
"","Jimmy Brenneman","Campbell","Jr.","OF","43","3"
"","Eric Brindle","UNC Greensboro","So.","INF","42","3"
"","Blake Brown","Missouri","So.","OF","40","3"
"","Matt Campbell","UNC Wilmington","Jr.","INF","43","3"
"","John Cannon","Houston","Jr.","C","45","3"
"","William Carmona","Stony Brook","So.","INF","40","3"
"","Ridge Carpenter","Cal St. Northridge","Sr.","OF","42","3"
"","Eric Charles","Purdue","Jr.","INF","43","3"
"","Michael Cheatham","VCU","Sr.","OF","33","3"
"","Jason Coats","TCU","Jr.","OF","44","3"
"","Ennis Coble","Dartmouth","So.","INF","36","3"
"","M.P. Cokinos","Houston","So.","C","43","3"
"","Aaron Conway","Missouri St.","Sr.","OF","40","3"
"","Ryan Court","Illinois St.","Sr.","INF","40","3"
"","Dylan Craig","Belmont","Jr.","OF","45","3"
"","Nick Crucet","Columbia","So.","2B","31","3"
"","Ryan Dalton","UTSA","So.","INF","42","3"
"","Jonathan Davis","Central Ark.","Fr.","INF","36","3"
"","Drew DeKerlegand","Citadel","Fr.","INF","43","3"
"","Joey DeMichele","Arizona St.","So.","INF","32","3"
"","Keith DePew","UAB","Jr.","INF","44","3"
"","Konstantine Diamaduros","Wofford","Jr.","INF","44","3"
"","Casanova Donaldson","Tennessee Tech","Sr.","OF","41","3"
"","Kirk Doxey","Utah Valley","Jr.","OF","24","3"
"","Greg Dupell","Navy","So.","INF","48","3"
"","Chris Ellison","Oklahoma","Jr.","OF","38","3"
"","Brandon Engelhardt","Penn","Fr.","2B","40","3"
"","Jordan Etier","Texas","Jr.","2B","43","3"
"","Brad Felder","Citadel","Sr.","OF","41","3"
"","Nick Ferdinand","Delaware","Jr.","OF","39","3"
"","Blaise Fernandez","George Mason","Fr.","INF","43","3"
"","Johnny Field","Arizona","Fr.","INF","39","3"
"","Matt Fleishman","Villanova","Jr.","OF","42","3"
"","Ryan Fleming","Georgia St.","Sr.","OF","44","3"
"","Niko Fraser","Elon","So.","OF","41","3"
"","Rob Froio","Lafayette","Sr.","OF","37","3"
"","Ben Fultz","East Carolina","Fr.","OF","36","3"
"","Drew Gadaire","Davidson","Jr.","OF","39","3"
"","Kyle Gaedele","Valparaiso","Jr.","OF","43","3"
"","Rolando Gautier","Austin Peay","Fr.","OF","41","3"
"","Adam Gecewich","Ohio","Sr.","OF","35","3"
"","Matt Gedman","Massachusetts","Sr.","SS","35","3"
"","Joe Gill","Grambling","Jr.","OF","28","3"
"","Mark Ginther","Oklahoma St.","Jr.","INF","43","3"
"","Adam Gliebe","Winthrop","Sr.","SS","45","3"
"","Riley Good","UTSA","Fr.","OF","45","3"
"","Robert Griffith","Sacred Heart","Jr.","1B","43","3"
"","Chris Gruarin","Canisius","Jr.","OF","41","3"
"","Sean Gusrang","Seton Hall","Sr.","INF","41","3"
"","Will Hagel","Valparaiso","Jr.","P","39","3"
"","Andrew Hahn","Navy","Jr.","OF","32","3"
"","Frazier Hall","Southern U.","Sr.","INF","41","3"
"","Kai Hatch","Utah Valley","So.","INF","35","3"
"","Anthony Hecht","Arkansas St.","Fr.","-","32","3"
"","David Herbek","James Madison","Sr.","SS","45","3"
"","Adam Hilker","Northern Colo.","Jr.","INF","43","3"
"","Colby Hines","Prairie View","Fr.","OF","38","3"
"","Matt Holland","A&M-Corpus Christi","Sr.","INF","47","3"
"","Scott Hornstra","Mississippi Val.","Jr.","3B","42","3"
"","Stewart Ijames","Louisville","Jr.","OF","40","3"
"","Matthew James","UTSA","Jr.","INF","45","3"
"","Kerry Jenkins","San Jose St.","Sr.","OF","28","3"
"","Chase Jensen","Houston","So.","SS","44","3"
"","Tre-von Johnson","Md.-East. Shore","So.","OF","43","3"
"","Michael Johnson","Samford","Sr.","INF","45","3"
"","Zack Jones","San Jose St.","So.","P","33","3"
"","Shane Kennedy","North Florida","Fr.","INF","31","3"
"","Jason King","Kansas St.","Jr.","INF","43","3"
"","Ryan Kinsella","Elon","Fr.","C","42","3"
"","Joe Kohan","Nevada","Jr.","C","39","3"
"","Brian Kownacki","Fordham","Jr.","INF","44","3"
"","Tommy La Stella","Coastal Caro.","Jr.","2B","44","3"
"","Will Lamb","Clemson","Jr.","OF","43","3"
"","Jack Laurendeau","Holy Cross","Sr.","OF","42","3"
"","Justin Lesson","Georgetown","So.","OF","46","3"
"","Carlos Lopez","Cal St. Fullerton","Jr.","INF","33","3"
"","Brandon Loy","Texas","Jr.","SS","44","3"
"","Xavier Macklin","N.C. A&T","Jr.","OF","43","3"
"","Sean Madigan","UC Irvine","Sr.","OF","40","3"
"","Mikie Mahtook","LSU","Jr.","OF","45","3"
"","Chris Manning","Valparaiso","Fr.","OF","43","3"
"","Joey Martin","Maine","Sr.","INF","40","3"
"","Brian Martin","Bradley","Sr.","OF","42","3"
"","Tyler McCarthy","George Washington","So.","OF","42","3"
"","Adam T. McClain","Memphis","Jr.","INF","44","3"
"","Justin McDavid","West Virginia","Sr.","INF","43","3"
"","Matt McGovern","Boston College","So.","OF","26","3"
"","Cole McInturff","James Madison","So.","OF","43","3"
"","Byron McKoy","Temple","Sr.","OF","41","3"
"","Kevin Medrano","Missouri St.","Jr.","INF","35","3"
"","Alex Mejia","Arizona","So.","INF","43","3"
"","Anthony Melchionda","Boston College","Jr.","INF","42","3"
"","Sam Mende","South Fla.","Jr.","SS","43","3"
"","Levi Michael","North Carolina","Jr.","SS","41","3"
"","Brad Miller","Clemson","Jr.","INF","37","3"
"","Tony Montalbano","Charlotte","So.","INF","44","3"
"","Sean Montplaisir","Hawaii","Sr.","OF","39","3"
"","Tristan Moore","Wright St.","Jr.","OF","39","3"
"","Sam Mulroy","Princeton","Jr.","C","40","3"
"","Max Muncy","Baylor","So.","1B","45","3"
"","Jonathan Murphy","Jacksonville","Jr.","OF","42","3"
"","Bryson Myles","Stephen F. Austin","Jr.","OF","43","3"
"","Tucker Nathans","Fairfield","Sr.","2B","37","3"
"","Tanner Nivins","Stony Brook","So.","OF","40","3"
"","Chris Norman","Mississippi Val.","Sr.","OF","40","3"
"","Chris O'Dowd","Dartmouth","So.","C","38","3"
"","Lee Orr","McNeese St.","Jr.","INF","46","3"
"","Gabe Ortiz","Virginia Tech","Jr.","OF","37","3"
"","Joe Panik","St. John's (NY)","Jr.","INF","39","3"
"","Jarrod Parks","Mississippi St.","Sr.","3B","42","3"
"","Justin Parr","Illinois","So.","INF","36","3"
"","Shawn Payne","Ga. Southern","Sr.","OF","44","3"
"","Jerome Pena","TCU","Sr.","INF","43","3"
"","Jacob Perales","A&M-Corpus Christi","Sr.","OF","46","3"
"","Cameron Perkins","Purdue","So.","INF","42","3"
"","Chad Pinder","Virginia Tech","Fr.","INF","28","3"
"","Andrew Pitts","Alabama St.","Fr.","OF","30","3"
"","Jordan Poirrier","La.-Lafayette","Sr.","2B","45","3"
"","David Popkins","UC Davis","Jr.","P","37","3"
"","Brian Ragira","Stanford","Fr.","INF","36","3"
"","Christian Ramirez","UC Irvine","Jr.","OF","33","3"
"","Caleb Ramsey","Houston","Sr.","OF","44","3"
"","Steve Rice","Towson","Sr.","OF","42","3"
"","Nick Rickles","Stetson","Jr.","C","44","3"
"","Allen Riley","Pacific","Jr.","OF","38","3"
"","Kyle Robinson","Arkansas","Sr.","OF","41","3"
"","Casey Roche","Pittsburgh","Fr.","P","30","3"
"","D.J. Roche","NJIT","So.","P","40","3"
"","Richie Rodriguez","Eastern Ky.","Jr.","SS","44","3"
"","Shon Roe","Loyola Marymount","Jr.","INF","41","3"
"","Brian Rowry","Southern U.","Fr.","OF","35","3"
"","Taylor Roy","Southern U.","Jr.","OF","37","3"
"","Kyle Ruchim","Northwestern","Fr.","INF","39","3"
"","Andrew Ruck","Lafayette","So.","OF","29","3"
"","Daniel Russell","Eastern Mich.","So.","OF","42","3"
"","Jesse Savage","Coppin St.","Jr.","OF","40","3"
"","Nick Schneeberger","Tulane","Jr.","INF","38","3"
"","Neil Schroth","Youngstown St.","So.","INF","39","3"
"","Sam Sciamarelli","LIU Brooklyn","Sr.","OF","41","3"
"","Michael Seaborn","Virginia Tech","Sr.","INF","46","3"
"","Blake Seguin","Jacksonville St.","Sr.","SS","42","3"
"","Tant Shepherd","Texas","Sr.","1B","44","3"
"","Doug Shribman","Bucknell","Sr.","1B","49","3"
"","O.J. Simmons","Grambling","Jr.","OF","21","3"
"","Blake Slattery","Southeast Mo. St.","Sr.","OF","42","3"
"","Cody Smith","San Diego St.","Fr.","OF","42","3"
"","Austen Smith","Alabama","Fr.","INF","47","3"
"","Greg Solomon","Ohio St.","So.","C","34","3"
"","Derek Sprout","Bradley","Fr.","C","38","3"
"","Alex Staehely","Creighton","So.","INF","41","3"
"","Trevor Stevens","Northwestern","Jr.","1B","39","3"
"","Ryan Still","Houston","Sr.","2B","45","3"
"","Mike Sudol","Boston College","Sr.","1B","37","3"
"","Alex Swim","Elon","So.","C","47","3"
"","Joe Terry","Cal St. Fullerton","Jr.","INF","25","3"
"","Cory Tilton","Charlotte","Sr.","OF","43","3"
"","Brig Tison","George Mason","Jr.","INF","47","3"
"","Andrew Toles","Tennessee","Fr.","OF","40","3"
"","Riccio Torrez","Arizona St.","Jr.","INF","41","3"
"","Sanchez Tucker","Alabama A&M","So.","P","36","3"
"","Luis Uribe","Oklahoma St.","Sr.","OF","29","3"
"","Logan Vick","Baylor","So.","OF","33","3"
"","Dan Ward","Ohio","Fr.","-","43","3"
"","Travis Whitmore","Pittsburgh","Sr.","INF","41","3"
"","Jesse Wierzbicki","North Carolina","Sr.","1B","41","3"
"","M.L. Williams","Lipscomb","Jr.","OF","43","3"
"","Clark Wise","Wofford","So.","OF","39","3"
"","Kenny Wise","Fresno St.","Jr.","OF","36","3"
"","Kolten Wong","Hawaii","Jr.","INF","40","3"
"","Brandon Wood","Texas A&M","So.","OF","35","3"
"","Ryan Wright","Louisville","Jr.","SS","43","3"
"","Alex Yarbrough","Ole Miss","So.","INF","44","3"
"","Greg Zebrack","Penn","So.","OF","39","3"
"326","Nick Ahmed","Connecticut","Jr.","INF","40","2"
"","Alex Albritton","New Mexico","So.","INF","43","2"
"","Preston Aldridge","Saint Peter's","Jr.","OF","39","2"
"","Nick Allen","George Mason","So.","2B","42","2"
"","Breland Almadova","Hawaii","So.","OF","37","2"
"","Mikel Alvarez","Fla. Gulf Coast","Sr.","INF","44","2"
"","Chris Andreas","Sam Houston St.","Sr.","OF","46","2"
"","Giovanni Angel","Prairie View","Sr.","INF","41","2"
"","Landon Appling","Houston","Fr.","OF","45","2"
"","William Arnold","Central Mich.","Jr.","INF","40","2"
"","Ryan Ashe","Wright St.","Jr.","OF","40","2"
"","Harry Austin","Elon","Sr.","OF","44","2"
"","Jamal Austin","UAB","Jr.","OF","43","2"
"","Juan Avila","Long Beach St.","So.","OF","31","2"
"","Seth Baldwin","North Carolina","Jr.","OF","40","2"
"","Nick Baligod","Oral Roberts","Sr.","OF","39","2"
"","Tony Balisteri","Virginia Tech","Sr.","INF","45","2"
"","Aaron Barbosa","Northeastern","Fr.","OF","39","2"
"","Brian Barnett","Nevada","Sr.","OF","32","2"
"","Cody Bartlett","Washington St.","Sr.","INF","37","2"
"","Shane Basen","Charlotte","So.","INF","43","2"
"","Alex Bast","Air Force","So.","C","44","2"
"","Bryan Beaver","Miami (OH)","So.","INF","21","2"
"","James Beck","Iona","Jr.","1B","40","2"
"","Alex Beckmann","Northern Ill.","Jr.","INF","32","2"
"","Brandon Bednar","Fla. Gulf Coast","Fr.","INF","42","2"
"","Cameron Bentley","UALR","Jr.","OF","37","2"
"","Parker Berberet","Oregon St.","Sr.","C","35","2"
"","Pablo Bermudez","FIU","Jr.","OF","41","2"
"","Connor Bernatz","San Francisco","Sr.","OF","44","2"
"","Payton Bieker","Purdue","Sr.","C","28","2"
"","Bo Bigham","Arkansas","Jr.","INF","41","2"
"","Taylor Black","Kentucky","Sr.","INF","45","2"
"","Michael Blake","Hawaii","Jr.","P","40","2"
"","Kyle Bluestein","Jacksonville St.","Jr.","OF","35","2"
"","Tom Boggiano","Princeton","Jr.","OF","30","2"
"","Austin Booker","California","Sr.","OF","36","2"
"","Nick Borg","San Jose St.","Sr.","INF","43","2"
"","Marc Bourgeois","Southern Miss.","Sr.","OF","39","2"
"","Josh Boyd","Monmouth","Jr.","OF","42","2"
"","Nick Brennen","St. Bonaventure","Jr.","OF","36","2"
"","Ryan Brenner","Miami (OH)","Jr.","OF","36","2"
"","Lamar Bridges","Alabama A&M","So.","OF","37","2"
"","Michael Broad","Miami (FL)","So.","2B","35","2"
"","Greg Brody","Belmont","Fr.","INF","45","2"
"","Jason Brooks","Dartmouth","Sr.","1B","36","2"
"","James Brown","Alabama A&M","Jr.","2B","38","2"
"","Bobby Buckner","A&M-Corpus Christi","Jr.","INF","40","2"
"","Brian Bullard","Albany (NY)","So.","INF","15","2"
"","Ben Bunting","North Carolina","Sr.","OF","43","2"
"","Lloyd Burchett","Ark.-Pine Bluff","Jr.","2B","33","2"
"","Tom Burkett","Charleston So.","Sr.","OF","44","2"
"","Caleb Bushyhead","Oklahoma","Jr.","INF","30","2"
"","Jann Butler","Alcorn St.","Jr.","OF","38","2"
"","Rob Cafiero","NYIT","Fr.","C","24","2"
"","Andrew Cain","UNC Wilmington","Jr.","INF","41","2"
"","Eric Cain","South Dakota St.","Jr.","SS","39","2"
"","Will Callaway","Appalachian St.","So.","INF","24","2"
"","Miguel Camacho","Chicago St.","Sr.","INF","37","2"
"","Marvin Campbell","UNLV","Jr.","INF","16","2"
"","Garrett Cannizaro","Tulane","So.","INF","44","2"
"","Dan Capeless","Georgetown","Sr.","1B","46","2"
"","Ben Carhart","Stetson","Jr.","INF","44","2"
"","Tyler Carpenter","UTSA","Sr.","OF","44","2"
"","Kes Carter","Western Ky.","Jr.","OF","40","2"
"","Phillip Chapman","Memphis","Sr.","C","43","2"
"","Dillon Checkal","San Diego","So.","INF","38","2"
"","David Chester","Pittsburgh","Sr.","1B","41","2"
"","Josh Chism","Lipscomb","Sr.","OF","44","2"
"","Lorenzo Christy","Md.-East. Shore","So.","OF","23","2"
"","Nolan Church","New Orleans","Sr.","OF","40","2"
"","Dave Ciocchi","Binghamton","Jr.","1B","37","2"
"","Carvell Copeland","N.C. A&T","Jr.","OF","37","2"
"","Zach Costello","Radford","Jr.","OF","42","2"
"","Mike Coughlin","Dayton","Jr.","OF","43","2"
"","Tom Coulombe","Rhode Island","Sr.","INF","43","2"
"","Tommy Coyle","North Carolina","So.","2B","43","2"
"","Jordan Craft","Kennesaw St.","Jr.","OF","37","2"
"","Kyle Crean","Albany (NY)","Sr.","INF","36","2"
"","Hector Crespo","Appalachian St.","So.","INF","42","2"
"","D.J. Crumlich","UC Irvine","Jr.","INF","40","2"
"","Bill Cullen","VCU","Fr.","OF","40","2"
"","Ryan Curl","Miami (OH)","Jr.","OF","30","2"
"","Garrett Custons","Air Force","So.","OF","45","2"
"","Jacob Daniel","Eastern Ky.","Jr.","OF","43","2"
"","Walker Davidson","Wichita St.","So.","INF","45","2"
"","Dillon Day","Southern Miss.","So.","P","17","2"
"","Joe De Pinto","Southern California","Sr.","INF","43","2"
"","Zeke DeVoss","Miami (FL)","So.","OF","44","2"
"","Jared Deacon","Cal St. Fullerton","So.","C","39","2"
"","Ryan Deitrich","Penn","So.","P","17","2"
"","Josh Dezse","Ohio St.","Fr.","DH","37","2"
"","Chris Diaz","North Carolina St.","So.","INF","45","2"
"","Brian Dillon","Fairleigh Dickinson","Sr.","OF","41","2"
"","Bob Donato","Bucknell","Jr.","OF","46","2"
"","Kency Duarte","Alabama A&M","Sr.","OF","38","2"
"","Sean Dwyer","Fla. Gulf Coast","Fr.","OF","44","2"
"","Andrew Eckhardt","Butler","So.","OF","35","2"
"","Ben Edelstein","UC Santa Barbara","Sr.","OF","31","2"
"","Trevor Edwards","UNC Greensboro","Jr.","C","41","2"
"","Ricky Eisenberg","Oklahoma","Sr.","OF","36","2"
"","Kaiana Eldredge","Kansas","Fr.","INF","38","2"
"","Austin Elkins","Dallas Baptist","So.","INF","33","2"
"","Blake Ellender","McNeese St.","Sr.","OF","46","2"
"","Rob Elliott","Bradley","Jr.","INF","42","2"
"","Brandon Elliott","Murray St.","So.","INF","34","2"
"","Charles Epperson","Jackson St.","So.","OF","40","2"
"","Phillip Ervin","Samford","Fr.","P","43","2"
"","Jacob Esch","Georgia Tech","Jr.","P","45","2"
"","Alex Exon","Utah Valley","Jr.","C","24","2"
"","Bret Fanning","Northern Colo.","Sr.","OF","43","2"
"","Bobby Fargnoli","Lafayette","Jr.","OF","38","2"
"","Taylor Featherston","TCU","Jr.","SS","44","2"
"","Tyler Filliben","Samford","Fr.","INF","44","2"
"","Jimmy Filter","Northeastern","Jr.","INF","22","2"
"","Anthony Flenoy","Texas Southern","Jr.","OF","40","2"
"","Tommy Flynn","Mt. St. Mary's","Sr.","OF","38","2"
"","Rob Fondu","Furman","Sr.","OF","38","2"
"","Chaz Frank","North Carolina","So.","OF","41","2"
"","Elliot Frey","Murray St.","Sr.","OF","40","2"
"","Zac Fujimoto","Loyola Marymount","So.","INF","37","2"
"","Alex Fuselier","La.-Lafayette","Jr.","OF","43","2"
"","Nolan Gaige","Albany (NY)","So.","P","37","2"
"","Michael Gallic","Marist","Sr.","OF","41","2"
"","Dan Gamache","Auburn","Jr.","INF","43","2"
"","Marty Gantt","Col. of Charleston","Jr.","OF","45","2"
"","Mitchell Garver","New Mexico","So.","C","45","2"
"","Drew Gehringer","UNC Greensboro","Sr.","OF","42","2"
"","Mike Gerber","Creighton","Fr.","OF","32","2"
"","Mark Gillean","Centenary (LA)","Fr.","OF","25","2"
"","Billy Goldman","Lehigh","Sr.","OF","36","2"
"","Reed Gragnani","Virginia","So.","INF","40","2"
"","Michael Grieco","St. Bonaventure","Jr.","C","36","2"
"","Kyle Grieshaber","Louisville","So.","INF","32","2"
"","Tyler Grimes","Wichita St.","Jr.","INF","47","2"
"","Ethan Gross","Memphis","Fr.","INF","35","2"
"","Justin Guidry","Middle Tenn.","Jr.","OF","44","2"
"","null Guinane","Butler","Fr.","-","21","2"
"","Dan Gulbransen","Jacksonville","So.","OF","42","2"
"","Frank Hager","Cornell","Jr.","INF","39","2"
"","Joey Hainsfurther","Baylor","Jr.","C","41","2"
"","Brandon Hairston","Norfolk St.","Sr.","1B","40","2"
"","Steven Halcomb","Gonzaga","So.","INF","39","2"
"","Kevin Hall","Wichita St.","Jr.","OF","47","2"
"","Derek Hamblen","Belmont","Sr.","OF","45","2"
"","Mitch Haniger","Cal Poly","So.","OF","37","2"
"","Austin Harclerode","Towson","Sr.","1B","40","2"
"","Jeff Harkensee","Southeastern La.","Sr.","OF","46","2"
