pitcher_id,catcher_id,count,balls,called_strikes
1424619,1654021,0-2,0,20
1304874,1416672,0-1,0,2
1219251,1219258,0-1,0,8
1420871,1540939,2-2,40,26
1549544,1549542,3-0,4,0
1324232,1439771,3-1,17,3
1087862,1213825,2-2,64,31
1213738,1303370,0-1,0,5
1321959,1423940,1-2,9,13
1553984,1665197,0-2,0,11
980462,980461,0-1,0,27
1313563,1313553,2-2,2,1
1532686,1532680,2-2,14,8
1649911,1429999,0-1,0,6
1418662,1418661,3-1,10,2
1427307,1660068,1-1,4,3
1094380,1094376,2-1,2,1
1528353,1196789,0-1,0,12
1544160,1420896,2-2,36,22
1532679,1650426,3-0,16,0
1546843,1438798,1-0,4,0
1302208,1199649,1-1,5,4
1547168,1547164,2-2,98,49
1549044,1436863,0-1,0,5
1540847,1540840,0-1,0,2
1551952,1323598,1-1,3,1
1551794,1551780,2-2,16,10
1194970,1194957,3-1,10,2
1658048,1658044,0-1,0,9
1328448,1328468,0-1,0,5
1312900,1218097,0-2,0,5
1317614,1317615,0-2,0,7
1637206,1429797,0-2,0,4
1639665,1639660,2-2,22,8
1199780,1094728,1-2,5,7
1638652,1422492,2-2,14,8
1434743,1434739,1-0,5,0
1315453,1098833,3-0,4,0
1213597,1213596,2-0,6,0
1439621,1439602,2-1,2,1
1643102,1530229,1-0,6,0
1218886,1422644,2-1,24,9
1550985,1551471,1-2,3,7
1068573,1438980,2-1,4,1
1548733,1661025,1-1,4,2
1646185,1539551,0-1,0,7
1431214,1431213,0-1,0,7
1544857,1649652,3-1,64,12
1315223,1645899,0-1,0,5
1538769,1325803,1-0,3,0
1197487,1441852,1-1,11,9
1528336,1312318,1-0,3,0
1651846,1651837,1-1,14,9
1199650,1545053,1-0,4,0
1198730,1073217,2-0,14,0
1422849,1104530,2-2,10,3
1534863,1652824,0-2,0,3
1552973,1671030,0-1,0,3
1311387,1311382,2-2,8,3
1312883,1209081,1-1,3,2
1644156,1644157,1-1,7,6
1322642,1322632,2-2,8,3
1533511,1104530,3-2,32,10
1531983,1531965,2-2,6,4
1541610,1541591,3-2,42,17
1313433,1313447,2-1,14,5
1442569,1212541,1-0,2,0
1437387,1093809,3-1,11,3
1305219,1217783,1-0,5,0
1422953,1545341,3-1,3,0
1534623,1418761,2-2,10,9
1310714,993068,1-1,3,1
1417833,1417828,3-0,32,0
1534623,1215940,2-2,12,6
1420064,1433268,2-2,12,12
1533511,1104530,0-2,0,5
1531496,1639953,1-0,1,0
1541610,1541591,0-2,0,5
1100133,1308783,1-1,2,2
1312169,1312175,0-1,0,1
1534863,1652824,3-2,65,30
1200718,1439047,0-1,0,2
1217795,1217785,3-0,40,0
1301740,1526604,1-1,1,1
1317614,1317615,3-2,63,27
1637206,1429797,3-2,56,12
1548019,1548016,3-1,17,4
1545435,1545442,3-0,24,0
1204262,1204265,1-0,19,0
1528354,1196789,1-1,8,7
1670190,1313876,1-1,2,2
1417918,1548749,2-1,2,0
1210800,1418950,2-2,10,3
1312900,1218097,3-2,11,3
1219816,1421118,3-0,8,0
1418309,1656211,3-0,12,0
1434419,1310789,1-1,7,4
1533160,1208074,3-1,8,1
1526883,1659890,0-1,0,3
1655942,1540894,3-0,20,0
1539850,1329854,1-2,23,30
1525921,1434639,2-1,4,1
1309834,1216853,3-2,14,5
1429499,1531989,0-1,0,3
1658140,1528356,3-1,14,3
1531567,1421061,1-1,4,2
1203876,1445027,3-1,5,0
1322590,1322596,1-2,7,4
1311465,1438429,2-1,32,8
1322041,1540734,1-1,9,6
1639273,1639285,1-0,9,0
1639664,1639660,3-2,25,9
1654944,1654965,1-0,19,0
1536350,1661138,3-2,10,3
1540713,1199974,0-2,0,9
1651585,1651587,3-2,81,27
1650156,1422192,2-2,24,12
1422160,1322767,3-1,72,18
1541560,1439386,1-0,2,0
1312300,1312318,3-1,15,2
1330570,1649844,3-2,14,3
1438936,1530836,2-0,10,0
1639590,1442409,1-0,4,0
1301641,1547932,3-2,34,4
1312247,1087079,1-2,6,6
1215975,1541919,1-1,3,0
1659739,1435193,1-2,6,7
1531792,1418196,1-2,2,3
1214234,1527831,2-1,2,0
1538019,1538014,2-0,4,0
1090218,1219551,0-2,0,2
1418554,1529751,3-2,42,16
1422972,1315019,3-0,8,0
1322858,1423611,1-2,26,33
1320046,1320051,1-1,26,22
1309472,1533949,0-1,0,6
1316987,1317008,1-2,21,20
1422717,1547371,3-1,21,4
1421445,1213323,2-2,14,7
1068572,1322623,3-2,23,6
1422496,1533231,3-1,10,3
1202267,1202264,3-0,12,0
1424616,1424613,2-0,2,0
1431866,1314205,1-0,1,0
1329842,1217480,0-1,0,4
1420389,1209712,1-2,5,3
1537471,1657513,1-0,2,0
1421282,1557024,1-1,7,5
1440450,980461,0-1,0,10
1328331,1435955,2-2,6,4
1421207,1421191,3-1,27,7
1320243,1209875,0-1,0,15
1322321,1658648,2-2,20,16
1322542,1218721,1-1,42,26
1320843,1093809,3-1,7,1
1418554,1529751,0-2,0,4
1090218,1219551,3-2,13,8
1198528,1305327,2-2,4,1
1322041,1646453,2-0,8,0
1108869,1314621,1-2,32,34
1426156,1426150,2-0,8,0
1196508,1067846,2-0,18,0
1647268,1548767,3-1,23,5
1545694,1545681,2-2,14,9
1316978,1420408,2-2,2,1
1309834,1216853,0-2,0,2
1215763,1215769,2-2,6,3
1313083,1313046,2-1,4,0
1656688,1220697,2-0,4,0
1643142,1536634,1-1,2,1
1103988,1213596,1-2,17,23
1312230,1104516,0-1,0,7
1423612,1423623,2-1,6,2
1318103,1433895,2-1,6,3
1547125,1547117,1-0,11,0
1081345,1081363,3-2,33,8
1330570,1649844,0-2,0,6
1308667,1430632,3-1,13,4
1540713,1199974,3-2,48,18
1651585,1651587,0-2,0,12
1536350,1661138,0-2,0,2
1430238,1662157,2-1,10,3
1639664,1639660,0-2,0,6
1527824,1417622,3-1,6,1
1434741,1310351,0-1,0,2
1215974,1104410,2-2,17,13
1213924,1103800,3-1,30,6
994899,1198741,0-1,0,6
1546800,1213174,3-1,27,6
1654405,1654382,2-0,6,0
1436922,1321051,3-2,2,1
1432715,1334906,3-1,36,8
1535559,1535548,0-1,0,10
1420494,1652608,1-2,7,10
1106692,1216760,0-1,0,1
1424663,1542899,2-0,2,0
1300395,1194130,3-1,47,10
1421475,1312686,2-2,84,48
1438116,1321774,2-0,3,0
1316716,1540194,2-0,16,0
1217533,1217527,3-2,65,21
1445412,1329392,3-0,15,0
1535553,1420641,2-2,6,4
1318613,1318607,1-0,4,0
1531566,1421061,1-1,1,1
882130,980575,2-1,2,0
1304335,1205641,1-2,7,7
1192868,1192871,1-2,5,4
1309643,1082765,1-2,6,6
1302824,1442409,0-1,0,5
1323212,1220430,1-2,6,9
1070932,1213254,3-1,18,4
1310355,1195829,1-0,7,0
1536234,1433182,2-0,2,0
1550971,1440537,2-0,4,0
1429924,1330098,3-1,3,0
1555776,1330803,2-1,4,2
1558487,1558475,1-1,6,5
1646943,1646926,2-1,2,1
1530953,1310789,3-2,21,7
1531071,1640118,3-2,33,12
1658447,1658445,3-1,29,6
1638605,1324730,1-2,6,7
1644470,1538930,3-0,7,0
1644314,1322547,1-1,6,2
1532229,1650497,3-1,7,1
1431804,1086921,2-2,12,7
1532686,1650426,1-2,14,12
1549042,1436863,3-1,3,1
1430373,1318958,2-1,2,1
1205910,1528660,1-0,13,0
1526882,1416110,3-0,4,0
1526422,1328796,2-2,18,11
1195659,1314580,3-0,28,0
1194283,1416152,2-1,22,5
1417273,1311772,0-1,0,4
1305233,1214991,2-2,30,16
1304935,1304939,0-1,0,7
1194571,1081422,3-0,4,0
1436454,1216209,1-2,21,27
1435949,1328334,1-1,24,14
1531071,1640118,0-2,0,6
1438846,1216055,3-1,16,4
1213830,1213825,3-1,35,8
1322550,1218721,0-1,0,13
1527619,1217261,3-1,3,1
1308709,1419731,1-2,14,11
1416102,1312255,1-1,3,1
996848,1307340,2-1,4,1
1420938,1308151,1-2,4,5
1659741,1546701,2-2,20,15
1432171,1212770,2-1,10,4
1542436,1434151,1-0,7,0
1530953,1310789,0-2,0,2
1436922,1321051,0-2,0,4
1103671,1103654,2-2,8,5
1317761,1317757,2-1,19,5
1661836,1661794,1-2,12,11
1530878,1643814,0-1,0,9
1421473,1330581,2-2,6,3
1558231,1418728,1-1,4,4
1217533,1217527,0-2,0,14
1421931,1421930,2-1,10,2
1309071,1652400,2-0,8,0
1438809,1105341,3-1,13,3
1314125,1433297,1-1,6,4
1533270,1662713,3-1,3,1
1430100,1430101,2-0,4,0
1435225,1080987,3-2,22,13
1557545,1658706,2-2,6,2
1425006,1425004,0-1,0,6
1435617,1544652,0-1,0,4
1531825,1652260,3-0,4,0
1630613,1630610,1-1,1,1
1428297,1658766,1-0,13,0
1420103,1530812,0-1,0,1
1553831,1553829,0-2,0,10
1436920,1104710,1-1,9,6
1419701,1310199,3-0,4,0
1207233,1207236,3-0,4,0
1527224,1303370,1-1,35,20
1546799,1650078,0-2,0,4
1322768,1322767,3-0,55,0
1422320,1527372,1-2,4,4
1655039,1655035,3-1,7,1
1203599,1533177,1-1,6,6
1099102,993747,2-0,5,0
1549977,1433280,3-2,21,9
1536018,1536001,0-2,0,6
1307803,1544427,1-0,2,0
1650606,1420250,1-2,3,5
1304292,1215162,2-2,12,8
1301736,1526604,2-0,4,0
1420572,1532716,3-1,7,2
1428676,1428674,1-2,4,5
1311900,1194708,2-1,4,2
1330322,1330324,1-0,1,0
1214432,1313447,3-0,8,0
1428703,1537011,3-2,18,5
1106705,1106708,2-1,6,1
1301469,1650370,2-2,6,3
1446339,1446330,1-1,4,3
1659122,1548643,1-1,1,1
1301194,1301186,2-2,58,37
1544440,1544432,0-1,0,14
1535081,1442489,2-1,6,0
1529166,1416564,0-2,0,9
1310201,1210510,2-0,13,0
1111602,1208198,0-2,0,5
1322403,1437255,1-0,3,0
1214326,1305924,3-0,14,0
1528626,1662908,2-1,14,3
1641088,1641080,2-0,6,0
1309801,999686,2-1,15,5
1637210,1637209,2-1,5,2
1306347,1429524,1-0,2,0
1098791,1215665,2-1,2,0
995818,1102923,3-0,12,0
1529166,1416564,3-2,38,13
1545436,1545442,1-1,13,9
1438994,1548282,1-1,11,6
1427266,1544735,3-1,4,0
1316027,1427386,2-1,2,1
1428703,1537011,0-2,0,1
1638396,1214083,2-1,2,0
1654974,1545653,2-1,4,0
1534497,1429933,0-1,0,1
1422342,1195966,3-1,3,1
1431205,1431213,2-0,2,0
1657116,1434803,3-1,56,13
1529054,1320266,3-1,13,3
1192205,1300911,3-1,10,2
1547294,1315376,3-1,8,1
1111602,1208198,3-2,9,2
1304071,1421148,0-1,0,12
1423817,1423812,2-2,2,1
1313083,1329870,3-1,19,3
1091863,1421319,2-1,6,1
1546799,1650078,3-2,58,22
1308708,1530057,2-1,4,1
1553831,1553829,3-2,24,10
1419951,1529057,1-2,34,37
1308367,1105346,3-0,8,0
1433589,1318420,1-0,1,0
1318317,1441137,3-0,7,0
1080887,1193329,0-1,0,7
1537471,1537475,1-1,6,3
1422930,1305299,0-1,0,5
1316254,1316256,2-2,6,4
1535410,1437936,1-1,3,1
1536018,1536001,3-2,6,2
1657048,1544911,2-1,8,4
1301404,1436474,2-0,20,0
1542209,1542212,2-2,8,3
1316476,1443449,3-1,4,1
1653692,1422401,3-2,12,3
1107564,1206684,1-1,3,3
1416299,1080807,1-1,5,4
1548919,1548924,1-2,6,8
1438000,1540194,2-1,38,15
1418452,1418451,1-1,9,5
1108323,1217590,1-0,69,0
1219750,1416340,2-1,4,1
1650667,1539561,3-2,61,25
1545723,1541142,2-1,6,3
1220406,1220405,0-1,0,7
1422813,1322457,2-2,48,28
1530582,1530581,1-0,36,0
1310237,1527902,1-1,75,49
1218297,1430113,2-1,8,3
979146,979150,2-1,32,12
1417082,1417085,2-0,28,0
1648292,1651837,2-2,8,1
1529499,1320099,2-0,40,0
1320696,1217390,1-0,3,0
1540180,1218880,0-1,0,2
1443012,1214086,3-2,17,7
1432297,1549936,0-2,0,3
1315295,1315304,1-1,6,3
1442606,1442600,3-1,6,2
1330879,1102762,0-1,0,2
1320214,1202322,0-1,0,7
1315484,1419435,3-2,11,0
1427229,1312005,2-0,4,0
1422370,1308134,0-1,0,8
1437129,1544835,0-2,0,5
1537432,1537475,1-0,9,0
1439266,1301836,3-2,107,30
1638932,1541989,1-0,3,0
1537488,1537492,0-1,0,6
1199049,1542088,0-1,0,1
1217593,1315304,2-0,12,0
1531281,1531304,2-0,12,0
1443012,1214086,0-2,0,3
1659156,1549116,2-1,12,3
1530463,1425170,0-1,0,5
1539000,1539026,3-1,8,2
1657116,1213178,1-1,2,1
1432297,1549936,3-2,22,7
1528285,1528281,1-2,8,7
1641321,1641333,2-0,4,0
1215935,1418761,0-1,0,9
1440068,1440080,0-1,0,9
1310966,998870,1-0,2,0
1201387,1304510,1-0,6,0
997660,1104011,3-1,3,0
1540005,1433791,3-0,4,0
1425604,1320770,1-1,13,9
1437129,1544835,3-2,10,4
1315484,1419435,0-2,0,1
1439266,1301836,0-2,0,24
1656447,1309639,3-0,7,0
1212773,1539903,3-1,17,5
1436111,1303996,0-1,0,2
1306375,1086967,1-1,3,3
1221599,1323202,1-0,10,0
1653692,1422401,0-2,0,4
1437127,1195925,3-1,15,2
1308093,1542815,2-0,6,0
1448073,1444877,2-2,2,1
1433869,1213670,1-1,4,4
1543185,1417547,0-1,0,10
1526888,1659893,3-0,16,0
1544446,1417347,3-1,106,23
1650667,1539561,0-2,0,9
1551229,1551226,1-0,3,0
1090925,1321022,2-0,8,0
1552559,1427309,2-2,14,9
1107183,1422376,1-1,5,4
1089436,1308804,1-2,7,7
1198118,1322457,2-1,18,5
1313544,1422376,3-1,7,1
1537987,1302448,0-1,0,3
1439857,1214654,1-0,10,0
1444911,1317893,3-1,59,11
1649012,1314621,1-2,1,1
1543841,1431799,2-2,32,14
1538679,1332929,3-1,12,2
1416512,1527831,1-0,25,0
1661694,1661680,2-2,24,15
1217757,1330752,1-1,19,13
1108355,1108347,2-1,45,12
