year	division_id	school_id	uniform_number	player_id	player_name	player_url	class_year	position	g	ab	r	h	b2b	b3b	hr	rbi	bb	k	sb	cs	avg	obp	slg
2014	1	vernoncollege	11	bendunbarmkji	Ben Dunbar	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/bendunbarmkji	So	C	31	88	21	30	6	2	1	18	6	20	1	2	.341	.426	.489
2014	1	vernoncollege	8	andremooregggv	Andre Moore	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/andremooregggv	So	OF	31	84	15	22	5	1		10	8	24	9	8	.262	.344	.345
2014	1	vernoncollege	4	damoncolladasrc4	Damon Collada	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/damoncolladasrc4	Fr	INF	23	55	8	20	1	2		9		9		1	.364	.375	.455
2014	1	vernoncollege	3	coltendaniels1jih	Colten Daniels	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/coltendaniels1jih	So	INF	19	38	9	11	5			3	8	11		3	.289	.426	.421
2014	1	vernoncollege	19	joshtimms0k29	Josh Timms	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/joshtimms0k29	Fr	OF	11	38	7	11	2			2		9			.289	.308	.342
2014	1	vernoncollege	9	nickhillku3u	Nick Hill	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/nickhillku3u	So	OF	14	19	5	6				2	1	6	2		.316	.350	.316
2014	1	vernoncollege	15	joedeanshippfrs8	Joe Dean Shipp	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/joedeanshippfrs8	So	OF	11	19	1	4				4	1	6	1		.211	.250	.211
2014	1	vernoncollege	17	zachjohnsonmm7h	Zach Johnson	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/zachjohnsonmm7h	Fr	C	4	8	0	0				0	1	3			.000	.111	.000
2014	1	vernoncollege	20	spencertillman1qw7	Spencer Tillman	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/spencertillman1qw7	Fr	RHP	4	5	2	1				0		1			.200	.200	.200
2014	1	vernoncollege	27	austincardp11j	Austin Card	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/austincardp11j	So	RHP	13	3	0	0				0		1			.000	.000	.000
2014	1	vernoncollege	29	graydongatlin2hqw	Graydon Gatlin	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/graydongatlin2hqw	Fr	1B	1	2	1	1				0		1			.500	.500	.500
2014	1	vernoncollege	6	parkerjohnsonholx	Parker Johnson	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/parkerjohnsonholx	Fr	C	2	2	0	0				1					.000	.000	.000
2014	1	vernoncollege	28	coltonmonk63ow	Colton Monk	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/coltonmonk63ow	So	OF	3	2	2	0				0	1	2			.000	.333	.000
2014	1	lakelandcollege	1	jacobdailyz8v3	Jacob Daily	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jacobdailyz8v3	So	OF	27	91	16	30	3			9	9	26	6		.330	.398	.363
2014	1	lakelandcollege	24	alonsoruzal6x	Alonso Ruz	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/alonsoruzal6x	So	INF	27	90	13	27	5	1		12	3	16	6		.300	.344	.378
2014	1	lakelandcollege	11	ricksalazarexhs	Rick Salazar	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/ricksalazarexhs	Fr	INF	27	82	15	29	1			8	12	16		2	.354	.466	.366
2014	1	lakelandcollege	19	darrensaundersqdkl	Darren Saunders	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/darrensaundersqdkl	Fr	INF	24	78	16	22	5	1	2	15	14	21	1	1	.282	.387	.449
2014	1	lakelandcollege	13	johnathanmendozabict	Johnathan Mendoza	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/johnathanmendozabict	Fr	INF	21	73	9	21	3		1	10	10	14	3	4	.288	.388	.370
2014	1	lakelandcollege	9	lawrencemoorev4gv	Lawrence Moore	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/lawrencemoorev4gv	So	OF	23	72	9	16	2			7	6	19	4	1	.222	.291	.250
2014	1	lakelandcollege	22	grantgarrett8mkn	Grant Garrett	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/grantgarrett8mkn	So	C	21	63	12	15	4		1	8	11	15		2	.238	.368	.349
2014	1	lakelandcollege	15	mattwalsh02w1	Matt Walsh	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/mattwalsh02w1	Fr	INF	20	63	15	23	4			11	6	7	1	2	.365	.437	.429
2014	1	lakelandcollege	4	aaronbence87tt	Aaron Bence	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/aaronbence87tt	Fr	OF	21	57	12	22	6		1	10	2	6	4	1	.386	.453	.544
2014	1	lakelandcollege	6	christiancrespoebfx	Christian Crespo	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/christiancrespoebfx	Fr	OF	16	38	3	15	2			8	1	4	1		.395	.425	.447
2014	1	lakelandcollege	10	tylerbushue8akt	Tyler Bushue	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/tylerbushue8akt	So	INF	10	23	3	4	1			6	2	5		1	.174	.269	.217
2014	1	lakelandcollege	25	jarrettriceh0dy	Jarrett Rice	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jarrettriceh0dy	So	OF	10	20	0	3				1	2	8	1		.150	.227	.150
2014	1	lakelandcollege	23	devinwrighti0zk	Devin Wright	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/devinwrighti0zk	So	INF	6	14	0	2				1		6			.143	.143	.143
2014	1	lakelandcollege	14	ryanwoodq3zj	Ryan Wood	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/ryanwoodq3zj	Fr	INF	6	12	0	3				2		4			.250	.250	.250
2014	1	lakelandcollege	8	blakekauer86yy	Blake Kauer	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/blakekauer86yy	Fr	C	5	10	1	1				0	2	7			.100	.250	.100
2014	1	lakelandcollege	5	codybrushgbrl	Cody Brush	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/codybrushgbrl	So	C	7	8	3	2			1	1	2	3		1	.250	.500	.625
2013	2	kankakeecommunitycollege	11	ryanmontcalmph13	Ryan Montcalm	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/ryanmontcalmph13	So	INF	30	102	29	50	10	2	4	30	11	7	3		.490	.546	.745
2013	2	kankakeecommunitycollege	25	ericphillis223k	Eric Phillis	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/ericphillis223k	So	OF	30	100	24	33	10	2	2	27	5	10	3	1	.330	.364	.530
2013	2	kankakeecommunitycollege	27	kjeldtorkelsonbe3i	Kjeld Torkelson	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/kjeldtorkelsonbe3i	So	OF	30	95	22	35	6	1	2	19	4	18	2		.368	.406	.516
2013	2	kankakeecommunitycollege	30	zachbarkdulltqd7	Zach Barkdull	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/zachbarkdulltqd7	So	C/1B	30	90	21	33	9			34	12	12	2		.367	.429	.467
2013	2	kankakeecommunitycollege	13	johnmclaughlinf1mx	John McLaughlin	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/johnmclaughlinf1mx	So	C/3B	29	89	24	31	11	1	1	28	7	14	6		.348	.404	.528
2013	2	kankakeecommunitycollege	9	nickulrey6n4l	Nick Ulrey	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/nickulrey6n4l	Fr	C/OF	29	82	37	26	6			20	21	11	9		.317	.473	.390
2013	2	kankakeecommunitycollege	14	kalvinthongchamleunsouk567h	Kalvin Thongchamleunsouk	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/kalvinthongchamleunsouk567h	So	INF	28	77	23	25	1			16	17	8	5		.325	.455	.338
2013	2	kankakeecommunitycollege	7	jeffcardenasl6px	Jeff Cardenas	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jeffcardenasl6px	Fr	INF	30	76	25	16	3		1	18	24	5	8		.211	.440	.289
2013	2	kankakeecommunitycollege	1	cullywilsond8ba	Cully Wilson	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/cullywilsond8ba	So	OF	24	54	20	18	1	1		5	7	14	11	1	.333	.422	.389
2013	2	kankakeecommunitycollege	29	michaelkendrickbsnt	Michael Kendrick	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/michaelkendrickbsnt	Fr	INF	16	26	7	6				4	1	1	1		.231	.259	.231
2013	2	kankakeecommunitycollege	15	jacoblaneli4y	Jacob Lane	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jacoblaneli4y	Fr	1B/RHP	17	24	7	8	3			4	3	4	2		.333	.429	.458
2013	2	kankakeecommunitycollege	19	tylorhedgegg79	Tylor Hedge	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tylorhedgegg79	So	OF	14	20	7	10	2	1		8	4	5	2		.500	.583	.700
2013	2	kankakeecommunitycollege	21	joestukenborgm33r	Joe Stukenborg	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/joestukenborgm33r	Fr	INF	16	19	2	4	1			2	2	3			.211	.348	.263
2013	2	kankakeecommunitycollege	5	tylerknightiwno	Tyler Knight	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tylerknightiwno	So	OF	22	15	4	4	1			5	3	1			.267	.389	.333
2013	2	kankakeecommunitycollege	10	treyhannamj673	Trey Hannam	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/treyhannamj673	Fr	OF	13	14	3	3				1	3	6	2		.214	.353	.214
2013	2	kankakeecommunitycollege	31	zachrappllt1	Zach Rapp	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/zachrappllt1	Fr	C	11	10	2	2	1			1	2	3			.200	.385	.300
2013	1	asacollege	7	kevinvictoriano31w7	Kevin Victoriano	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/kevinvictoriano31w7	So	OF	24	80	16	26	2		5	23	11	9	6	1	.325	.421	.538
2013	1	asacollege	9	alexechevarriaeftx	Alex Echevarria	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/alexechevarriaeftx	So	OF	23	79	19	30	6	1		11	8	13	8	3	.380	.432	.481
2013	1	asacollege	34	juniormaldonadoj8bb	Junior Maldonado	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/juniormaldonadoj8bb	So	OF	23	67	19	21	1	1		11	16	7	8		.313	.465	.358
2013	1	asacollege	44	jimtollepfid	Jim Tolle	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jimtollepfid	So	C	22	62	16	18	2	1		19	17	8	3		.290	.470	.355
2013	1	asacollege	11	jeovannytolentino60rf	Jeovanny Tolentino	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jeovannytolentino60rf	So	IF	22	58	19	19	1			4	17	11	16	1	.328	.500	.345
2013	1	asacollege	99	edwardmaderanxx5	Edward Madera	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/edwardmaderanxx5	So	OF	18	55	8	14	4			10	3	11	3	1	.255	.317	.327
2013	1	asacollege	12	danielrodriguezyft3	Daniel Rodriguez	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/danielrodriguezyft3	Fr	IF/P	20	54	11	16	4			9	2	15	3		.296	.333	.370
2013	1	asacollege	6	eduinvaldezv9f8	Eduin Valdez	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/eduinvaldezv9f8	So	3B/P	17	44	6	13	1		1	13	6	11	3	1	.295	.377	.386
2013	1	asacollege	18	jeffreyvalerasq6h	Jeffrey Valera	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jeffreyvalerasq6h	Fr	IF	14	41	8	10	3		1	15	6	11	2	1	.244	.370	.390
2013	1	asacollege	10	julianlanfrancoolmy	Julian Lanfranco	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/julianlanfrancoolmy	So	IF	17	39	11	15				4	6	4	6	2	.385	.489	.385
2013	1	asacollege	17	wandergermoso9sdp	Wander Germoso	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/wandergermoso9sdp	Fr	1B	17	38	6	10	4			8	10	5			.263	.417	.368
2013	1	asacollege	24	lewissanchezftic	Lewis Sanchez	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/lewissanchezftic	So	IF	12	28	4	5				2	4	5			.179	.303	.179
2013	1	asacollege	2	danaurisbaezcl65	Danauris Baez	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/danaurisbaezcl65	So	IF	10	25	8	7	5			9	5	10			.280	.387	.480
2013	1	asacollege	29	luisperezzwye	Luis Perez	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/luisperezzwye	So	OF/C	15	21	7	2				2	11	8		1	.095	.457	.095
2013	1	asacollege	23	jonathanfloreshsd9	Jonathan Flores	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jonathanfloreshsd9	Fr	OF	7	20	4	1				1		8			.050	.050	.050
2013	1	asacollege	21	davidrodriguezr5ad	David Rodriguez	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/davidrodriguezr5ad	So	OF	6	12	2	3				1	1	2	1	1	.250	.308	.250
2013	1	asacollege	39	josecirineoh3go	Jose Cirineo	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/josecirineoh3go	Fr	C	6	8	2	3				0	2				.375	.500	.375
2013	1	asacollege	28	franklynrojaspy78	Franklyn Rojas	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/franklynrojaspy78	Fr	C	2	5	1	2				2	2	1	2		.400	.571	.400
2013	1	asacollege	27	bryanflores3qti	Bryan Flores	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/bryanflores3qti	Fr	IF	1	2	0	0				0		1			.000	.000	.000
2013	1	asacollege	91	gilbertomendozat5la	Gilberto Mendoza	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/gilbertomendozat5la	So	IF	2	2	1	0				1	2	1			.000	.500	.000
2013	1	asacollege	42	stevecuello324s	Steve Cuello	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/stevecuello324s	Fr	IF	2	0	0	0				0	1					1.000	
2013	3	brookhavencollege	2	byronbrookshud3	Byron Brooks	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/byronbrookshud3	Fr	2B	32	116	34	42	5	3	2	23	10	17	3	2	.362	.423	.509
2013	3	brookhavencollege	33	davisszantouvaw	Davis Szanto	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/davisszantouvaw	Fr	OF/P	32	112	26	44	13	0	7	45	3	20	2	3	.393	.421	.696
2013	3	brookhavencollege	12	alexanderandersonx169	Alexander Anderson	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/alexanderandersonx169	So	1B/OF	32	108	39	39	8	1	7	37	24	16	7	2	.361	.489	.648
2013	3	brookhavencollege	9	wesleymooregn3b	Wesley Moore	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/wesleymooregn3b	Fr	OF	27	84	31	21	3	1	1	11	20	16	11	1	.250	.443	.345
2013	3	brookhavencollege	20	codeyupton6vek	Codey Upton	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/codeyupton6vek	So	LHP/OF	26	79	21	30	1	3	2	21	8	10	10	3	.380	.451	.544
2013	3	brookhavencollege	23	coltonspearsmhn2	Colton Spears	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/coltonspearsmhn2	So	3B	26	76	8	23	7	0	0	14	10	14	1	0	.303	.391	.395
2013	3	brookhavencollege	6	ryanwalkercjlb	Ryan Walker	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/ryanwalkercjlb	So	OF	24	64	11	16	1	1	0	4	6	15	4	0	.250	.329	.297
2013	3	brookhavencollege	1	philliprussellno6v	Phillip Russell	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/philliprussellno6v	Fr	SS	22	54	15	15	1	0	0	7	11	7	3	0	.278	.394	.296
2013	3	brookhavencollege	31	cordperea8f8j	Cord Perea	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/cordperea8f8j	Fr	C/1B	18	50	9	19	4	0	0	7	7	7	1	1	.380	.492	.460
2013	3	brookhavencollege	24	kalebwardenf3ld	Kaleb Warden	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/kalebwardenf3ld	Fr	1B/C	23	50	11	22	3	0	0	16	13	6	1	0	.440	.538	.500
2013	3	brookhavencollege	17	jasonnicholson71t4	Jason Nicholson	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/jasonnicholson71t4	Fr	C	14	39	15	11	1	2	0	9	8	10	2	1	.282	.429	.410
2013	3	brookhavencollege	25	lancebrooksc2mj	Lance Brooks	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/lancebrooksc2mj	Fr	INF	13	35	4	9	1	1	1	4	2	10	1	0	.257	.316	.429
2013	3	brookhavencollege	14	chrisminchewueh1	Chris Minchew	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/chrisminchewueh1	Fr	SS	12	35	7	9	2			3	2	6	1	1	.257	.297	.314
2013	3	brookhavencollege	8	aleckanakzoh	Alec Kana	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/aleckanakzoh	Fr	SS/2B	15	32	9	10	2	0	0	3	1	10	2	1	.312	.371	.375
2013	3	brookhavencollege	5	brandonbielke3eyb	Brandon Bielke	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/brandonbielke3eyb	Fr	OF	14	30	7	10	1	0	0	6	4	4	1	1	.333	.412	.367
2013	3	brookhavencollege	4	garrettbeard660n	Garrett Beard	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/garrettbeard660n	So	C/OF	16	19	5	4	0	0	0	1	3	4	1	1	.211	.348	.211
2013	3	brookhavencollege	7	blakemanningro28	Blake Manning	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/blakemanningro28	So	OF	8	11	2	3		1		1	1	2			.273	.385	.455
2013	3	brookhavencollege	22	grantandersonwt68	Grant Anderson	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/grantandersonwt68	So	OF	4	4	0	1				1		1			.250	.250	.250
2013	3	brookhavencollege	21	carloscontrerashyup	Carlos Contreras	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/carloscontrerashyup	Fr	P/C/2B/SS	10	3	0	0	0	0	0	1	0	1	0	0	.000	.250	.000
2013	3	brookhavencollege	13	isaiahblandtwyq	Isaiah Bland	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/isaiahblandtwyq	Fr	OF	2	1	0	0				0	1	1			.000	.500	.000
2014	2	lakelandcommunitycollege	12	mikeizzarelliflqi	Mike Izzarelli	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/mikeizzarelliflqi	Fr	2B/SS	20	70	14	20	3		1	13	11	16	11	1	.286	.383	.371
2014	2	lakelandcommunitycollege	18	ajbuis0tog	AJ Buis	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/ajbuis0tog	Fr	OF	18	57	11	14				8	13	18	1		.246	.384	.246
2014	2	lakelandcommunitycollege	5	anthonystrnad1mej	Anthony Strnad	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/anthonystrnad1mej	Fr	OF	20	56	12	22	2	3		15	8	10	7		.393	.470	.536
2014	2	lakelandcommunitycollege	20	zachpopelydycy	Zach Popely	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/zachpopelydycy	So	3B/1B	17	47	8	11	2			6	5	14	2		.234	.302	.277
2014	2	lakelandcommunitycollege	16	ericroder1akj	Eric Roder	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/ericroder1akj	Fr	SS	14	47	10	16	2	1		11	3	6	2		.340	.373	.426
2014	2	lakelandcommunitycollege	10	ryanoskot42f	Ryan Osko	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/ryanoskot42f	Fr	2B/SS	19	46	9	11	2	1		6	11	10	4	3	.239	.435	.326
2014	2	lakelandcommunitycollege	11	saygewoodhamj2z6	Sayge Woodham	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/saygewoodhamj2z6	Fr	OF	16	46	9	10	3	1		8	8	14			.217	.327	.326
2014	2	lakelandcommunitycollege	25	waynenaidag8ty	Wayne Naida	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/waynenaidag8ty	Fr	C/1B	14	40	9	13	4	2	1	11	10	4			.325	.481	.600
2014	2	lakelandcommunitycollege	13	miguelflowersii2b91	Miguel Flowers II	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/miguelflowersii2b91	Fr	2B/SS	11	36	10	10	3			4	5	4	2		.278	.366	.361
2014	2	lakelandcommunitycollege	17	anthonypaonexmpd	Anthony Paone	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/anthonypaonexmpd	So	C/1B	12	35	4	7	1			4	4	9	1		.200	.333	.229
2014	2	lakelandcommunitycollege	14	josepovea24an	Jose Povea	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/josepovea24an	Fr	C	11	32	1	4	1			7	9	12			.125	.310	.156
2014	2	lakelandcommunitycollege	37	jaycedunlopcmay	Jayce Dunlop	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jaycedunlopcmay	Fr	OF	10	28	3	10	2	1		3	2	8	1		.357	.400	.500
2014	2	lakelandcommunitycollege	44	santanabarrerajyip	Santana Barrera	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/santanabarrerajyip	Fr	3B/SS	11	27	5	1				1	10	19	1		.037	.316	.037
2014	2	lakelandcommunitycollege	15	derekrosefibe	Derek Rose	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/derekrosefibe	So	LHP	7	10	0	0				1	1	1			.000	.083	.000
2014	2	lakelandcommunitycollege	24	tylerchattinynkm	Tyler Chattin	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tylerchattinynkm	Fr	RHP	6	2	0	0				0	1	2			.000	.333	.000
2013	1	threeriverscommunitycollegemo	33	santosduran7hdq	Santos Duran	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/santosduran7hdq	Fr	OF	27	103	17	36	3	1	2	20	6	14	12	3	.350	.391	.456
2013	1	threeriverscommunitycollegemo	35	jakenickelsony8c6	Jake Nickelson	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jakenickelsony8c6	So	C	27	89	13	28	5			13	7	13	2	3	.315	.402	.371
2013	1	threeriverscommunitycollegemo	4	jaredpruettfiob	Jared Pruett	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jaredpruettfiob	So	INF	26	83	15	18	2			6	11	6	6	2	.217	.309	.241
2013	1	threeriverscommunitycollegemo	3	dylanwitthoftbutf	Dylan Witthoft	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/dylanwitthoftbutf	So	OF	26	81	17	22	3	1	4	20	12	14	2		.272	.368	.481
2013	1	threeriverscommunitycollegemo	25	alecpenderf2n4	Alec Pender	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/alecpenderf2n4	So	OF	26	78	16	19	2	1	1	15	7	13	10		.244	.326	.333
2013	1	threeriverscommunitycollegemo	1	kevinrosariogym6	Kevin Rosario	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/kevinrosariogym6	Fr	INF	21	76	12	20	4		1	13	8	14	4	1	.263	.330	.355
2013	1	threeriverscommunitycollegemo	24	kelvinfloresciok	Kelvin Flores	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/kelvinfloresciok	Fr	INF	24	71	12	12	1	1	2	8	11	18			.169	.282	.296
