year	division_id	school_id	uniform_number	player_id	player_name	player_url	class_year	position	g	ab	r	h	b2b	b3b	hr	rbi	bb	k	sb	cs	avg	obp	slg
2013	1	northcentraltexascollege	44	slaytonvaughantmfz	Slayton Vaughan	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/slaytonvaughantmfz	Fr		32	103	23	41	9		3	30	9	18	3	1	.398	.447	.573
2013	1	northcentraltexascollege	32	landondarwinqftw	Landon Darwin	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/landondarwinqftw	So		29	87	15	38	10	1	1	28	12	12	8	1	.437	.528	.609
2013	1	northcentraltexascollege	34	hunterhendersonp27k	Hunter Henderson	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/hunterhendersonp27k	Fr		28	87	10	32	7			23	10	23	1	1	.368	.436	.448
2013	1	northcentraltexascollege	21	traepattersonc4nk	Trae Patterson	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/traepattersonc4nk	Fr		28	83	16	21	3		1	14	11	17	4		.253	.337	.325
2013	1	northcentraltexascollege	10	garrettcrook9aj7	Garrett Crook	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/garrettcrook9aj7	Fr		21	51	8	10	2			8	10	15	3		.196	.333	.235
2013	1	northcentraltexascollege	7	christianquinones1480	Christian Quinones	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/christianquinones1480	Fr		17	38	6	11	1			3	5	6	4		.289	.372	.316
2013	1	northcentraltexascollege	16	carloslopezicko	Carlos Lopez	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/carloslopezicko	So		19	35	8	5	1			3	3	9	2	1	.143	.250	.171
2013	1	northcentraltexascollege	33	josuemarcano69gh	Josue Marcano	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/josuemarcano69gh	Fr		11	30	1	6	1			2	2	2	2		.200	.250	.233
2013	1	northcentraltexascollege	9	joshreevessv0i	Josh Reeves	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/joshreevessv0i	Fr		8	20	1	6			1	3		2			.300	.286	.450
2013	1	northcentraltexascollege	48	blakegarrette677	Blake Garrett	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/blakegarrette677	Fr		15	17	2	6	2			1	2	3			.353	.522	.471
2013	1	northcentraltexascollege	42	jamieballbzvk	Jamie Ball	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jamieballbzvk	So		6	8	5	3	1			3	2	1	2		.375	.500	.500
2013	1	northcentraltexascollege	14	adrianrodriguez7ome	Adrian Rodriguez	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/adrianrodriguez7ome	Fr		8	8	4	1				3	5	1	1		.125	.467	.125
2014	2	salemcommunitycollege	11	stevenmojicandq8	Steven Mojica	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/stevenmojicandq8	Fr	IF/P	9	33	2	14	2			4	2	6	3	2	.424	.457	.485
2014	2	salemcommunitycollege	2	cesarsuarezyqfg	Cesar Suarez	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/cesarsuarezyqfg	Fr	IF	9	28	2	9	2			1	2	6		1	.321	.367	.393
2014	2	salemcommunitycollege	6	fernandogalarzafsmw	Fernando Galarza	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/fernandogalarzafsmw	Fr	IF	9	26	3	6	2			2	1	3	1	1	.231	.333	.308
2014	2	salemcommunitycollege	7	davidsutton3z42	David Sutton	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/davidsutton3z42	So	P/OF	9	26	2	10				2	1	6	2	1	.385	.407	.385
2014	2	salemcommunitycollege	18	juamilcontreras4v81	Juamil Contreras	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/juamilcontreras4v81	Fr	IF/C	9	24	2	5	2			3	2	7			.208	.259	.292
2014	2	salemcommunitycollege	14	beneciolopezgbaa	Benecio Lopez	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/beneciolopezgbaa	So	IF/P	9	24	3	4				3	2				.167	.286	.167
2014	2	salemcommunitycollege	10	thomascortijocuadradoa3ug	Thomas Cortijo-Cuadrado	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/thomascortijocuadradoa3ug	Fr	P/OF	9	23	2	6	3			2					.261	.261	.391
2014	2	salemcommunitycollege	3	alexriosmxzo	Alex Rios	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/alexriosmxzo	Fr	OF	9	22	2	5	2			4	5	11	1	1	.227	.393	.318
2014	2	salemcommunitycollege	12	mattdouganoly7	Matt Dougan	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/mattdouganoly7	So	P/OF	4	9	0	1				1		2			.111	.111	.111
2014	2	salemcommunitycollege	19	agustingilm9sd	Agustin Gil	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/agustingilm9sd	Fr	IF/P	2	4	0	0				0		3			.000	.000	.000
2014	2	salemcommunitycollege	8	patliberatore2e0x	Pat Liberatore	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/patliberatore2e0x	So	C	2	4	0	1				0		1			.250	.250	.250
2014	2	salemcommunitycollege	26	danmcateero6db	Dan McAteer	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/danmcateero6db	So	1B/OF	3	4	3	2	1			0	3				.500	.750	.750
2014	2	salemcommunitycollege	4	alexrodriguez49oj	Alex Rodriguez	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/alexrodriguez49oj	Fr	IF	4	4	0	1				0		3			.250	.250	.250
2014	2	salemcommunitycollege	5	dylanrushr6s4	Dylan Rush	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/dylanrushr6s4	So	P/OF	3	4	2	1				0	1	2			.250	.400	.250
2014	2	salemcommunitycollege	9	lorenzotaverasm41w	Lorenzo Taveras	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/lorenzotaverasm41w	Fr	OF	1	1	0	0				0		1			.000	.000	.000
2014	1	potomacstatecollegeofwvu	11	elliottmccummingsqd20	Elliott McCummings	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/elliottmccummingsqd20			30	99	22	29	7		2	18	13	14	2		.293	.381	.424
2014	1	potomacstatecollegeofwvu	5	connarbastaichgwfr	Connar Bastaich	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/connarbastaichgwfr			30	98	20	34	5		3	22	13	11	4	2	.347	.430	.490
2014	1	potomacstatecollegeofwvu	30	jamisonjonesnqy8	Jamison Jones	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jamisonjonesnqy8			29	98	28	26	6	1	3	20	18	18	9	2	.265	.400	.439
2014	1	potomacstatecollegeofwvu	8	treporter9pp2	Tre Porter	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/treporter9pp2			30	89	23	31	6	4	4	15	17	25	5		.348	.463	.640
2014	1	potomacstatecollegeofwvu	33	adammeekertr5v	Adam Meeker	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/adammeekertr5v			28	77	18	24	7	1	1	19	8	8		1	.312	.386	.468
2014	1	potomacstatecollegeofwvu	9	andrewkowalo59kg	Andrew Kowalo	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/andrewkowalo59kg			27	74	10	25	3	1		9	5	9	1		.338	.388	.405
2014	1	potomacstatecollegeofwvu	29	billysager9x19	Billy Sager	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/billysager9x19			23	64	16	26	6	1	3	14	8	11	1	2	.406	.494	.672
2014	1	potomacstatecollegeofwvu	47	fraserbrownc7a3	Fraser Brown	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/fraserbrownc7a3			19	47	7	11	1	3		8	5	12			.234	.333	.383
2014	1	potomacstatecollegeofwvu	14	trekernsyndd	Tre Kerns	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/trekernsyndd			18	41	5	11	3			5	4	9	2	1	.268	.340	.341
2014	1	potomacstatecollegeofwvu	38	alexlevitannbgr	Alex Levitan	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/alexlevitannbgr			17	38	5	10				8	6	5	1	1	.263	.375	.263
2014	1	potomacstatecollegeofwvu	10	danielkerwinsfty	Daniel Kerwin	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/danielkerwinsfty			14	34	9	13	2			7	7	6			.382	.488	.441
2014	1	potomacstatecollegeofwvu	15	koreyfoltzj9ut	Korey Foltz	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/koreyfoltzj9ut			12	22	7	6	1		1	5	4	4			.273	.393	.455
2014	1	potomacstatecollegeofwvu	1	jamaalwindomybz1	Jamaal Windom	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jamaalwindomybz1			15	18	9	6	1			3	4	2	2	2	.333	.478	.389
2014	1	potomacstatecollegeofwvu	24	eddiedutkewcyzmdgg	Eddie Dutkewcyz	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/eddiedutkewcyzmdgg			11	16	1	2				3	5	6			.125	.318	.125
2014	1	potomacstatecollegeofwvu	41	brentparrishisrt	Brent Parrish	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/brentparrishisrt			4	9	1	1				0	1	2			.111	.273	.111
2014	1	potomacstatecollegeofwvu	40	colinobrien5mmk	Colin O'Brien	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/colinobrien5mmk			5	6	1	2				0		2			.333	.333	.333
2014	1	potomacstatecollegeofwvu	44	charliecreightonuto0	Charlie Creighton	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/charliecreightonuto0			3	5	0	1				0	2			1	.200	.429	.200
2014	1	potomacstatecollegeofwvu	6	hunterwarnervl93	Hunter Warner	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/hunterwarnervl93			5	2	0	0				0				1	.000	.000	.000
2014	1	potomacstatecollegeofwvu	12	aaroncookw0c4	Aaron Cook	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/aaroncookw0c4			2	1	0	0				0	1				.000	.500	.000
2014	3	richlandcollege	8	jadangarciahwsz	Jadan Garcia	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/jadangarciahwsz	Fr	OF	31	104	23	30	3			11	13	12	12	4	.288	.373	.317
2014	3	richlandcollege	23	leviperez2tab	Levi Perez	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/leviperez2tab	So	OF	30	96	25	30	6	2	1	16	15	10	23	4	.312	.421	.448
2014	3	richlandcollege	30	treyeschbergerul54	Trey Eschberger	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/treyeschbergerul54	So	1B	28	92	14	34	4	1	1	27	9	3		1	.370	.442	.467
2014	3	richlandcollege	1	joshsmith89n8	Josh Smith	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/joshsmith89n8	So	OF	32	85	21	25	2	1		12	11	22	10	5	.294	.384	.341
2014	3	richlandcollege	12	tannerhollingerteo3	Tanner Hollinger	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/tannerhollingerteo3	Fr	SS	24	80	13	21	2			14	7	17	11	1	.262	.333	.288
2014	3	richlandcollege	2	krismartinez0tf9	Kris Martinez	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/krismartinez0tf9	So	2B	26	77	11	15	5			10	6	10	1		.195	.247	.260
2014	3	richlandcollege	28	davidhullsjsqg	David Hulls	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/davidhullsjsqg	Fr	3B	24	71	6	21	2			11	7	11	1		.296	.354	.324
2014	3	richlandcollege	25	logandanielsyzq3	Logan Daniels	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/logandanielsyzq3	Fr	C	21	67	9	17	4		1	7	5	8			.254	.301	.358
2014	3	richlandcollege	6	rickeygarciawdyi	Rickey Garcia	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/rickeygarciawdyi	Fr	3B	19	65	15	25	7	1		25	5	16	3		.385	.419	.523
2014	3	richlandcollege	27	willramosmud9	Will Ramos	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/willramosmud9	Fr	OF	18	48	18	18	1	3	3	13	6	15	12		.375	.446	.708
2014	3	richlandcollege	35	logantillsm0i7	Logan Tills	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/logantillsm0i7	Fr	1B	10	26	3	7	2			5	3	3		1	.269	.345	.346
2014	3	richlandcollege	34	joshdeloachqh1d	Josh DeLoach	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/joshdeloachqh1d	Fr	C	9	25	7	5	2			2	4	4		1	.200	.333	.280
2014	3	richlandcollege	4	alexgonzalezmmp0	Alex Gonzalez	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/alexgonzalezmmp0	So	SS	11	21	6	3	1			0	3	2	2		.143	.280	.190
2014	3	richlandcollege	19	kodyweil094l	Kody Weil	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/kodyweil094l	Fr	OF	7	18	3	3	1			4	2	5	1		.167	.273	.222
2014	3	richlandcollege	3	ericwrinklenroh	Eric Wrinkle	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/ericwrinklenroh	Fr	2B	9	17	8	3				1	7	3			.176	.417	.176
2014	3	richlandcollege	5	andrewharveyr97v	Andrew Harvey	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/andrewharveyr97v	Fr	OF	6	13	2	2	2			3	1	8		1	.154	.214	.308
2014	3	richlandcollege	7	cjheiligmann930x	C J Heiligmann	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/cjheiligmann930x	Fr	C	6	11	3	3				1	1	1			.273	.333	.273
2013	2	southeasterncommunitycollege	39	jayfelicianog48g	Jay Feliciano	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jayfelicianog48g	Fr	OF	32	114	22	37	14		3	24	4	16	9		.325	.358	.526
2013	2	southeasterncommunitycollege	2	hectorviera4u68	Hector Viera	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/hectorviera4u68	So	INF	31	106	14	33	4	2		12	10	16	6		.311	.392	.387
2013	2	southeasterncommunitycollege	21	pedroperezjrblwa	Pedro Perez, Jr.	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/pedroperezjrblwa	Fr	INF/RHP	32	104	17	30	3			10	11	10	3	2	.288	.364	.317
2013	2	southeasterncommunitycollege	12	jesuscarreraswnw	Jesus Carrera	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jesuscarreraswnw	Fr	1B/OF	30	95	24	24	5			14	9	7	5		.253	.357	.305
2013	2	southeasterncommunitycollege	35	jesuszapataywie	Jesus Zapata	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jesuszapataywie	Fr	INF	29	91	15	24	4		1	6	5	9	1	2	.264	.340	.341
2013	2	southeasterncommunitycollege	22	hectorquinones3szf	Hector Quinones	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/hectorquinones3szf	Fr	OF/RHP	27	81	15	29	4		3	25	7	14	1		.358	.418	.519
2013	2	southeasterncommunitycollege	11	edwincovasetxe	Edwin Covas	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/edwincovasetxe	So	OF	27	76	10	20	1	1		12	6	21	8	1	.263	.333	.303
2013	2	southeasterncommunitycollege	7	tommybreunings3s4	Tommy Breuning	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tommybreunings3s4	Fr	C	22	68	9	18	2			15	5	6	1		.265	.358	.294
2013	2	southeasterncommunitycollege	4	braytoncarlsont62r	Brayton Carlson	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/braytoncarlsont62r	So	OF	26	65	17	16	1	1	1	9	10	17	3		.246	.388	.338
2013	2	southeasterncommunitycollege	26	tannergieselnhrl	Tanner Giesel	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tannergieselnhrl	So	INF	20	49	13	13	2		2	12	4	5			.265	.357	.429
2013	2	southeasterncommunitycollege	29	edencranston5duh	Eden Cranston	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/edencranston5duh	So	C/1B	22	47	14	9	2		2	8	3	8		1	.191	.333	.362
2013	2	southeasterncommunitycollege	8	danfergusonqvgq	Dan Ferguson	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/danfergusonqvgq	Fr	C	16	29	1	5				5	6	7			.172	.400	.172
2013	2	southeasterncommunitycollege	32	andrewwarnercjig	Andrew Warner	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/andrewwarnercjig	Fr	INF/RHP	16	21	4	3				3	5	6	2		.143	.333	.143
2013	2	southeasterncommunitycollege	15	mitchstickney6lo9	Mitch Stickney	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/mitchstickney6lo9	Fr	OF	10	20	6	5				1	2	6			.250	.360	.250
2013	2	southeasterncommunitycollege	18	jaribgonzalezrv7y	Jarib Gonzalez	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jaribgonzalezrv7y	Fr	INF	11	10	2	4				0	2	2	2	1	.400	.538	.400
2013	2	southeasterncommunitycollege	1	arnielriverahpid	Arniel Rivera	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/arnielriverahpid	Fr	INF	3	2	0	0				0		1			.000	.000	.000
2013	2	dawsoncommunitycollege	14	tannerfischer8wvn	Tanner Fischer	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tannerfischer8wvn	Fr	OF/RHP	11	44	8	15	3	2		5	3	9	1	1	.341	.375	.500
2013	2	dawsoncommunitycollege	17	tuckerhochgi6y	Tucker Hoch	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tuckerhochgi6y	So	OF	11	42	12	16				3	5	4	2	3	.381	.469	.381
2013	2	dawsoncommunitycollege	16	dakotabuckway9xif	Dakota Buckway	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/dakotabuckway9xif	Fr	3B/RHP	11	40	6	8	3			4	2	3	1		.200	.227	.275
2013	2	dawsoncommunitycollege	10	stevepickettbs29	Steve PIckett	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/stevepickettbs29	Fr	OF	11	36	7	12	2			2	3	10			.333	.390	.389
2013	2	dawsoncommunitycollege	9	jacobyoungi5sr	Jacob Young	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jacobyoungi5sr	So	2B	11	36	6	13	4		1	9	6	3			.361	.444	.556
2013	2	dawsoncommunitycollege	13	brettkautzman1x0a	Brett Kautzman	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/brettkautzman1x0a	Fr	SS/RHP	11	32	9	7	3			1	6	3			.219	.317	.312
2013	2	dawsoncommunitycollege	23	ruperthousek5wa	Rupert House	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/ruperthousek5wa	So	C	8	27	1	10	3			6	2	2			.370	.433	.481
2013	2	dawsoncommunitycollege	24	mikemisrasikcaa	Mike Misrasi	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/mikemisrasikcaa	So	RHP/1B	9	24	5	6	2			4	4	5		1	.250	.419	.333
2013	2	dawsoncommunitycollege	32	jeremiahcrawfordlaut	Jeremiah Crawford	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jeremiahcrawfordlaut	Fr	1B/RHP	8	21	3	7	3			5	3	7			.333	.440	.476
2013	2	dawsoncommunitycollege	25	jcbirdfsn4	JC Bird	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jcbirdfsn4	So	RHP/1B	6	8	2	2	2			0	1	4			.250	.333	.500
2013	2	dawsoncommunitycollege	2	scottysturgisprca	Scotty Sturgis	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/scottysturgisprca	So	2B/RHP	7	8	2	2				0		4			.250	.250	.250
2013	2	dawsoncommunitycollege	28	austinbeanahxj	Austin Bean	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/austinbeanahxj	Fr	RHP/1B	4	7	2	2			1	0					.286	.375	.714
2013	2	dawsoncommunitycollege	4	camlenzend3fv	Cam Lenzen	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/camlenzend3fv	Fr	2B	6	4	6	2				0			2		.500	.667	.500
2013	2	dawsoncommunitycollege	12	kylekeithpun4	Kyle Keith	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/kylekeithpun4	Fr	RHP/OF	3	3	1	0				1	2	2			.000	.400	.000
2013	2	dawsoncommunitycollege	11	bradleypichlersdyt	Bradley Pichler	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/bradleypichlersdyt	Fr	RHP/OF	5	0	0	0				0	1					1.000	
2013	3	massasoitcommunitycollege	5	jospehwalshx6or	Jospeh Walsh	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/jospehwalshx6or	So	OF	12	46	6	15	4			11	1	9	1		.326	.340	.413
2013	3	massasoitcommunitycollege	8	davidmurphyuo13	David Murphy	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/davidmurphyuo13	Fr	INF	12	43	9	13	6			10	3	6			.302	.354	.442
2013	3	massasoitcommunitycollege	6	patrickmurray9lpo	Patrick Murray	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/patrickmurray9lpo	So	INF	12	41	12	15	1			7	3	6	1		.366	.458	.390
2013	3	massasoitcommunitycollege	12	travisritchie8ddd	Travis Ritchie	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/travisritchie8ddd	So	OF	12	39	14	18	3	3		5	5	7	1		.462	.533	.692
2013	3	massasoitcommunitycollege	1	christopherroumbakisi82d	Christopher Roumbakis	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/christopherroumbakisi82d	So	INF/OF	12	32	3	9	2			2	4	2			.281	.378	.344
2013	3	massasoitcommunitycollege	2	scottobrienemzt	Scott O'Brien	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/scottobrienemzt	So	INF	10	31	3	9	3			7	2	7	1		.290	.324	.387
2013	3	massasoitcommunitycollege	15	lukenagle69vd	Luke Nagle	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/lukenagle69vd	So	INF/RHP	9	26	5	10	1			9	1	1		2	.385	.393	.423
2013	3	massasoitcommunitycollege	16	mattlevasseur3wkn	Matt Levasseur	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/mattlevasseur3wkn	Fr	INF	8	21	8	9	3			7	5	4			.429	.556	.571
2013	3	massasoitcommunitycollege	11	josephcommessojoop	Joseph Commesso	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/josephcommessojoop	Fr	INF	8	19	3	7				4	2	3			.368	.455	.368
2013	3	massasoitcommunitycollege	17	trevorpackardqkyi	Trevor Packard	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/trevorpackardqkyi	So	C	7	19	6	5				6	1	5			.263	.286	.263
2013	3	massasoitcommunitycollege	18	nickolivierafo9e	Nick Oliviera	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/nickolivierafo9e	Fr	C	7	18	4	5				3		2			.278	.316	.278
2013	3	massasoitcommunitycollege	21	tomprotentis0tz7	Tom Protentis	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/tomprotentis0tz7	Fr	RHP	7	18	9	7	1			4	3	7			.389	.476	.444
2013	3	massasoitcommunitycollege	9	russellboudreauf621	Russell Boudreau	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/russellboudreauf621	Fr	INF	5	10	4	1				1	3		1		.100	.308	.100
2013	3	massasoitcommunitycollege	10	davidtarrhqc5	David Tarr	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/davidtarrhqc5	So	LHP/OF	7	8	1	0				2	3	3			.000	.250	.000
2013	3	massasoitcommunitycollege	14	nickdarrahqzk5	Nick Darrah	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/nickdarrahqzk5	Fr	OF	4	4	1	0				0	2	1	1		.000	.333	.000
2013	3	massasoitcommunitycollege	3	brandongallahue6vzd	Brandon Gallahue	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/brandongallahue6vzd	Fr	C	4	4	2	0				0	2	2			.000	.333	.000
2013	3	massasoitcommunitycollege	22	collinrosswwyg	Collin Ross	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/collinrosswwyg	So	LHP	4	2	2	2				0			1		1.000	1.000	1.000
2014	1	elpasocommunitycollege	29	eudorgarciackeo	Eudor Garcia	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/eudorgarciackeo	So	Infield	35	125	43	66	14	8	11	52	14	6	3	1	.528	.574	1.032
2014	1	elpasocommunitycollege	10	jeremyrivera8zfe	Jeremy Rivera	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jeremyrivera8zfe	Fr	Infield	32	111	28	39	3	1		20	9	8	14	6	.351	.411	.396
2014	1	elpasocommunitycollege	5	beaubarnes3x1p	Beau Barnes	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/beaubarnes3x1p	Fr	Infield	35	110	20	40	9	1	1	31	16	12	5	2	.364	.438	.491
2014	1	elpasocommunitycollege	7	gregorypopylisenuv4e	Gregory Popylisen	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/gregorypopylisenuv4e	Fr	Outfield	34	107	32	40	2	3	1	10	9	32	14	2	.374	.429	.477
2014	1	elpasocommunitycollege	33	lorenzomelendez83nh	Lorenzo Melendez	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/lorenzomelendez83nh	So	Infield	34	106	22	32	10		4	27	18	17	1		.302	.408	.509
2014	1	elpasocommunitycollege	25	kailersmithbz4b	Kailer Smith	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/kailersmithbz4b	Fr	Catcher	32	94	16	24	4			8	13	11		1	.255	.349	.298
2014	1	elpasocommunitycollege	12	geraldceballoss96x	Gerald Ceballos	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/geraldceballoss96x	Fr	Catcher	33	93	20	27	7	4		22	8	12	3	2	.290	.424	.452
2014	1	elpasocommunitycollege	8	angelavalos85o1	Angel Avalos	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/angelavalos85o1	So	Infield	24	65	10	21	3	1	1	12	7	17		1	.323	.387	.446
2014	1	elpasocommunitycollege	6	stevenrobertsonx6o8	Steven Robertson	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/stevenrobertsonx6o8	So	Infield	25	61	17	16	1	1		8	11	5			.262	.392	.311
2014	1	elpasocommunitycollege	36	derekthompsongm82	Derek Thompson	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/derekthompsongm82	Fr	Outfield	20	51	5	15	2	1	1	10	4	18		1	.294	.339	.431
2014	1	elpasocommunitycollege	11	gerardochavez256f	Gerardo Chavez	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/gerardochavez256f	So	Infield	16	27	5	10	2			5	2	5			.370	.414	.444
2014	1	elpasocommunitycollege	35	anthonygomez307v	Anthony Gomez	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/anthonygomez307v	Fr	Infield	11	22	3	4	1	1		3	3				.182	.357	.318
2014	1	elpasocommunitycollege	24	brendansomers19r1	Brendan Somers	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/brendansomers19r1	Fr	Outfield	8	15	0	5	1			1	3	3			.333	.444	.400
2014	1	elpasocommunitycollege	28	brandonparsonsyjr2	Brandon Parsons	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/brandonparsonsyjr2	Fr	Infield	7	13	3	2	1			2	2	6	1		.154	.267	.231
2014	1	elpasocommunitycollege	2	luisgriego2wnk	Luis Griego	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/luisgriego2wnk	So	Outfield	8	10	3	2				0	4	4	1	1	.200	.429	.200
2014	1	elpasocommunitycollege	17	adrianluceroee85	Adrian Lucero	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/adrianluceroee85	Fr	Infield	4	5	1	1	1			0		1	1		.200	.200	.400
2014	1	elpasocommunitycollege	18	janmatias0u2e	Jan Matias	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/janmatias0u2e	Fr	Outfield	6	5	3	1				0	1	1	1	1	.200	.429	.200
