year	division_id	school_id	uniform_number	player_id	player_name	player_url	class_year	position	g	tc	po	a	e	fpct	dp	sba	rcs	rcs_percent	pb	ci
2013	3	brookhavencollege	9	wesleymooregn3b	Wesley Moore	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/wesleymooregn3b	Fr	OF	27	2	0	0	2	.000	0	0	0		0	0
2013	3	brookhavencollege	15	dylanportergq3c	Dylan Porter	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/dylanportergq3c	Fr	P	9	0	0	0	0							
2013	3	brookhavencollege	1	philliprussellno6v	Phillip Russell	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/philliprussellno6v	Fr	SS	22	1	0	0	1	.000	0	0	0		0	0
2013	3	brookhavencollege	18	ericschildtx367	Eric Schildt	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/ericschildtx367	Fr	RHP/OF	8	0	0	0	0							
2013	3	brookhavencollege	33	davisszantouvaw	Davis Szanto	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/davisszantouvaw	Fr	OF/P	32	0	0	0	0		0	0	0		0	0
2013	3	brookhavencollege	20	codeyupton6vek	Codey Upton	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/codeyupton6vek	So	LHP/OF	26	0	0	0	0							
2014	2	lakelandcommunitycollege	20	zachpopelydycy	Zach Popely	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/zachpopelydycy	So	3B/1B	17	21	20	1	0	1.000						
2014	2	lakelandcommunitycollege	17	anthonypaonexmpd	Anthony Paone	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/anthonypaonexmpd	So	C/1B	12	20	19	1	0	1.000		1				
2014	2	lakelandcommunitycollege	14	josepovea24an	Jose Povea	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/josepovea24an	Fr	C	11	21	16	5	0	1.000			1	1.000	2	
2014	2	lakelandcommunitycollege	5	anthonystrnad1mej	Anthony Strnad	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/anthonystrnad1mej	Fr	OF	20	10	10	0	0	1.000						
2014	2	lakelandcommunitycollege	25	waynenaidag8ty	Wayne Naida	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/waynenaidag8ty	Fr	C/1B	14	12	8	4	0	1.000		2				
2014	2	lakelandcommunitycollege	13	miguelflowersii2b91	Miguel Flowers II	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/miguelflowersii2b91	Fr	2B/SS	11	17	6	9	2	.882						
2014	2	lakelandcommunitycollege	12	mikeizzarelliflqi	Mike Izzarelli	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/mikeizzarelliflqi	Fr	2B/SS	20	7	6	1	0	1.000						
2014	2	lakelandcommunitycollege	16	ericroder1akj	Eric Roder	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/ericroder1akj	Fr	SS	14	23	6	15	2	.913						
2014	2	lakelandcommunitycollege	37	jaycedunlopcmay	Jayce Dunlop	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jaycedunlopcmay	Fr	OF	10	4	4	0	0	1.000						
2014	2	lakelandcommunitycollege	18	ajbuis0tog	AJ Buis	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/ajbuis0tog	Fr	OF	18	2	2	0	0	1.000						
2014	2	lakelandcommunitycollege	10	ryanoskot42f	Ryan Osko	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/ryanoskot42f	Fr	2B/SS	19	8	2	4	2	.750						
2014	2	lakelandcommunitycollege	44	santanabarrerajyip	Santana Barrera	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/santanabarrerajyip	Fr	3B/SS	11	6	1	5	0	1.000						
2014	2	lakelandcommunitycollege	11	saygewoodhamj2z6	Sayge Woodham	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/saygewoodhamj2z6	Fr	OF	16	2	1	0	1	.500						
2014	2	lakelandcommunitycollege	9	trevoradams0af6	Trevor Adams	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/trevoradams0af6	Fr	RHP	2	0	0	0	0							
2014	2	lakelandcommunitycollege	30	michaelbearkqj8	Michael Bear	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/michaelbearkqj8	Fr	RHP	5	0	0	0	0			1	1	.500		
2014	2	lakelandcommunitycollege	24	tylerchattinynkm	Tyler Chattin	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tylerchattinynkm	Fr	RHP	6	0	0	0	0							
2014	2	lakelandcommunitycollege	31	stevedorsey36wx	Steve Dorsey	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/stevedorsey36wx	So	RHP	5	1	0	1	0	1.000			1	1.000		
2014	2	lakelandcommunitycollege	15	derekrosefibe	Derek Rose	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/derekrosefibe	So	LHP	7	0	0	0	0							
2014	2	lakelandcommunitycollege	19	wessiekrisuxb3	Wes Siekris	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/wessiekrisuxb3	Fr	RHP	5	0	0	0	0							
2014	2	lakelandcommunitycollege	33	tannersmithc969	Tanner Smith	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tannersmithc969	Fr	RHP	2	0	0	0	0							
2014	2	lakelandcommunitycollege	8	kyletuckert7oj	Kyle Tucker	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/kyletuckert7oj	Fr	RHP	5	1	0	1	0	1.000		2				
2014	2	lakelandcommunitycollege	21	scottwoodd8rm	Scott Wood	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/scottwoodd8rm	Fr	LHP	4	4	0	2	2	.500		1				
2013	1	threeriverscommunitycollegemo	24	kelvinfloresciok	Kelvin Flores	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/kelvinfloresciok	Fr	INF	24	156	144	11	1	.994	11					
2013	1	threeriverscommunitycollegemo	35	jakenickelsony8c6	Jake Nickelson	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jakenickelsony8c6	So	C	27	113	99	11	3	.973		11	6	.353	1	
2013	1	threeriverscommunitycollegemo	44	alexheuringyd3u	Alex Heuring	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/alexheuringyd3u	Fr	C	22	97	67	23	7	.928	4	11	6	.353	2	
2013	1	threeriverscommunitycollegemo	25	alecpenderf2n4	Alec Pender	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/alecpenderf2n4	So	OF	26	69	65	3	1	.986						
2013	1	threeriverscommunitycollegemo	33	santosduran7hdq	Santos Duran	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/santosduran7hdq	Fr	OF	27	52	49	1	2	.962						
2013	1	threeriverscommunitycollegemo	4	jaredpruettfiob	Jared Pruett	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jaredpruettfiob	So	INF	26	83	40	39	4	.952	11					
2013	1	threeriverscommunitycollegemo	3	dylanwitthoftbutf	Dylan Witthoft	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/dylanwitthoftbutf	So	OF	26	33	31	0	2	.939						
2013	1	threeriverscommunitycollegemo	6	zachmckenney95fc	Zach McKenney	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/zachmckenney95fc	So	UT	10	26	25	1	0	1.000	5					
2013	1	threeriverscommunitycollegemo	1	kevinrosariogym6	Kevin Rosario	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/kevinrosariogym6	Fr	INF	21	77	23	48	6	.922	7					
2013	1	threeriverscommunitycollegemo	7	titoovalleesqv	Tito Ovalle	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/titoovalleesqv	Fr	INF	15	58	20	30	8	.862	7					
2013	1	threeriverscommunitycollegemo	39	austingardnertpx1	Austin Gardner	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/austingardnertpx1	Fr	OF	12	16	14	1	1	.938						
2013	1	threeriverscommunitycollegemo	27	kodymoorecluy	Kody Moore	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/kodymoorecluy	Fr	INF	19	44	8	31	5	.886						
2013	1	threeriverscommunitycollegemo	9	coleboardmanif1d	Cole Boardman	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/coleboardmanif1d	Fr	OF/RHP	12	8	5	1	2	.750						
2013	1	threeriverscommunitycollegemo	11	kevenlong0dg3	Keven Long	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/kevenlong0dg3	Fr	RHP/UT	13	11	5	6	0	1.000						
2013	1	threeriverscommunitycollegemo	5	javieraguilarry4y	Javier Aguilar	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/javieraguilarry4y	Fr	INF	7	20	4	10	6	.700						
2013	1	threeriverscommunitycollegemo	17	aaronaldrichavj2	Aaron Aldrich	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/aaronaldrichavj2	Fr	C	3	2	1	1	0	1.000		2	1	.333	2	
2013	1	threeriverscommunitycollegemo	13	jamiemiddleton0a58	Jamie Middleton	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jamiemiddleton0a58	So	RHP	9	4	1	3	0	1.000						
2013	1	threeriverscommunitycollegemo	14	dylanslaytonherp	Dylan Slayton	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/dylanslaytonherp	Fr	LHP	8	4	1	2	1	.750	1					
2013	1	threeriverscommunitycollegemo	30	chadtomlinson0ll5	Chad Tomlinson	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/chadtomlinson0ll5	Fr	RHP	4	3	1	2	0	1.000						
2013	1	threeriverscommunitycollegemo	12	stetsonadams9j7x	Stetson Adams	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/stetsonadams9j7x	Fr	INF	4	0	0	0	0							
2013	1	threeriverscommunitycollegemo	28	michaelgloverkrk6	Michael Glover	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/michaelgloverkrk6	Fr	RHP/UT	6	0	0	0	0							
2013	1	threeriverscommunitycollegemo	22	hermenilarrazahk7d	Hermen Ilarraza	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/hermenilarrazahk7d	So	RHP	4	5	0	4	1	.800	1					
2013	1	threeriverscommunitycollegemo	16	spencerjoneseso7	Spencer Jones	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/spencerjoneseso7	Fr	LHP	1	0	0	0	0							
2013	1	threeriverscommunitycollegemo	19	adampenningtonh68b	Adam Pennington	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/adampenningtonh68b	Fr	LHP	2	0	0	0	0							
2013	1	threeriverscommunitycollegemo	21	mattulrichzegn	Matt Ulrich	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/mattulrichzegn	Fr	RHP	6	0	0	0	0							
2013	2	kelloggcommunitycollege	34	steveremesnikvcvr	Steve Remesnik	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/steveremesnikvcvr	So	LHP/1B	17	71	61	8	2	.972		2				
2013	2	kelloggcommunitycollege	9	alexgoodwin6g9x	Alex Goodwin	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/alexgoodwin6g9x	Fr	C/OF	12	33	32	0	1	.970						
2013	2	kelloggcommunitycollege	17	cadischasec1z2	Cadis Chase	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/cadischasec1z2	Fr	INF/OF	10	32	25	5	2	.938						
2013	2	kelloggcommunitycollege	1	camhansen1xej	Cam Hansen	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/camhansen1xej	Fr	C	9	21	20	0	1	.952		1				
2013	2	kelloggcommunitycollege	4	maxdrenthwsyn	Max Drenth	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/maxdrenthwsyn	So	C	8	25	18	6	1	.960						
2013	2	kelloggcommunitycollege	30	benspieldenner8jf2	Ben Spieldenner	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/benspieldenner8jf2	So	UT/RHP	16	18	14	1	3	.833		1				
2013	2	kelloggcommunitycollege	8	bennyclark0zmz	Benny Clark	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/bennyclark0zmz	Fr	OF	14	15	13	1	1	.933		6				
2013	2	kelloggcommunitycollege	7	chadcarsonhek7	Chad Carson	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/chadcarsonhek7	Fr	INF	17	40	10	28	2	.950		4				
2013	2	kelloggcommunitycollege	27	tylerbradnerbb8i	Tyler Bradner	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tylerbradnerbb8i	Fr	P/UTL	16	24	9	13	2	.917						
2013	2	kelloggcommunitycollege	2	alexholleyfa4m	Alex Holley	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/alexholleyfa4m	Fr	INF	12	39	9	25	5	.872		2				
2013	2	kelloggcommunitycollege	5	connorowenbu93	Connor Owen	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/connorowenbu93	Fr	OF	11	8	8	0	0	1.000						
2013	2	kelloggcommunitycollege	25	travisbolinjevf	Travis Bolin	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/travisbolinjevf	Fr	INF	15	14	7	3	4	.714		4				
2013	2	kelloggcommunitycollege	12	garretsouleaz90	Garret Soule	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/garretsouleaz90	Fr	INF/OF	10	11	5	6	0	1.000		3				
2013	2	kelloggcommunitycollege	20	keithphillipsu9gu	Keith Phillips	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/keithphillipsu9gu	So	LHP/UTL	6	8	4	4	0	1.000						
2013	2	kelloggcommunitycollege	28	joelledfordku2u	Joel Ledford	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/joelledfordku2u	Fr	OF	8	5	3	2	0	1.000						
2013	2	kelloggcommunitycollege	23	mattbloomberg9hsw	Matt Bloomberg	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/mattbloomberg9hsw	Fr	LHP	3	2	2	0	0	1.000						
2013	2	kelloggcommunitycollege	15	calebfreinpkpg	Caleb Frein	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/calebfreinpkpg	Fr	LHP	4	3	2	0	1	.667						
2013	2	kelloggcommunitycollege	22	kylemallwitzr8fc	Kyle Mallwitz	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/kylemallwitzr8fc	Fr	RHP	5	3	1	1	1	.667						
2013	2	kelloggcommunitycollege	11	daynesanmiguelt1cr	Dayne San Miguel	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/daynesanmiguelt1cr	So	INF	12	7	1	4	2	.714		1				
2013	2	kelloggcommunitycollege	24	aarondehn93v6	Aaron Dehn	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/aarondehn93v6	Fr	RHP	2	1	0	1	0	1.000						
2013	2	kelloggcommunitycollege	29	loganholwerda2vho	Logan Holwerda	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/loganholwerda2vho	Fr	INF/C	5	0	0	0	0							
2013	2	kelloggcommunitycollege	21	kameronjoostbernskkfv	Kameron Joostberns	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/kameronjoostbernskkfv	So	RHP	4	0	0	0	0							
2013	2	kelloggcommunitycollege	10	tylerkirkland9xlr	Tyler Kirkland	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tylerkirkland9xlr	So	RHP	5	0	0	0	0							
2013	2	kelloggcommunitycollege	6	haydenrobbins9fk8	Hayden Robbins	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/haydenrobbins9fk8	Fr	RHP	4	1	0	0	1	.000						
2013	2	kelloggcommunitycollege	14	kylesmith2t07	Kyle Smith	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/kylesmith2t07	So	RHP	3	0	0	0	0							
2013	2	kelloggcommunitycollege	13	scottsnowqn2n	Scott Snow	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/scottsnowqn2n	Fr	RHP	4	2	0	2	0	1.000						
2013	1	kishwaukeecollege	26	jonmichaelweaver5jss	JonMichael Weaver	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jonmichaelweaver5jss	So	1B	23	149	126	15	8	.946	9					
2013	1	kishwaukeecollege	9	trentonsopkowacf	Trenton Sopko	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/trentonsopkowacf	So	C	23	117	98	17	2	.983	1	38	10	.208	6	1
2013	1	kishwaukeecollege	34	jeremymccartynah9	Jeremy McCarty	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jeremymccartynah9	Fr	OF	23	71	66	1	4	.944	1					
2013	1	kishwaukeecollege	6	nickbrandt5mfl	Nick Brandt	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/nickbrandt5mfl	So	OF	22	76	40	29	7	.908	4					
2013	1	kishwaukeecollege	4	kylemassien9dc	Kyle Massie	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/kylemassien9dc	So	2B	23	75	29	38	8	.893	5					
2013	1	kishwaukeecollege	3	jermarwaltonq0j1	Jermar Walton	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jermarwaltonq0j1	Fr	OF	22	29	27	1	1	.966	1					
2013	1	kishwaukeecollege	16	bradspeekb22h	Brad Speek	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/bradspeekb22h	So	SS	19	60	24	30	6	.900	1					
2013	1	kishwaukeecollege	2	joedragesk3l	Joe Drage	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/joedragesk3l	So	OF	18	21	20	1	0	1.000						
2013	1	kishwaukeecollege	29	miketrefilg2u9	Mike Trefil	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/miketrefilg2u9	So	OF	15	12	9	3	0	1.000						
2013	1	kishwaukeecollege	11	kevintiradod6jg	Kevin Tirado	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/kevintiradod6jg	Fr	3B	7	15	5	5	5	.667						
2013	1	kishwaukeecollege	15	jermeykarasewskiuumn	Jermey Karasewski	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jermeykarasewskiuumn	So	P	6	8	4	4	0	1.000		2				
2013	1	kishwaukeecollege	21	heathdavidsonkoib	Heath Davidson	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/heathdavidsonkoib	So	C	4	6	3	3	0	1.000						
2013	1	kishwaukeecollege	1	kevinlopez28uy	Kevin Lopez	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/kevinlopez28uy	Fr	2B	6	6	2	2	2	.667	1					
2013	1	kishwaukeecollege	12	josevillarpunf	Jose Villar	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/josevillarpunf	So	P	4	6	2	2	2	.667	1					
2013	1	kishwaukeecollege	13	kylelawsonqa0f	Kyle Lawson	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/kylelawsonqa0f	So	P	5	4	1	3	0	1.000						
2013	1	kishwaukeecollege	36	coreynelsonwxfw	Corey Nelson	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/coreynelsonwxfw	Fr	P	8	2	1	0	1	.500						
2013	1	kishwaukeecollege	22	devonbranch4ytv	Devon Branch	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/devonbranch4ytv	Fr	P	4	3	0	2	1	.667						
2013	1	kishwaukeecollege	32	elonchaimberlainhv6e	Elon Chaimberlain	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/elonchaimberlainhv6e	So	1B	16	0	0	0	0							
2013	1	kishwaukeecollege	28	jakechavezu475	Jake Chavez	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jakechavezu475	Fr	1B	5	0	0	0	0							
2013	1	kishwaukeecollege	5	craigcleaverrs8c	Craig Cleaver	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/craigcleaverrs8c	Fr	P	4	3	0	3	0	1.000						
2013	1	kishwaukeecollege	10	coreydemoszuuz	Corey Demos	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/coreydemoszuuz	Fr	P	2	2	0	1	1	.500	1	1	1	.500		
2013	1	kishwaukeecollege	14	isaacpinat8i0	Isaac Pina	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/isaacpinat8i0	Fr	SS	4	5	0	4	1	.800		2				
2013	1	kishwaukeecollege	23	justensmithrk7t	Justen Smith	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/justensmithrk7t	Fr	P	3	0	0	0	0							
2013	1	kishwaukeecollege	17	codyvargauw42	Cody Varga	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/codyvargauw42	So	P	4	3	0	3	0	1.000						
2014	1	alvincommunitycollege	17	brianvalencia1bmj	brian valencia	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/brianvalencia1bmj	So	c	22	160	154	3	3	.981		3	2	.400		
2014	1	alvincommunitycollege	13	chadvanamanql8s	chad vanaman	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/chadvanamanql8s	So	c	18	116	112	0	4	.966		1				
2014	1	alvincommunitycollege	8	michaelpageazrf	michael page	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/michaelpageazrf	Fr	ss	39	118	102	8	8	.932	5					
2014	1	alvincommunitycollege	1	ricknomuran5ho	rick nomura	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/ricknomuran5ho	So	3b	40	104	90	5	9	.913	5					
2014	1	alvincommunitycollege	2	austinfinniganf2hz	austin finnigan	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/austinfinniganf2hz	Fr	2b	32	96	86	4	6	.938	3					
2014	1	alvincommunitycollege	35	jackkaisercq0j	jack kaiser	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jackkaisercq0j	So	1b	37	86	78	4	4	.953	5					
2014	1	alvincommunitycollege	18	cameroncoopermrez	cameron cooper	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/cameroncoopermrez	Fr	of	30	54	51	0	3	.944						
2014	1	alvincommunitycollege	24	romeocortinawd3z	romeo cortina	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/romeocortinawd3z	So	of	35	38	37	0	1	.974						
2014	1	alvincommunitycollege	19	lewisguilbeauo59n	lewis guilbeau	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/lewisguilbeauo59n	So	of	35	36	34	0	2	.944						
2014	1	alvincommunitycollege	11	daltonlemoinejzee	dalton lemoine	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/daltonlemoinejzee	So	ss/p	14	37	33	1	3	.919	2					
2014	1	alvincommunitycollege	22	dylanwadykoi0s9	dylan wadyko	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/dylanwadykoi0s9	So	c	10	33	33	0	0	1.000						
2014	1	alvincommunitycollege	4	rickyramirezyfct	ricky ramirez	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/rickyramirezyfct	So	of/lhp	29	24	24	0	0	1.000		2				
2014	1	alvincommunitycollege	3	andrewphusnk6	andrew phu	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/andrewphusnk6	So	of/3b	24	18	18	0	0	1.000						
2014	1	alvincommunitycollege	10	fordmoore5yyo	ford moore	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/fordmoore5yyo	So	of/p	18	16	15	0	1	.938						
2014	1	alvincommunitycollege	16	brysonmitchell0erc	bryson mitchell	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/brysonmitchell0erc	So	rhp	6	14	12	1	1	.929			2	1.000		
2014	1	alvincommunitycollege	20	armandoarevalo4bp7	armando arevalo	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/armandoarevalo4bp7	So	p	7	7	6	0	1	.857		1				
2014	1	alvincommunitycollege	14	bryanbelotexooa	bryan belote	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/bryanbelotexooa	So	p	5	7	6	0	1	.857						
2014	1	alvincommunitycollege	15	nickhernandez7wku	nick hernandez	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/nickhernandez7wku	Fr	p	6	8	3	3	2	.750	1	1				
2014	1	alvincommunitycollege	33	juancortina6umk	juan cortina	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/juancortina6umk	So	p	3	1	1	0	0	1.000						
2014	1	alvincommunitycollege	27	hunterperkins89gq	hunter perkins	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/hunterperkins89gq	Fr	p	2	1	1	0	0	1.000						
