 game_id | period_id | event_id | n 
 1726452 |         0 |        0 | 2
 3865524 |         0 |        0 | 2
 2101275 |         0 |        0 | 2
 1732032 |         0 |        0 | 2
 3864381 |         0 |        0 | 2
 3851207 |         0 |        0 | 2
 3284443 |         0 |        0 | 2
 3811840 |         0 |        0 | 2
 3351232 |         0 |        0 | 2
 3819614 |         0 |        0 | 2
 1987068 |         0 |        0 | 2
 2064253 |         0 |        0 | 2
 2004753 |         0 |        0 | 2
 3774905 |         0 |        0 | 2
 2093833 |         0 |        0 | 2
 2142853 |         0 |        0 | 2
 3246482 |         0 |        0 | 2
 3307370 |         0 |        0 | 2
 2096952 |         0 |        0 | 2
 3381096 |         0 |        0 | 2
 3259130 |         0 |        0 | 2
 3307217 |         0 |        0 | 2
 2144035 |         0 |        0 | 2
 2093823 |         0 |        0 | 2
 3849550 |         0 |        0 | 2
 2960833 |         0 |        0 | 2
 3819540 |         0 |        0 | 2
 1857792 |         0 |        0 | 2
 3231583 |         0 |        0 | 2
 3851154 |         0 |        0 | 2
 3230385 |         0 |        0 | 2
 1944808 |         0 |        0 | 2
 3123187 |         0 |        0 | 2
 3245181 |         0 |        0 | 2
 1845793 |         0 |        0 | 2
 3202284 |         0 |        0 | 2
 3349425 |         0 |        0 | 2
 3812862 |         0 |        0 | 2
 3807097 |         0 |        0 | 2
 3790725 |         0 |        0 | 2
 3837534 |         0 |        0 | 2
 3857566 |         0 |        0 | 2
 1953261 |         0 |        0 | 2
 3220629 |         0 |        0 | 2
 1941468 |         0 |        0 | 2
 1989964 |         0 |        0 | 2
 1860677 |         0 |        0 | 2
 3812442 |         0 |        0 | 2
 3230389 |         0 |        0 | 2
 3105753 |         0 |        0 | 2
 3841066 |         0 |        0 | 2
 3338925 |         0 |        0 | 2
 3367044 |         0 |        0 | 2
 3798835 |         0 |        0 | 2
 1890822 |         0 |        0 | 2
 2182317 |         0 |        0 | 2
 1669032 |         0 |        0 | 2
 1998843 |         0 |        0 | 2
 3193624 |         0 |        0 | 2
 3367644 |         0 |        0 | 2
 2064034 |         0 |        0 | 2
 3259183 |         0 |        0 | 2
 3339865 |         0 |        0 | 2
 3247743 |         0 |        0 | 2
 3105734 |         0 |        0 | 2
 3193646 |         0 |        0 | 2
 1891117 |         0 |        0 | 2
 2085495 |         0 |        0 | 2
 3282198 |         0 |        0 | 2
 3857551 |         0 |        0 | 2
 3305373 |         0 |        0 | 2
 3319989 |         0 |        0 | 2
 3249566 |         0 |        0 | 2
 2141814 |         0 |        0 | 2
 2200368 |         0 |        0 | 2
 3253897 |         0 |        0 | 2
 3351784 |         0 |        0 | 2
 3851153 |         0 |        0 | 2
 3851201 |         0 |        0 | 2
 3193644 |         0 |        0 | 2
 2002413 |         0 |        0 | 2
 2168033 |         0 |        0 | 2
 3812130 |         0 |        0 | 2
 2172213 |         0 |        0 | 2
 3230963 |         0 |        0 | 2
 3305084 |         0 |        0 | 2
 1894449 |         0 |        0 | 2
 3865179 |         0 |        0 | 2
 2005951 |         0 |        0 | 2
 3857343 |         0 |        0 | 2
 3334411 |         0 |        0 | 2
 3868731 |         0 |        0 | 2
 3248813 |         0 |        0 | 2
 2042640 |         0 |        0 | 2
 3376248 |         0 |        0 | 2
 3378804 |         0 |        0 | 2
 3858314 |         0 |        0 | 2
 3060656 |         0 |        0 | 2
 3336493 |         0 |        0 | 2
 2136473 |         0 |        0 | 2
 1674372 |         0 |        0 | 2
 1995390 |         0 |        0 | 2
 2108153 |         0 |        0 | 2
 2136353 |         0 |        0 | 2
 3291028 |         0 |        0 | 2
 3391644 |         0 |        0 | 2
 3081084 |         0 |        0 | 2
 1891695 |         0 |        0 | 2
 3331949 |         0 |        0 | 2
 3289225 |         0 |        0 | 2
 3332523 |         0 |        0 | 2
 3850972 |         0 |        0 | 2
 3333904 |         0 |        0 | 2
 1936971 |         0 |        0 | 2
 2089814 |         0 |        0 | 2
 2111353 |         0 |        0 | 2
 3841716 |         0 |        0 | 2
 3306912 |         0 |        0 | 2
 1953357 |         0 |        0 | 2
 3249684 |         0 |        0 | 2
 3322142 |         0 |        0 | 2
 3857452 |         0 |        0 | 2
 1894448 |         0 |        0 | 2
 2051110 |         0 |        0 | 2
 3807313 |         0 |        0 | 2
 3801715 |         0 |        0 | 2
 3378864 |         0 |        0 | 2
 3801714 |         0 |        0 | 2
 2164713 |         0 |        0 | 2
 3176507 |         0 |        0 | 2
 1939654 |         0 |        0 | 2
 1986314 |         0 |        0 | 2
 1746932 |         0 |        0 | 2
 3048569 |         0 |        0 | 2
 2143333 |         0 |        0 | 2
 3799383 |         0 |        0 | 2
 1946254 |         0 |        0 | 2
 3836210 |         0 |        0 | 2
 3248457 |         0 |        0 | 2
 3820240 |         0 |        0 | 2
 3812747 |         0 |        0 | 2
 3336609 |         0 |        0 | 2
 3835185 |         0 |        0 | 2
 3746705 |         0 |        0 | 2
 2217053 |         0 |        0 | 2
 2097173 |         0 |        0 | 2
 3800406 |         0 |        0 | 2
 1849912 |         0 |        0 | 2
 3850787 |         0 |        0 | 2
 3805737 |         0 |        0 | 2
 3859026 |         0 |        0 | 2
 3800398 |         0 |        0 | 2
 3864601 |         0 |        0 | 2
 1987013 |         0 |        0 | 2
 3354306 |         0 |        0 | 2
 2141413 |         0 |        0 | 2
 3029034 |         0 |        0 | 2
 3857040 |         0 |        0 | 2
 2085371 |         0 |        0 | 2
 3835816 |         0 |        0 | 2
 2066455 |         0 |        0 | 2
 3085756 |         0 |        0 | 2
 2109602 |         0 |        0 | 2
 2029581 |         0 |        0 | 2
 2062832 |         0 |        0 | 2
 1897219 |         0 |        0 | 2
 3851085 |         0 |        0 | 2
 1732152 |         0 |        0 | 2
 3336375 |         0 |        0 | 2
 3826852 |         0 |        0 | 2
 2044233 |         0 |        0 | 2
 3857585 |         0 |        0 | 2
 3208003 |         0 |        0 | 2
 1954393 |         0 |        0 | 2
 3336444 |         0 |        0 | 2
 2010353 |         0 |        0 | 2
 2107893 |         0 |        0 | 2
 1886253 |         0 |        0 | 2
 3826986 |         0 |        0 | 2
 3807327 |         0 |        0 | 2
 1894613 |         0 |        0 | 2
 3249682 |         0 |        0 | 2
 2108293 |         0 |        0 | 2
 3225309 |         0 |        0 | 2
 1896797 |         0 |        0 | 2
 2152613 |         0 |        0 | 2
 1684233 |         0 |        0 | 2
 3805732 |         0 |        0 | 2
 1860913 |         0 |        0 | 2
 1673253 |         0 |        0 | 2
 2158234 |         0 |        0 | 2
 3820428 |         0 |        0 | 2
 3858485 |         0 |        0 | 2
 3823652 |         0 |        0 | 2
 3083713 |         0 |        0 | 2
 1986335 |         0 |        0 | 2
(326 rows)

