year	year_id	division_id	split_name	split_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	app	gs	era	ip	h	r	er	bb	so	sho	bf	p-oab	d-a	t-a	hr-a	wp	bk	hb	ibb	inh_run	inh_run_score	sha	sfa	pitches	go	fo	w	l	sv	kl
2016	12360	1	vs_lhb	10552	2	Abilene Christian	35	1767888	Dougherty, Caleb	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1767888	Jr	P	9	0				0.00	0.6		3	0	0	3	0		12	9	1						0						2	3				
2016	12360	1	vs_lhb	10552	2	Abilene Christian	30	1659975	Welborn, Bryce	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1659975	Jr	P	7	0				0.00	0.4		0	0	0	2	1		7	4					1	1							1	2				
2016	12360	1	vs_lhb	10552	721	Air Force	24	1769410	Hargreaves, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1769410	Fr	P	24	3				0.00	9.3		18	0	0	8	8		68	57	2	1	1		1	1							18	13				3
2016	12360	1	vs_lhb	10552	721	Air Force	14	1769408	McDaniel, Austin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1769408	Jr	P	22	0				0.00	11.0		7	0	0	10	11		63	48					5	4	0						20	11				2
2016	12360	1	vs_lhb	10552	721	Air Force	40	1769415	Mortenson, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1769415	Fr	P	20	2				0.00	4.5		15	0	0	9	10		46	37	2	1		1									8	4				5
2016	12360	1	vs_lhb	10552	721	Air Force	31	1653237	Biancalana, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1653237	So	P	19	9				0.00	17.0		35	0	0	11	12		109	96	10		1	3	3	1	0						28	20				1
2016	12360	1	vs_lhb	10552	721	Air Force	22	1527636	Jax, Griffin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1527636	Jr	P	15	15				0.00	45.0		49	0	0	10	41		199	185	9	1		1	4		0						55	38				14
2016	12360	1	vs_lhb	10552	721	Air Force	16	1527633	DeVries, Jacob	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1527633	Jr	P	14	13				0.00	19.7		21	0	0	13	20		103	80	5	3			5	7	0						21	20				7
2016	12360	1	vs_lhb	10552	721	Air Force	29	1653236	Holloway, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1653236	So	P	12	1				0.00	4.6		5	0	0	6	10		30	19	2					4	0						5					2
2016	12360	1	vs_lhb	10552	721	Air Force	28	1769411	Fry, Lance	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1769411	So	P	11	0				0.00	3.0		8	0	0	7	6		31	23	1		1		3	1	1						4	5				2
2016	12360	1	vs_lhb	10552	721	Air Force	33	1769413	Plaskett, Steven	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1769413	Fr	P	10	0				0.00	1.0		4	0	0	5	2		20	13	1		2			1							4	4				
2016	12360	1	vs_lhb	10552	721	Air Force	32	1769412	Rexroad, Sam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1769412	Fr	P	10	0				0.00	0.8		6	0	0	8	3		21	13	1	1			2		0						3					1
2016	12360	1	vs_lhb	10552	721	Air Force	23	1422366	Monaghan, Trent	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1422366	Sr	P	10	10				0.00	13.3		22	0	0	8	10		75	61	5		1	3		1	0						22	10				3
2016	12360	1	vs_lhb	10552	721	Air Force	11	1769406	Nichols, Ethan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1769406	Fr	P	9	4				0.00	4.3		5	0	0	7	0		30	17	1					4							6	8				
2016	12360	1	vs_lhb	10552	721	Air Force	27	1527638	Stanford, Nathan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1527638	Jr	P	9	0				0.00	3.5		6	0	0	1	6		22	21	1			1	1								5	3				1
2016	12360	1	vs_lhb	10552	721	Air Force	7	1653230	Jacobs, Tucker	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1653230	So	P	7	0				0.00	0.7		7	0	0	4	1		18	14	2			1	1								3	3				
2016	12360	1	vs_lhb	10552	721	Air Force	45	1769416	Gilbert, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1769416	Fr	P	6	0				0.00	0.5		1	0	0	4	2		10	6	1				1								1	2				
2016	12360	1	vs_lhb	10552	721	Air Force	10	1769405	Martinez, Gabe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1769405	Fr	C	5	0				0.00	0.1		2	0	0	1	0		4	3				1									1					
2016	12360	1	vs_lhb	10552	721	Air Force	38	1653243	Rieker, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1653243	So	P	4	0				0.00	2.0		3	0	0	0	2		10	9		1				1							2	2				1
2016	12360	1	vs_lhb	10552	8	Alabama	10	1774386	Finnerty, Sam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1774386	Fr	OF	29	13				0.00	5.2		11	0	0	2	7		37	34	1			1									9	8				3
2016	12360	1	vs_lhb	10552	8	Alabama	32	1774387	Foster, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1774387	Jr	P	25	0				0.00	11.0		9	0	0	7	18		62	51	1	1			2		0						11	13				4
2016	12360	1	vs_lhb	10552	8	Alabama	40	1527447	Burrows, Thomas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1527447	Jr	P	21	0				0.00	3.3		3	0	0	2	11		25	21						1							5	3				5
2016	12360	1	vs_lhb	10552	8	Alabama	26	1772294	Duarte, Dylan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1772294	Fr	P	21	0				0.00	6.1		12	0	0	2	7		44	39	2			1	1	1	0						11	11				2
2016	12360	1	vs_lhb	10552	8	Alabama	16	1655483	Walters, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1655483	So	P	15	15				0.00	33.7		38	0	0	15	33		166	146	6		1	4	2	3	0						44	30				9
2016	12360	1	vs_lhb	10552	8	Alabama	15	1527435	Bramblett, Geoffrey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1527435	Jr	P	15	15				0.00	37.0		29	0	0	12	33		160	145	6	1	1		6	1	0						45	36				12
2016	12360	1	vs_lhb	10552	8	Alabama	35	1314579	Keller, Jon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1314579	Sr	P	15	4				0.00	7.2		14	0	0	5	9		46	41	2	1		2	2		0						16	2				3
2016	12360	1	vs_lhb	10552	8	Alabama	33	1774383	Cameron, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1774383	Fr	P	13	1				0.00	6.3		8	0	0	9	5		45	33		1											12	10				
2016	12360	1	vs_lhb	10552	8	Alabama	29	1527438	Eicholtz, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1527438	Jr	P	12	12				0.00	28.8		21	0	0	11	15		124	108	2				2	1	0						48	26				2
2016	12360	1	vs_lhb	10552	8	Alabama	20	1774391	Love, Brock	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1774391	Fr	P	11	4				0.00	6.7		8	0	0	5	11		38	33	2				2								3	9				4
2016	12360	1	vs_lhb	10552	8	Alabama	23	1416289	Castillo, Ray	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1416289	Sr	P	10	2				0.00	4.7		8	0	0	6	6		33	26	1				2		1						8	5				2
2016	12360	1	vs_lhb	10552	8	Alabama	55	1422109	Oczypok, Mike	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1422109	Sr	P	7	3				0.00	3.6		9	0	0	1	3		24	23	1				1		0						6	4				
2016	12360	1	vs_lhb	10552	8	Alabama	21	1416287	Freeman, Colton	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1416287	Jr	P	7	0				0.00	1.8		1	0	0	3	5		15	12													2	4				
2016	12360	1	vs_lhb	10552	8	Alabama	27	1655481	Rogers, Zac	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1655481	So	P	6	0				0.00	2.5		3	0	0	2	1		14	12	2						0						6	2				
2016	12360	1	vs_lhb	10552	8	Alabama	42	1527448	Adams, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1527448	So	P	6	0				0.00	0.4		3	0	0	0	2		8	8	1												1	1				1
2016	12360	1	vs_lhb	10552	8	Alabama	28	1314568	Hubbard, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1314568	Sr	P	3	2				0.00	0.2		1	0	0	0	0		4	4														2				
2016	12360	1	vs_lhb	10552	8	Alabama	36	1655480	McMurray, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1655480	So	P	2	0				0.00	0.1		0	0	0	1	0		2	1					2								1					
2016	12360	1	vs_lhb	10552	6	Alabama A&M	21	1773877	Ramsey, Nolan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1773877	Fr	OF	52	50				0.00	0.2		0	0	0	0	0		2	2														2				
2016	12360	1	vs_lhb	10552	6	Alabama A&M	35	1548782	Payne, Dylan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1548782	Sr	1B	46	43					0.0		0	0	0	2	0		2	0																		
2016	12360	1	vs_lhb	10552	6	Alabama A&M	23	1661669	Roberts, Caleb	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1661669	Sr	P	29	7				0.00	16.9		35	0	0	18	18		117	93	6	1	2	1	4	2	0						22	20				9
2016	12360	1	vs_lhb	10552	6	Alabama A&M	34	1773882	Marsonek, Brandon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1773882	Jr	P	28	12				0.00	13.5		13	0	0	15	14		76	52	2			2	2	4	0						17	12				6
2016	12360	1	vs_lhb	10552	6	Alabama A&M	16	1661679	Chatman, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1661679	Jr	P	26	17				0.00	2.7		8	0	0	3	2		24	20	1			2		1	0						3	6				
2016	12360	1	vs_lhb	10552	6	Alabama A&M	12	1773873	Benson, Saige	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1773873	Fr	OF	25	21				0.00	0.1		0	0	0	1	0		2	0														1				
2016	12360	1	vs_lhb	10552	6	Alabama A&M	77	1661670	Burchell, Josh	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1661670	Sr	P	21	13				0.00	13.5		19	0	0	16	17		88	69	3			1	4	1	0						17	13				6
2016	12360	1	vs_lhb	10552	6	Alabama A&M	36	1773883	Stubberfield, Owen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1773883	Jr	P	19	1				0.00	3.0		6	0	0	3	5		28	21				1	3	4	0						4	4				1
2016	12360	1	vs_lhb	10552	6	Alabama A&M	18	1322592	Belue, Allen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1322592	Sr	P	19	2				0.00	3.4		11	0	0	13	5		48	33	5			1	2	2							5	10				3
2016	12360	1	vs_lhb	10552	6	Alabama A&M	37	1773884	Hill, Parker	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1773884	Fr	INF	15	3				0.00	11.5		13	0	0	11	9		65	49	3					3	0						10	16				6
2016	12360	1	vs_lhb	10552	6	Alabama A&M	14	1440361	Benford, Jordan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1440361	Sr	C	8	6				0.00	5.3		11	0	0	8	7		37	27	3			3		1							4	6				2
2016	12360	1	vs_lhb	10552	6	Alabama A&M	32	1773881	Herrick, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1773881	Jr	P	7	4				0.00	8.6		11	0	0	5	8		47	41	1				1		0						11	10				3
2016	12360	1	vs_lhb	10552	6	Alabama A&M	11	1773872	Johnson, Naylan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1773872	Fr	P	6	2				0.00	0.3		1	0	0	5	0		10	4						1							1	2				
2016	12360	1	vs_lhb	10552	6	Alabama A&M	28	1773880	Warner, Casey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1773880	Fr	P	1	0				0.00	0.1		0	0	0	1	1		2	1																		
2016	12360	1	vs_lhb	10552	7	Alabama St.	15	1761910	Alicea, Angel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1761910	Jr	P	23	8				0.00	9.4		11	0	0	3	18		54	47	1	1				3							9	10				3
2016	12360	1	vs_lhb	10552	7	Alabama St.	7	1761906	Bizzle, Austin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1761906	Jr	P	22	2				0.00	5.1		16	0	0	5	3		57	49	5			2	4	3	0						20	6				1
2016	12360	1	vs_lhb	10552	7	Alabama St.	6	1316333	Tellado, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1316333	Sr	P	16	0				0.00	3.1		3	0	0	3	3		23	20					1								8	6				1
2016	12360	1	vs_lhb	10552	7	Alabama St.	34	1430239	Howe, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1430239	Jr	P	15	12				0.00	7.4		16	0	0	3	11		56	50	7			1	3	2							14	6				3
2016	12360	1	vs_lhb	10552	7	Alabama St.	5	1430240	McIntosh, Hunter	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1430240	Sr	P	15	12				0.00	12.8		11	0	0	11	19		68	56	1				2								12	13				5
2016	12360	1	vs_lhb	10552	7	Alabama St.	4	1430238	Camacho, Joseph	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1430238	Sr	P	15	13				0.00	14.3		18	0	0	8	12		71	60	2	2				2							15	15				3
2016	12360	1	vs_lhb	10552	7	Alabama St.	18	1661688	Kelly, Darren	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1661688	So	P	14	5				0.00	6.2		12	0	0	5	8		45	37					1	2	0						9	8				4
2016	12360	1	vs_lhb	10552	7	Alabama St.	13	1536243	Caples, Brandon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1536243	Jr	P	12	3				0.00	9.6		19	0	0	8	9		64	55	1	1			2								8	20				2
2016	12360	1	vs_lhb	10552	7	Alabama St.	30	1661694	Taylor, Charles	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1661694	Sr	P	12	0				0.00	3.4		3	0	0	6	2		21	15				1	2								8	2				
2016	12360	1	vs_lhb	10552	7	Alabama St.	22	1761912	Roblez, Jon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1761912	Jr	P	12	0				0.00	2.3		3	0	0	2	5		14	12													3	1				1
2016	12360	1	vs_lhb	10552	7	Alabama St.	17	1536244	Coffin, Patrick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1536244	Jr	P	11	3				0.00	0.7		4	0	0	2	2		16	10			1		1	2	1						2	3				
2016	12360	1	vs_lhb	10552	7	Alabama St.	36	1761916	Echelmeier, Blake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1761916	Jr	P	11	1				0.00	0.6		3	0	0	4	3		13	9	1				1								1	2				1
2016	12360	1	vs_lhb	10552	7	Alabama St.	12	1661692	Vazquez, Ivanniel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1661692	So	P	9	0				0.00	1.5		0	0	0	2	3		12	8						2							3	2				
2016	12360	1	vs_lhb	10552	7	Alabama St.	28	1761913	McCall, Terrell	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1761913	Fr	P	6	0				0.00	0.3		6	0	0	1	1		11	9	1				1	1							1	1				
2016	12360	1	vs_lhb	10552	7	Alabama St.	23	1430243	Valdez, Julio	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1430243	Sr	P	5	1				0.00	0.3		2	0	0	2	1		9	6						1							2					1
2016	12360	1	vs_lhb	10552	7	Alabama St.	37	1761917	Drayton, Jared	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1761917	Fr	P	3	0				0.00	0.2		2	0	0	1	0		5	4														2				
2016	12360	1	vs_lhb	10552	7	Alabama St.	16	1661681	Bender, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1661681	Sr	P	2	0					0.0		0	0	0	1	0		1	0																		
2016	12360	1	vs_lhb	10552	7	Alabama St.	21	1761911	Gonzalez, Carlos	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1761911	Fr	P	2	0				0.00	0.2		1	0	0	0	0		3	3	1				1								1	1				
2016	12360	1	vs_lhb	10552	14	Albany (NY)	36	1771127	Savino, Dominic	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771127	Fr	P	20	0				0.00	5.5		6	0	0	5	3		36	29	1		1		1		0						14	8				1
2016	12360	1	vs_lhb	10552	14	Albany (NY)	23	1771116	Balbierz, Derek	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771116	Fr	P	17	0				0.00	2.7		7	0	0	3	1		23	19					1								5	7				
2016	12360	1	vs_lhb	10552	14	Albany (NY)	8	1771130	Torres, Hunter	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771130	Fr	P	17	0				0.00	5.2		4	0	0	2	4		30	27	2				3	1	0						12	7				2
2016	12360	1	vs_lhb	10552	14	Albany (NY)	16	1428890	Dugdale, Terry	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1428890	Jr	P	16	0				0.00	2.4		4	0	0	3	2		18	13	1	2											3	5				
2016	12360	1	vs_lhb	10552	14	Albany (NY)	17	1428893	Ryan, Brendan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1428893	Sr	P	15	8				0.00	9.5		15	0	0	2	9		55	52	4	1			2		0						16	12				4
2016	12360	1	vs_lhb	10552	14	Albany (NY)	22	1529837	Woods, Stephen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1529837	Jr	P	14	12				0.00	9.3		18	0	0	10	16		67	54	3			2	6	1							10	10				2
2016	12360	1	vs_lhb	10552	14	Albany (NY)	33	1529844	Romero, Joe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1529844	Jr	P	13	1				0.00	2.2		7	0	0	6	3		25	18	1						1						9					3
2016	12360	1	vs_lhb	10552	14	Albany (NY)	35	1428889	DeCelle, Sam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1428889	Sr	P	13	1				0.00	0.7		5	0	0	1	2		13	12	1			2	1								2	3				
2016	12360	1	vs_lhb	10552	14	Albany (NY)	11	1771128	Spedafino, Angelo	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771128	Fr	P	12	3				0.00	8.9		10	0	0	6	10		52	45	1			2	3	1							10	13				6
2016	12360	1	vs_lhb	10552	14	Albany (NY)	2	1771120	Failing, Marcus	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771120	Jr	P	11	11				0.00	9.5		10	0	0	6	10		53	45	3				3	2	0						18	5				3
2016	12360	1	vs_lhb	10552	14	Albany (NY)	34	1771123	McLean, Kenny	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1771123	Fr	P	10	5				0.00	2.6		5	0	0	1	3		19	18			1										6	3				1
