year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2015	12080	1	61	Bethune-Cookman	20	1537959	Zuniga, Keith	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1537959	Sr	P	1	1	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	1	61	Bethune-Cookman	3	1537955	Santos, Julian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1537955	Sr	OF	1	1	1	0.000	0.000	0.000	4	 	 	 	 	""	 	 	 	 	 	 	4	 	 	 	 
2015	12080	1	61	Bethune-Cookman	9	1422644	Middleton, Clay	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1422644	So	C	1	1	1	0.000	0.000	0.000	3	 	 	 	 	""	 	 	 	 	 	 	1	 	 	 	 
2015	12080	1	61	Bethune-Cookman	30	1315149	Welch, Jake	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1315149	Sr	OF	1	1	1	0.250	0.250	0.250	4	 	1	 	 	""	 	 	 	 	 	 	1	 	 	 	 
2015	12080	1	87	Butler	1	1421351	Small, Drew	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1421351	So	OF	3	3	3	0.286	0.286	0.500	14	2	4	3	 	""	 	2	 	 	 	 	 	 	 	1	 
2015	12080	1	87	Butler	21	1638933	Wojciechowski, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1638933	Sr	1B	3	3	3	0.167	0.231	0.167	12	1	2	 	 	""	 	1	1	 	 	 	2	 	 	 	 
2015	12080	1	87	Butler	12	1541995	Horowitz, Alex	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1541995	So	INF	3	3	3	0.083	0.154	0.167	12	2	1	1	 	""	 	1	1	 	 	 	4	 	 	 	 
2015	12080	1	87	Butler	28	1541989	Amador, Will	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1541989	Sr	C	3	2	3	0.125	0.125	0.125	8	1	1	 	 	""	 	1	 	 	 	1	2	 	 	 	 
2015	12080	1	87	Butler	18	1541999	Maranto, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1541999	So	INF	3	3	3	0.273	0.385	0.364	11	2	3	1	 	""	 	1	2	 	 	 	3	 	 	1	 
2015	12080	1	87	Butler	6	1316216	Fries, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1316216	Sr	OF	3	3	3	0.417	0.462	0.750	12	2	5	1	 	""	1	3	1	 	 	 	3	 	 	 	 
2015	12080	1	87	Butler	5	1638923	Houston, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1638923	Fr	OF	3	3	3	0.273	0.385	0.273	11	2	3	 	 	""	 	1	2	 	 	 	1	 	1	 	 
2015	12080	1	87	Butler	33	1638930	Parker, Gehrig	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1638930	Fr	OF	2	2	2	0.000	0.000	0.000	6	 	 	 	 	""	 	 	 	 	 	 	1	 	 	 	 
2015	12080	1	87	Butler	10	1421345	Kseniak, Mike	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1421345	Jr	OF	2	1	2	0.000	0.000	0.000	4	 	 	 	 	""	 	 	 	 	 	 	 	1	 	 	 
2015	12080	1	87	Butler	22	1638920	Christman, Garrett	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1638920	Fr	INF	2	2	2	0.250	0.500	0.250	4	 	1	 	 	""	 	 	2	 	 	 	2	 	 	 	 
2015	12080	1	87	Butler	13	1316220	Miller, Austin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1316220	Sr	INF	2	1	2	0.000	0.600	0.000	2	1	 	 	 	""	 	1	1	2	 	 	 	 	 	 	 
2015	12080	1	87	Butler	3	1638926	Malloy, Cole	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1638926	Fr	OF	2	0	2	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	1	87	Butler	23	1316214	Allen, Kyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1316214	Sr	P	2	0	2	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	1	87	Butler	9	1421342	Bartolone, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1421342	Jr	OF	1	0	1	0.000	0.000	0.000	2	 	 	 	 	""	 	 	 	 	 	 	1	 	 	 	 
2015	12080	1	87	Butler	8	1421347	Marras, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1421347	Jr	C	1	1	1	1.000	1.000	1.333	3	1	3	1	 	""	 	 	1	 	 	 	 	 	 	 	 
2015	12080	1	87	Butler	26	1542001	Nyznyk, Peter	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1542001	Sr	P	1	0	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	1	87	Butler	43	1542003	Pobereyko, Danny	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1542003	So	P	1	0	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	1	87	Butler	15	1542004	Quintero, Quincy	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1542004	Jr	1B	1	0	1	0.000	0.000	0.000	1	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	1	87	Butler	11	1542005	Schank, Jeff	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1542005	So	P	1	1	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	1	87	Butler	40	1638927	Mitchell, Connor	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1638927	Fr	P	1	0	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	1	87	Butler	29	1638928	Morton, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1638928	Jr	P	1	1	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	1	87	Butler	41	1638929	Myjak, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1638929	Jr	P	1	1	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	1	87	Butler	31	1638932	Rathjen, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1638932	Jr	P	1	0	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	1	140	Cincinnati	41	1651754	Van Caugherty, Connor	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1651754	Fr	OF	1	1	1	0.000	0.333	0.000	2	 	 	 	 	""	 	 	1	 	 	 	2	 	 	 	 
2015	12080	1	140	Cincinnati	6	1651750	Rodriguez, Manny	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1651750	Fr	P	1	1	1	0.250	0.250	0.250	4	 	1	 	 	""	 	 	 	 	 	 	2	 	 	 	 
2015	12080	1	140	Cincinnati	46	1651748	Orndorff, David	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1651748	Fr	P	1	0	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	1	140	Cincinnati	14	1651746	Noda, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1651746	Fr	OF	1	1	1	""	1.000	""	 	1	 	 	 	""	 	 	3	1	 	 	 	 	1	1	 
2015	12080	1	140	Cincinnati	4	1651745	Mottice, Kyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1651745	Fr	INF	1	1	1	0.000	0.000	0.000	4	 	 	 	 	""	 	 	 	 	 	 	2	 	 	 	 
2015	12080	1	140	Cincinnati	11	1528001	Zellner, Andrew	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1528001	So	P	1	1	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	1	140	Cincinnati	29	1527999	Thompson, R.J.	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1527999	So	INF	1	0	1	0.000	0.000	0.000	1	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	1	140	Cincinnati	3	1527996	Richmond, Jake	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1527996	So	INF	1	1	1	0.250	0.250	0.250	4	 	1	 	 	""	 	 	 	 	 	 	2	 	 	 	 
2015	12080	1	140	Cincinnati	18	1527994	McVey, Connor	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1527994	So	INF	1	1	1	0.333	0.500	0.333	3	 	1	 	 	""	 	 	 	1	 	 	1	1	 	 	 
2015	12080	1	140	Cincinnati	8	1429527	Wenzel, Devin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1429527	Jr	INF	1	1	1	0.500	0.500	0.750	4	 	2	1	 	""	 	2	 	 	 	 	 	 	 	 	 
2015	12080	1	140	Cincinnati	10	1429524	Wallace, Woody	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1429524	Jr	C	1	1	1	0.000	0.250	0.000	3	 	 	 	 	""	 	 	1	 	 	 	 	 	 	 	 
2015	12080	1	140	Cincinnati	5	1429514	Happ, Ian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1429514	Jr	OF	1	1	1	0.750	0.750	1.750	4	2	3	1	 	""	1	1	 	 	 	 	1	 	 	 	 
2015	12080	1	140	Cincinnati	32	1429510	Cleary, Colton	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1429510	So	P	1	0	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	1	141	Citadel	3	1420335	Hines, Bret	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1420335	Jr	INF	3	2	3	0.125	0.300	0.250	8	2	1	1	 	""	 	2	1	1	 	 	2	 	 	 	 
2015	12080	1	141	Citadel	19	1657118	Martin, Clay	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1657118	Fr	OF	3	1	3	0.500	0.750	1.500	2	 	1	 	1	""	 	3	1	1	 	 	1	 	 	1	 
2015	12080	1	141	Citadel	4	1322736	Stokes, Johnathan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1322736	Sr	INF	3	3	3	0.375	0.500	0.625	8	2	3	2	 	""	 	3	2	1	1	 	2	 	 	 	 
2015	12080	1	141	Citadel	22	1657121	Ellis, Drew	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1657121	Fr	INF	3	3	3	0.400	0.500	1.000	10	3	4	 	 	""	2	4	1	1	 	 	3	 	 	1	 
2015	12080	1	141	Citadel	1	1657114	Phillips, Shy	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1657114	Fr	OF	3	3	3	0.200	0.200	0.200	15	2	3	 	 	""	 	1	 	 	 	 	4	2	 	 	 
2015	12080	1	141	Citadel	17	1542984	Mapes, Austin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1542984	So	OF	3	3	3	0.250	0.417	0.375	8	3	2	1	 	""	 	1	2	1	1	 	3	 	 	 	 
2015	12080	1	141	Citadel	24	1322746	Walsh, Connor	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1322746	Sr	INF	3	3	3	0.364	0.417	0.727	11	3	4	1	 	""	1	2	1	 	 	 	1	 	 	 	 
2015	12080	1	141	Citadel	2	1657115	Watcher, Philip	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1657115	Fr	INF	3	3	3	0.111	0.333	0.222	9	2	1	1	 	""	 	1	3	 	 	1	3	1	 	 	 
2015	12080	1	141	Citadel	6	1434803	Windham, Stephen	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1434803	Jr	C	2	1	2	0.000	0.000	0.000	4	 	 	 	 	""	 	 	 	 	 	 	2	 	 	 	 
2015	12080	1	141	Citadel	29	1434804	Lavery, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1434804	So	P	2	0	2	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	1	141	Citadel	5	1542982	Charpia, Barrett	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1542982	So	OF	2	0	2	0.000	0.000	0.000	1	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	1	141	Citadel	21	1657120	Deese, Mike	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1657120	Jr	OF	2	1	2	0.333	0.333	0.333	3	 	1	 	 	""	 	 	 	 	 	 	2	 	 	 	 
2015	12080	1	141	Citadel	13	1213178	Kilgallen, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1213178	Sr	C	2	2	2	0.167	0.286	0.333	6	2	1	1	 	""	 	 	1	 	 	 	2	 	 	 	 
2015	12080	1	141	Citadel	10	1322738	Rush, Bailey	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1322738	Sr	INF	2	1	2	""	1.000	""	 	 	 	 	 	""	 	 	2	 	 	 	 	 	 	 	 
2015	12080	1	141	Citadel	14	1420336	Hunter, Skylar	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1420336	Jr	P	2	0	2	1.000	1.000	1.000	1	 	1	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	1	141	Citadel	9	1420337	Smith, Jason	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1420337	So	OF	2	0	2	0.000	0.000	0.000	1	 	 	 	 	""	 	 	 	 	 	 	 	 	1	 	 
2015	12080	1	141	Citadel	28	1322747	Reeves, James	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1322747	Jr	P	1	1	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	1	141	Citadel	8	1542983	Hansen, Steven	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1542983	So	OF	1	1	1	0.000	0.667	0.000	1	 	 	 	 	""	 	 	1	1	 	 	1	 	 	 	 
2015	12080	1	141	Citadel	15	1322741	Sherrill, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1322741	Sr	P	1	0	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	1	141	Citadel	33	1322750	White, Ross	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1322750	Sr	P	1	0	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	1	141	Citadel	27	1420340	Mason, Austin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1420340	Jr	P	1	1	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	1	141	Citadel	7	1657116	Sears, JP	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1657116	Fr	P	1	0	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	1	141	Citadel	23	1420339	Livingston, Austin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1420339	Jr	P	1	1	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	1	1014	Col. of Charleston	6	1647023	Wise, Carl	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1647023	Fr	INF	1	1	1	0.333	0.400	0.333	3	 	1	 	 	""	 	2	1	 	1	 	 	 	 	 	 
2015	12080	1	1014	Col. of Charleston	27	1646991	Arduini, Wade	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1646991	Jr	P	1	0	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	1	1014	Col. of Charleston	10	1646988	Brown, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1646988	Fr	OF	1	1	1	0.400	0.400	0.400	5	1	2	 	 	""	 	1	 	 	 	 	 	 	 	 	 
2015	12080	1	1014	Col. of Charleston	32	1531233	Clarke, Taylor	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1531233	Jr	P	1	1	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	1	1014	Col. of Charleston	31	1531232	McCutcheon, Hayden	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1531232	So	P	1	0	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	1	1014	Col. of Charleston	11	1531210	Pappas, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1531210	So	INF	1	1	1	0.000	0.400	0.000	3	 	 	 	 	""	 	 	2	 	 	 	1	 	 	 	 
2015	12080	1	1014	Col. of Charleston	17	1531209	Roper, Erven	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1531209	So	C	1	1	1	0.400	0.400	0.400	5	 	2	 	 	""	 	 	 	 	 	 	2	1	 	 	 
2015	12080	1	1014	Col. of Charleston	13	1531207	Jones, Bradley	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1531207	So	INF	1	1	1	0.400	0.400	0.400	5	1	2	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	1	1014	Col. of Charleston	4	1531206	Rowland, Champ	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1531206	Sr	INF	1	1	1	0.500	0.500	0.500	4	 	2	 	 	""	 	 	 	 	 	 	1	 	 	 	 
2015	12080	1	1014	Col. of Charleston	16	1429976	Butler, Blake	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1429976	Jr	INF	1	1	1	0.400	0.400	0.400	5	2	2	 	 	""	 	1	 	 	 	 	 	 	 	 	 
2015	12080	1	1014	Col. of Charleston	7	1429974	Pastorius, Alex	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1429974	Jr	OF	1	1	1	0.333	0.333	0.333	3	1	1	 	 	""	 	1	 	 	 	1	 	 	 	 	 
2015	12080	1	1014	Col. of Charleston	15	1308559	Phillips, Morgan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1308559	Jr	INF	1	1	1	0.500	0.500	0.500	4	1	2	 	 	""	 	1	 	 	 	1	 	 	 	 	 
2015	12080	1	178	Delaware St.	48	1659769	Torres, Brandon	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1659769	So	INF	1	0	1	""	1.000	""	 	1	 	 	 	""	 	 	1	 	 	 	 	 	 	 	 
2015	12080	1	178	Delaware St.	16	1659768	Spagnolo, Tommy	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1659768	Fr	P	1	0	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	1	178	Delaware St.	3	1659766	Ramsey, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1659766	Jr	C	1	1	1	0.000	0.000	0.000	3	 	 	 	 	""	 	 	 	 	 	 	2	 	 	 	 
2015	12080	1	178	Delaware St.	28	1659763	McVey, Hunter	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1659763	Fr	P	1	0	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	1	178	Delaware St.	24	1659759	De Leon, Lane	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1659759	Fr	P	1	0	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	1	178	Delaware St.	19	1659757	Cribb, Niko	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1659757	Fr	INF	1	0	1	0.000	0.000	0.000	1	1	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2015	12080	1	178	Delaware St.	2	1659754	Beverly, Devin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1659754	Fr	INF	1	0	1	0.000	0.000	0.000	2	 	 	 	 	""	 	 	 	 	 	 	1	 	 	 	 
