year	year_id	division_id	split_name	split_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2015	12080	3	vs_lhp	10288	4	Adrian	21	1557011	Mikowski, Ian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1557011	So	OF	25	7	 	0.000	0.000	0.000	0	1	0	 	 		 	0	 	 	 	1	 	 	 	 	 
2015	12080	3	vs_lhp	10288	4	Adrian	9	1668508	Leach, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1668508	Fr	P	21	10	 	0.000	0.000	0.000	0	3	0	 	 		 	0	 	 	 	 	 	 	 	 	 
2015	12080	3	vs_lhp	10288	4	Adrian	18	1663962	Guck, Brian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1663962	Fr	3B	12	5	 	0.000	0.000	0.000	0	1	0	 	 		 	0	 	 	 	 	 	 	 	 	 
2015	12080	3	vs_lhp	10288	4	Adrian	43	1671139	Killinger, Brian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1671139	So	INF	7	0	 				1	0	0	 	 		 	0	 	 	 	 	 	 	 	 	 
2015	12080	3	vs_lhp	10288	4	Adrian	8	1668509	Kyro, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1668509	Fr	OF	3	0	 	0.000	0.000	0.000	0	1	0	 	 		 	0	 	 	 	 	 	 	 	 	 
2015	12080	3	vs_lhp	10288	2798	Albertus Magnus	24	1422674	Lockman, Steven	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1422674	Jr	INF	32	30	 	0.500	0.500	0.500	0	2	1	 	 		 	1	 	 	 	 	 	 	 	 	 
2015	12080	3	vs_lhp	10288	2798	Albertus Magnus	21	1334153	Pellegrino, Anthony	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1334153	Sr	INF	32	31	 	0.667	0.750	1.000	2	3	2	1	 		 	2	1	 	 	 	 	 	 	 	 
2015	12080	3	vs_lhp	10288	2798	Albertus Magnus	3	1423101	Piorier, Justin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1423101	Jr	INF	31	31	 	1.000	1.000	2.000	2	2	2	2	 		 	2	 	 	 	 	 	 	1	 	 
2015	12080	3	vs_lhp	10288	2798	Albertus Magnus	5	1300695	Sedia, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1300695	Sr	INF	31	29	 	0.000	0.500	0.000	0	1	0	 	 		 	0	1	 	 	1	 	 	 	 	 
2015	12080	3	vs_lhp	10288	2798	Albertus Magnus	4	1532081	Robertson, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1532081	Sr	INF	30	30	 	1.000	1.000	1.000	0	1	1	 	 		 	1	2	 	 	 	 	 	 	 	 
2015	12080	3	vs_lhp	10288	2798	Albertus Magnus	6	1422672	Graziano, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1422672	So	P	27	25	 	0.000	0.250	0.000	1	3	0	 	 		 	0	1	 	 	 	 	 	 	 	 
2015	12080	3	vs_lhp	10288	2798	Albertus Magnus	23	1423098	Kubilus, Jordan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1423098	Jr	P	25	21	 	0.750	0.750	1.000	2	4	3	1	 		 	1	 	 	 	 	 	 	 	 	 
2015	12080	3	vs_lhp	10288	2798	Albertus Magnus	7	1532083	Saia, Mike	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1532083	Jr	C	22	21	 	0.000	0.000	0.000	0	3	0	 	 		 	0	 	 	 	 	 	 	 	 	 
2015	12080	3	vs_lhp	10288	2798	Albertus Magnus	55	1437110	Pritchard, Jack	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1437110	Jr	INF	21	19	 	0.333	0.500	0.667	2	3	1	1	 		 	1	1	 	 	 	 	1	 	 	 
2015	12080	3	vs_lhp	10288	2798	Albertus Magnus	1	1532084	Santiago, Roberto	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1532084	So	OF	18	7	 	0.000	0.500	0.000	0	1	0	 	 		 	0	1	 	 	 	 	1	 	 	 
2015	12080	3	vs_lhp	10288	2798	Albertus Magnus	9	1300690	Purgatore, Vinny	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1300690	Sr	INF	16	10	 	0.000	0.000	0.000	0	1	0	 	 		 	0	 	 	 	 	 	 	 	 	 
2015	12080	3	vs_lhp	10288	2798	Albertus Magnus	25	1648503	Crocco, Tom	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1648503	Fr	INF	9	2	 	1.000	1.000	1.000	0	1	1	 	 		 	1	 	 	 	 	 	 	 	 	 
2015	12080	3	vs_lhp	10288	2798	Albertus Magnus	11	1532062	Donarumo, Mike	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1532062	So	INF	3	1	 	1.000	1.000	1.000	1	1	1	 	 		 	0	 	 	 	 	 	 	 	 	 
2015	12080	3	vs_lhp	10288	15	Albion	11	1417182	Kowal, Kyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1417182	Sr	INF	40	40	 	0.000	0.000	0.000	0	7	0	 	 		 	0	 	 	 	 	1	 	 	 	 
2015	12080	3	vs_lhp	10288	15	Albion	17	1417186	Fischbach, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1417186	Jr	OF	40	40	 	0.500	0.556	1.125	2	8	4	3	1		 	3	1	 	 	 	 	 	 	 	 
2015	12080	3	vs_lhp	10288	15	Albion	5	1659175	Marowski, Steven	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1659175	Fr	INF	40	38	 	0.000	0.250	0.000	0	6	0	 	 		 	0	2	 	 	 	 	 	 	 	 
2015	12080	3	vs_lhp	10288	15	Albion	19	1552063	Lindemann, Shane	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1552063	So	OF	39	39	 	0.375	0.375	0.500	3	8	3	1	 		 	0	 	 	 	 	 	 	1	1	 
2015	12080	3	vs_lhp	10288	15	Albion	1	1659173	Dennis, Justin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1659173	Fr	INF	39	37	 	0.000	0.200	0.000	0	4	0	 	 		 	0	1	 	 	 	 	 	 	 	 
2015	12080	3	vs_lhp	10288	15	Albion	23	1659182	Wyman, Jack	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1659182	Fr	P	37	30	 	0.200	0.167	0.200	0	5	1	 	 		 	2	 	 	1	 	 	 	 	 	 
2015	12080	3	vs_lhp	10288	15	Albion	31	1659197	Williams, Ronnie	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1659197	Fr	C	32	18	 	0.000	0.000	0.000	0	1	0	 	 		 	0	 	 	 	 	1	 	 	 	 
2015	12080	3	vs_lhp	10288	15	Albion	33	1552087	Lasceski, Mitch	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1552087	So	OF	31	29	 	0.000	0.000	0.000	0	8	0	 	 		 	0	 	 	 	 	3	 	 	 	 
2015	12080	3	vs_lhp	10288	15	Albion	4	1659174	Carpenter, Chase	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1659174	Fr	INF	29	23	 	0.333	0.333	0.333	0	3	1	 	 		 	0	 	 	 	 	 	 	1	 	 
2015	12080	3	vs_lhp	10288	15	Albion	3	1417181	Bonofiglio, Spencer	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1417181	Jr	C	29	25	 	0.500	0.600	0.500	0	4	2	 	 		 	0	 	1	 	 	1	 	 	 	 
2015	12080	3	vs_lhp	10288	15	Albion	16	1659179	Fujarski, Jordan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1659179	Fr	INF	19	13	 	0.000	0.000	0.000	0	2	0	 	 		 	0	 	 	 	 	 	 	 	 	 
2015	12080	3	vs_lhp	10288	16	Albright	27	1329568	Santone, Gabe	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1329568	Sr	1B	31	28	 	0.294	0.294	0.412	0	17	5	2	 		 	1	 	 	 	 	2	1	 	 	 
2015	12080	3	vs_lhp	10288	16	Albright	17	1329556	Dundore, Max	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1329556	Sr	OF	30	28	 	0.211	0.250	0.368	2	19	4	 	 		1	2	1	 	 	 	3	1	2	 	 
2015	12080	3	vs_lhp	10288	16	Albright	8	1329560	Medvecky, John	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1329560	Sr	3B	29	27	 	0.263	0.286	0.316	2	19	5	1	 		 	2	1	 	1	 	1	4	 	 	 
2015	12080	3	vs_lhp	10288	16	Albright	4	1552729	Fretz, Nathan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1552729	So	2B	29	28	 	0.429	0.467	0.500	3	14	6	1	 		 	1	 	1	 	2	 	 	1	 	 
2015	12080	3	vs_lhp	10288	16	Albright	25	1440296	High, Evan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1440296	Sr	OF	28	28	 	0.154	0.214	0.154	1	13	2	 	 		 	0	1	 	 	 	5	 	 	 	 
2015	12080	3	vs_lhp	10288	16	Albright	21	1329555	Boll, Dylan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1329555	Sr	C	27	27	 	0.500	0.526	0.722	2	18	9	1	 		1	5	1	 	 	 	5	1	 	 	 
2015	12080	3	vs_lhp	10288	16	Albright	26	1440297	Triantos, Brandon	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1440297	Jr	INF	26	25	 	0.556	0.636	0.556	2	9	5	 	 		 	2	2	 	 	 	2	 	 	1	 
2015	12080	3	vs_lhp	10288	16	Albright	13	1552732	Storms, Micah	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1552732	So	SS	21	19	 	0.400	0.400	0.400	1	5	2	 	 		 	0	 	 	 	 	 	 	 	 	 
2015	12080	3	vs_lhp	10288	16	Albright	31	1552736	Pechulis, Joe	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1552736	So	3B	19	10	 	0.250	0.250	0.250	1	8	2	 	 		 	1	 	 	 	1	1	 	 	 	 
2015	12080	3	vs_lhp	10288	16	Albright	29	1552734	Louviaux, Daniel	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1552734	So	P	18	15	 	0.286	0.500	0.286	2	7	2	 	 		 	1	3	 	 	 	 	 	 	1	 
2015	12080	3	vs_lhp	10288	16	Albright	18	1440299	Cimino, Julian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1440299	Jr	OF	18	12	 	0.250	0.400	0.250	0	4	1	 	 		 	1	1	 	 	1	2	 	 	 	 
2015	12080	3	vs_lhp	10288	16	Albright	12	1329558	Keibler, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1329558	Sr	C	16	11	 	0.000	0.333	0.000	1	4	0	 	 		 	0	2	 	 	 	1	 	 	 	 
2015	12080	3	vs_lhp	10288	16	Albright	23	1329565	Okonski, Zac	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1329565	Sr	3B	16	12	 	0.167	0.375	0.167	0	6	1	 	 		 	1	2	 	 	 	 	1	 	 	 
2015	12080	3	vs_lhp	10288	16	Albright	14	1655165	Brescancine, Tanner	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1655165	Fr	SS	13	7	 	0.000	0.000	0.000	0	2	0	 	 		 	0	 	 	 	 	1	 	 	 	 
2015	12080	3	vs_lhp	10288	16	Albright	33	1655169	Krause, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1655169	Fr	1B	13	1	 	0.000	0.000	0.000	0	2	0	 	 		 	0	 	 	 	 	 	 	 	 	 
2015	12080	3	vs_lhp	10288	16	Albright	6	1655164	Koval, Adam	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1655164	Fr	OF	12	3	 				1	0	0	 	 		 	0	 	 	 	 	 	 	 	 	 
2015	12080	3	vs_lhp	10288	16	Albright	35	1440300	Hook, Trey	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1440300	Sr	1B	10	3	 	0.500	0.500	0.500	0	2	1	 	 		 	0	 	 	 	 	 	1	 	 	 
2015	12080	3	vs_lhp	10288	16	Albright	34	1655170	Beebe, Noah	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1655170	Fr	OF	9	4	 		1.000		0	0	0	 	 		 	0	1	 	 	 	 	 	 	 	 
2015	12080	3	vs_lhp	10288	16	Albright	19	1329559	Makowski, Patrick	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1329559	Sr	OF	5	3	 	0.000	0.000	0.000	0	1	0	 	 		 	0	 	 	 	 	1	 	 	 	 
2015	12080	3	vs_lhp	10288	16	Albright	38	1440302	Klinger, William	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1440302	Sr	P	3	2	 	0.000	0.000	0.000	0	1	0	 	 		 	0	 	 	 	 	 	 	 	 	 
2015	12080	3	vs_lhp	10288	19	Allegheny	42	1307575	Gray, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1307575	Sr	INF	39	39	 	0.619	0.700	0.857	8	21	13	2	 		1	8	5	3	1	2	2	1	5	1	 
2015	12080	3	vs_lhp	10288	19	Allegheny	17	1431306	Bronson, Adam	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1431306	Sr	C	39	39	 	0.227	0.308	0.364	4	22	5	 	 		1	6	2	1	1	 	7	 	1	1	 
2015	12080	3	vs_lhp	10288	19	Allegheny	9	1543878	Shick, Jacob	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1543878	So	INF	39	38	 	0.381	0.435	0.429	3	21	8	1	 		 	5	2	 	 	 	1	1	2	 	 
2015	12080	3	vs_lhp	10288	19	Allegheny	10	1543887	DiMaggio, Robert	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1543887	So	INF	37	33	 	0.312	0.476	0.375	6	16	5	1	 		 	4	5	 	 	 	1	 	 	 	 
2015	12080	3	vs_lhp	10288	19	Allegheny	20	1431297	Killian, Joe	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1431297	Jr	INF	35	35	 	0.478	0.500	0.565	3	23	11	2	 		 	5	1	 	 	 	3	1	1	 	 
2015	12080	3	vs_lhp	10288	19	Allegheny	16	1431307	Murray, Ben	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1431307	Sr	3B	30	23	 	0.000	0.167	0.000	0	5	0	 	 		 	1	1	 	 	 	 	 	 	 	 
2015	12080	3	vs_lhp	10288	19	Allegheny	44	1543895	Beaumont, Shea	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1543895	So	INF	28	20	 	0.200	0.333	0.300	1	10	2	1	 		 	1	1	1	 	1	2	 	 	 	 
2015	12080	3	vs_lhp	10288	19	Allegheny	27	1662755	Wagner, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1662755	Fr	P	28	23	 	0.250	0.357	0.417	1	12	3	2	 		 	0	2	 	 	 	3	 	 	1	 
2015	12080	3	vs_lhp	10288	19	Allegheny	4	1431295	Sardini, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1431295	Jr	OF	27	22	 	0.308	0.400	0.692	2	13	4	2	 		1	2	2	 	 	 	4	 	1	 	 
2015	12080	3	vs_lhp	10288	19	Allegheny	29	1662757	Bonnett, Dan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1662757	Fr	OF	27	27	 	0.238	0.333	0.333	6	21	5	2	 		 	2	3	 	 	 	5	 	2	 	 
2015	12080	3	vs_lhp	10288	19	Allegheny	40	1543893	Orr, Patrick	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1543893	So	C	24	18	 	0.286	0.375	0.286	3	7	2	 	 		 	1	1	 	 	1	2	1	 	1	 
2015	12080	3	vs_lhp	10288	19	Allegheny	5	1543877	Dawson, Andrew	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1543877	So	OF	21	5	 	0.000	0.667	0.000	3	1	0	 	 		 	0	2	 	 	 	1	 	1	 	 
2015	12080	3	vs_lhp	10288	19	Allegheny	14	1662751	Flaherty, Cullen	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1662751	Fr	OF	20	16	 	0.000	0.500	0.000	3	3	0	 	 		 	0	3	 	 	1	1	 	1	 	 
2015	12080	3	vs_lhp	10288	19	Allegheny	3	1543891	Emerson, Kyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1543891	So	P	16	8	 	0.000	0.143	0.000	0	6	0	 	 		 	0	1	 	 	 	1	1	 	 	 
2015	12080	3	vs_lhp	10288	19	Allegheny	6	1307573	Baker, R.J.	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1307573	Sr	OF	11	3	 	0.000	0.000	0.000	0	3	0	 	 		 	0	 	 	 	 	2	 	 	 	 
2015	12080	3	vs_lhp	10288	19	Allegheny	34	1662759	Perry, Cy	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1662759	Fr	INF	9	1	 	0.000	0.000	0.000	0	2	0	 	 		 	0	 	 	 	 	2	 	 	 	 
2015	12080	3	vs_lhp	10288	21	Alma	8	1551335	Peczynski, Alex	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1551335	So	SS	38	38	 	0.353	0.389	0.471	3	17	6	2	 		 	1	1	 	 	 	2	 	 	2	 
2015	12080	3	vs_lhp	10288	21	Alma	18	1551337	Delrosa, Yoan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1551337	Sr	OF	38	38	 	0.294	0.429	0.353	2	17	5	1	 		 	1	4	 	 	 	5	 	1	 	 
2015	12080	3	vs_lhp	10288	21	Alma	22	1664108	Corniel, Jose	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1664108	N/A	CF	36	36	 	0.125	0.125	0.125	0	16	2	 	 		 	0	 	 	 	 	8	 	1	 	 
2015	12080	3	vs_lhp	10288	21	Alma	15	1446940	Walters, Doug	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1446940	Jr	C	35	35	 	0.429	0.500	0.643	1	14	6	1	1		 	2	1	1	 	 	2	 	 	 	 
2015	12080	3	vs_lhp	10288	21	Alma	24	1316473	Leddy, Blake	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1316473	Sr	OF	34	31	 	0.222	0.300	0.333	2	9	2	1	 		 	0	 	1	 	1	5	 	 	 	 
2015	12080	3	vs_lhp	10288	21	Alma	6	1551338	Domingu, Juan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1551338	Sr	2B	32	28	 	0.273	0.333	0.273	0	11	3	 	 		 	1	1	 	 	 	3	 	 	 	 
2015	12080	3	vs_lhp	10288	21	Alma	11	1663780	San, Dayne	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1663780	N/A	DH	29	23	 	0.444	0.545	0.444	0	9	4	 	 		 	1	2	 	 	 	2	 	 	 	 
2015	12080	3	vs_lhp	10288	21	Alma	26	1666217	Cruz, Erik	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1666217	N/A	DH	28	20	 	0.188	0.188	0.188	0	16	3	 	 		 	1	 	 	 	 	5	1	 	 	 
2015	12080	3	vs_lhp	10288	21	Alma	12	1663781	Thoryk, Adam	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1663781	N/A	3B	25	20	 	0.250	0.250	0.250	1	8	2	 	 		 	0	 	 	 	 	1	 	 	 	 
2015	12080	3	vs_lhp	10288	21	Alma	2	1551336	Carles, David	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1551336	Jr	OF	23	13	 	0.222	0.300	0.222	0	9	2	 	 		 	1	1	 	 	 	3	 	 	 	 
2015	12080	3	vs_lhp	10288	21	Alma	9	1663787	Minaudo, Matthew	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1663787	N/A	2B	23	18	 	0.091	0.167	0.091	2	11	1	 	 		 	1	1	 	 	 	4	 	1	 	 
2015	12080	3	vs_lhp	10288	21	Alma	20	1558069	Finn, Pat	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1558069	So	2B	21	10	 	0.250	0.417	0.250	2	8	2	 	 		 	1	2	1	1	 	1	1	1	1	 
2015	12080	3	vs_lhp	10288	21	Alma	10	1670135	Roeske, Austin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1670135	N/A	2B	21	21	 	0.143	0.143	0.286	0	7	1	1	 		 	2	 	 	 	1	 	1	 	 	 
2015	12080	3	vs_lhp	10288	21	Alma	7	1558255	Jacks, Jerome	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1558255	So	INF	10	0	 	0.000	0.000	0.000	0	1	0	 	 		 	0	 	 	 	 	1	 	 	 	 
2015	12080	3	vs_lhp	10288	21	Alma	25	1443449	Acton, A.J.	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1443449	Jr	C	8	3	 	0.500	0.500	1.000	1	2	1	1	 		 	1	 	 	 	 	 	 	 	 	 
2015	12080	3	vs_lhp	10288	21	Alma	34	1671870	Swanson, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1671870	N/A	PH	3	0	 	0.000	0.000	0.000	0	1	0	 	 		 	0	 	 	 	 	1	 	 	 	 
2015	12080	3	vs_lhp	10288	938	Alvernia	40	1321140	Sawyer, Ben	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1321140	Sr	OF	49	49	 	0.367	0.444	0.700	7	30	11	3	2		1	6	5	 	1	1	6	 	1	 	 
2015	12080	3	vs_lhp	10288	938	Alvernia	27	1557427	Coons, Cameron	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1557427	So	1B	48	47	 	0.231	0.300	0.308	4	26	6	2	 		 	5	3	 	1	2	8	 	 	 	 
2015	12080	3	vs_lhp	10288	938	Alvernia	33	1321137	Ricciardi, Richie	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1321137	Sr	INF	45	45	 	0.194	0.237	0.194	2	36	7	 	 		 	1	2	 	 	2	2	 	1	 	 
2015	12080	3	vs_lhp	10288	938	Alvernia	14	1321130	Martin, Brok	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1321130	Sr	INF	45	44	 	0.276	0.353	0.379	4	29	8	1	1		 	6	3	1	1	1	3	 	 	1	 
2015	12080	3	vs_lhp	10288	938	Alvernia	26	1443373	Burns, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1443373	Jr	C	45	45	 	0.414	0.485	0.655	7	29	12	4	 		1	6	4	 	 	 	5	 	 	 	 
2015	12080	3	vs_lhp	10288	938	Alvernia	10	1666479	Case, Vinny	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1666479	N/A	CF	42	39	 	0.080	0.200	0.080	7	25	2	 	 		 	3	4	 	1	1	7	 	1	 	 
