year	year_id	team_id	team_name	jersey_number	player_name	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2014	11620	22	American Int'l	-	Totals	-	-	-	-	41	0.233	0.326	0.292	1,327	168	309	41	7	388	8	147	154	36	15	11	314	27	45	23	 
2014	11620	22	American Int'l	-	Opponent Totals	-	-	-	-	41	0.270	0.349	0.371	1,362	221	368	65	6	505	20	191	140	36	19	19	227	26	76	20	 
2014	11620	13028	Anderson (SC)	-	Totals	-	-	-	-	51	0.295	0.375	0.427	1,727	308	509	96	5	738	41	276	192	41	21	26	347	40	25	18	 
2014	11620	13028	Anderson (SC)	-	Opponent Totals	-	-	-	-	51	0.311	0.381	0.465	1,731	377	539	119	21	805	35	342	175	39	30	43	319	34	61	25	 
2014	11620	25	Angelo St.	-	Totals	-	-	-	-	53	0.289	0.359	0.389	1,664	268	481	71	21	648	18	224	125	73	29	29	300	39	97	40	 
2014	11620	25	Angelo St.	-	Opponent Totals	-	-	-	-	53	0.270	0.347	0.360	1,716	255	463	91	8	618	16	216	157	54	14	48	348	38	38	14	 
2014	11620	30105	Ark.-Fort Smith	-	Totals	-	-	-	-	51	0.268	0.341	0.314	1,530	215	410	48	4	481	5	181	131	51	22	41	257	32	61	17	 
2014	11620	30105	Ark.-Fort Smith	-	Opponent Totals	-	-	-	-	51	0.274	0.353	0.374	1,523	246	418	65	10	569	22	223	162	38	29	50	265	28	65	20	 
2014	11620	8411	Ark.-Monticello	-	Totals	-	-	-	-	53	0.286	0.391	0.410	1,674	332	478	91	3	686	37	290	223	81	20	38	323	52	40	15	 
2014	11620	8411	Ark.-Monticello	-	Opponent Totals	-	-	-	-	53	0.268	0.355	0.365	1,661	222	445	76	14	606	19	195	161	73	19	30	272	50	77	14	 
2014	11620	947	Arkansas Tech	-	Totals	-	-	-	-	56	0.292	0.374	0.414	1,790	340	522	107	14	741	28	303	156	94	22	31	261	36	60	14	 
2014	11620	947	Arkansas Tech	-	Opponent Totals	-	-	-	-	56	0.235	0.329	0.338	1,739	230	409	77	12	588	26	205	192	59	17	32	365	57	37	13	 
2014	11620	33	Armstrong	-	Totals	-	-	-	-	48	0.292	0.373	0.402	1,645	302	481	75	15	661	25	263	182	40	17	49	270	34	35	17	 
2014	11620	33	Armstrong	-	Opponent Totals	-	-	-	-	48	0.280	0.359	0.413	1,652	257	463	87	15	682	34	233	158	53	14	37	355	34	37	18	 
2014	11620	35	Ashland	-	Totals	-	-	-	-	45	0.321	0.412	0.419	1,405	287	451	69	7	588	18	251	149	87	28	27	215	41	61	15	 
2014	11620	35	Ashland	-	Opponent Totals	-	-	-	-	45	0.292	0.390	0.381	1,366	247	399	65	10	520	12	215	160	72	18	32	222	32	24	10	 
2014	11620	36	Assumption	-	Totals	-	-	-	-	39	0.267	0.347	0.345	1,354	226	361	55	6	467	13	199	134	43	18	19	238	38	28	14	 
2014	11620	36	Assumption	-	Opponent Totals	-	-	-	-	39	0.287	0.367	0.402	1,352	233	388	69	16	543	18	199	136	42	14	27	208	30	87	22	 
2014	11620	41	Augustana (SD)	-	Totals	-	-	-	-	57	0.337	0.413	0.501	1,811	425	611	136	19	908	41	383	188	63	26	30	322	36	111	26	 
2014	11620	41	Augustana (SD)	-	Opponent Totals	-	-	-	-	57	0.244	0.335	0.346	1,696	233	413	76	7	587	28	203	155	84	13	30	384	43	45	17	 
2014	11620	30146	Azusa Pacific	-	Totals	-	-	-	-	51	0.300	0.363	0.421	1,706	258	512	84	15	719	31	231	148	34	23	25	244	42	53	22	 
2014	11620	30146	Azusa Pacific	-	Opponent Totals	-	-	-	-	51	0.257	0.355	0.338	1,629	223	419	51	 	""	27	200	205	51	14	42	358	43	25	23	 
2014	11620	49	Barry	-	Totals	-	-	-	-	48	0.296	0.405	0.442	1,553	353	460	100	9	686	36	328	239	62	27	23	257	47	59	11	 
2014	11620	49	Barry	-	Opponent Totals	-	-	-	-	48	0.276	0.368	0.388	1,589	270	438	80	10	616	26	236	185	54	12	27	314	34	57	19	 
2014	11620	15646	Barton	-	Totals	-	-	-	-	48	0.258	0.336	0.345	1,503	182	388	62	7	518	18	159	136	45	10	31	313	42	43	27	 
2014	11620	15646	Barton	-	Opponent Totals	-	-	-	-	48	0.308	0.372	0.438	1,592	325	490	117	5	698	27	284	142	36	25	31	199	38	91	15	 
2014	11620	52	Bellarmine	-	Totals	-	-	-	-	50	0.274	0.345	0.359	1,477	201	404	72	15	530	8	170	141	29	17	34	205	31	62	15	 
2014	11620	52	Bellarmine	-	Opponent Totals	-	-	-	-	50	0.288	0.354	0.366	1,521	223	438	79	11	557	6	193	122	45	20	23	228	41	46	17	 
2014	11620	2683	Belmont Abbey	-	Totals	-	-	-	-	48	0.265	0.369	0.387	1,553	261	411	90	5	601	30	224	200	67	18	12	425	29	88	15	 
2014	11620	2683	Belmont Abbey	-	Opponent Totals	-	-	-	-	48	0.307	0.383	0.432	1,601	308	491	85	11	691	31	258	148	63	22	28	343	25	71	24	 
2014	11620	54	Bemidji St.	-	Totals	-	-	-	-	43	0.272	0.348	0.347	1,267	177	344	61	4	440	9	158	141	14	13	18	192	35	29	10	 
2014	11620	54	Bemidji St.	-	Opponent Totals	-	-	-	-	43	0.319	0.394	0.428	1,288	250	411	75	10	551	15	229	131	38	15	36	204	29	47	15	 
2014	11620	55	Benedict	-	Totals	-	-	-	-	42	0.298	0.415	0.435	1,176	294	351	68	13	511	22	245	185	64	20	11	223	23	207	55	 
2014	11620	55	Benedict	-	Opponent Totals	-	-	-	-	42	0.289	0.401	0.426	1,229	310	355	81	14	524	20	269	178	65	18	20	241	24	72	24	1
2014	11620	56	Bentley	-	Totals	-	-	-	-	40	0.260	0.329	0.343	1,386	193	361	54	20	476	7	166	115	30	5	19	291	30	82	24	 
2014	11620	56	Bentley	-	Opponent Totals	-	-	-	-	40	0.257	0.342	0.333	1,338	168	344	57	9	446	9	148	140	42	17	18	223	33	73	26	 
2014	11620	984	Bloomfield	-	Totals	-	-	-	-	34	0.241	0.321	0.306	1,116	143	269	45	12	341	1	115	121	15	9	31	257	15	40	20	 
2014	11620	984	Bloomfield	-	Opponent Totals	-	-	-	-	34	0.276	0.383	0.365	1,154	228	319	57	12	421	7	187	144	65	14	27	199	11	70	16	 
2014	11620	65	Bloomsburg	-	Totals	-	-	-	-	47	0.302	0.379	0.362	1,383	249	418	62	3	501	5	212	132	49	15	39	184	36	73	23	 
2014	11620	65	Bloomsburg	-	Opponent Totals	-	-	-	-	47	0.272	0.335	0.335	1,354	180	368	67	3	453	4	153	100	37	15	22	226	40	34	22	 
2014	11620	985	Bluefield St.	-	Totals	-	-	-	-	45	0.245	0.323	0.315	1,382	178	339	58	7	435	8	160	122	43	12	10	282	26	58	15	 
2014	11620	985	Bluefield St.	-	Opponent Totals	-	-	-	-	45	0.329	0.433	0.438	1,396	360	459	98	8	612	13	309	201	72	23	21	219	16	87	19	 
2014	11620	30094	Brevard	-	Totals	-	-	-	-	46	0.275	0.346	0.342	1,455	209	400	57	7	498	9	182	133	34	19	30	241	44	49	9	 
2014	11620	30094	Brevard	-	Opponent Totals	-	-	-	-	46	0.289	0.367	0.381	1,465	232	423	84	6	558	13	199	147	41	11	31	247	36	42	20	 
2014	11620	74	Bridgeport	-	Totals	-	-	-	-	46	0.234	0.321	0.287	1,427	163	334	46	6	410	6	139	135	51	8	26	361	16	90	34	 
2014	11620	74	Bridgeport	-	Opponent Totals	-	-	-	-	46	0.283	0.369	0.368	1,462	230	414	58	21	538	8	198	164	43	15	26	311	33	82	40	 
2014	11620	91	Cal Poly Pomona	-	Totals	-	-	-	-	49	0.293	0.363	0.389	1,603	264	469	87	8	623	17	237	155	37	28	36	191	45	51	21	 
2014	11620	91	Cal Poly Pomona	-	Opponent Totals	-	-	-	-	49	0.258	0.333	0.322	1,614	198	416	57	7	520	11	171	140	49	16	38	298	35	42	18	 
2014	11620	92	Cal St. Dom. Hills	-	Totals	-	-	-	-	49	0.281	0.362	0.382	1,590	239	446	89	15	607	14	212	167	49	22	48	281	36	58	14	 
2014	11620	92	Cal St. Dom. Hills	-	Opponent Totals	-	-	-	-	49	0.272	0.366	0.337	1,598	239	434	65	8	539	8	203	203	48	24	28	270	43	43	13	 
2014	11620	98	Cal St. East Bay	-	Totals	-	-	-	-	48	0.279	0.343	0.350	1,540	217	430	71	7	539	8	193	130	30	21	36	227	36	61	20	 
2014	11620	98	Cal St. East Bay	-	Opponent Totals	-	-	-	-	48	0.249	0.325	0.330	1,516	197	378	65	6	500	15	174	131	47	18	30	249	34	51	17	 
2014	11620	100	Cal St. L.A.	-	Totals	-	-	-	-	48	0.262	0.334	0.326	1,563	209	410	69	6	509	6	181	131	44	13	26	233	44	24	13	 
2014	11620	100	Cal St. L.A.	-	Opponent Totals	-	-	-	-	48	0.307	0.394	0.426	1,619	315	497	101	16	690	20	279	191	56	23	30	301	36	52	14	 
2014	11620	30055	Cal St. Monterey Bay	-	Totals	-	-	-	-	50	0.268	0.353	0.360	1,634	248	438	96	14	589	9	220	167	62	24	20	253	34	63	20	 
2014	11620	30055	Cal St. Monterey Bay	-	Opponent Totals	-	-	-	-	50	0.269	0.346	0.330	1,634	248	440	75	5	540	5	219	162	41	24	39	272	36	45	16	 
2014	11620	93	Cal St. San B'dino	-	Totals	-	-	-	-	50	0.268	0.341	0.330	1,660	208	445	65	4	548	10	182	145	47	18	48	278	38	32	8	 
2014	11620	93	Cal St. San B'dino	-	Opponent Totals	-	-	-	-	50	0.305	0.384	0.391	1,663	307	507	83	6	650	16	273	179	53	30	52	259	39	69	15	 
2014	11620	103	Cal St. Stanislaus	-	Totals	-	-	-	-	48	0.270	0.331	0.322	1,558	169	420	63	3	501	4	150	117	31	12	36	287	32	48	15	 
2014	11620	103	Cal St. Stanislaus	-	Opponent Totals	-	-	-	-	48	0.290	0.389	0.361	1,530	279	443	80	10	552	3	234	214	53	27	39	253	54	49	23	 
2014	11620	995	Caldwell	-	Totals	-	-	-	-	34	0.231	0.314	0.296	1,145	117	265	32	15	339	4	103	112	28	3	18	301	22	52	16	 
2014	11620	995	Caldwell	-	Opponent Totals	-	-	-	-	34	10.188	12.846	13.684	1,198	227	366	65	24	488	3	192	123	39	11	25	172	23	110	17	 
2014	11620	106	California (PA)	-	Totals	-	-	-	-	47	0.289	0.369	0.377	1,243	204	359	52	18	468	7	187	138	31	20	57	171	25	85	13	 
2014	11620	106	California (PA)	-	Opponent Totals	-	-	-	-	47	0.272	0.330	0.368	1,294	175	352	55	6	476	19	160	88	28	10	37	182	28	40	19	 
2014	11620	30135	California Baptist	-	Totals	-	-	-	-	54	0.309	0.388	0.402	1,799	330	556	83	9	723	22	290	192	56	25	35	267	44	66	31	 
2014	11620	30135	California Baptist	-	Opponent Totals	-	-	-	-	54	0.249	0.331	0.302	1,748	198	435	50	5	528	11	165	167	51	8	32	413	46	29	19	 
2014	11620	996	Cameron	-	Totals	-	-	-	-	47	0.271	0.354	0.373	1,441	235	390	59	11	537	22	203	145	49	13	41	272	32	18	16	 
2014	11620	996	Cameron	-	Opponent Totals	-	-	-	-	47	0.308	0.372	0.442	1,497	294	461	79	13	662	32	264	112	51	19	36	201	23	66	22	 
2014	11620	1000	Carson-Newman	-	Totals	-	-	-	-	46	0.277	0.346	0.396	1,485	230	412	79	11	588	25	208	124	39	16	46	294	32	29	16	 
2014	11620	1000	Carson-Newman	-	Opponent Totals	-	-	-	-	46	0.279	0.360	0.378	1,479	230	413	80	3	559	20	200	158	36	13	32	305	38	31	21	 
2014	11620	1001	Catawba	-	Totals	-	-	-	-	55	0.305	0.379	0.445	1,859	370	567	106	14	827	42	334	199	38	24	28	306	54	73	21	 
2014	11620	1001	Catawba	-	Opponent Totals	-	-	-	-	55	0.260	0.338	0.373	1,792	266	466	75	5	668	39	237	179	36	8	31	402	46	47	16	 
2014	11620	30124	Cedarville	-	Totals	-	-	-	-	55	0.292	0.384	0.385	1,742	319	509	85	17	670	14	283	212	64	24	44	334	45	55	15	 
2014	11620	30124	Cedarville	-	Opponent Totals	-	-	-	-	55	0.283	0.383	0.378	1,727	328	489	86	13	652	17	285	216	83	31	39	248	42	74	22	 
2014	11620	130	Central Mo.	-	Totals	-	-	-	-	51	0.322	0.426	0.425	1,566	356	505	76	9	665	22	311	220	81	24	72	226	37	55	17	 
2014	11620	130	Central Mo.	-	Opponent Totals	-	-	-	-	51	0.255	0.349	0.371	1,543	231	393	92	5	573	26	196	159	67	5	32	378	25	38	15	 
2014	11620	1009	Central Okla.	-	Totals	-	-	-	-	54	0.350	0.441	0.551	1,693	443	592	118	17	933	63	398	218	79	24	65	286	44	61	28	 
2014	11620	1009	Central Okla.	-	Opponent Totals	-	-	-	-	54	13.429	18.503	18.212	1,590	237	412	69	7	561	22	213	217	34	19	29	379	50	48	17	 
2014	11620	1010	Central Wash.	-	Totals	-	-	-	-	49	0.302	0.392	0.416	1,552	307	468	76	3	646	32	271	192	54	23	57	227	34	51	15	 
2014	11620	1010	Central Wash.	-	Opponent Totals	-	-	-	-	49	0.300	0.360	0.389	1,593	230	478	72	8	620	18	205	120	37	13	42	309	36	33	19	 
2014	11620	1013	Charleston (WV)	-	Totals	-	-	-	-	46	0.266	0.342	0.316	1,221	192	325	44	1	386	5	164	106	45	19	36	184	26	49	7	 
2014	11620	1013	Charleston (WV)	-	Opponent Totals	-	-	-	-	46	0.294	0.356	0.346	1,284	203	378	45	3	444	5	177	110	26	23	27	133	29	41	20	 
2014	11620	21323	Chestnut Hill	-	Totals	-	-	-	-	35	0.256	0.348	0.332	1,102	177	282	50	8	366	6	145	136	26	12	25	249	19	93	22	 
2014	11620	21323	Chestnut Hill	-	Opponent Totals	-	-	-	-	35	0.265	0.352	0.357	1,117	177	296	61	9	399	8	149	116	41	14	31	212	17	67	14	 
2014	11620	95	Chico St.	-	Totals	-	-	-	-	58	0.292	0.370	0.362	1,855	297	542	64	12	672	14	264	156	92	31	75	235	43	75	16	 
2014	11620	95	Chico St.	-	Opponent Totals	-	-	-	-	58	0.246	0.308	0.312	1,817	182	447	73	10	567	9	161	132	37	15	36	298	65	27	19	 
2014	11620	8875	Chowan	-	Totals	-	-	-	-	44	0.285	0.370	0.392	1,267	250	361	84	8	497	12	205	154	30	23	10	249	20	53	16	 
2014	11620	8875	Chowan	-	Opponent Totals	-	-	-	-	44	0.340	0.417	0.464	1,298	291	441	80	15	602	17	254	134	53	22	21	224	23	75	13	 
2014	11620	1015	Christian Bros.	-	Totals	-	-	-	-	49	0.234	0.327	0.279	1,524	153	356	49	4	425	4	134	158	58	10	40	267	34	19	7	 
2014	11620	1015	Christian Bros.	-	Opponent Totals	-	-	-	-	49	0.313	0.405	0.398	1,576	276	494	78	8	627	13	242	210	46	22	47	252	43	58	39	 
2014	11620	30058	Claflin	-	Totals	-	-	-	-	42	0.278	0.387	0.400	1,256	271	349	68	16	503	18	233	176	62	22	15	200	26	81	26	 
2014	11620	30058	Claflin	-	Opponent Totals	-	-	-	-	42	0.299	0.381	0.400	1,336	252	400	62	11	535	17	220	141	48	20	18	231	24	70	33	 
2014	11620	143	Clarion	-	Totals	-	-	-	-	38	0.255	0.320	0.306	1,018	112	260	31	7	311	2	97	64	36	7	23	187	34	14	11	 
2014	11620	143	Clarion	-	Opponent Totals	-	-	-	-	38	0.338	0.423	0.447	1,075	270	363	47	11	480	16	247	144	30	22	26	99	20	84	14	 
2014	11620	144	Clark Atlanta	-	Totals	-	-	-	-	35	0.255	0.356	0.326	990	154	252	40	5	323	7	129	130	30	8	17	191	13	57	27	 
2014	11620	144	Clark Atlanta	-	Opponent Totals	-	-	-	-	35	0.341	0.444	0.476	1,069	280	365	66	15	509	16	246	166	47	19	13	138	14	51	31	 
2014	11620	1023	Coker	-	Totals	-	-	-	-	42	0.280	0.367	0.360	1,283	233	359	58	9	462	9	210	120	66	17	23	264	32	121	30	 
2014	11620	1023	Coker	-	Opponent Totals	-	-	-	-	42	0.295	0.357	0.426	1,297	209	383	79	12	552	22	180	110	26	19	39	190	44	27	14	 
2014	11620	11403	Colo. Christian	-	Totals	-	-	-	-	48	0.274	0.344	0.366	1,462	204	401	63	10	535	17	185	128	34	13	22	265	51	41	18	 
2014	11620	11403	Colo. Christian	-	Opponent Totals	-	-	-	-	48	0.371	0.446	0.541	1,576	443	585	142	22	852	27	401	169	72	35	23	163	43	73	22	 
2014	11620	11416	Colorado Mesa	-	Totals	-	-	-	-	60	0.350	0.415	0.511	2,025	483	709	141	19	1,035	49	439	184	66	37	60	241	44	108	18	 
2014	11620	11416	Colorado Mesa	-	Opponent Totals	-	-	-	-	60	0.263	0.333	0.359	1,892	248	498	84	11	679	25	220	156	49	17	39	344	51	37	21	 
2014	11620	155	Colorado Mines	-	Totals	-	-	-	-	47	0.308	0.369	0.402	1,499	277	461	68	19	603	12	245	102	55	20	30	244	35	37	25	 
2014	11620	155	Colorado Mines	-	Opponent Totals	-	-	-	-	47	0.292	0.366	0.413	1,440	247	420	75	14	595	24	219	134	47	21	32	238	44	59	11	 
2014	11620	2720	Colorado St.-Pueblo	-	Totals	-	-	-	-	53	0.307	0.389	0.431	1,758	347	539	104	18	757	26	301	197	55	22	30	310	51	61	24	 
2014	11620	2720	Colorado St.-Pueblo	-	Opponent Totals	-	-	-	-	53	0.305	0.394	0.406	1,753	312	534	77	13	712	25	288	216	51	12	38	311	54	41	23	 
2014	11620	159	Columbus St.	-	Totals	-	-	-	-	57	0.320	0.395	0.463	2,030	441	650	109	12	939	52	386	203	68	31	38	338	39	91	19	 
2014	11620	159	Columbus St.	-	Opponent Totals	-	-	-	-	57	0.268	0.350	0.361	1,896	266	509	89	6	685	25	238	201	49	25	39	385	56	42	15	 
2014	11620	1028	Concord	-	Totals	-	-	-	-	54	0.327	0.395	0.434	1,588	350	519	94	11	689	18	306	139	62	35	25	203	28	109	32	 
2014	11620	1028	Concord	-	Opponent Totals	-	-	-	-	54	0.293	0.349	0.356	1,541	203	452	63	5	549	8	183	106	37	19	34	222	34	34	21	 
2014	11620	162	Concordia (NY)	-	Totals	-	-	-	-	35	0.253	0.335	0.329	1,144	148	290	55	8	376	5	131	113	34	12	12	232	32	45	15	 
2014	11620	162	Concordia (NY)	-	Opponent Totals	-	-	-	-	35	0.290	0.373	0.387	1,162	224	337	49	8	450	16	196	126	33	9	27	220	29	73	20	 
2014	11620	9081	Concordia-St. Paul	-	Totals	-	-	-	-	42	0.311	0.386	0.371	1,330	248	414	49	8	494	5	220	148	23	13	41	196	35	21	6	 
2014	11620	9081	Concordia-St. Paul	-	Opponent Totals	-	-	-	-	42	0.250	0.336	0.320	1,241	163	310	62	2	397	7	145	115	51	10	30	217	41	23	13	 
2014	11620	174	Davis & Elkins	-	Totals	-	-	-	-	50	0.276	0.360	0.377	1,490	285	411	74	10	562	19	263	161	45	18	28	231	42	14	10	 
2014	11620	174	Davis & Elkins	-	Opponent Totals	-	-	-	-	50	0.279	0.358	0.356	1,546	287	431	70	13	551	8	251	149	51	16	32	232	39	73	12	 
2014	11620	181	Delta St.	-	Totals	-	-	-	-	51	0.328	0.414	0.417	1,742	369	572	88	9	726	16	334	188	87	27	22	210	40	71	27	 
2014	11620	181	Delta St.	-	Opponent Totals	-	-	-	-	51	0.248	0.327	0.314	1,591	174	395	46	5	499	16	154	152	37	8	30	316	50	44	19	 
2014	11620	30095	Dixie St.	-	Totals	-	-	-	-	53	0.304	0.391	0.428	1,765	343	537	94	5	755	38	301	193	71	21	60	274	35	41	31	 
2014	11620	30095	Dixie St.	-	Opponent Totals	-	-	-	-	53	0.275	0.336	0.369	1,770	240	487	88	9	653	20	216	127	42	16	28	302	49	34	27	 
2014	11620	8956	Dominican (NY)	-	Totals	-	-	-	-	46	0.251	0.354	0.308	1,539	258	387	59	8	474	4	206	208	45	15	31	351	30	125	25	 
2014	11620	8956	Dominican (NY)	-	Opponent Totals	-	-	-	-	46	0.285	0.353	0.372	1,585	251	451	81	15	589	9	226	144	35	21	39	339	24	67	27	 
2014	11620	2692	Dowling	-	Totals	-	-	-	-	53	0.295	0.379	0.408	1,775	327	524	91	34	725	14	269	193	57	15	36	287	32	138	33	 
2014	11620	2692	Dowling	-	Opponent Totals	-	-	-	-	53	0.230	0.307	0.289	1,719	193	396	58	9	496	8	159	134	61	11	25	424	31	72	30	 
2014	11620	1057	Drury	-	Totals	-	-	-	-	57	0.347	0.411	0.438	1,878	399	651	83	14	822	20	364	176	60	45	45	220	39	121	16	 
2014	11620	1057	Drury	-	Opponent Totals	-	-	-	-	57	0.240	0.304	0.301	1,753	183	421	54	2	527	16	171	106	62	15	34	353	31	53	15	 
2014	11620	8965	East Central	-	Totals	-	-	-	-	49	0.278	0.372	0.394	1,522	278	423	82	8	599	26	244	161	79	20	37	284	28	41	19	 
2014	11620	8965	East Central	-	Opponent Totals	-	-	-	-	49	0.272	0.382	0.397	1,543	301	420	85	12	613	28	267	219	65	16	25	347	34	50	15	 
2014	11620	197	East Stroudsburg	-	Totals	-	-	-	-	45	0.320	0.409	0.435	1,311	307	419	79	9	570	18	271	181	36	27	22	215	22	58	14	 
2014	11620	197	East Stroudsburg	-	Opponent Totals	-	-	-	-	45	0.273	0.353	0.366	1,244	184	339	61	5	455	15	162	125	36	13	25	247	29	52	11	 
2014	11620	206	Eastern N.M.	-	Totals	-	-	-	-	50	0.303	0.379	0.414	1,617	292	490	78	16	669	23	262	152	56	19	38	268	23	81	29	 
2014	11620	206	Eastern N.M.	-	Opponent Totals	-	-	-	-	50	0.288	0.372	0.410	1,564	287	450	73	17	641	28	245	168	56	26	30	264	40	49	14	 
2014	11620	208	Eckerd	-	Totals	-	-	-	-	49	0.280	0.345	0.366	1,573	233	440	82	7	575	13	207	125	45	26	34	277	32	46	19	 
2014	11620	208	Eckerd	-	Opponent Totals	-	-	-	-	49	0.285	0.361	0.362	1,629	231	464	62	6	589	17	199	168	34	14	31	299	22	66	23	 
2014	11620	210	Elizabeth City St.	-	Totals	-	-	-	-	27	0.266	0.360	0.338	743	116	198	32	3	251	5	99	86	25	5	7	168	8	41	12	 
2014	11620	210	Elizabeth City St.	-	Opponent Totals	-	-	-	-	27	0.302	0.404	0.375	742	177	224	29	2	278	7	155	106	33	17	7	95	15	51	12	 
2014	11620	1071	Emporia St.	-	Totals	-	-	-	-	61	0.287	0.385	0.442	1,907	392	547	103	18	842	52	351	243	72	16	46	341	41	144	35	 
2014	11620	1071	Emporia St.	-	Opponent Totals	-	-	-	-	61	0.270	0.335	0.385	1,943	260	524	78	9	749	43	237	132	63	10	43	427	44	35	18	 
2014	11620	1072	Erskine	-	Totals	-	-	-	-	51	0.328	0.384	0.514	1,733	386	569	125	13	891	57	350	142	36	32	20	228	35	83	16	 
2014	11620	1072	Erskine	-	Opponent Totals	-	-	-	-	51	0.275	0.351	0.394	1,639	229	451	70	5	645	38	204	141	57	13	22	325	44	43	24	 
2014	11620	1076	Fairmont St.	-	Totals	-	-	-	-	45	0.237	0.326	0.286	1,217	121	288	36	3	348	6	110	125	41	9	34	214	28	40	19	 
2014	11620	1076	Fairmont St.	-	Opponent Totals	-	-	-	-	45	0.266	0.351	0.338	1,247	207	332	57	3	422	9	178	137	38	21	33	184	21	57	12	 
2014	11620	23157	Felician	-	Totals	-	-	-	-	50	0.294	0.375	0.384	1,692	301	497	75	21	650	12	262	180	55	23	45	345	38	63	30	 
2014	11620	23157	Felician	-	Opponent Totals	-	-	-	-	50	0.229	0.332	0.289	1,611	201	369	52	18	466	3	161	204	51	14	42	398	40	98	15	 
2014	11620	1079	Findlay	-	Totals	-	-	-	-	43	0.233	0.316	0.299	1,284	165	299	51	5	384	8	145	119	45	16	39	223	21	20	9	 
2014	11620	1079	Findlay	-	Opponent Totals	-	-	-	-	43	0.309	0.388	0.390	1,362	254	421	57	4	531	15	231	149	37	18	23	226	20	80	14	 
2014	11620	233	Fla. Southern	-	Totals	-	-	-	-	54	0.288	0.360	0.391	1,859	315	536	75	16	727	28	278	166	57	27	39	249	42	47	7	 
2014	11620	233	Fla. Southern	-	Opponent Totals	-	-	-	-	54	0.242	0.309	0.324	1,782	212	432	58	6	577	25	185	137	41	14	27	336	53	48	13	 
2014	11620	30092	Flagler	-	Totals	-	-	-	-	48	0.306	0.396	0.453	1,721	352	527	113	16	780	36	320	225	53	34	31	338	30	44	11	 
2014	11620	30092	Flagler	-	Opponent Totals	-	-	-	-	48	0.291	0.371	0.396	1,654	293	482	76	8	655	27	264	166	57	23	16	357	49	51	26	 
2014	11620	230	Florida Tech	-	Totals	-	-	-	-	46	0.263	0.351	0.365	1,496	238	394	83	6	546	19	203	181	37	28	30	313	28	74	31	 
2014	11620	230	Florida Tech	-	Opponent Totals	-	-	-	-	46	0.280	0.348	0.361	1,526	222	427	62	4	551	18	203	136	31	15	39	220	48	51	20	 
2014	11620	9011	Fort Hays St.	-	Totals	-	-	-	-	45	0.300	0.375	0.437	1,411	248	423	82	6	616	33	224	136	44	18	31	299	22	27	22	 
2014	11620	9011	Fort Hays St.	-	Opponent Totals	-	-	-	-	45	0.363	0.426	0.541	1,481	375	538	112	11	801	43	335	133	48	26	41	156	34	54	12	 
2014	11620	1085	Francis Marion	-	Totals	-	-	-	-	50	0.301	0.379	0.412	1,760	376	530	98	10	726	26	323	188	44	20	40	312	26	62	19	 
2014	11620	1085	Francis Marion	-	Opponent Totals	-	-	-	-	50	0.286	0.365	0.430	1,746	286	500	98	19	750	38	259	176	53	20	18	357	18	68	19	 
