year	year_id	team_id	team_name	jersey_number	player_name	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2014	11620	9	UAB	-	Opponent Totals	-	-	-	-	56	0.240	0.323	0.306	1,880	188	451	75	10	576	10	168	178	60	17	31	409	55	59	18	 
2014	11620	32	UALR	-	Totals	-	-	-	-	54	0.257	0.351	0.369	1,830	272	471	76	10	675	36	245	212	62	16	38	445	36	87	23	 
2014	11620	32	UALR	-	Opponent Totals	-	-	-	-	54	0.254	0.350	0.356	1,830	269	464	95	6	652	27	236	216	69	23	36	368	51	66	25	 
2014	11620	108	UC Davis	-	Totals	-	-	-	-	54	0.276	0.353	0.353	1,794	228	496	75	13	633	12	207	153	66	15	55	288	48	38	22	 
2014	11620	108	UC Davis	-	Opponent Totals	-	-	-	-	54	0.259	0.356	0.349	1,715	257	444	87	11	598	15	234	215	57	26	59	281	44	73	24	 
2014	11620	109	UC Irvine	-	Totals	-	-	-	-	66	0.269	0.355	0.347	2,128	287	572	84	23	738	12	247	205	96	32	94	405	49	37	29	 
2014	11620	109	UC Irvine	-	Opponent Totals	-	-	-	-	66	15.587	19.168	20.338	2,216	224	537	102	18	705	10	203	141	39	14	51	466	47	23	22	 
2014	11620	111	UC Riverside	-	Totals	-	-	-	-	54	0.282	0.373	0.379	1,820	279	513	82	10	690	25	251	227	52	22	32	366	49	74	23	 
2014	11620	111	UC Riverside	-	Opponent Totals	-	-	-	-	54	0.297	0.368	0.377	1,834	277	544	83	13	692	13	241	164	60	31	61	301	44	35	26	 
2014	11620	104	UC Santa Barbara	-	Totals	-	-	-	-	52	0.288	0.374	0.379	1,734	292	499	93	9	658	16	258	156	98	25	69	252	46	86	26	 
2014	11620	104	UC Santa Barbara	-	Opponent Totals	-	-	-	-	52	0.260	0.340	0.326	1,743	221	454	56	13	569	11	202	167	52	18	42	350	48	39	9	 
2014	11620	128	UCF	-	Totals	-	-	-	-	59	0.271	0.358	0.373	1,996	335	541	81	7	744	36	303	214	75	34	65	378	27	68	32	 
2014	11620	128	UCF	-	Opponent Totals	-	-	-	-	59	0.246	0.336	0.318	1,969	242	484	68	6	627	21	210	226	55	28	51	378	51	41	15	 
2014	11620	110	UCLA	-	Totals	-	-	-	-	56	0.252	0.329	0.324	1,829	200	460	75	17	593	8	185	146	75	17	79	355	36	31	31	 
2014	11620	110	UCLA	-	Opponent Totals	-	-	-	-	56	0.242	0.316	0.328	1,850	220	448	72	10	606	22	197	154	51	11	76	412	39	34	22	 
2014	11620	164	UConn	-	Totals	-	-	-	-	58	0.268	0.364	0.349	2,004	286	537	82	7	699	22	253	218	93	16	35	318	57	83	37	 
2014	11620	164	UConn	-	Opponent Totals	-	-	-	-	58	0.254	0.356	0.338	1,944	243	494	91	8	658	19	208	256	63	18	52	371	51	59	31	 
2014	11620	391	UMBC	-	Totals	-	-	-	-	46	0.243	0.325	0.319	1,505	204	365	69	5	480	12	173	155	36	16	29	255	28	62	20	 
2014	11620	391	UMBC	-	Opponent Totals	-	-	-	-	46	0.306	0.377	0.418	1,581	300	484	105	3	661	22	263	123	67	18	33	227	30	59	19	 
2014	11620	393	UMES	-	Totals	-	-	-	-	48	0.265	0.347	0.337	1,539	198	408	69	7	518	9	174	182	21	17	22	356	35	40	17	 
2014	11620	393	UMES	-	Opponent Totals	-	-	-	-	48	0.316	0.412	0.448	1,581	372	499	88	17	708	29	326	210	66	25	28	185	35	85	19	 
2014	11620	368	UMass Lowell	-	Totals	-	-	-	-	42	0.264	0.345	0.344	1,366	200	361	62	7	470	11	177	117	57	11	33	273	30	66	23	 
2014	11620	368	UMass Lowell	-	Opponent Totals	-	-	-	-	42	0.271	0.350	0.390	1,363	199	369	88	10	531	18	180	127	50	20	21	182	32	41	14	 
2014	11620	456	UNC Asheville	-	Totals	-	-	-	-	53	0.250	0.329	0.338	1,814	224	454	96	9	613	15	191	183	37	12	18	383	35	17	13	 
2014	11620	456	UNC Asheville	-	Opponent Totals	-	-	-	-	53	0.289	0.389	0.400	1,762	362	510	94	8	704	28	315	209	96	30	45	298	35	72	21	 
2014	11620	459	UNC Greensboro	-	Totals	-	-	-	-	49	0.310	0.379	0.423	1,758	312	545	90	17	744	25	268	182	31	27	37	284	51	38	19	 
2014	11620	459	UNC Greensboro	-	Opponent Totals	-	-	-	-	49	0.291	0.387	0.387	1,737	331	505	90	15	673	16	290	231	61	29	28	360	38	56	20	 
2014	11620	460	UNCW	-	Totals	-	-	-	-	57	0.261	0.355	0.354	1,883	278	492	77	8	666	27	252	219	65	19	35	393	48	38	16	 
2014	11620	460	UNCW	-	Opponent Totals	-	-	-	-	57	0.265	0.363	0.347	1,906	291	505	79	7	661	21	255	209	87	7	39	390	55	63	27	 
2014	11620	465	UNLV	-	Totals	-	-	-	-	61	0.286	0.355	0.401	2,119	346	607	115	19	850	30	314	192	46	23	41	384	46	56	16	 
2014	11620	465	UNLV	-	Opponent Totals	-	-	-	-	61	0.251	0.320	0.336	2,034	248	510	85	16	684	19	211	164	51	18	47	431	51	58	14	 
2014	11620	10411	USC Upstate	-	Totals	-	-	-	-	54	0.244	0.329	0.314	1,829	218	447	77	10	574	10	191	200	40	16	38	372	48	23	10	 
2014	11620	10411	USC Upstate	-	Opponent Totals	-	-	-	-	54	0.346	0.413	0.457	1,984	396	686	107	16	906	27	357	197	53	34	42	291	41	62	32	 
2014	11620	695	UT Martin	-	Totals	-	-	-	-	51	0.226	0.310	0.307	1,674	188	378	65	4	514	21	171	161	47	8	28	442	30	53	19	 
2014	11620	695	UT Martin	-	Opponent Totals	-	-	-	-	51	0.319	0.411	0.463	1,790	389	571	135	13	828	32	346	245	58	31	24	307	47	65	30	 
2014	11620	706	UTSA	-	Totals	-	-	-	-	61	0.274	0.355	0.374	2,060	309	564	99	13	770	27	276	203	67	22	35	389	61	40	26	 
2014	11620	706	UTSA	-	Opponent Totals	-	-	-	-	61	0.266	0.333	0.333	2,093	231	557	69	8	696	18	211	185	32	16	40	435	57	22	27	 
2014	11620	732	Utah	-	Totals	-	-	-	-	52	0.233	0.319	0.301	1,724	203	401	70	9	519	10	180	176	49	16	50	389	45	53	22	 
2014	11620	732	Utah	-	Opponent Totals	-	-	-	-	52	0.290	0.358	0.400	1,815	312	527	84	17	726	27	279	164	39	21	54	332	37	46	25	 
2014	11620	30024	Utah Valley	-	Totals	-	-	-	-	58	0.259	0.339	0.371	1,964	308	509	101	13	729	31	281	186	64	24	35	441	27	26	17	 
2014	11620	30024	Utah Valley	-	Opponent Totals	-	-	-	-	58	0.293	0.374	0.376	1,962	344	574	74	12	738	22	310	222	52	31	49	246	53	89	24	 
2014	11620	740	VCU	-	Totals	-	-	-	-	57	0.292	0.373	0.369	2,016	357	589	94	14	744	11	317	191	86	27	39	274	51	59	22	 
2014	11620	740	VCU	-	Opponent Totals	-	-	-	-	57	0.259	0.352	0.320	1,939	257	503	61	4	620	16	234	218	72	25	55	368	35	55	28	 
2014	11620	741	VMI	-	Totals	-	-	-	-	48	0.247	0.330	0.325	1,593	203	394	67	12	518	11	176	156	47	14	32	353	29	72	17	 
2014	11620	741	VMI	-	Opponent Totals	-	-	-	-	48	0.253	0.347	0.336	1,608	222	407	70	8	541	16	202	202	40	19	37	361	33	29	24	 
2014	11620	735	Valparaiso	-	Totals	-	-	-	-	53	0.237	0.324	0.301	1,768	228	419	61	4	533	15	191	184	51	14	46	314	34	53	11	 
2014	11620	735	Valparaiso	-	Opponent Totals	-	-	-	-	53	0.278	0.346	0.353	1,787	250	497	75	11	630	12	229	147	49	22	44	279	55	49	16	 
2014	11620	736	Vanderbilt	-	Totals	-	-	-	-	72	0.278	0.366	0.379	2,360	403	655	145	14	894	22	351	269	80	33	66	463	47	120	45	 
2014	11620	736	Vanderbilt	-	Opponent Totals	-	-	-	-	72	0.212	0.302	0.282	2,296	252	486	66	24	648	16	224	245	61	21	43	636	54	49	18	 
2014	11620	739	Villanova	-	Totals	-	-	-	-	50	0.240	0.354	0.317	1,630	229	391	59	15	516	12	197	205	91	17	47	396	40	32	16	 
2014	11620	739	Villanova	-	Opponent Totals	-	-	-	-	50	0.296	0.381	0.391	1,694	294	501	87	15	663	15	268	179	65	17	59	314	35	62	20	 
2014	11620	746	Virginia	-	Totals	-	-	-	-	69	0.280	0.375	0.377	2,305	378	645	106	10	870	33	339	294	73	26	87	343	52	66	20	 
2014	11620	746	Virginia	-	Opponent Totals	-	-	-	-	69	0.201	0.277	0.273	2,208	186	443	70	10	602	23	172	200	41	18	47	561	51	27	22	 
2014	11620	742	Virginia Tech	-	Totals	-	-	-	-	53	0.281	0.377	0.355	1,807	268	508	78	10	642	12	243	239	49	19	50	341	35	60	20	 
2014	11620	742	Virginia Tech	-	Opponent Totals	-	-	-	-	53	0.279	0.367	0.389	1,843	316	514	91	23	717	22	295	217	53	25	39	333	44	62	18	 
2014	11620	748	Wagner	-	Totals	-	-	-	-	53	0.242	0.329	0.310	1,653	174	400	62	6	513	13	155	159	63	16	33	347	39	48	24	 
2014	11620	748	Wagner	-	Opponent Totals	-	-	-	-	53	0.282	0.361	0.385	1,705	283	480	85	17	656	19	251	157	65	19	29	241	34	72	25	 
2014	11620	749	Wake Forest	-	Totals	-	-	-	-	56	0.250	0.348	0.348	1,898	255	474	81	3	660	33	234	256	42	24	33	411	51	38	9	 
2014	11620	749	Wake Forest	-	Opponent Totals	-	-	-	-	56	0.264	0.341	0.363	1,963	271	518	99	9	713	26	231	200	40	18	28	384	58	77	18	 
2014	11620	756	Washington	-	Totals	-	-	-	-	59	0.279	0.366	0.378	1,925	324	537	93	10	728	26	298	181	97	24	88	352	40	42	19	 
2014	11620	756	Washington	-	Opponent Totals	-	-	-	-	59	0.249	0.320	0.337	1,928	208	480	90	14	649	17	186	173	35	14	53	339	64	28	18	 
2014	11620	754	Washington St.	-	Totals	-	-	-	-	54	0.261	0.336	0.336	1,794	216	469	76	12	602	11	200	149	56	9	57	333	48	47	26	 
2014	11620	754	Washington St.	-	Opponent Totals	-	-	-	-	54	0.281	0.352	0.354	1,816	271	510	63	14	643	14	247	168	45	25	54	334	58	35	26	 
2014	11620	768	West Virginia	-	Totals	-	-	-	-	54	0.287	0.358	0.380	1,883	271	540	87	8	715	24	248	170	51	20	29	315	44	80	27	 
2014	11620	768	West Virginia	-	Opponent Totals	-	-	-	-	54	0.263	0.345	0.353	1,804	230	474	80	8	636	22	212	177	57	13	47	327	47	35	9	 
2014	11620	769	Western Caro.	-	Totals	-	-	-	-	55	0.285	0.383	0.431	1,904	388	543	105	13	821	49	356	242	82	33	37	431	42	67	16	 
2014	11620	769	Western Caro.	-	Opponent Totals	-	-	-	-	55	0.264	0.358	0.371	1,918	280	507	72	11	712	37	235	241	47	17	20	440	45	37	22	 
2014	11620	771	Western Ill.	-	Totals	-	-	-	-	53	0.288	0.353	0.360	1,740	253	501	62	15	626	11	224	149	40	28	32	344	32	89	31	 
2014	11620	771	Western Ill.	-	Opponent Totals	-	-	-	-	53	0.281	0.392	0.365	1,691	311	476	89	5	617	14	265	242	77	18	46	333	39	68	19	 
2014	11620	772	Western Ky.	-	Totals	-	-	-	-	57	0.291	0.359	0.411	1,970	302	574	119	12	810	31	277	182	38	19	41	333	51	40	24	 
2014	11620	772	Western Ky.	-	Opponent Totals	-	-	-	-	57	0.267	0.369	0.365	1,881	290	503	76	13	686	27	252	263	53	22	43	389	50	45	32	 
2014	11620	774	Western Mich.	-	Totals	-	-	-	-	55	0.259	0.348	0.321	1,833	241	474	55	19	588	7	208	180	78	13	67	336	34	50	19	 
2014	11620	774	Western Mich.	-	Opponent Totals	-	-	-	-	55	0.274	0.368	0.336	1,805	253	494	66	4	607	13	225	226	55	21	43	316	39	52	30	 
2014	11620	782	Wichita St.	-	Totals	-	-	-	-	58	0.273	0.360	0.394	1,972	293	539	101	11	776	38	271	235	44	21	41	385	52	61	18	 
2014	11620	782	Wichita St.	-	Opponent Totals	-	-	-	-	58	0.256	0.327	0.339	1,964	232	502	90	10	666	18	210	172	44	14	34	374	41	26	24	 
2014	11620	786	William & Mary	-	Totals	-	-	-	-	56	0.310	0.398	0.471	2,084	452	645	149	11	981	55	401	225	96	21	32	397	49	21	12	 
2014	11620	786	William & Mary	-	Opponent Totals	-	-	-	-	56	0.277	0.346	0.391	1,998	299	553	101	10	782	36	271	169	52	17	42	367	37	26	18	 
2014	11620	792	Winthrop	-	Totals	-	-	-	-	60	0.236	0.322	0.309	1,961	217	462	77	8	606	17	186	202	52	12	51	426	56	44	25	 
2014	11620	792	Winthrop	-	Opponent Totals	-	-	-	-	60	0.268	0.331	0.340	2,038	269	547	95	7	692	12	235	160	44	24	39	337	38	85	23	 
2014	11620	2915	Wofford	-	Totals	-	-	-	-	60	0.249	0.350	0.360	1,962	316	488	89	5	707	40	267	248	74	28	31	384	50	153	38	 
2014	11620	2915	Wofford	-	Opponent Totals	-	-	-	-	60	0.272	0.366	0.391	2,083	363	567	108	8	814	41	332	254	67	25	44	496	35	77	21	 
2014	11620	810	Wright St.	-	Totals	-	-	-	-	57	0.271	0.351	0.372	2,003	321	543	117	14	745	19	283	192	66	22	44	319	45	60	22	 
2014	11620	810	Wright St.	-	Opponent Totals	-	-	-	-	57	0.255	0.354	0.350	1,961	287	500	79	18	687	24	249	229	83	23	37	392	47	76	29	 
2014	11620	812	Xavier	-	Totals	-	-	-	-	59	0.283	0.360	0.389	2,120	330	599	95	13	825	35	289	213	55	20	37	377	35	76	32	 
2014	11620	812	Xavier	-	Opponent Totals	-	-	-	-	59	0.255	0.353	0.349	1,971	307	503	89	18	688	20	276	234	78	24	47	303	44	60	34	 
2014	11620	813	Yale	-	Totals	-	-	-	-	41	0.262	0.337	0.329	1,284	177	336	57	6	423	6	153	103	49	11	30	238	30	46	18	 
2014	11620	813	Yale	-	Opponent Totals	-	-	-	-	41	0.288	0.379	0.408	1,300	247	374	74	10	531	21	223	132	66	12	25	214	29	40	18	 
2014	11620	817	Youngstown St.	-	Totals	-	-	-	-	55	0.254	0.346	0.329	1,847	254	469	66	11	608	17	222	213	60	25	22	422	55	41	18	 
2014	11620	817	Youngstown St.	-	Opponent Totals	-	-	-	-	55	0.317	0.409	0.447	1,891	413	600	104	15	845	37	372	250	66	32	31	265	38	85	24	 
