year	year_id	division_id	team_id	team_name	jersey_number	player_name	class_year	position	gp	gs	g	app	gs2	era	ip	h	r	er	bb	so	sho	bf	p_oab	d_allowed	t_allowed	hr_allowed	wp	bk	hb	ibb	inh_run	inh_run_score	sha	sfa	pitches	go	fo	w	l	sv	kl
2017	12560	86	Buffalo	-	Opponent Totals	-	-	-	-	""	""	""	4.60	447.2	""	455	258	229	215	505	7	2042	1731	73	13	3	29	46	62	4	""	""	23	11	""	382	398	""	""	""	152
2017	12560	87	Butler	-	Totals	-	-	-	-	""	""	""	3.71	451.2	""	379	231	186	209	405	5	1977	1649	53	5	5	25	56	59	3	""	""	40	20	""	430	460	""	""	""	115
2017	12560	87	Butler	-	Opponent Totals	-	-	-	-	""	""	""	4.23	449.0	""	436	256	211	195	389	2	1995	1710	71	7	2	35	48	43	5	""	""	30	16	""	416	475	""	""	""	113
2017	12560	94	CSU Bakersfield	-	Totals	-	-	-	-	""	""	""	4.84	485.1	""	553	325	261	161	318	3	2181	1918	104	20	10	36	40	44	""	""	""	35	23	""	515	547	""	""	""	86
2017	12560	94	CSU Bakersfield	-	Opponent Totals	-	-	-	-	""	""	""	5.73	478.2	""	600	351	305	206	320	1	2236	1935	79	20	10	7	59	51	2	""	""	17	27	""	548	472	""	""	""	116
2017	12560	101	CSUN	-	Totals	-	-	-	-	""	""	""	5.15	485.2	""	504	314	278	220	384	3	2159	1845	101	13	7	48	60	47	15	""	""	26	21	""	508	462	""	""	""	113
2017	12560	101	CSUN	-	Opponent Totals	-	-	-	-	""	""	""	4.56	483.2	""	479	279	245	176	343	3	2127	1835	96	8	6	44	62	64	8	""	""	28	24	""	540	495	""	""	""	89
2017	12560	90	Cal Poly	-	Totals	-	-	-	-	""	""	""	3.65	493.1	""	472	244	200	158	472	4	2119	1871	94	14	3	21	19	39	3	""	""	36	14	""	511	420	""	""	""	107
2017	12560	90	Cal Poly	-	Opponent Totals	-	-	-	-	""	""	""	4.21	496.0	""	529	268	232	184	364	9	2206	1927	88	18	7	24	39	38	2	""	""	37	20	""	517	534	""	""	""	94
2017	12560	97	Cal St. Fullerton	-	Totals	-	-	-	-	""	""	""	3.57	544.1	""	523	234	216	146	458	6	2291	2053	102	12	3	29	43	39	4	""	""	37	16	""	565	530	""	""	""	125
2017	12560	97	Cal St. Fullerton	-	Opponent Totals	-	-	-	-	""	""	""	4.73	535.0	""	555	334	281	242	409	4	2411	2052	96	22	7	44	46	53	3	""	""	43	20	""	556	556	""	""	""	125
2017	12560	107	California	-	Totals	-	-	-	-	""	""	""	5.17	475.1	""	498	341	273	262	329	1	2200	1813	82	12	8	38	66	60	13	""	""	37	27	""	512	497	""	""	""	90
2017	12560	107	California	-	Opponent Totals	-	-	-	-	""	""	""	4.62	477.0	""	530	275	245	178	382	3	2120	1844	99	9	7	42	40	39	17	""	""	45	12	""	530	430	""	""	""	103
2017	12560	115	Campbell	-	Totals	-	-	-	-	""	""	""	5.19	503.1	""	494	352	290	290	405	2	2325	1909	102	18	5	32	96	68	8	""	""	32	26	""	498	512	""	""	""	109
2017	12560	115	Campbell	-	Opponent Totals	-	-	-	-	""	""	""	5.27	504.0	""	512	350	295	236	469	3	2326	1932	108	10	7	49	69	113	4	""	""	18	27	""	398	548	""	""	""	117
2017	12560	116	Canisius	-	Totals	-	-	-	-	""	""	""	4.09	486.2	""	464	276	221	207	411	6	2152	1843	78	9	4	46	38	47	""	""	""	37	18	""	426	554	""	""	""	110
2017	12560	116	Canisius	-	Opponent Totals	-	-	-	-	""	""	""	5.00	486.1	""	507	322	270	248	425	3	2251	1852	81	20	5	23	62	78	10	""	""	46	26	""	537	402	""	""	""	127
2017	12560	1004	Central Ark.	-	Totals	-	-	-	-	""	""	""	4.78	527.0	""	553	313	280	207	405	3	2320	2011	96	9	11	40	37	33	6	""	""	47	22	""	548	549	""	""	""	104
2017	12560	1004	Central Ark.	-	Opponent Totals	-	-	-	-	""	""	""	4.95	522.0	""	522	362	287	302	431	4	2440	1980	91	22	5	24	33	70	6	""	""	66	22	""	528	521	""	""	""	138
2017	12560	127	Central Conn. St.	-	Totals	-	-	-	-	""	""	""	4.37	494.2	""	517	278	240	201	318	6	2175	1884	96	13	15	37	33	47	5	""	""	21	20	""	501	561	""	""	""	94
2017	12560	127	Central Conn. St.	-	Opponent Totals	-	-	-	-	""	""	""	5.25	492.0	""	551	341	287	260	374	4	2324	1964	108	22	11	23	50	39	6	""	""	38	22	""	554	485	""	""	""	126
2017	12560	129	Central Mich.	-	Totals	-	-	-	-	""	""	""	5.30	527.2	""	594	372	311	268	397	1	2433	2059	96	26	5	28	46	47	9	""	""	32	27	""	553	525	""	""	""	110
2017	12560	129	Central Mich.	-	Opponent Totals	-	-	-	-	""	""	""	5.08	528.1	""	551	362	298	281	399	1	2454	2000	93	14	4	30	70	75	15	""	""	64	30	""	548	533	""	""	""	133
2017	12560	48	Charleston So.	-	Totals	-	-	-	-	""	""	""	4.85	450.2	""	534	300	243	152	468	""	2071	1832	96	7	8	53	34	49	""	""	""	22	15	""	369	445	""	""	""	134
2017	12560	48	Charleston So.	-	Opponent Totals	-	-	-	-	""	""	""	4.17	449.0	""	477	261	208	172	361	4	2018	1785	84	9	2	36	51	28	3	""	""	13	20	""	381	554	""	""	""	94
2017	12560	458	Charlotte	-	Totals	-	-	-	-	""	""	""	4.45	513.1	""	531	277	254	176	436	4	2229	1961	94	9	9	49	25	41	5	""	""	27	24	""	441	576	""	""	""	118
2017	12560	458	Charlotte	-	Opponent Totals	-	-	-	-	""	""	""	5.88	504.0	""	611	384	329	205	292	5	2341	2030	107	18	4	41	63	45	15	""	""	28	33	""	608	529	""	""	""	104
2017	12560	136	Chicago St.	-	Totals	-	-	-	-	""	""	""	6.63	447.2	""	559	390	330	288	300	""	2192	1789	105	29	8	37	50	57	1	""	""	31	27	""	459	482	""	""	""	76
2017	12560	136	Chicago St.	-	Opponent Totals	-	-	-	-	""	""	""	3.37	464.2	""	436	211	174	180	350	8	2018	1744	79	8	1	24	28	55	4	""	""	23	15	""	492	468	""	""	""	77
2017	12560	140	Cincinnati	-	Totals	-	-	-	-	""	""	""	4.99	510.1	""	523	312	283	228	316	1	2294	1948	124	12	6	49	44	79	11	""	""	24	15	""	594	525	""	""	""	71
2017	12560	140	Cincinnati	-	Opponent Totals	-	-	-	-	""	""	""	4.04	514.2	""	478	290	231	210	426	1	2234	1905	109	15	5	30	43	48	6	""	""	46	21	""	512	522	""	""	""	120
2017	12560	147	Clemson	-	Totals	-	-	-	-	""	""	""	3.59	569.2	""	563	276	227	143	562	9	2427	2191	115	7	5	50	49	32	5	""	""	32	24	""	549	524	""	""	""	153
2017	12560	147	Clemson	-	Opponent Totals	-	-	-	-	""	""	""	5.56	553.1	""	609	387	342	302	440	3	2583	2156	119	7	8	73	67	60	23	""	""	32	32	""	521	604	""	""	""	125
2017	12560	149	Coastal Caro.	-	Totals	-	-	-	-	""	""	""	4.16	514.2	""	527	283	238	209	488	8	2287	1981	74	2	5	60	29	50	5	""	""	35	12	""	453	518	""	""	""	144
2017	12560	149	Coastal Caro.	-	Opponent Totals	-	-	-	-	""	""	""	6.04	499.1	""	542	377	335	274	453	2	2321	1910	91	10	7	68	36	47	7	""	""	62	25	""	419	551	""	""	""	160
2017	12560	1014	Col. of Charleston	-	Totals	-	-	-	-	""	""	""	5.37	519.2	""	619	346	310	147	451	3	2309	2061	116	6	5	62	36	41	""	""	""	32	28	""	495	518	""	""	""	115
2017	12560	1014	Col. of Charleston	-	Opponent Totals	-	-	-	-	""	""	""	4.83	518.0	""	554	340	278	264	439	4	2396	2037	98	10	6	47	55	52	5	""	""	22	19	""	484	557	""	""	""	153
2017	12560	158	Columbia	-	Totals	-	-	-	-	""	""	""	6.07	335.0	""	405	260	226	171	221	1	1586	1344	85	13	6	31	27	33	3	""	""	17	19	""	320	402	""	""	""	54
2017	12560	158	Columbia	-	Opponent Totals	-	-	-	-	""	""	""	5.97	344.0	""	397	256	228	153	325	2	1595	1366	75	9	2	36	40	42	3	""	""	17	17	""	342	314	""	""	""	108
2017	12560	165	Coppin St.	-	Totals	-	-	-	-	""	""	""	7.22	341.2	""	448	355	274	194	240	1	1729	1422	81	16	9	27	37	49	1	""	""	30	33	""	316	415	""	""	""	79
2017	12560	165	Coppin St.	-	Opponent Totals	-	-	-	-	""	""	""	4.01	355.0	""	347	211	158	190	324	""	1605	1343	57	3	10	6	41	28	1	""	""	28	16	""	387	279	""	""	""	124
2017	12560	167	Cornell	-	Totals	-	-	-	-	""	""	""	4.60	307.0	""	327	185	157	115	216	2	1373	1200	65	7	2	29	13	28	1	""	""	15	13	""	362	294	""	""	""	66
2017	12560	167	Cornell	-	Opponent Totals	-	-	-	-	""	""	""	5.37	311.2	""	373	220	186	137	245	4	1454	1265	80	11	3	21	34	34	3	""	""	3	14	""	315	316	""	""	""	61
2017	12560	169	Creighton	-	Totals	-	-	-	-	""	""	""	3.81	439.1	""	448	230	186	150	399	""	1930	1689	84	6	11	26	32	39	7	""	""	32	20	""	444	424	""	""	""	82
2017	12560	169	Creighton	-	Opponent Totals	-	-	-	-	""	""	""	3.79	436.2	""	410	209	184	149	379	3	1875	1604	75	12	4	28	35	63	5	""	""	44	15	""	453	399	""	""	""	121
2017	12560	1045	DBU	-	Totals	-	-	-	-	""	""	""	4.76	543.0	""	561	346	287	254	493	6	2453	2093	90	12	2	47	61	54	6	""	""	31	21	""	558	483	""	""	""	126
2017	12560	1045	DBU	-	Opponent Totals	-	-	-	-	""	""	""	6.98	532.1	""	645	464	413	277	454	1	2554	2157	143	18	11	97	73	69	5	""	""	19	30	""	443	626	""	""	""	109
2017	12560	172	Dartmouth	-	Totals	-	-	-	-	""	""	""	4.08	335.1	""	354	189	152	98	288	4	1470	1314	72	13	3	22	26	28	4	""	""	17	13	""	347	318	""	""	""	69
2017	12560	172	Dartmouth	-	Opponent Totals	-	-	-	-	""	""	""	5.07	337.0	""	378	222	190	167	223	3	1561	1315	57	13	5	19	31	40	5	""	""	14	25	""	306	418	""	""	""	72
2017	12560	173	Davidson	-	Totals	-	-	-	-	""	""	""	4.45	550.2	""	616	340	272	221	406	1	2507	2193	112	5	2	55	40	45	12	""	""	27	21	""	564	596	""	""	""	117
2017	12560	173	Davidson	-	Opponent Totals	-	-	-	-	""	""	""	5.28	540.1	""	596	373	317	248	455	5	2508	2165	104	5	7	71	51	59	7	""	""	17	19	""	481	619	""	""	""	127
2017	12560	175	Dayton	-	Totals	-	-	-	-	""	""	""	5.65	484.1	""	560	364	304	239	332	1	2294	1914	108	15	6	51	60	82	2	""	""	39	20	""	517	514	""	""	""	96
2017	12560	175	Dayton	-	Opponent Totals	-	-	-	-	""	""	""	4.38	493.2	""	447	294	240	232	436	5	2181	1830	75	5	9	36	64	52	2	""	""	44	22	""	515	447	""	""	""	107
2017	12560	180	Delaware	-	Totals	-	-	-	-	""	""	""	4.38	501.2	""	494	301	244	231	452	4	2232	1907	87	11	10	57	49	58	19	""	""	20	16	""	498	451	""	""	""	140
2017	12560	180	Delaware	-	Opponent Totals	-	-	-	-	""	""	""	6.77	493.1	""	613	422	371	287	426	3	2377	1979	113	24	7	57	41	53	4	""	""	39	19	""	487	485	""	""	""	140
2017	12560	178	Delaware St.	-	Totals	-	-	-	-	""	""	""	4.59	386.2	""	426	257	197	169	318	2	1780	1533	72	6	10	19	50	35	1	""	""	33	10	""	423	339	""	""	""	97
2017	12560	178	Delaware St.	-	Opponent Totals	-	-	-	-	""	""	""	4.22	390.1	""	388	238	183	186	327	4	1776	1504	64	5	5	18	49	37	2	""	""	29	20	""	407	371	""	""	""	128
2017	12560	193	Duke	-	Totals	-	-	-	-	""	""	""	4.84	511.1	""	492	304	275	212	438	2	2248	1946	81	10	6	36	77	51	5	""	""	22	17	""	528	495	""	""	""	114
2017	12560	193	Duke	-	Opponent Totals	-	-	-	-	""	""	""	5.43	505.1	""	536	357	305	227	411	3	2314	1978	120	11	9	38	68	61	2	""	""	18	30	""	463	561	""	""	""	87
2017	12560	198	ETSU	-	Totals	-	-	-	-	""	""	""	5.61	526.0	""	609	388	328	231	461	2	2422	2072	110	16	3	65	42	48	14	""	""	49	21	""	501	534	""	""	""	131
2017	12560	198	ETSU	-	Opponent Totals	-	-	-	-	""	""	""	6.37	521.0	""	655	426	369	245	378	""	2467	2118	130	13	7	60	55	39	8	""	""	42	23	""	578	536	""	""	""	102
2017	12560	196	East Carolina	-	Totals	-	-	-	-	""	""	""	4.30	536.1	""	528	303	256	201	466	6	2357	2035	98	10	8	39	37	70	5	""	""	37	14	""	562	486	""	""	""	120
2017	12560	196	East Carolina	-	Opponent Totals	-	-	-	-	""	""	""	5.41	528.2	""	601	358	318	231	433	5	2418	2067	102	10	4	56	49	67	4	""	""	28	25	""	520	534	""	""	""	129
2017	12560	201	Eastern Ill.	-	Totals	-	-	-	-	""	""	""	8.15	483.2	""	649	493	438	304	402	""	2432	2005	119	21	7	83	88	65	6	""	""	30	28	""	527	436	""	""	""	99
2017	12560	201	Eastern Ill.	-	Opponent Totals	-	-	-	-	""	""	""	6.29	496.1	""	536	375	347	236	473	3	2278	1922	91	17	8	83	52	58	6	""	""	44	18	""	472	470	""	""	""	130
2017	12560	202	Eastern Ky.	-	Totals	-	-	-	-	""	""	""	7.84	492.2	""	639	480	429	277	447	3	2419	2048	130	12	6	85	47	39	1	""	""	30	25	""	424	547	""	""	""	137
2017	12560	202	Eastern Ky.	-	Opponent Totals	-	-	-	-	""	""	""	6.11	494.2	""	595	386	336	220	446	3	2315	2009	110	7	6	72	61	36	2	""	""	28	22	""	461	513	""	""	""	123
2017	12560	204	Eastern Mich.	-	Totals	-	-	-	-	""	""	""	5.46	547.2	""	635	374	332	277	377	3	2581	2142	126	20	9	40	49	76	3	""	""	57	29	""	563	609	""	""	""	119
2017	12560	204	Eastern Mich.	-	Opponent Totals	-	-	-	-	""	""	""	4.27	559.0	""	534	332	265	261	455	4	2498	2098	94	9	7	36	51	74	7	""	""	31	32	""	612	505	""	""	""	140
2017	12560	1068	Elon	-	Totals	-	-	-	-	""	""	""	5.06	491.0	""	502	325	276	219	491	4	2232	1913	89	8	6	44	61	54	7	""	""	27	19	""	493	429	""	""	""	150
2017	12560	1068	Elon	-	Opponent Totals	-	-	-	-	""	""	""	4.72	490.0	""	469	279	257	242	557	5	2179	1850	109	4	6	58	37	42	8	""	""	24	21	""	403	437	""	""	""	127
2017	12560	219	Evansville	-	Totals	-	-	-	-	""	""	""	5.72	497.0	""	545	382	316	313	437	3	2391	1953	91	15	6	41	60	65	4	""	""	40	20	""	476	504	""	""	""	124
2017	12560	219	Evansville	-	Opponent Totals	-	-	-	-	""	""	""	4.23	511.0	""	485	279	240	205	466	4	2257	1952	106	5	4	36	66	58	5	""	""	26	16	""	427	584	""	""	""	127
2017	12560	28755	FGCU	-	Totals	-	-	-	-	""	""	""	3.72	559.0	""	576	281	231	181	540	3	2437	2161	80	10	5	31	28	32	3	""	""	46	16	""	556	502	""	""	""	168
2017	12560	28755	FGCU	-	Opponent Totals	-	-	-	-	""	""	""	5.46	542.1	""	594	385	329	305	469	2	2562	2126	101	17	3	57	49	59	15	""	""	43	29	""	510	579	""	""	""	151
2017	12560	231	FIU	-	Totals	-	-	-	-	""	""	""	5.50	512.1	""	566	342	313	222	497	5	2337	2010	101	19	11	42	59	62	3	""	""	30	12	""	533	434	""	""	""	125
2017	12560	231	FIU	-	Opponent Totals	-	-	-	-	""	""	""	5.35	506.0	""	533	364	301	174	432	1	2296	1928	91	7	4	66	64	103	5	""	""	71	20	""	467	543	""	""	""	99
