year	year_id	division_id	team_id	team_name	jersey_number	player_name	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2016	12360	78	Brockport	-	Totals	-	-	-	-	""	0.308	0.386	0.384	253	1422	438	67	7	""	9	227	148	45	19	38	196	34	23	""	47	""
2016	12360	78	Brockport	-	Opponent Totals	-	-	-	-	""	0.300	0.378	0.390	223	1401	421	70	17	""	7	202	143	40	15	38	217	47	14	""	35	""
2016	12360	84	Buena Vista	-	Totals	-	-	-	-	""	0.326	0.416	0.511	360	1468	479	101	16	""	46	331	177	60	17	23	277	24	18	""	63	""
2016	12360	84	Buena Vista	-	Opponent Totals	-	-	-	-	""	0.266	0.360	0.367	227	1381	368	75	8	""	16	212	166	44	16	25	265	27	21	""	30	""
2016	12360	480	CCNY	-	Totals	-	-	-	-	""	0.222	0.297	0.300	100	1032	229	38	5	""	11	93	86	30	12	10	308	26	22	""	41	""
2016	12360	480	CCNY	-	Opponent Totals	-	-	-	-	""	0.319	0.417	0.444	298	1133	361	88	15	""	8	242	156	45	14	12	172	15	17	""	108	""
2016	12360	122	CWRU	-	Totals	-	-	-	-	""	0.287	0.372	0.389	273	1441	414	68	17	""	15	217	147	57	17	11	259	26	21	""	94	""
2016	12360	122	CWRU	-	Opponent Totals	-	-	-	-	""	0.261	0.360	0.366	206	1348	352	65	11	""	18	181	175	41	15	34	228	36	28	""	35	""
2016	12360	1305	Cairn	-	Totals	-	-	-	-	""	0.323	0.401	0.422	229	1106	357	64	14	""	6	208	121	38	23	13	173	22	9	""	41	""
2016	12360	1305	Cairn	-	Opponent Totals	-	-	-	-	""	0.308	0.378	0.404	181	1067	329	52	7	""	12	164	94	30	9	19	152	29	18	""	33	""
2016	12360	105	Cal Lutheran	-	Totals	-	-	-	-	""	0.326	0.406	0.466	330	1508	491	95	19	""	26	289	154	65	23	48	201	36	20	""	47	""
2016	12360	105	Cal Lutheran	-	Opponent Totals	-	-	-	-	""	0.260	0.330	0.351	184	1440	375	65	9	""	16	167	131	25	12	25	249	47	10	""	28	""
2016	12360	89	Caltech	-	Totals	-	-	-	-	""	0.260	0.343	0.324	123	972	253	45	4	""	3	105	104	21	6	9	194	31	9	""	14	""
2016	12360	89	Caltech	-	Opponent Totals	-	-	-	-	""	0.383	0.481	0.556	378	1080	414	97	16	""	19	337	177	65	41	19	102	22	16	""	84	""
2016	12360	114	Calvin	-	Totals	-	-	-	-	""	0.308	0.383	0.436	234	1283	395	74	14	""	21	206	127	42	20	25	242	26	13	""	55	""
2016	12360	114	Calvin	-	Opponent Totals	-	-	-	-	""	0.326	0.409	0.424	286	1304	425	65	15	""	11	244	168	33	24	29	162	30	12	""	62	""
2016	12360	117	Capital	-	Totals	-	-	-	-	""	0.300	0.374	0.402	249	1296	389	64	10	""	16	215	115	50	19	20	183	33	12	""	43	""
2016	12360	117	Capital	-	Opponent Totals	-	-	-	-	""	0.274	0.360	0.350	233	1242	340	53	9	""	8	191	147	30	18	22	261	29	15	""	71	""
2016	12360	118	Carleton	-	Totals	-	-	-	-	""	0.281	0.361	0.394	201	1265	356	76	11	""	15	174	130	35	12	42	289	20	7	""	16	""
2016	12360	118	Carleton	-	Opponent Totals	-	-	-	-	""	0.333	0.422	0.486	322	1298	432	104	16	""	21	282	165	53	23	29	164	30	15	""	30	""
2016	12360	120	Carroll (WI)	-	Totals	-	-	-	-	""	0.286	0.367	0.383	232	1247	357	62	10	""	13	195	130	41	19	12	167	22	7	""	40	""
2016	12360	120	Carroll (WI)	-	Opponent Totals	-	-	-	-	""	0.292	0.387	0.387	231	1212	354	58	3	""	17	196	172	23	12	29	218	32	18	""	23	""
2016	12360	121	Carthage	-	Totals	-	-	-	-	""	0.315	0.388	0.484	291	1425	449	114	14	""	33	273	148	33	19	15	203	28	4	""	11	""
2016	12360	121	Carthage	-	Opponent Totals	-	-	-	-	""	0.307	0.379	0.410	251	1379	423	74	9	""	17	226	119	50	15	29	227	42	13	""	38	""
2016	12360	123	Castleton	-	Totals	-	-	-	-	""	0.302	0.399	0.393	310	1399	423	68	10	""	13	264	201	40	26	31	274	25	14	""	83	""
2016	12360	123	Castleton	-	Opponent Totals	-	-	-	-	""	0.238	0.322	0.304	171	1317	314	61	7	""	4	149	138	33	16	23	249	33	17	""	48	""
2016	12360	124	Catholic	-	Totals	-	-	-	-	""	0.304	0.372	0.414	237	1282	390	64	7	""	21	215	100	48	16	24	224	17	15	""	27	""
2016	12360	124	Catholic	-	Opponent Totals	-	-	-	-	""	0.279	0.363	0.353	208	1210	337	51	6	""	9	174	128	39	10	15	242	30	22	""	32	""
2016	12360	23624	Cazenovia	-	Totals	-	-	-	-	""	0.235	0.320	0.297	125	956	225	35	3	""	6	100	101	21	7	15	201	13	11	""	40	""
2016	12360	23624	Cazenovia	-	Opponent Totals	-	-	-	-	""	0.333	0.439	0.435	277	1049	349	57	10	""	10	251	147	61	12	25	146	16	8	""	45	""
2016	12360	125	Centenary (LA)	-	Totals	-	-	-	-	""	0.308	0.394	0.406	274	1321	407	67	10	""	14	233	131	68	18	51	202	20	26	""	75	""
2016	12360	125	Centenary (LA)	-	Opponent Totals	-	-	-	-	""	0.295	0.366	0.378	201	1329	392	43	10	""	16	172	109	48	16	28	226	31	33	""	48	""
2016	12360	12884	Centenary (NJ)	-	Totals	-	-	-	-	""	0.270	0.377	0.389	183	970	262	50	4	""	19	157	129	44	11	27	232	14	7	""	30	""
2016	12360	12884	Centenary (NJ)	-	Opponent Totals	-	-	-	-	""	0.278	0.340	0.377	136	1016	282	64	5	""	9	120	79	21	9	18	174	25	10	""	40	""
2016	12360	126	Central (IA)	-	Totals	-	-	-	-	""	0.253	0.327	0.361	173	1231	311	61	8	""	19	157	107	35	11	18	254	24	12	""	25	""
2016	12360	126	Central (IA)	-	Opponent Totals	-	-	-	-	""	0.324	0.413	0.448	281	1280	415	86	6	""	20	247	155	49	14	34	213	24	20	""	53	""
2016	12360	132	Centre	-	Totals	-	-	-	-	""	0.257	0.353	0.316	192	1289	331	48	5	""	6	160	175	26	16	15	263	39	20	""	68	""
2016	12360	132	Centre	-	Opponent Totals	-	-	-	-	""	0.281	0.364	0.361	253	1369	385	73	6	""	8	212	147	43	20	21	291	24	23	""	56	""
2016	12360	134	Chapman	-	Totals	-	-	-	-	""	0.326	0.405	0.492	337	1460	476	111	16	""	33	305	153	56	24	26	170	35	21	""	29	""
2016	12360	134	Chapman	-	Opponent Totals	-	-	-	-	""	0.273	0.383	0.364	248	1386	379	62	14	""	12	214	187	69	16	31	292	38	19	""	50	""
2016	12360	137	Chicago	-	Totals	-	-	-	-	""	0.296	0.378	0.367	193	1243	368	60	5	""	6	162	125	44	10	28	187	29	16	""	37	""
2016	12360	137	Chicago	-	Opponent Totals	-	-	-	-	""	0.286	0.365	0.359	199	1231	352	55	4	""	9	178	131	28	11	18	246	23	21	""	62	""
2016	12360	139	Chris. Newport	-	Totals	-	-	-	-	""	0.313	0.405	0.473	310	1359	425	83	6	""	41	274	179	50	26	36	240	20	12	""	91	""
2016	12360	139	Chris. Newport	-	Opponent Totals	-	-	-	-	""	0.270	0.353	0.382	222	1347	364	73	10	""	19	195	136	43	14	25	315	32	12	""	52	""
2016	12360	142	Claremont-M-S	-	Totals	-	-	-	-	""	0.275	0.359	0.389	211	1256	345	65	15	""	16	193	136	38	14	7	217	25	17	""	52	""
2016	12360	142	Claremont-M-S	-	Opponent Totals	-	-	-	-	""	0.325	0.415	0.456	300	1279	416	89	12	""	18	272	165	51	28	21	134	30	16	""	42	""
2016	12360	145	Clark (MA)	-	Totals	-	-	-	-	""	0.299	0.372	0.432	252	1329	397	77	17	""	22	214	130	30	10	15	193	23	11	""	72	""
2016	12360	145	Clark (MA)	-	Opponent Totals	-	-	-	-	""	0.302	0.384	0.413	236	1289	389	74	11	""	16	206	141	41	15	15	199	33	24	""	62	""
2016	12360	146	Clarkson	-	Totals	-	-	-	-	""	0.314	0.387	0.418	253	1247	392	74	11	""	11	221	128	31	17	24	162	22	12	""	39	""
2016	12360	146	Clarkson	-	Opponent Totals	-	-	-	-	""	0.295	0.364	0.369	201	1193	352	48	8	""	8	176	101	38	17	20	216	22	14	""	29	""
2016	12360	722	Coast Guard	-	Totals	-	-	-	-	""	0.264	0.366	0.338	218	1271	335	51	7	""	10	176	166	48	14	8	273	32	21	""	49	""
2016	12360	722	Coast Guard	-	Opponent Totals	-	-	-	-	""	0.275	0.394	0.362	295	1267	348	63	9	""	10	246	192	70	20	30	219	26	21	""	79	""
2016	12360	150	Coe	-	Totals	-	-	-	-	""	0.306	0.372	0.409	224	1269	388	67	11	""	14	204	100	46	21	32	194	28	21	""	34	""
2016	12360	150	Coe	-	Opponent Totals	-	-	-	-	""	0.305	0.393	0.439	248	1288	393	75	4	""	30	217	145	48	11	28	188	23	16	""	38	""
2016	12360	151	Colby	-	Totals	-	-	-	-	""	0.271	0.342	0.356	159	992	269	48	9	""	6	138	87	25	11	15	186	16	9	""	24	""
2016	12360	151	Colby	-	Opponent Totals	-	-	-	-	""	0.318	0.397	0.426	221	1050	334	57	10	""	12	191	113	33	12	14	179	17	12	""	42	""
2016	12360	152	Colby-Sawyer	-	Totals	-	-	-	-	""	0.285	0.357	0.339	164	1033	294	44	3	""	2	141	101	20	10	24	145	21	14	""	61	""
2016	12360	152	Colby-Sawyer	-	Opponent Totals	-	-	-	-	""	0.310	0.398	0.372	216	1033	320	42	5	""	4	182	116	45	16	19	129	27	20	""	47	""
2016	12360	24400	Concordia (TX)	-	Totals	-	-	-	-	""	0.283	0.386	0.393	286	1378	390	81	11	""	16	243	201	40	14	49	302	25	23	""	71	""
2016	12360	24400	Concordia (TX)	-	Opponent Totals	-	-	-	-	""	0.261	0.324	0.356	187	1431	374	64	10	""	17	168	109	26	6	25	365	30	17	""	39	""
2016	12360	160	Concordia Chicago	-	Totals	-	-	-	-	""	0.327	0.405	0.461	356	1680	550	127	17	""	21	308	177	58	24	25	276	39	43	""	130	""
2016	12360	160	Concordia Chicago	-	Opponent Totals	-	-	-	-	""	0.265	0.357	0.345	225	1561	414	58	15	""	12	201	186	44	13	25	274	49	11	""	51	""
2016	12360	1036	Concordia Wisconsin	-	Totals	-	-	-	-	""	0.289	0.383	0.374	238	1347	389	68	13	""	7	216	170	43	13	34	236	32	17	""	63	""
2016	12360	1036	Concordia Wisconsin	-	Opponent Totals	-	-	-	-	""	0.270	0.341	0.374	213	1361	368	70	16	""	13	193	114	39	15	17	236	26	10	""	35	""
2016	12360	161	Concordia-M'head	-	Totals	-	-	-	-	""	0.286	0.368	0.441	256	1278	366	90	10	""	29	231	133	38	12	15	259	31	11	""	28	""
2016	12360	161	Concordia-M'head	-	Opponent Totals	-	-	-	-	""	0.305	0.379	0.414	242	1265	386	71	11	""	15	216	141	21	18	25	230	23	23	""	34	""
2016	12360	166	Cornell College	-	Totals	-	-	-	-	""	0.319	0.392	0.415	296	1361	434	76	8	""	13	258	135	44	24	10	195	27	18	""	90	""
2016	12360	166	Cornell College	-	Opponent Totals	-	-	-	-	""	0.273	0.357	0.362	200	1251	341	63	5	""	13	171	139	36	20	26	213	28	10	""	22	""
2016	12360	30111	Covenant	-	Totals	-	-	-	-	""	0.296	0.363	0.393	238	1327	393	74	5	""	15	215	126	25	19	39	233	27	16	""	71	""
2016	12360	30111	Covenant	-	Opponent Totals	-	-	-	-	""	0.272	0.352	0.383	227	1347	366	61	10	""	23	195	112	62	11	29	273	24	18	""	55	""
2016	12360	30035	Crown (MN)	-	Totals	-	-	-	-	""	0.311	0.388	0.407	214	1037	322	53	13	""	7	186	110	30	14	7	167	15	9	""	56	""
2016	12360	30035	Crown (MN)	-	Opponent Totals	-	-	-	-	""	0.275	0.389	0.351	228	992	273	40	7	""	7	177	156	38	16	18	155	22	14	""	35	""
2016	12360	170	Curry	-	Totals	-	-	-	-	""	0.244	0.340	0.307	142	1075	262	48	4	""	4	118	108	54	9	29	236	25	4	""	11	""
2016	12360	170	Curry	-	Opponent Totals	-	-	-	-	""	0.294	0.363	0.409	200	1115	328	60	4	""	20	182	99	31	15	28	196	20	13	""	31	""
2016	12360	1059	D'Youville	-	Totals	-	-	-	-	""	0.236	0.312	0.298	111	928	219	32	7	""	4	92	98	11	13	11	198	10	8	""	18	""
2016	12360	1059	D'Youville	-	Opponent Totals	-	-	-	-	""	0.368	0.447	0.511	298	1031	379	73	18	""	13	254	127	40	23	14	134	13	14	""	71	""
2016	12360	1044	Dallas	-	Totals	-	-	-	-	""	0.263	0.324	0.325	156	1304	343	39	6	""	10	132	91	30	9	36	241	28	19	""	58	""
2016	12360	1044	Dallas	-	Opponent Totals	-	-	-	-	""	0.302	0.395	0.396	277	1321	399	72	14	""	8	220	167	51	22	32	195	28	12	""	77	""
2016	12360	2691	Daniel Webster	-	Totals	-	-	-	-	""	0.260	0.350	0.309	138	974	253	36	3	""	2	109	101	37	5	15	153	26	20	""	29	""
2016	12360	2691	Daniel Webster	-	Opponent Totals	-	-	-	-	""	0.289	0.370	0.367	202	1024	296	54	7	""	4	164	104	38	18	16	155	15	16	""	62	""
2016	12360	177	DePauw	-	Totals	-	-	-	-	""	0.299	0.386	0.406	255	1455	435	84	18	""	12	223	181	34	13	30	242	28	15	""	36	""
2016	12360	177	DePauw	-	Opponent Totals	-	-	-	-	""	0.281	0.353	0.375	219	1412	397	73	15	""	10	185	133	32	17	32	273	36	20	""	27	""
2016	12360	20	DeSales	-	Totals	-	-	-	-	""	0.301	0.392	0.402	274	1337	403	67	20	""	9	236	186	27	20	29	227	26	31	""	59	""
2016	12360	20	DeSales	-	Opponent Totals	-	-	-	-	""	0.263	0.347	0.355	184	1280	336	64	8	""	13	162	140	34	16	31	222	34	20	""	32	""
2016	12360	1050	Defiance	-	Totals	-	-	-	-	""	0.304	0.375	0.383	263	1398	425	59	18	""	5	224	134	37	21	26	211	46	13	""	47	""
2016	12360	1050	Defiance	-	Opponent Totals	-	-	-	-	""	0.302	0.397	0.391	276	1356	410	57	9	""	15	233	188	43	26	36	207	38	9	""	39	""
2016	12360	179	Delaware Valley	-	Totals	-	-	-	-	""	0.301	0.385	0.397	204	992	299	50	12	""	7	181	101	40	9	20	162	24	14	""	24	""
2016	12360	179	Delaware Valley	-	Opponent Totals	-	-	-	-	""	0.310	0.390	0.423	212	1002	311	70	5	""	11	193	116	27	18	12	149	24	8	""	55	""
2016	12360	182	Denison	-	Totals	-	-	-	-	""	0.300	0.387	0.388	274	1358	407	68	14	""	8	240	163	46	25	36	216	35	18	""	71	""
2016	12360	182	Denison	-	Opponent Totals	-	-	-	-	""	0.291	0.365	0.353	203	1355	394	58	7	""	4	183	129	40	17	24	230	32	21	""	55	""
2016	12360	185	Dickinson	-	Totals	-	-	-	-	""	0.295	0.371	0.403	229	1257	371	58	13	""	17	209	140	22	16	24	204	25	21	""	64	""
2016	12360	185	Dickinson	-	Opponent Totals	-	-	-	-	""	0.265	0.342	0.348	185	1236	327	49	9	""	12	168	115	39	17	26	249	30	13	""	36	""
2016	12360	1332	Dominican (IL)	-	Totals	-	-	-	-	""	0.281	0.378	0.357	266	1502	422	88	4	""	6	227	152	92	16	22	241	29	12	""	31	""
2016	12360	1332	Dominican (IL)	-	Opponent Totals	-	-	-	-	""	0.319	0.375	0.406	275	1537	491	96	8	""	7	247	123	23	17	29	216	28	22	""	75	""
2016	12360	190	Drew	-	Totals	-	-	-	-	""	0.280	0.367	0.366	225	1332	373	66	3	""	14	195	146	49	20	32	185	25	10	""	29	""
2016	12360	190	Drew	-	Opponent Totals	-	-	-	-	""	0.328	0.407	0.463	271	1358	446	92	8	""	25	248	141	47	11	37	262	29	9	""	34	""
2016	12360	192	Dubuque	-	Totals	-	-	-	-	""	0.294	0.377	0.378	223	1334	392	78	8	""	6	197	140	45	13	43	190	36	17	""	40	""
2016	12360	192	Dubuque	-	Opponent Totals	-	-	-	-	""	0.283	0.353	0.403	227	1321	374	70	20	""	16	205	113	38	16	20	237	24	17	""	40	""
2016	12360	195	Earlham	-	Totals	-	-	-	-	""	0.300	0.398	0.452	323	1508	453	93	17	""	34	280	202	54	19	20	299	30	15	""	109	""
