 game_pk | game_date  | pitch_type |       avg        |       avg        | count 
 491150  | 2017-06-19 | FF         | 93.2302325581395 | 2350.27906976744 |    43
 491150  | 2017-06-19 | FT         |           94.975 |          2363.25 |     4
 491150  | 2017-06-19 | SL         | 87.7378378378378 | 2458.13513513513 |    37
 491067  | 2017-06-13 | CU         | 72.7333333333333 | 2288.66666666667 |    18
 491067  | 2017-06-13 | FF         | 92.9783783783784 | 2330.13513513513 |    37
 491067  | 2017-06-13 | FT         |           94.875 |             2361 |     4
 491067  | 2017-06-13 | SL         | 87.5809523809524 |           2457.5 |    42
 490993  | 2017-06-07 | CU         | 73.2739130434783 | 2344.21739130435 |    23
 490993  | 2017-06-07 | FF         | 92.4571428571428 |  2322.7380952381 |    42
 490993  | 2017-06-07 | FT         |               94 |           2355.5 |     2
 490993  | 2017-06-07 | SL         | 88.0821428571428 | 2457.92857142857 |    28
 490919  | 2017-06-02 | CH         |             86.5 |             2058 |     1
 490919  | 2017-06-02 | CU         | 73.6173913043478 | 2327.91304347826 |    23
 490919  | 2017-06-02 | FF         | 93.3880952380952 |  2314.2380952381 |    42
 490919  | 2017-06-02 | FT         |            94.14 |             2317 |     5
 490919  | 2017-06-02 | SL         |        89.346875 |          2437.25 |    32
 490847  | 2017-05-28 | CU         | 74.1823529411765 | 2366.76470588235 |    17
 490847  | 2017-05-28 | FF         | 93.1196428571428 | 2331.19642857143 |    56
 490847  | 2017-05-28 | FT         | 95.0666666666667 | 2263.33333333333 |     3
 490847  | 2017-05-28 | SL         | 89.3545454545454 | 2458.15151515152 |    33
 490784  | 2017-05-23 | CH         |             83.8 |           2189.5 |     2
 490784  | 2017-05-23 | CU         |         73.54375 |        2360.5625 |    16
 490784  | 2017-05-23 | FF         | 92.8421052631579 | 2345.21052631579 |    38
 490784  | 2017-05-23 | FT         | 94.4833333333333 | 2335.83333333333 |     6
 490784  | 2017-05-23 | SL         | 88.5333333333333 |  2460.7380952381 |    42
 490698  | 2017-05-17 | CH         |             85.6 |           2165.5 |     2
 490698  | 2017-05-17 | CU         |            74.25 |           2282.9 |    10
 490698  | 2017-05-17 | FF         | 93.2072727272727 | 2307.30909090909 |    55
 490698  | 2017-05-17 | FT         |             94.7 | 2301.66666666667 |     3
 490698  | 2017-05-17 | SL         | 87.6941176470588 | 2454.94117647059 |    17
 490630  | 2017-05-12 | CH         |             85.3 |             2216 |     1
 490630  | 2017-05-12 | CU         | 73.7454545454545 | 2338.09090909091 |    11
 490630  | 2017-05-12 | FF         | 93.0021739130435 | 2379.58695652174 |    46
 490630  | 2017-05-12 | SL         | 88.1962962962963 | 2539.14814814815 |    27
 490550  | 2017-05-06 | CU         | 72.5631578947368 | 2313.89473684211 |    19
 490550  | 2017-05-06 | FF         | 92.3018518518519 | 2324.57407407407 |    54
 490550  | 2017-05-06 | SL         |            88.42 | 2395.57777777778 |    45
 490482  | 2017-05-01 | CH         |             85.8 |          2151.25 |     4
 490482  | 2017-05-01 | CU         |          72.8375 |        2351.0625 |    16
 490482  | 2017-05-01 | FF         |  92.927868852459 | 2323.40983606557 |    61
 490482  | 2017-05-01 | SL         | 89.4608695652174 | 2415.82608695652 |    23
 490395  | 2017-04-25 | CH         |             85.9 |             2130 |     1
 490395  | 2017-04-25 | CU         | 73.2153846153846 | 2381.69230769231 |    13
 490395  | 2017-04-25 | FF         | 92.8297872340425 | 2325.65957446808 |    47
 490395  | 2017-04-25 | SL         | 89.3413793103448 | 2408.44827586207 |    29
 490315  | 2017-04-19 | CH         |             87.5 |             2209 |     1
 490315  | 2017-04-19 | CU         | 73.6066666666667 |           2418.2 |    15
 490315  | 2017-04-19 | FF         |            93.25 | 2320.40476190476 |    42
 490315  | 2017-04-19 | SL         |  89.472972972973 | 2483.59459459459 |    37
 490240  | 2017-04-14 | CH         | 86.0666666666667 |             2144 |     3
 490240  | 2017-04-14 | CU         |            73.34 | 2454.33333333333 |    15
 490240  | 2017-04-14 | FF         | 93.1181818181819 | 2326.38636363636 |    44
 490240  | 2017-04-14 | SL         | 89.2138888888889 | 2443.38888888889 |    36
 490169  | 2017-04-08 | CU         | 73.8428571428571 | 2414.14285714286 |    14
 490169  | 2017-04-08 | FF         | 93.1222222222222 | 2384.75925925926 |    54
 490169  | 2017-04-08 | SL         |        89.421875 |       2462.90625 |    32
 490109  | 2017-04-03 | CH         |             85.3 |           2103.5 |     2
 490109  | 2017-04-03 | CU         |             72.5 | 2380.86666666667 |    15
 490109  | 2017-04-03 | FF         | 93.0071428571429 | 2312.09523809524 |    42
 490109  | 2017-04-03 | null       |             91.9 |             2321 |     1
 490109  | 2017-04-03 | SL         | 89.3333333333333 | 2433.41666666667 |    24
(126 rows)

